Feature_A,Feature_A_noConstant_Feature,Feature_B,Feature_B_noConstant_Feature,Feature_C,Feature_C_noConstant_Feature,Constant_Feature,Constant_Feature_noConstant_Feature,Random_Feature,Random_Feature_noConstant_Feature,Outcome,Outcome_noConstant_Feature
5006,5006,10012,10012,-5006,-5006,1,1,0.5195526029697178,0.5195526029697178,B,B
5007,5007,10014,10014,-5007,-5007,1,1,0.6498675454640447,0.6498675454640447,B,B
5012,5012,10024,10024,-5012,-5012,1,1,0.7862279565871403,0.7862279565871403,B,B
5015,5015,10030,10030,-5015,-5015,1,1,0.9478814781844362,0.9478814781844362,B,B
5016,5016,10032,10032,-5016,-5016,1,1,0.4137247479133963,0.4137247479133963,B,B
5017,5017,10034,10034,-5017,-5017,1,1,0.924951254753319,0.924951254753319,B,B
5018,5018,10036,10036,-5018,-5018,1,1,0.47690142852302086,0.47690142852302086,B,B
5019,5019,10038,10038,-5019,-5019,1,1,0.5034660597792954,0.5034660597792954,B,B
5020,5020,10040,10040,-5020,-5020,1,1,0.546687224848856,0.546687224848856,B,B
5022,5022,10044,10044,-5022,-5022,1,1,0.6333771605572228,0.6333771605572228,B,B
5023,5023,10046,10046,-5023,-5023,1,1,0.6256876764001337,0.6256876764001337,B,B
5024,5024,10048,10048,-5024,-5024,1,1,0.5697660760560623,0.5697660760560623,B,B
5026,5026,10052,10052,-5026,-5026,1,1,0.9161798691484402,0.9161798691484402,B,B
5027,5027,10054,10054,-5027,-5027,1,1,0.5755647141294264,0.5755647141294264,B,B
5028,5028,10056,10056,-5028,-5028,1,1,0.7189859304572235,0.7189859304572235,B,B
5029,5029,10058,10058,-5029,-5029,1,1,0.8212443148088805,0.8212443148088805,B,B
5030,5030,10060,10060,-5030,-5030,1,1,0.18320680522300758,0.18320680522300758,B,B
5033,5033,10066,10066,-5033,-5033,1,1,0.6028876395615529,0.6028876395615529,B,B
5034,5034,10068,10068,-5034,-5034,1,1,0.9641564624377793,0.9641564624377793,B,B
5036,5036,10072,10072,-5036,-5036,1,1,0.019031406920495098,0.019031406920495098,B,B
5037,5037,10074,10074,-5037,-5037,1,1,0.1429833460838511,0.1429833460838511,B,B
5038,5038,10076,10076,-5038,-5038,1,1,0.11823862492848669,0.11823862492848669,B,B
5039,5039,10078,10078,-5039,-5039,1,1,0.1678185897287613,0.1678185897287613,B,B
5040,5040,10080,10080,-5040,-5040,1,1,0.7221887382963915,0.7221887382963915,B,B
5042,5042,10084,10084,-5042,-5042,1,1,0.006796525924181895,0.006796525924181895,B,B
5045,5045,10090,10090,-5045,-5045,1,1,0.2974596610604281,0.2974596610604281,B,B
5046,5046,10092,10092,-5046,-5046,1,1,0.7751183960054453,0.7751183960054453,B,B
5048,5048,10096,10096,-5048,-5048,1,1,0.06414922838599268,0.06414922838599268,B,B
5049,5049,10098,10098,-5049,-5049,1,1,0.6384919300482534,0.6384919300482534,B,B
5050,5050,10100,10100,-5050,-5050,1,1,0.7138807139963198,0.7138807139963198,B,B
5053,5053,10106,10106,-5053,-5053,1,1,0.8182298892488498,0.8182298892488498,B,B
5055,5055,10110,10110,-5055,-5055,1,1,0.023424349650412846,0.023424349650412846,B,B
5057,5057,10114,10114,-5057,-5057,1,1,0.9720746571483708,0.9720746571483708,B,B
5058,5058,10116,10116,-5058,-5058,1,1,0.3769050159963524,0.3769050159963524,B,B
5060,5060,10120,10120,-5060,-5060,1,1,0.6317031651446298,0.6317031651446298,B,B
5061,5061,10122,10122,-5061,-5061,1,1,0.05124089813272559,0.05124089813272559,B,B
5062,5062,10124,10124,-5062,-5062,1,1,0.38095817938184795,0.38095817938184795,B,B
5064,5064,10128,10128,-5064,-5064,1,1,0.6644829306932224,0.6644829306932224,B,B
5065,5065,10130,10130,-5065,-5065,1,1,0.8801976000958571,0.8801976000958571,B,B
5069,5069,10138,10138,-5069,-5069,1,1,0.0757495811776373,0.0757495811776373,B,B
5072,5072,10144,10144,-5072,-5072,1,1,0.5776597855051119,0.5776597855051119,B,B
5074,5074,10148,10148,-5074,-5074,1,1,0.4357960924845201,0.4357960924845201,B,B
5075,5075,10150,10150,-5075,-5075,1,1,0.31832506520509163,0.31832506520509163,B,B
5077,5077,10154,10154,-5077,-5077,1,1,0.31117955638320527,0.31117955638320527,B,B
5078,5078,10156,10156,-5078,-5078,1,1,0.016839136594505977,0.016839136594505977,B,B
5081,5081,10162,10162,-5081,-5081,1,1,0.883515452282376,0.883515452282376,B,B
5082,5082,10164,10164,-5082,-5082,1,1,0.23893796124262956,0.23893796124262956,B,B
5083,5083,10166,10166,-5083,-5083,1,1,0.8659118460674466,0.8659118460674466,B,B
5085,5085,10170,10170,-5085,-5085,1,1,0.6497322668726261,0.6497322668726261,B,B
5086,5086,10172,10172,-5086,-5086,1,1,0.8798765022005014,0.8798765022005014,B,B
5089,5089,10178,10178,-5089,-5089,1,1,0.6996651479820857,0.6996651479820857,B,B
5090,5090,10180,10180,-5090,-5090,1,1,0.041332957027450434,0.041332957027450434,B,B
5091,5091,10182,10182,-5091,-5091,1,1,0.6740865245491036,0.6740865245491036,B,B
5092,5092,10184,10184,-5092,-5092,1,1,0.41431852635339084,0.41431852635339084,B,B
5093,5093,10186,10186,-5093,-5093,1,1,0.48869115419489395,0.48869115419489395,B,B
5094,5094,10188,10188,-5094,-5094,1,1,0.40469466704716217,0.40469466704716217,B,B
5095,5095,10190,10190,-5095,-5095,1,1,0.8298604128294039,0.8298604128294039,B,B
5098,5098,10196,10196,-5098,-5098,1,1,0.1572514919098411,0.1572514919098411,B,B
5099,5099,10198,10198,-5099,-5099,1,1,0.29283893826205587,0.29283893826205587,B,B
5100,5100,10200,10200,-5100,-5100,1,1,0.24338030796974208,0.24338030796974208,B,B
5101,5101,10202,10202,-5101,-5101,1,1,0.5415846752911478,0.5415846752911478,B,B
5103,5103,10206,10206,-5103,-5103,1,1,0.07382230544240287,0.07382230544240287,B,B
5104,5104,10208,10208,-5104,-5104,1,1,0.5880531791016704,0.5880531791016704,B,B
5105,5105,10210,10210,-5105,-5105,1,1,0.35329008880234547,0.35329008880234547,B,B
5106,5106,10212,10212,-5106,-5106,1,1,0.058181692487451975,0.058181692487451975,B,B
5107,5107,10214,10214,-5107,-5107,1,1,0.7383400350927948,0.7383400350927948,B,B
5108,5108,10216,10216,-5108,-5108,1,1,0.013662274872456304,0.013662274872456304,B,B
5109,5109,10218,10218,-5109,-5109,1,1,0.718023566942232,0.718023566942232,B,B
5112,5112,10224,10224,-5112,-5112,1,1,0.8542451816819935,0.8542451816819935,B,B
5113,5113,10226,10226,-5113,-5113,1,1,0.12352930229055847,0.12352930229055847,B,B
5114,5114,10228,10228,-5114,-5114,1,1,0.1525757986100147,0.1525757986100147,B,B
5115,5115,10230,10230,-5115,-5115,1,1,0.15055554938693927,0.15055554938693927,B,B
5116,5116,10232,10232,-5116,-5116,1,1,0.8824135213166181,0.8824135213166181,B,B
5117,5117,10234,10234,-5117,-5117,1,1,0.26968930207507624,0.26968930207507624,B,B
5118,5118,10236,10236,-5118,-5118,1,1,0.5841209371233126,0.5841209371233126,B,B
5119,5119,10238,10238,-5119,-5119,1,1,0.2769225696988191,0.2769225696988191,B,B
5120,5120,10240,10240,-5120,-5120,1,1,0.2930197643435849,0.2930197643435849,B,B
5121,5121,10242,10242,-5121,-5121,1,1,0.5996679750362574,0.5996679750362574,B,B
5123,5123,10246,10246,-5123,-5123,1,1,0.0719118256897806,0.0719118256897806,B,B
5126,5126,10252,10252,-5126,-5126,1,1,0.28280060323764633,0.28280060323764633,B,B
5128,5128,10256,10256,-5128,-5128,1,1,0.8976674909553497,0.8976674909553497,B,B
5130,5130,10260,10260,-5130,-5130,1,1,0.12927947353746372,0.12927947353746372,B,B
5131,5131,10262,10262,-5131,-5131,1,1,0.8770843093567904,0.8770843093567904,B,B
5132,5132,10264,10264,-5132,-5132,1,1,0.7135993102397017,0.7135993102397017,B,B
5133,5133,10266,10266,-5133,-5133,1,1,0.4763097637965513,0.4763097637965513,B,B
5134,5134,10268,10268,-5134,-5134,1,1,0.6930861601126387,0.6930861601126387,B,B
5135,5135,10270,10270,-5135,-5135,1,1,0.9062944343162483,0.9062944343162483,B,B
5136,5136,10272,10272,-5136,-5136,1,1,0.07306490528138465,0.07306490528138465,B,B
5137,5137,10274,10274,-5137,-5137,1,1,0.6640646450198907,0.6640646450198907,B,B
5138,5138,10276,10276,-5138,-5138,1,1,0.4992073073260892,0.4992073073260892,B,B
5139,5139,10278,10278,-5139,-5139,1,1,0.4120087898677447,0.4120087898677447,B,B
5142,5142,10284,10284,-5142,-5142,1,1,0.888320034163066,0.888320034163066,B,B
5143,5143,10286,10286,-5143,-5143,1,1,0.8741593131476967,0.8741593131476967,B,B
5144,5144,10288,10288,-5144,-5144,1,1,0.7598556874731942,0.7598556874731942,B,B
5146,5146,10292,10292,-5146,-5146,1,1,0.13697427561969944,0.13697427561969944,B,B
5148,5148,10296,10296,-5148,-5148,1,1,0.38034641837778393,0.38034641837778393,B,B
5149,5149,10298,10298,-5149,-5149,1,1,0.8934336609345754,0.8934336609345754,B,B
5150,5150,10300,10300,-5150,-5150,1,1,0.2698511528018731,0.2698511528018731,B,B
5151,5151,10302,10302,-5151,-5151,1,1,0.07596911227587211,0.07596911227587211,B,B
5154,5154,10308,10308,-5154,-5154,1,1,0.7639893556920606,0.7639893556920606,B,B
5155,5155,10310,10310,-5155,-5155,1,1,0.1625020030400498,0.1625020030400498,B,B
5156,5156,10312,10312,-5156,-5156,1,1,0.15208755279451225,0.15208755279451225,B,B
5157,5157,10314,10314,-5157,-5157,1,1,0.7553195129423483,0.7553195129423483,B,B
5158,5158,10316,10316,-5158,-5158,1,1,0.7542939959199814,0.7542939959199814,B,B
5159,5159,10318,10318,-5159,-5159,1,1,0.34783987562122776,0.34783987562122776,B,B
5160,5160,10320,10320,-5160,-5160,1,1,0.5286168505312635,0.5286168505312635,B,B
5161,5161,10322,10322,-5161,-5161,1,1,0.449103396110078,0.449103396110078,B,B
5164,5164,10328,10328,-5164,-5164,1,1,0.5136883459873326,0.5136883459873326,B,B
5166,5166,10332,10332,-5166,-5166,1,1,0.4232342153914803,0.4232342153914803,B,B
5168,5168,10336,10336,-5168,-5168,1,1,0.32589276874461215,0.32589276874461215,B,B
5171,5171,10342,10342,-5171,-5171,1,1,0.2880541327897349,0.2880541327897349,B,B
5177,5177,10354,10354,-5177,-5177,1,1,0.30843276459882296,0.30843276459882296,B,B
5178,5178,10356,10356,-5178,-5178,1,1,0.331790233851717,0.331790233851717,B,B
5179,5179,10358,10358,-5179,-5179,1,1,0.07419935321149618,0.07419935321149618,B,B
5180,5180,10360,10360,-5180,-5180,1,1,0.13232615098632317,0.13232615098632317,B,B
5181,5181,10362,10362,-5181,-5181,1,1,0.5952662502677721,0.5952662502677721,B,B
5182,5182,10364,10364,-5182,-5182,1,1,0.2684376107730858,0.2684376107730858,B,B
5183,5183,10366,10366,-5183,-5183,1,1,0.28046605635156496,0.28046605635156496,B,B
5185,5185,10370,10370,-5185,-5185,1,1,0.632750681202533,0.632750681202533,B,B
5186,5186,10372,10372,-5186,-5186,1,1,0.3170632468112419,0.3170632468112419,B,B
5189,5189,10378,10378,-5189,-5189,1,1,0.5290764770938569,0.5290764770938569,B,B
5190,5190,10380,10380,-5190,-5190,1,1,0.36251675629765245,0.36251675629765245,B,B
5191,5191,10382,10382,-5191,-5191,1,1,0.3347499478291992,0.3347499478291992,B,B
5192,5192,10384,10384,-5192,-5192,1,1,0.3810947135957349,0.3810947135957349,B,B
5193,5193,10386,10386,-5193,-5193,1,1,0.37391270410965494,0.37391270410965494,B,B
5196,5196,10392,10392,-5196,-5196,1,1,0.5108454086156831,0.5108454086156831,B,B
5197,5197,10394,10394,-5197,-5197,1,1,0.23640044961784124,0.23640044961784124,B,B
5198,5198,10396,10396,-5198,-5198,1,1,0.4312230168737272,0.4312230168737272,B,B
5199,5199,10398,10398,-5199,-5199,1,1,0.9837180862954995,0.9837180862954995,B,B
5202,5202,10404,10404,-5202,-5202,1,1,0.6444481925805211,0.6444481925805211,B,B
5203,5203,10406,10406,-5203,-5203,1,1,0.6050836867113568,0.6050836867113568,B,B
5204,5204,10408,10408,-5204,-5204,1,1,0.7390476450828237,0.7390476450828237,B,B
5205,5205,10410,10410,-5205,-5205,1,1,0.8583415581895227,0.8583415581895227,B,B
5206,5206,10412,10412,-5206,-5206,1,1,0.20117189344043618,0.20117189344043618,B,B
5207,5207,10414,10414,-5207,-5207,1,1,0.8637512154769807,0.8637512154769807,B,B
5208,5208,10416,10416,-5208,-5208,1,1,0.4992153348474486,0.4992153348474486,B,B
5213,5213,10426,10426,-5213,-5213,1,1,0.06136551304959692,0.06136551304959692,B,B
5214,5214,10428,10428,-5214,-5214,1,1,0.7094720178294708,0.7094720178294708,B,B
5217,5217,10434,10434,-5217,-5217,1,1,0.24104662079416184,0.24104662079416184,B,B
5218,5218,10436,10436,-5218,-5218,1,1,0.4403512218428015,0.4403512218428015,B,B
5220,5220,10440,10440,-5220,-5220,1,1,0.4009486042982421,0.4009486042982421,B,B
5222,5222,10444,10444,-5222,-5222,1,1,0.9782178104434514,0.9782178104434514,B,B
5223,5223,10446,10446,-5223,-5223,1,1,0.5661985247508384,0.5661985247508384,B,B
5225,5225,10450,10450,-5225,-5225,1,1,0.025894797613392306,0.025894797613392306,B,B
5226,5226,10452,10452,-5226,-5226,1,1,0.847541883247456,0.847541883247456,B,B
5228,5228,10456,10456,-5228,-5228,1,1,0.03652818800026103,0.03652818800026103,B,B
5231,5231,10462,10462,-5231,-5231,1,1,0.10278164350643904,0.10278164350643904,B,B
5232,5232,10464,10464,-5232,-5232,1,1,0.291105760321713,0.291105760321713,B,B
5233,5233,10466,10466,-5233,-5233,1,1,0.6808061043682289,0.6808061043682289,B,B
5237,5237,10474,10474,-5237,-5237,1,1,0.33604605482453453,0.33604605482453453,B,B
5238,5238,10476,10476,-5238,-5238,1,1,0.6841183600492824,0.6841183600492824,B,B
5239,5239,10478,10478,-5239,-5239,1,1,0.4269151678596126,0.4269151678596126,B,B
5243,5243,10486,10486,-5243,-5243,1,1,0.4333470221980372,0.4333470221980372,B,B
5244,5244,10488,10488,-5244,-5244,1,1,0.45698016047876344,0.45698016047876344,B,B
5245,5245,10490,10490,-5245,-5245,1,1,0.893136293546346,0.893136293546346,B,B
5247,5247,10494,10494,-5247,-5247,1,1,0.6996783931044354,0.6996783931044354,B,B
5248,5248,10496,10496,-5248,-5248,1,1,0.8422562998621209,0.8422562998621209,B,B
5250,5250,10500,10500,-5250,-5250,1,1,0.4935736569352569,0.4935736569352569,B,B
5251,5251,10502,10502,-5251,-5251,1,1,0.031882536296141795,0.031882536296141795,B,B
5252,5252,10504,10504,-5252,-5252,1,1,0.11171113595453708,0.11171113595453708,B,B
5254,5254,10508,10508,-5254,-5254,1,1,0.7282231546149714,0.7282231546149714,B,B
5255,5255,10510,10510,-5255,-5255,1,1,0.8814227810417686,0.8814227810417686,B,B
5256,5256,10512,10512,-5256,-5256,1,1,0.9785104888026379,0.9785104888026379,B,B
5257,5257,10514,10514,-5257,-5257,1,1,0.4716465575845744,0.4716465575845744,B,B
5258,5258,10516,10516,-5258,-5258,1,1,0.267242444597514,0.267242444597514,B,B
5260,5260,10520,10520,-5260,-5260,1,1,0.5864999254820398,0.5864999254820398,B,B
5261,5261,10522,10522,-5261,-5261,1,1,0.23860432736567105,0.23860432736567105,B,B
5262,5262,10524,10524,-5262,-5262,1,1,0.9087762449790563,0.9087762449790563,B,B
5263,5263,10526,10526,-5263,-5263,1,1,0.0207116635175858,0.0207116635175858,B,B
5264,5264,10528,10528,-5264,-5264,1,1,0.6885349355506727,0.6885349355506727,B,B
5265,5265,10530,10530,-5265,-5265,1,1,0.8702461987290262,0.8702461987290262,B,B
5266,5266,10532,10532,-5266,-5266,1,1,0.6057967223027153,0.6057967223027153,B,B
5267,5267,10534,10534,-5267,-5267,1,1,0.9487752384449,0.9487752384449,B,B
5268,5268,10536,10536,-5268,-5268,1,1,0.1940556293184017,0.1940556293184017,B,B
5269,5269,10538,10538,-5269,-5269,1,1,0.21859222805099499,0.21859222805099499,B,B
5270,5270,10540,10540,-5270,-5270,1,1,0.8020275282304516,0.8020275282304516,B,B
5271,5271,10542,10542,-5271,-5271,1,1,0.22472490062373818,0.22472490062373818,B,B
5272,5272,10544,10544,-5272,-5272,1,1,0.3742214494307802,0.3742214494307802,B,B
5273,5273,10546,10546,-5273,-5273,1,1,0.5686343522395512,0.5686343522395512,B,B
5274,5274,10548,10548,-5274,-5274,1,1,0.1258077527941469,0.1258077527941469,B,B
5275,5275,10550,10550,-5275,-5275,1,1,0.7325606903191224,0.7325606903191224,B,B
5277,5277,10554,10554,-5277,-5277,1,1,0.5775021494229104,0.5775021494229104,B,B
5278,5278,10556,10556,-5278,-5278,1,1,0.3117095148533485,0.3117095148533485,B,B
5279,5279,10558,10558,-5279,-5279,1,1,0.8011763480943098,0.8011763480943098,B,B
5284,5284,10568,10568,-5284,-5284,1,1,0.6201805292756517,0.6201805292756517,B,B
5285,5285,10570,10570,-5285,-5285,1,1,0.36122283933769805,0.36122283933769805,B,B
5286,5286,10572,10572,-5286,-5286,1,1,0.42892836806071644,0.42892836806071644,B,B
5287,5287,10574,10574,-5287,-5287,1,1,0.9736508391534494,0.9736508391534494,B,B
5289,5289,10578,10578,-5289,-5289,1,1,0.08977936463756642,0.08977936463756642,B,B
5290,5290,10580,10580,-5290,-5290,1,1,0.4527634344705186,0.4527634344705186,B,B
5291,5291,10582,10582,-5291,-5291,1,1,0.4169742927967719,0.4169742927967719,B,B
5292,5292,10584,10584,-5292,-5292,1,1,0.3103788659679504,0.3103788659679504,B,B
5294,5294,10588,10588,-5294,-5294,1,1,0.22155481362728713,0.22155481362728713,B,B
5295,5295,10590,10590,-5295,-5295,1,1,0.23843836120037387,0.23843836120037387,B,B
5296,5296,10592,10592,-5296,-5296,1,1,0.0702167699357733,0.0702167699357733,B,B
5298,5298,10596,10596,-5298,-5298,1,1,0.9293473058341871,0.9293473058341871,B,B
5299,5299,10598,10598,-5299,-5299,1,1,0.9957470871892343,0.9957470871892343,B,B
5300,5300,10600,10600,-5300,-5300,1,1,0.07016448528798036,0.07016448528798036,B,B
5301,5301,10602,10602,-5301,-5301,1,1,0.5257254198885143,0.5257254198885143,B,B
5304,5304,10608,10608,-5304,-5304,1,1,0.9500726371662269,0.9500726371662269,B,B
5305,5305,10610,10610,-5305,-5305,1,1,0.6568199580653233,0.6568199580653233,B,B
5306,5306,10612,10612,-5306,-5306,1,1,0.19370638797531736,0.19370638797531736,B,B
5307,5307,10614,10614,-5307,-5307,1,1,0.7147794086896849,0.7147794086896849,B,B
5308,5308,10616,10616,-5308,-5308,1,1,0.9032842816250395,0.9032842816250395,B,B
5309,5309,10618,10618,-5309,-5309,1,1,0.5888805307804829,0.5888805307804829,B,B
5310,5310,10620,10620,-5310,-5310,1,1,0.7030290505088669,0.7030290505088669,B,B
5311,5311,10622,10622,-5311,-5311,1,1,0.018320470134577937,0.018320470134577937,B,B
5312,5312,10624,10624,-5312,-5312,1,1,0.14609806130341796,0.14609806130341796,B,B
5314,5314,10628,10628,-5314,-5314,1,1,0.39548760655824644,0.39548760655824644,B,B
5315,5315,10630,10630,-5315,-5315,1,1,0.48505347231686446,0.48505347231686446,B,B
5316,5316,10632,10632,-5316,-5316,1,1,0.3578790405013105,0.3578790405013105,B,B
5317,5317,10634,10634,-5317,-5317,1,1,0.37644150870379745,0.37644150870379745,B,B
5321,5321,10642,10642,-5321,-5321,1,1,0.23361089178297767,0.23361089178297767,B,B
5322,5322,10644,10644,-5322,-5322,1,1,0.8613058875008618,0.8613058875008618,B,B
5323,5323,10646,10646,-5323,-5323,1,1,0.7453010578316824,0.7453010578316824,B,B
5324,5324,10648,10648,-5324,-5324,1,1,0.5933614844702991,0.5933614844702991,B,B
5325,5325,10650,10650,-5325,-5325,1,1,0.4128797007829911,0.4128797007829911,B,B
5327,5327,10654,10654,-5327,-5327,1,1,0.725290992393107,0.725290992393107,B,B
5330,5330,10660,10660,-5330,-5330,1,1,0.7737567327919389,0.7737567327919389,B,B
5331,5331,10662,10662,-5331,-5331,1,1,0.07851392549317071,0.07851392549317071,B,B
5332,5332,10664,10664,-5332,-5332,1,1,0.5117420361277092,0.5117420361277092,B,B
5333,5333,10666,10666,-5333,-5333,1,1,0.5592632497735771,0.5592632497735771,B,B
5334,5334,10668,10668,-5334,-5334,1,1,0.4386089375868413,0.4386089375868413,B,B
5337,5337,10674,10674,-5337,-5337,1,1,0.06312630119973461,0.06312630119973461,B,B
5338,5338,10676,10676,-5338,-5338,1,1,0.6685319761838052,0.6685319761838052,B,B
5339,5339,10678,10678,-5339,-5339,1,1,0.9769575681120638,0.9769575681120638,B,B
5341,5341,10682,10682,-5341,-5341,1,1,0.8085713222442601,0.8085713222442601,B,B
5342,5342,10684,10684,-5342,-5342,1,1,0.266818376205203,0.266818376205203,B,B
5344,5344,10688,10688,-5344,-5344,1,1,0.27435812514857005,0.27435812514857005,B,B
5345,5345,10690,10690,-5345,-5345,1,1,0.8563388500753448,0.8563388500753448,B,B
5347,5347,10694,10694,-5347,-5347,1,1,0.9302314128858158,0.9302314128858158,B,B
5349,5349,10698,10698,-5349,-5349,1,1,0.7058177722430826,0.7058177722430826,B,B
5351,5351,10702,10702,-5351,-5351,1,1,0.7059882653146563,0.7059882653146563,B,B
5352,5352,10704,10704,-5352,-5352,1,1,0.6089577717596525,0.6089577717596525,B,B
5353,5353,10706,10706,-5353,-5353,1,1,0.1047332135478859,0.1047332135478859,B,B
5355,5355,10710,10710,-5355,-5355,1,1,0.14551037737781025,0.14551037737781025,B,B
5356,5356,10712,10712,-5356,-5356,1,1,0.907133770102791,0.907133770102791,B,B
5358,5358,10716,10716,-5358,-5358,1,1,0.5971392820445827,0.5971392820445827,B,B
5359,5359,10718,10718,-5359,-5359,1,1,0.35997043536011897,0.35997043536011897,B,B
5360,5360,10720,10720,-5360,-5360,1,1,0.7653478313458704,0.7653478313458704,B,B
5361,5361,10722,10722,-5361,-5361,1,1,0.009288894966289485,0.009288894966289485,B,B
5363,5363,10726,10726,-5363,-5363,1,1,0.5198041563520952,0.5198041563520952,B,B
5365,5365,10730,10730,-5365,-5365,1,1,0.09570378844836969,0.09570378844836969,B,B
5366,5366,10732,10732,-5366,-5366,1,1,0.945269855365676,0.945269855365676,B,B
5367,5367,10734,10734,-5367,-5367,1,1,0.30046915201128577,0.30046915201128577,B,B
5369,5369,10738,10738,-5369,-5369,1,1,0.3045029057982701,0.3045029057982701,B,B
5370,5370,10740,10740,-5370,-5370,1,1,0.6972061802179546,0.6972061802179546,B,B
5371,5371,10742,10742,-5371,-5371,1,1,0.8018258302667358,0.8018258302667358,B,B
5373,5373,10746,10746,-5373,-5373,1,1,0.050797920581483136,0.050797920581483136,B,B
5374,5374,10748,10748,-5374,-5374,1,1,0.596381118704477,0.596381118704477,B,B
5375,5375,10750,10750,-5375,-5375,1,1,0.4327445267561889,0.4327445267561889,B,B
5379,5379,10758,10758,-5379,-5379,1,1,0.9294651762323879,0.9294651762323879,B,B
5380,5380,10760,10760,-5380,-5380,1,1,0.4392636603369495,0.4392636603369495,B,B
5381,5381,10762,10762,-5381,-5381,1,1,0.7179424469444982,0.7179424469444982,B,B
5382,5382,10764,10764,-5382,-5382,1,1,0.8518963862564949,0.8518963862564949,B,B
5383,5383,10766,10766,-5383,-5383,1,1,0.895340588914645,0.895340588914645,B,B
5384,5384,10768,10768,-5384,-5384,1,1,0.45795548901726146,0.45795548901726146,B,B
5385,5385,10770,10770,-5385,-5385,1,1,0.24820882367599761,0.24820882367599761,B,B
5388,5388,10776,10776,-5388,-5388,1,1,0.4877523849142944,0.4877523849142944,B,B
5389,5389,10778,10778,-5389,-5389,1,1,0.8884421414190885,0.8884421414190885,B,B
5390,5390,10780,10780,-5390,-5390,1,1,0.7429453189151509,0.7429453189151509,B,B
5391,5391,10782,10782,-5391,-5391,1,1,0.8805340848085194,0.8805340848085194,B,B
5393,5393,10786,10786,-5393,-5393,1,1,0.656258659116329,0.656258659116329,B,B
5394,5394,10788,10788,-5394,-5394,1,1,0.7881013427796342,0.7881013427796342,B,B
5395,5395,10790,10790,-5395,-5395,1,1,0.8733861358724594,0.8733861358724594,B,B
5398,5398,10796,10796,-5398,-5398,1,1,0.7611770957263531,0.7611770957263531,B,B
5399,5399,10798,10798,-5399,-5399,1,1,0.4944040733569175,0.4944040733569175,B,B
5400,5400,10800,10800,-5400,-5400,1,1,0.7922723568752988,0.7922723568752988,B,B
5401,5401,10802,10802,-5401,-5401,1,1,0.8893375862963461,0.8893375862963461,B,B
5404,5404,10808,10808,-5404,-5404,1,1,0.0927875920473914,0.0927875920473914,B,B
5405,5405,10810,10810,-5405,-5405,1,1,0.9241735283112333,0.9241735283112333,B,B
5407,5407,10814,10814,-5407,-5407,1,1,0.42496919029301383,0.42496919029301383,B,B
5408,5408,10816,10816,-5408,-5408,1,1,0.9998178881614663,0.9998178881614663,B,B
5409,5409,10818,10818,-5409,-5409,1,1,0.7744769670080882,0.7744769670080882,B,B
5411,5411,10822,10822,-5411,-5411,1,1,0.7505311678490508,0.7505311678490508,B,B
5415,5415,10830,10830,-5415,-5415,1,1,0.5021426436795883,0.5021426436795883,B,B
5417,5417,10834,10834,-5417,-5417,1,1,0.09288862847292811,0.09288862847292811,B,B
5418,5418,10836,10836,-5418,-5418,1,1,0.259753422421818,0.259753422421818,B,B
5419,5419,10838,10838,-5419,-5419,1,1,0.4423072509658753,0.4423072509658753,B,B
5420,5420,10840,10840,-5420,-5420,1,1,0.28058878594829073,0.28058878594829073,B,B
5423,5423,10846,10846,-5423,-5423,1,1,0.21476310610991034,0.21476310610991034,B,B
5424,5424,10848,10848,-5424,-5424,1,1,0.2914258704699627,0.2914258704699627,B,B
5426,5426,10852,10852,-5426,-5426,1,1,0.6004354783164475,0.6004354783164475,B,B
5429,5429,10858,10858,-5429,-5429,1,1,0.9020820983254532,0.9020820983254532,B,B
5430,5430,10860,10860,-5430,-5430,1,1,0.44735586463290533,0.44735586463290533,B,B
5431,5431,10862,10862,-5431,-5431,1,1,0.6552181877483126,0.6552181877483126,B,B
5432,5432,10864,10864,-5432,-5432,1,1,0.800947464298599,0.800947464298599,B,B
5434,5434,10868,10868,-5434,-5434,1,1,0.12930377098965407,0.12930377098965407,B,B
5435,5435,10870,10870,-5435,-5435,1,1,0.5604788916385003,0.5604788916385003,B,B
5436,5436,10872,10872,-5436,-5436,1,1,0.5716409436164803,0.5716409436164803,B,B
5438,5438,10876,10876,-5438,-5438,1,1,0.7981435332905461,0.7981435332905461,B,B
5440,5440,10880,10880,-5440,-5440,1,1,0.04211346958462481,0.04211346958462481,B,B
5441,5441,10882,10882,-5441,-5441,1,1,0.6692337422247904,0.6692337422247904,B,B
5443,5443,10886,10886,-5443,-5443,1,1,0.09703431475666802,0.09703431475666802,B,B
5444,5444,10888,10888,-5444,-5444,1,1,0.4538004980507363,0.4538004980507363,B,B
5445,5445,10890,10890,-5445,-5445,1,1,0.8094880119363894,0.8094880119363894,B,B
5447,5447,10894,10894,-5447,-5447,1,1,0.9047670326190403,0.9047670326190403,B,B
5451,5451,10902,10902,-5451,-5451,1,1,0.8672048514613582,0.8672048514613582,B,B
5452,5452,10904,10904,-5452,-5452,1,1,0.03570781660354749,0.03570781660354749,B,B
5453,5453,10906,10906,-5453,-5453,1,1,0.5097598518283529,0.5097598518283529,B,B
5455,5455,10910,10910,-5455,-5455,1,1,0.07732008035953364,0.07732008035953364,B,B
5456,5456,10912,10912,-5456,-5456,1,1,0.7958906689096125,0.7958906689096125,B,B
