Feature A (i)	Feature A (i)-noRandom_Feature	Feature B (2i)	Feature B (2i)-noRandom_Feature	Feature C (-i)	Feature C (-i)-noRandom_Feature	Constant Feature	Constant Feature-noRandom_Feature	Random Feature	Random Feature-noRandom_Feature	Outcome	Outcome-noRandom_Feature
3297	3337	6594	6674	-3297	-3346	1	1	0.7071788502853552	0.40683512717298975	B	B
3298	3546	6596	7092	-3298	-3559	1	1	0.8927680870943646	0.40683512717298975	B	B
3302	3337	6604	6674	-3302	-3346	1	1	0.6936429447635433	0.40683512717298975	B	B
3303	3257	6606	6514	-3303	-3286	1	1	0.29371442979304085	0.40683512717298975	B	B
3307	3174	6614	6348	-3307	-3175	1	1	0.08139052448728146	0.40683512717298975	B	B
3308	3599	6616	7198	-3308	-3628	1	1	0.7540952252090461	0.40683512717298975	B	B
3312	3174	6624	6348	-3312	-3175	1	1	0.4283262058113855	0.40683512717298975	B	B
3314	3337	6628	6674	-3314	-3346	1	1	0.28806420999376225	0.40683512717298975	B	B
3315	3257	6630	6514	-3315	-3286	1	1	0.11257148497470193	0.40683512717298975	B	B
3320	3257	6640	6514	-3320	-3286	1	1	0.8019592883423386	0.40683512717298975	B	B
3323	3394	6646	6788	-3323	-3406	1	1	0.594810603321262	0.40683512717298975	B	B
3325	3257	6650	6514	-3325	-3286	1	1	0.8063012450273596	0.40683512717298975	B	B
3326	3394	6652	6788	-3326	-3406	1	1	0.6424268503869661	0.40683512717298975	B	B
3327	3257	6654	6514	-3327	-3286	1	1	0.5081174039563506	0.40683512717298975	B	B
3334	3546	6668	7092	-3334	-3559	1	1	0.8981486293592772	0.40683512717298975	B	B
3341	3337	6682	6674	-3341	-3346	1	1	0.5429187277565098	0.40683512717298975	B	B
3343	3337	6686	6674	-3343	-3346	1	1	0.13292407029965814	0.40683512717298975	B	B
3345	3337	6690	6674	-3345	-3346	1	1	0.452709789362854	0.40683512717298975	B	B
3347	3599	6694	7198	-3347	-3628	1	1	0.7639160129105484	0.40683512717298975	B	B
3352	3257	6704	6514	-3352	-3286	1	1	0.10358875184656513	0.40683512717298975	B	B
3354	3546	6708	7092	-3354	-3559	1	1	0.9651287318986312	0.40683512717298975	B	B
3357	3337	6714	6674	-3357	-3346	1	1	0.027687514841401084	0.40683512717298975	B	B
3362	3443	6724	6886	-3362	-3460	1	1	0.6465772603051364	0.40683512717298975	B	B
3363	3546	6726	7092	-3363	-3559	1	1	0.876649629385375	0.40683512717298975	B	B
3364	3000	6728	6000	-3364	-3005	1	1	0.22633910277716285	0.40683512717298975	B	B
3365	3257	6730	6514	-3365	-3286	1	1	0.07530001330986325	0.40683512717298975	B	B
3368	3337	6736	6674	-3368	-3346	1	1	0.43762312275436077	0.40683512717298975	B	B
3369	3337	6738	6674	-3369	-3346	1	1	0.46588915944606035	0.40683512717298975	B	B
3371	3546	6742	7092	-3371	-3559	1	1	0.9383749460845524	0.40683512717298975	B	B
3375	3394	6750	6788	-3375	-3406	1	1	0.11954449714951898	0.40683512717298975	B	B
3382	3257	6764	6514	-3382	-3286	1	1	0.07713703554536933	0.40683512717298975	B	B
3384	3599	6768	7198	-3384	-3628	1	1	0.8377051453183785	0.40683512717298975	B	B
3402	3337	6804	6674	-3402	-3346	1	1	0.08621444608056539	0.40683512717298975	B	B
3404	3066	6808	6132	-3404	-3101	1	1	0.23565172557006853	0.40683512717298975	B	B
3405	3394	6810	6788	-3405	-3406	1	1	0.3191243285074369	0.40683512717298975	B	B
3406	3394	6812	6788	-3406	-3406	1	1	0.023009098233192193	0.40683512717298975	B	B
3408	3337	6816	6674	-3408	-3346	1	1	0.062353353740606354	0.40683512717298975	B	B
3411	3394	6822	6788	-3411	-3406	1	1	0.007698729894660805	0.40683512717298975	B	B
3417	3394	6834	6788	-3417	-3406	1	1	0.28105415458679706	0.40683512717298975	B	B
3418	3066	6836	6132	-3418	-3101	1	1	0.25283212331939553	0.40683512717298975	B	B
3425	3394	6850	6788	-3425	-3406	1	1	0.1318711396382417	0.40683512717298975	B	B
3426	3443	6852	6886	-3426	-3460	1	1	0.6537634576904304	0.40683512717298975	B	B
3430	3443	6860	6886	-3430	-3460	1	1	0.29146284811503276	0.40683512717298975	B	B
3432	3174	6864	6348	-3432	-3175	1	1	0.24972898781511776	0.40683512717298975	B	B
3433	3394	6866	6788	-3433	-3406	1	1	0.4574233661120837	0.40683512717298975	B	B
3437	3443	6874	6886	-3437	-3460	1	1	0.16073724017002722	0.40683512717298975	B	B
3440	3337	6880	6674	-3440	-3346	1	1	0.21056928871326264	0.40683512717298975	B	B
3441	3599	6882	7198	-3441	-3628	1	1	0.9466768153060681	0.40683512717298975	B	B
3451	3443	6902	6886	-3451	-3460	1	1	0.11211952438958117	0.40683512717298975	B	B
3452	3768	6904	7536	-3452	-3777	1	1	0.8700981747402418	0.40683512717298975	B	B
3453	3394	6906	6788	-3453	-3406	1	1	0.6723717891715603	0.40683512717298975	B	B
3458	3599	6916	7198	-3458	-3628	1	1	0.3539560749394547	0.40683512717298975	B	B
3460	3443	6920	6886	-3460	-3460	1	1	0.023346502065889063	0.40683512717298975	B	B
3470	3443	6940	6886	-3470	-3460	1	1	0.6843945224457676	0.40683512717298975	B	B
3471	3546	6942	7092	-3471	-3559	1	1	0.3016895026790586	0.40683512717298975	B	B
3473	3337	6946	6674	-3473	-3346	1	1	0.8086394318102647	0.40683512717298975	B	B
3476	3443	6952	6886	-3476	-3460	1	1	0.40679182087649435	0.40683512717298975	B	B
3480	3546	6960	7092	-3480	-3559	1	1	0.28480342022502925	0.40683512717298975	B	B
3483	3671	6966	7342	-3483	-3688	1	1	0.37604822116243275	0.40683512717298975	B	B
3485	3768	6970	7536	-3485	-3777	1	1	0.8232857926273147	0.40683512717298975	B	B
3490	3257	6980	6514	-3490	-3286	1	1	0.21922750158394633	0.40683512717298975	B	B
3491	3671	6982	7342	-3491	-3688	1	1	0.7529876612825923	0.40683512717298975	B	B
3501	3394	7002	6788	-3501	-3406	1	1	0.08928413521027267	0.40683512717298975	B	B
3502	3546	7004	7092	-3502	-3559	1	1	0.27512407791247806	0.40683512717298975	B	B
3503	3443	7006	6886	-3503	-3460	1	1	0.05101623355305196	0.40683512717298975	B	B
3506	3546	7012	7092	-3506	-3559	1	1	0.12128059908825062	0.40683512717298975	B	B
3511	3337	7022	6674	-3511	-3346	1	1	0.8211243082952456	0.40683512717298975	B	B
3512	3337	7024	6674	-3512	-3346	1	1	0.2041336155053679	0.40683512717298975	B	B
3513	3394	7026	6788	-3513	-3406	1	1	0.8055835311140402	0.40683512717298975	B	B
3517	3546	7034	7092	-3517	-3559	1	1	0.41053053056351596	0.40683512717298975	B	B
3518	3394	7036	6788	-3518	-3406	1	1	0.4417906983646924	0.40683512717298975	B	B
3519	3443	7038	6886	-3519	-3460	1	1	0.09972389694552841	0.40683512717298975	B	B
3520	3768	7040	7536	-3520	-3777	1	1	0.37294550797978543	0.40683512717298975	B	B
3523	3443	7046	6886	-3523	-3460	1	1	0.6924472862413044	0.40683512717298975	B	B
3524	3546	7048	7092	-3524	-3559	1	1	0.12566411256431043	0.40683512717298975	B	B
3525	3768	7050	7536	-3525	-3777	1	1	0.8768971732492601	0.40683512717298975	B	B
3534	3443	7068	6886	-3534	-3460	1	1	0.7054416392383768	0.40683512717298975	B	B
3535	3768	7070	7536	-3535	-3777	1	1	0.7349893752028991	0.40683512717298975	B	B
3538	3828	7076	7656	-3538	-3842	1	1	0.8263574493028311	0.40683512717298975	B	B
3540	3599	7080	7198	-3540	-3628	1	1	0.9831587389476137	0.40683512717298975	B	B
3550	3546	7100	7092	-3550	-3559	1	1	0.6489625057970303	0.40683512717298975	B	B
3551	3671	7102	7342	-3551	-3688	1	1	0.16008928508406972	0.40683512717298975	B	B
3556	3546	7112	7092	-3556	-3559	1	1	0.03410276983140692	0.40683512717298975	B	B
3557	3671	7114	7342	-3557	-3688	1	1	0.9489214605476916	0.40683512717298975	B	B
3559	3546	7118	7092	-3559	-3559	1	1	0.38439179027702375	0.40683512717298975	B	B
3561	3546	7122	7092	-3561	-3559	1	1	0.0019578484787472483	0.40683512717298975	B	B
3565	3257	7130	6514	-3565	-3286	1	1	0.24579831738325475	0.40683512717298975	B	B
3567	3768	7134	7536	-3567	-3777	1	1	0.35962469594905955	0.40683512717298975	B	B
3570	3546	7140	7092	-3570	-3559	1	1	0.39368118633415405	0.40683512717298975	B	B
3573	3546	7146	7092	-3573	-3559	1	1	0.07787349203294058	0.40683512717298975	B	B
3577	3828	7154	7656	-3577	-3842	1	1	0.7281087150490224	0.40683512717298975	B	B
3578	3599	7156	7198	-3578	-3628	1	1	0.4021237927516961	0.40683512717298975	B	B
3579	3546	7158	7092	-3579	-3559	1	1	0.6920152796595797	0.40683512717298975	B	B
3580	3828	7160	7656	-3580	-3842	1	1	0.9174932712089378	0.40683512717298975	B	B
3581	3828	7162	7656	-3581	-3842	1	1	0.8904640325671005	0.40683512717298975	B	B
3584	3443	7168	6886	-3584	-3460	1	1	0.8181496023660045	0.40683512717298975	B	B
3586	3546	7172	7092	-3586	-3559	1	1	0.087076613480776	0.40683512717298975	B	B
3590	3443	7180	6886	-3590	-3460	1	1	0.7795659131406599	0.40683512717298975	B	B
3594	3546	7188	7092	-3594	-3559	1	1	0.6597253568943231	0.40683512717298975	B	B
3595	3443	7190	6886	-3595	-3460	1	1	0.8100070499773091	0.40683512717298975	B	B
3596	3599	7192	7198	-3596	-3628	1	1	0.03658428739262731	0.40683512717298975	B	B
3598	3337	7196	6674	-3598	-3346	1	1	0.2657564854013734	0.40683512717298975	B	B
3599	3599	7198	7198	-3599	-3628	1	1	0.01367324551215876	0.40683512717298975	B	B
3600	3337	7200	6674	-3600	-3346	1	1	0.2214872698721848	0.40683512717298975	B	B
3603	3546	7206	7092	-3603	-3559	1	1	0.4411043574064084	0.40683512717298975	B	B
3606	3599	7212	7198	-3606	-3628	1	1	0.4010380456014784	0.40683512717298975	B	B
3607	3394	7214	6788	-3607	-3406	1	1	0.1669132429474407	0.40683512717298975	B	B
3615	3599	7230	7198	-3615	-3628	1	1	0.7033360355162939	0.40683512717298975	B	B
3617	3443	7234	6886	-3617	-3460	1	1	0.21024930299167677	0.40683512717298975	B	B
3618	3888	7236	7776	-3618	-3893	1	1	0.8240203718036713	0.40683512717298975	B	B
3619	3546	7238	7092	-3619	-3559	1	1	0.1040602861269323	0.40683512717298975	B	B
3621	3599	7242	7198	-3621	-3628	1	1	0.43524409961840826	0.40683512717298975	B	B
3622	3599	7244	7198	-3622	-3628	1	1	0.08932117258292527	0.40683512717298975	B	B
3633	3546	7266	7092	-3633	-3559	1	1	0.44296219257527625	0.40683512717298975	B	B
3635	3443	7270	6886	-3635	-3460	1	1	0.18454834244697582	0.40683512717298975	B	B
3636	3671	7272	7342	-3636	-3688	1	1	0.9527012495219145	0.40683512717298975	B	B
3637	3828	7274	7656	-3637	-3842	1	1	0.3693535200980893	0.40683512717298975	B	B
3640	3599	7280	7198	-3640	-3628	1	1	0.6667656269539565	0.40683512717298975	B	B
3642	3546	7284	7092	-3642	-3559	1	1	0.46642794939668186	0.40683512717298975	B	B
3646	3546	7292	7092	-3646	-3559	1	1	0.8160435196573073	0.40683512717298975	B	B
3647	3671	7294	7342	-3647	-3688	1	1	0.3055687632488143	0.40683512717298975	B	B
3649	3599	7298	7198	-3649	-3628	1	1	0.6226324393072403	0.40683512717298975	B	B
3651	3599	7302	7198	-3651	-3628	1	1	0.43785735366566014	0.40683512717298975	B	B
3652	3888	7304	7776	-3652	-3893	1	1	0.34228362860186357	0.40683512717298975	B	B
3656	3671	7312	7342	-3656	-3688	1	1	0.6719068959976391	0.40683512717298975	B	B
3658	3546	7316	7092	-3658	-3559	1	1	0.17891521418379974	0.40683512717298975	B	B
3662	3671	7324	7342	-3662	-3688	1	1	0.692009456309963	0.40683512717298975	B	B
3664	3671	7328	7342	-3664	-3688	1	1	0.08528607331305993	0.40683512717298975	B	B
3666	3671	7332	7342	-3666	-3688	1	1	0.3177797541454733	0.40683512717298975	B	B
3667	3394	7334	6788	-3667	-3406	1	1	0.2609901192953644	0.40683512717298975	B	B
3672	3394	7344	6788	-3672	-3406	1	1	0.26271457743080473	0.40683512717298975	B	B
3673	3671	7346	7342	-3673	-3688	1	1	0.6405581345373452	0.40683512717298975	B	B
3676	3671	7352	7342	-3676	-3688	1	1	0.662753476404462	0.40683512717298975	B	B
3677	3546	7354	7092	-3677	-3559	1	1	0.17868394650129782	0.40683512717298975	B	B
3680	3599	7360	7198	-3680	-3628	1	1	0.50071021672025	0.40683512717298975	B	B
3681	3671	7362	7342	-3681	-3688	1	1	0.6127116260149558	0.40683512717298975	B	B
3684	3671	7368	7342	-3684	-3688	1	1	0.2806381749137846	0.40683512717298975	B	B
3685	3599	7370	7198	-3685	-3628	1	1	0.5453399782769446	0.40683512717298975	B	B
3689	3443	7378	6886	-3689	-3460	1	1	0.2368573321632863	0.40683512717298975	B	B
3690	3599	7380	7198	-3690	-3628	1	1	0.5230016525224807	0.40683512717298975	B	B
3692	3888	7384	7776	-3692	-3893	1	1	0.7420809432439649	0.40683512717298975	B	B
3693	3546	7386	7092	-3693	-3559	1	1	0.18746140033628267	0.40683512717298975	B	B
3697	3671	7394	7342	-3697	-3688	1	1	0.04924170771334169	0.40683512717298975	B	B
3698	3599	7396	7198	-3698	-3628	1	1	0.8003594140708628	0.40683512717298975	B	B
3699	3671	7398	7342	-3699	-3688	1	1	0.30752481751907823	0.40683512717298975	B	B
3700	3671	7400	7342	-3700	-3688	1	1	0.40375498876717164	0.40683512717298975	B	B
3701	3768	7402	7536	-3701	-3777	1	1	0.31578241622710834	0.40683512717298975	B	B
3707	3671	7414	7342	-3707	-3688	1	1	0.6340658160465682	0.40683512717298975	B	B
3709	3671	7418	7342	-3709	-3688	1	1	0.49330811884417114	0.40683512717298975	B	B
3710	3671	7420	7342	-3710	-3688	1	1	0.5421918749874678	0.40683512717298975	B	B
3711	3443	7422	6886	-3711	-3460	1	1	0.2646194474943795	0.40683512717298975	B	B
3712	3599	7424	7198	-3712	-3628	1	1	0.7912492042797782	0.40683512717298975	B	B
3719	3443	7438	6886	-3719	-3460	1	1	0.23547240459691632	0.40683512717298975	B	B
3721	3950	7442	7900	-3721	-3964	1	1	0.34172957612299293	0.40683512717298975	B	B
3724	3950	7448	7900	-3724	-3964	1	1	0.864542884300659	0.40683512717298975	B	B
3727	3828	7454	7656	-3727	-3842	1	1	0.3191779397779204	0.40683512717298975	B	B
3729	3599	7458	7198	-3729	-3628	1	1	0.21430774931499819	0.40683512717298975	B	B
3730	3888	7460	7776	-3730	-3893	1	1	0.753279510876488	0.40683512717298975	B	B
3736	3768	7472	7536	-3736	-3777	1	1	0.14473139437419125	0.40683512717298975	B	B
3737	3828	7474	7656	-3737	-3842	1	1	0.9551379997236042	0.40683512717298975	B	B
3739	3671	7478	7342	-3739	-3688	1	1	0.4571378200801588	0.40683512717298975	B	B
3740	3443	7480	6886	-3740	-3460	1	1	0.23064367034668642	0.40683512717298975	B	B
3741	3950	7482	7900	-3741	-3964	1	1	0.3305404478383822	0.40683512717298975	B	B
3745	3888	7490	7776	-3745	-3893	1	1	0.9201280995449436	0.40683512717298975	B	B
3746	3888	7492	7776	-3746	-3893	1	1	0.3104122670365216	0.40683512717298975	B	B
3753	3599	7506	7198	-3753	-3628	1	1	0.19805042165814624	0.40683512717298975	B	B
3756	3997	7512	7994	-3756	-4000	1	1	0.34261554607725	0.40683512717298975	B	B
3757	3828	7514	7656	-3757	-3842	1	1	0.945292204550668	0.40683512717298975	B	B
3761	3768	7522	7536	-3761	-3777	1	1	0.10190930281958277	0.40683512717298975	B	B
3763	3950	7526	7900	-3763	-3964	1	1	0.8852784871665139	0.40683512717298975	B	B
3764	3671	7528	7342	-3764	-3688	1	1	0.5905161098138831	0.40683512717298975	B	B
3765	3599	7530	7198	-3765	-3628	1	1	0.9932514873301669	0.40683512717298975	B	B
3767	3599	7534	7198	-3767	-3628	1	1	0.21738204408287987	0.40683512717298975	B	B
3770	3768	7540	7536	-3770	-3777	1	1	0.6543368755750129	0.40683512717298975	B	B
3771	3599	7542	7198	-3771	-3628	1	1	0.8129534682870465	0.40683512717298975	B	B
3772	3888	7544	7776	-3772	-3893	1	1	0.9514854825708333	0.40683512717298975	B	B
3775	3888	7550	7776	-3775	-3893	1	1	0.2908057471982868	0.40683512717298975	B	B
3777	3768	7554	7536	-3777	-3777	1	1	0.498147179442594	0.40683512717298975	B	B
3778	3768	7556	7536	-3778	-3777	1	1	0.6058488670546645	0.40683512717298975	B	B
3779	3768	7558	7536	-3779	-3777	1	1	0.5892602181037901	0.40683512717298975	B	B
3783	3768	7566	7536	-3783	-3777	1	1	0.006398301905658377	0.40683512717298975	B	B
3785	3671	7570	7342	-3785	-3688	1	1	0.9929052003074152	0.40683512717298975	B	B
3788	3768	7576	7536	-3788	-3777	1	1	0.02918203573647382	0.40683512717298975	B	B
3790	3950	7580	7900	-3790	-3964	1	1	0.9112849229275702	0.40683512717298975	B	B
3793	3828	7586	7656	-3793	-3842	1	1	0.6414155870001447	0.40683512717298975	B	B
3795	3671	7590	7342	-3795	-3688	1	1	0.18247350692986786	0.40683512717298975	B	B
3796	3828	7592	7656	-3796	-3842	1	1	0.6031308527366356	0.40683512717298975	B	B
3797	3768	7594	7536	-3797	-3777	1	1	0.0676768287029702	0.40683512717298975	B	B
3798	3768	7596	7536	-3798	-3777	1	1	0.5774751044871207	0.40683512717298975	B	B
3799	3888	7598	7776	-3799	-3893	1	1	0.7295133805180254	0.40683512717298975	B	B
3800	3950	7600	7900	-3800	-3964	1	1	0.7595880736931809	0.40683512717298975	B	B
3803	3950	7606	7900	-3803	-3964	1	1	0.8266514436201614	0.40683512717298975	B	B
3805	3671	7610	7342	-3805	-3688	1	1	0.45301197167056895	0.40683512717298975	B	B
3809	3828	7618	7656	-3809	-3842	1	1	0.14372389266012575	0.40683512717298975	B	B
3814	3950	7628	7900	-3814	-3964	1	1	0.8835574841434727	0.40683512717298975	B	B
3821	3997	7642	7994	-3821	-4000	1	1	0.9106543739352899	0.40683512717298975	B	B
3822	3671	7644	7342	-3822	-3688	1	1	0.18810142187699974	0.40683512717298975	B	B
3828	3828	7656	7656	-3828	-3842	1	1	0.13329375600650584	0.40683512717298975	B	B
3834	3828	7668	7656	-3834	-3842	1	1	0.5896406963987775	0.40683512717298975	B	B
3837	3671	7674	7342	-3837	-3688	1	1	0.7797986881757285	0.40683512717298975	B	B
3842	3828	7684	7656	-3842	-3842	1	1	0.1570524020370554	0.40683512717298975	B	B
3843	3997	7686	7994	-3843	-4000	1	1	0.8938931215235397	0.40683512717298975	B	B
3845	3768	7690	7536	-3845	-3777	1	1	0.463487638127985	0.40683512717298975	B	B
3847	3888	7694	7776	-3847	-3893	1	1	0.4995351106612269	0.40683512717298975	B	B
3853	3828	7706	7656	-3853	-3842	1	1	0.03605335300649182	0.40683512717298975	B	B
3860	3828	7720	7656	-3860	-3842	1	1	0.41690126329467825	0.40683512717298975	B	B
3862	3888	7724	7776	-3862	-3893	1	1	0.3832924125603244	0.40683512717298975	B	B
3871	4084	7742	8168	-3871	-4091	1	1	0.8888861549794029	0.40683512717298975	B	B
3873	3828	7746	7656	-3873	-3842	1	1	0.13036664747632154	0.40683512717298975	B	B
3874	3888	7748	7776	-3874	-3893	1	1	0.6548982775934541	0.40683512717298975	B	B
3875	3599	7750	7198	-3875	-3628	1	1	0.2302212194063934	0.40683512717298975	B	B
3877	3828	7754	7656	-3877	-3842	1	1	0.4812471289153938	0.40683512717298975	B	B
3878	3671	7756	7342	-3878	-3688	1	1	0.8119192514209844	0.40683512717298975	B	B
3880	3950	7760	7900	-3880	-3964	1	1	0.2940654534009002	0.40683512717298975	B	B
3881	3888	7762	7776	-3881	-3893	1	1	0.5060729322392866	0.40683512717298975	B	B
3883	3888	7766	7776	-3883	-3893	1	1	0.03710869998584032	0.40683512717298975	B	B
3884	3828	7768	7656	-3884	-3842	1	1	0.4412890570443717	0.40683512717298975	B	B
3888	3888	7776	7776	-3888	-3893	1	1	0.582017230385329	0.40683512717298975	B	B
3894	3950	7788	7900	-3894	-3964	1	1	0.32005671265754143	0.40683512717298975	B	B
3896	3888	7792	7776	-3896	-3893	1	1	0.6354144505063796	0.40683512717298975	B	B
3899	3950	7798	7900	-3899	-3964	1	1	0.629610571410835	0.40683512717298975	B	B
3901	3950	7802	7900	-3901	-3964	1	1	0.5443140926684458	0.40683512717298975	B	B
3902	3671	7804	7342	-3902	-3688	1	1	0.24933562221510008	0.40683512717298975	B	B
3904	3888	7808	7776	-3904	-3893	1	1	0.4086911486826583	0.40683512717298975	B	B
3906	3828	7812	7656	-3906	-3842	1	1	0.7041873243469575	0.40683512717298975	B	B
3909	3768	7818	7536	-3909	-3777	1	1	0.19719316924472574	0.40683512717298975	B	B
3910	3888	7820	7776	-3910	-3893	1	1	0.6908303661932323	0.40683512717298975	B	B
3913	3997	7826	7994	-3913	-4000	1	1	0.7452207421764437	0.40683512717298975	B	B
3921	3888	7842	7776	-3921	-3893	1	1	0.6679833937693359	0.40683512717298975	B	B
3924	3950	7848	7900	-3924	-3964	1	1	0.9852021870128096	0.40683512717298975	B	B
3930	3888	7860	7776	-3930	-3893	1	1	0.386520695034267	0.40683512717298975	B	B
3931	3997	7862	7994	-3931	-4000	1	1	0.2877435639406871	0.40683512717298975	B	B
3941	3828	7882	7656	-3941	-3842	1	1	0.45956238923800796	0.40683512717298975	B	B
3945	3950	7890	7900	-3945	-3964	1	1	0.5029094435663657	0.40683512717298975	B	B
3946	3950	7892	7900	-3946	-3964	1	1	0.6246290619603214	0.40683512717298975	B	B
3948	3997	7896	7994	-3948	-4000	1	1	0.9781811567456742	0.40683512717298975	B	B
3949	3950	7898	7900	-3949	-3964	1	1	0.6643437408685898	0.40683512717298975	B	B
3953	3768	7906	7536	-3953	-3777	1	1	0.21617284329004582	0.40683512717298975	B	B
3954	3950	7908	7900	-3954	-3964	1	1	0.43781365220331336	0.40683512717298975	B	B
3958	4084	7916	8168	-3958	-4091	1	1	0.7610545264078855	0.40683512717298975	B	B
3959	3997	7918	7994	-3959	-4000	1	1	0.6030134527611094	0.40683512717298975	B	B
3960	3950	7920	7900	-3960	-3964	1	1	0.03252584572266026	0.40683512717298975	B	B
3964	3950	7928	7900	-3964	-3964	1	1	0.013797360375584211	0.40683512717298975	B	B
3966	3768	7932	7536	-3966	-3777	1	1	0.7843823036601468	0.40683512717298975	B	B
3970	3950	7940	7900	-3970	-3964	1	1	0.9938893343563987	0.40683512717298975	B	B
3975	3888	7950	7776	-3975	-3893	1	1	0.16136176063586238	0.40683512717298975	B	B
3977	4084	7954	8168	-3977	-4091	1	1	0.7561520593149375	0.40683512717298975	B	B
3981	3828	7962	7656	-3981	-3842	1	1	0.21352843609608496	0.40683512717298975	B	B
3983	4084	7966	8168	-3983	-4091	1	1	0.37634914676169573	0.40683512717298975	B	B
3984	3888	7968	7776	-3984	-3893	1	1	0.44073843367821375	0.40683512717298975	B	B
3986	3888	7972	7776	-3986	-3893	1	1	0.07245091722069552	0.40683512717298975	B	B
3987	3768	7974	7536	-3987	-3777	1	1	0.2269671820734721	0.40683512717298975	B	B
3995	3950	7990	7900	-3995	-3964	1	1	0.46609160192841537	0.40683512717298975	B	B
4007	3950	8014	7900	-4007	-3964	1	1	0.5738418844615603	0.40683512717298975	B	B
4009	4084	8018	8168	-4009	-4091	1	1	0.9951191430131833	0.40683512717298975	B	B
4011	4179	8022	8358	-4011	-4187	1	1	0.756703523970676	0.40683512717298975	B	B
4012	3888	8024	7776	-4012	-3893	1	1	0.1196622672908848	0.40683512717298975	B	B
4013	3768	8026	7536	-4013	-3777	1	1	0.24312583059650472	0.40683512717298975	B	B
4023	4084	8046	8168	-4023	-4091	1	1	0.6889091133071057	0.40683512717298975	B	B
4030	4084	8060	8168	-4030	-4091	1	1	0.29412304370665965	0.40683512717298975	B	B
4035	3828	8070	7656	-4035	-3842	1	1	0.7808476323641576	0.40683512717298975	B	B
4037	3997	8074	7994	-4037	-4000	1	1	0.030176859620422714	0.40683512717298975	B	B
4040	4179	8080	8358	-4040	-4187	1	1	0.3100165837579164	0.40683512717298975	B	B
4044	4084	8088	8168	-4044	-4091	1	1	0.0067917848871023034	0.40683512717298975	B	B
4045	4215	8090	8430	-4045	-4269	1	1	0.8962089599024232	0.40683512717298975	B	B
4047	4179	8094	8358	-4047	-4187	1	1	0.7583800238206669	0.40683512717298975	B	B
4053	3997	8106	7994	-4053	-4000	1	1	0.9754620965571038	0.40683512717298975	B	B
4056	3950	8112	7900	-4056	-3964	1	1	0.10742305639971139	0.40683512717298975	B	B
4057	3997	8114	7994	-4057	-4000	1	1	0.5852117226429046	0.40683512717298975	B	B
4058	4179	8116	8358	-4058	-4187	1	1	0.6361094197516654	0.40683512717298975	B	B
4059	4179	8118	8358	-4059	-4187	1	1	0.8499920782796913	0.40683512717298975	B	B
4060	4084	8120	8168	-4060	-4091	1	1	0.5402225794419319	0.40683512717298975	B	B
4061	3888	8122	7776	-4061	-3893	1	1	0.17012574979684392	0.40683512717298975	B	B
4062	4084	8124	8168	-4062	-4091	1	1	0.9560133070603474	0.40683512717298975	B	B
4064	4179	8128	8358	-4064	-4187	1	1	0.3019722138264195	0.40683512717298975	B	B
4073	3950	8146	7900	-4073	-3964	1	1	0.4509336436257665	0.40683512717298975	B	B
4077	3828	8154	7656	-4077	-3842	1	1	0.2535445886751495	0.40683512717298975	B	B
4079	4179	8158	8358	-4079	-4187	1	1	0.020740593002387286	0.40683512717298975	B	B
4082	3888	8164	7776	-4082	-3893	1	1	0.2053299362099461	0.40683512717298975	B	B
4088	3950	8176	7900	-4088	-3964	1	1	0.4741856944739252	0.40683512717298975	B	B
4092	4179	8184	8358	-4092	-4187	1	1	0.5029309144832159	0.40683512717298975	B	B
4093	3950	8186	7900	-4093	-3964	1	1	0.14893630778199574	0.40683512717298975	B	B
4094	4300	8188	8600	-4094	-4327	1	1	0.9161468474794481	0.40683512717298975	B	B
4095	4084	8190	8168	-4095	-4091	1	1	0.40653547479364305	0.40683512717298975	B	B
4099	3997	8198	7994	-4099	-4000	1	1	0.5601452983977487	0.40683512717298975	B	B
4100	4215	8200	8430	-4100	-4269	1	1	0.734754515556928	0.40683512717298975	B	B
4109	4179	8218	8358	-4109	-4187	1	1	0.8327098778115	0.40683512717298975	B	B
4114	3888	8228	7776	-4114	-3893	1	1	0.2160407380326056	0.40683512717298975	B	B
4120	3888	8240	7776	-4120	-3893	1	1	0.27202620113218545	0.40683512717298975	B	B
4123	4084	8246	8168	-4123	-4091	1	1	0.6831062872763709	0.40683512717298975	B	B
4125	4179	8250	8358	-4125	-4187	1	1	0.3979420755449079	0.40683512717298975	B	B
4127	4300	8254	8600	-4127	-4327	1	1	0.28076534816603294	0.40683512717298975	B	B
4130	3997	8260	7994	-4130	-4000	1	1	0.43802721238609055	0.40683512717298975	B	B
4131	3950	8262	7900	-4131	-3964	1	1	0.21636760499899776	0.40683512717298975	B	B
4132	4300	8264	8600	-4132	-4327	1	1	0.7252116159783231	0.40683512717298975	B	B
4137	4215	8274	8430	-4137	-4269	1	1	0.3720836898818114	0.40683512717298975	B	B
4145	4179	8290	8358	-4145	-4187	1	1	0.5357535232168722	0.40683512717298975	B	B
4146	4084	8292	8168	-4146	-4091	1	1	0.45558701218866193	0.40683512717298975	B	B
4147	3950	8294	7900	-4147	-3964	1	1	0.11303924539981958	0.40683512717298975	B	B
4149	4084	8298	8168	-4149	-4091	1	1	0.555637604772425	0.40683512717298975	B	B
4150	4179	8300	8358	-4150	-4187	1	1	0.3984101792988032	0.40683512717298975	B	B
