Feature A (i)	Feature A (i)-noFeature_B_(2i)	Feature B (2i)	Feature B (2i)-noFeature_B_(2i)	Feature C (-i)	Feature C (-i)-noFeature_B_(2i)	Constant Feature	Constant Feature-noFeature_B_(2i)	Random Feature	Random Feature-noFeature_B_(2i)	Outcome	Outcome-noFeature_B_(2i)
866	3177	1732	9574	-866	-3177	1	1	0.7482852374838356	0.6865687000926515	A	A
871	3182	1742	9574	-871	-3183	1	1	0.10108499106887558	0.09584927697217083	A	A
877	3188	1754	9574	-877	-3189	1	1	0.22066418506385188	0.20479149534265284	A	A
878	3188	1756	9574	-878	-3189	1	1	0.9080171682988215	0.9155804834289545	A	A
881	3194	1762	9574	-881	-3195	1	1	0.8385823940578379	0.81093086149687	A	A
882	3194	1764	9574	-882	-3195	1	1	0.9014049403886532	0.897897211542344	A	A
885	3194	1770	9574	-885	-3195	1	1	0.36152312400621134	0.36326959483172827	A	A
886	3194	1772	9574	-886	-3195	1	1	0.7700046249346877	0.7248533491587095	A	A
888	3200	1776	9574	-888	-3201	1	1	0.25781934758576086	0.2556376638625464	A	A
890	3200	1780	9574	-890	-3201	1	1	0.2875044454353044	0.2705870793149804	A	A
891	3200	1782	9574	-891	-3201	1	1	0.44643681959230663	0.43084017934406293	A	A
899	3211	1798	9574	-899	-3212	1	1	0.5454298870318549	0.5057843245177359	A	A
900	3211	1800	9574	-900	-3212	1	1	0.8193046422122829	0.7978402972390728	A	A
904	3217	1808	9574	-904	-3218	1	1	0.6885378752271564	0.6403485791625139	A	A
905	3217	1810	9574	-905	-3218	1	1	0.6267951013779872	0.5603876811308924	A	A
907	3217	1814	9574	-907	-3218	1	1	0.024809866852586904	0.02540337192260267	A	A
910	3223	1820	9574	-910	-3224	1	1	0.042269028235212946	0.046636926221635844	A	A
911	3223	1822	9574	-911	-3224	1	1	0.7066474918709805	0.6567225731105883	A	A
915	3223	1830	9574	-915	-3224	1	1	0.11974058196966808	0.11766008071769851	A	A
916	3229	1832	9574	-916	-3230	1	1	0.22448940376732374	0.2200783515824032	A	A
920	3229	1840	9574	-920	-3230	1	1	0.4506258502881453	0.43084017934406293	A	A
921	3229	1842	9574	-921	-3230	1	1	0.9309889681939939	0.9358892092224953	A	A
923	3235	1846	9574	-923	-3235	1	1	0.06583914111744482	0.06575410935862658	A	A
927	3240	1854	9574	-927	-3241	1	1	0.4437765563600822	0.43084017934406293	A	A
928	3240	1856	9574	-928	-3241	1	1	0.7336921435430007	0.6676345312549455	A	A
932	3240	1864	9574	-932	-3241	1	1	0.5806015672096773	0.5287072142744291	A	A
933	3246	1866	9574	-933	-3247	1	1	0.6606705779172014	0.5738128596868537	A	A
935	3246	1870	9574	-935	-3247	1	1	0.1335305497191761	0.14001508031831478	A	A
938	3246	1876	9574	-938	-3247	1	1	0.35378080471737894	0.36326959483172827	A	A
941	3252	1882	9574	-941	-3253	1	1	0.265399211123585	0.2556376638625464	A	A
942	3252	1884	9574	-942	-3253	1	1	0.5329287381877112	0.5057843245177359	A	A
943	3252	1886	9574	-943	-3253	1	1	0.19455345202480057	0.18991284810616926	A	A
948	3258	1896	9574	-948	-3258	1	1	0.8638122590704682	0.8483288367488273	A	A
950	3263	1900	9574	-950	-3264	1	1	0.2088050179466452	0.18991284810616926	A	A
954	3263	1908	9574	-954	-3264	1	1	0.7554719539382782	0.7124266951977283	A	A
959	3269	1918	9574	-959	-3270	1	1	0.14538366750915033	0.14001508031831478	A	A
968	3281	1936	9574	-968	-3282	1	1	0.271652546410978	0.2705870793149804	A	A
971	3281	1942	9574	-971	-3282	1	1	0.8899527602435703	0.8844562399641169	A	A
972	3281	1944	9574	-972	-3282	1	1	0.0648612036687446	0.06575410935862658	A	A
973	3281	1946	9574	-973	-3282	1	1	0.9866793410557569	0.9708335991200716	A	A
974	3287	1948	9574	-974	-3287	1	1	0.7988693622352896	0.7650504588350444	A	A
977	3287	1954	9574	-977	-3287	1	1	0.9347685593881282	0.9358892092224953	A	A
980	3292	1960	9574	-980	-3293	1	1	0.7984460977340703	0.7650504588350444	A	A
984	3292	1968	9574	-984	-3293	1	1	0.9963230877279876	0.9867277963524416	A	A
988	3298	1976	9574	-988	-3299	1	1	0.9897699855159624	0.9867277963524416	A	A
989	3298	1978	9574	-989	-3299	1	1	0.6722145012486291	0.5970130310756897	A	A
998	2980	1996	9574	-998	-2981	1	1	0.9727973519974249	0.9867277963524416	A	A
999	2980	1998	9574	-999	-2981	1	1	0.6635488633751254	0.6403485791625139	A	A
1006	2986	2012	9574	-1006	-2986	1	1	0.529599431975395	0.4863973973956013	A	A
1011	2991	2022	9574	-1011	-2992	1	1	0.9310568208938647	0.9556519694980462	A	A
1013	2991	2026	9574	-1013	-2992	1	1	0.9269300268921118	0.9358892092224953	A	A
1016	2997	2032	9574	-1016	-2998	1	1	0.36665458254709504	0.33085674641798635	A	A
1017	2997	2034	9574	-1017	-2998	1	1	0.3300208801721428	0.29312155847436416	A	A
1020	3003	2040	9574	-1020	-3004	1	1	0.13491708739470665	0.11766008071769851	A	A
1022	3003	2044	9574	-1022	-3004	1	1	0.7676436959688087	0.7650504588350444	A	A
1026	3009	2052	9574	-1026	-3010	1	1	0.9291774458994609	0.9358892092224953	A	A
1027	3009	2054	9574	-1027	-3010	1	1	0.568768053271663	0.5437811418999469	A	A
1033	3015	2066	9574	-1033	-3015	1	1	0.30925118249155525	0.2556376638625464	A	A
1034	3015	2068	9574	-1034	-3015	1	1	0.49297772780724824	0.45443658440763757	A	A
1039	3020	2078	9574	-1039	-3021	1	1	0.8908459331278182	0.897897211542344	A	A
1040	3020	2080	9574	-1040	-3021	1	1	0.734479849027292	0.7124266951977283	A	A
1041	3020	2082	9574	-1041	-3021	1	1	0.5130286356624485	0.4863973973956013	A	A
1042	3020	2084	9574	-1042	-3021	1	1	0.18128505034817766	0.1556084896784825	A	A
1051	3032	2102	9574	-1051	-3033	1	1	0.17326296986721357	0.1556084896784825	A	A
1053	3032	2106	9574	-1053	-3033	1	1	0.8286607304522473	0.7978402972390728	A	A
1058	3038	2116	9574	-1058	-3038	1	1	0.3134033734040992	0.2556376638625464	A	A
1063	3043	2126	9574	-1063	-3044	1	1	0.6246417515337578	0.5738128596868537	A	A
1064	3043	2128	9574	-1064	-3044	1	1	0.8987649314503874	0.897897211542344	A	A
1065	3043	2130	9574	-1065	-3044	1	1	0.3912776882862381	0.36326959483172827	A	A
1066	3049	2132	9574	-1066	-3050	1	1	0.31633240567391285	0.2705870793149804	A	A
1067	3049	2134	9574	-1067	-3050	1	1	0.3162011080132213	0.2705870793149804	A	A
1070	3049	2140	9574	-1070	-3050	1	1	0.8932033273755423	0.897897211542344	A	A
1071	3049	2142	9574	-1071	-3050	1	1	0.5004553107774509	0.45443658440763757	A	A
1073	3055	2146	9574	-1073	-3056	1	1	0.7413814229489277	0.7248533491587095	A	A
1074	3055	2148	9574	-1074	-3056	1	1	0.30856344838210714	0.2556376638625464	A	A
1079	3061	2158	9574	-1079	-3062	1	1	0.007477666506484182	0.009431753548861166	A	A
1084	3067	2168	9574	-1084	-3067	1	1	0.6008926432161077	0.5603876811308924	A	A
1086	3067	2172	9574	-1086	-3067	1	1	0.6645970677497702	0.6403485791625139	A	A
1091	3072	2182	9574	-1091	-3073	1	1	0.7330139877445875	0.7124266951977283	A	A
1095	3078	2190	9574	-1095	-3079	1	1	0.84345089043628	0.81093086149687	A	A
1104	3084	2208	9574	-1104	-3085	1	1	0.9204595280456707	0.9155804834289545	A	A
1107	3090	2214	9574	-1107	-3091	1	1	0.3221080163488105	0.2705870793149804	A	A
1111	3090	2222	9574	-1111	-3091	1	1	0.3994358367313223	0.36326959483172827	A	A
1112	3090	2224	9574	-1112	-3091	1	1	0.6928582084912622	0.6567225731105883	A	A
1117	3096	2234	9574	-1117	-3096	1	1	0.3448004058226909	0.30887378737929305	A	A
1119	3101	2238	9574	-1119	-3102	1	1	0.5100463339289997	0.4686479736942557	A	A
1120	3101	2240	9574	-1120	-3102	1	1	0.882694754093835	0.8844562399641169	A	A
1124	3107	2248	9574	-1124	-3108	1	1	0.7588862688703896	0.74048802736636	A	A
1126	3107	2252	9574	-1126	-3108	1	1	0.014084293758116373	0.02540337192260267	A	A
1127	3107	2254	9574	-1127	-3108	1	1	0.7502858273808636	0.74048802736636	A	A
1128	3107	2256	9574	-1128	-3108	1	1	0.2786403018270994	0.2200783515824032	A	A
1131	3113	2262	9574	-1131	-3114	1	1	0.9916864107338308	0.9867277963524416	A	A
1134	3113	2268	9574	-1134	-3114	1	1	0.6990729584092141	0.6676345312549455	A	A
1135	3113	2270	9574	-1135	-3114	1	1	0.10248309480419349	0.09584927697217083	A	A
1139	3119	2278	9574	-1139	-3120	1	1	0.7286927619057683	0.6865687000926515	A	A
1144	3125	2288	9574	-1144	-3125	1	1	0.9475574116632703	0.9556519694980462	A	A
1149	3130	2298	9574	-1149	-3131	1	1	0.7633154787547768	0.74048802736636	A	A
1150	3130	2300	9574	-1150	-3131	1	1	0.8672575367053635	0.8659373859054671	A	A
1152	3130	2304	9574	-1152	-3131	1	1	0.17808742588759452	0.1556084896784825	A	A
1153	3136	2306	9574	-1153	-3137	1	1	0.18872901155905952	0.1556084896784825	A	A
1154	3136	2308	9574	-1154	-3137	1	1	0.055181358705669314	0.06575410935862658	A	A
1157	3136	2314	9574	-1157	-3137	1	1	0.43219526485412874	0.3994271172644791	A	A
1158	3136	2316	9574	-1158	-3137	1	1	0.5129367913688214	0.4686479736942557	A	A
1161	3142	2322	9574	-1161	-3143	1	1	0.2567662068887524	0.18991284810616926	A	A
1169	3148	2338	9574	-1169	-3148	1	1	0.7708102765665513	0.7650504588350444	A	A
1179	3159	2358	9574	-1179	-3160	1	1	0.18561248483097215	0.1556084896784825	A	A
1184	3165	2368	9574	-1184	-3166	1	1	0.9283748065256142	0.9358892092224953	A	A
1189	3171	2378	9574	-1189	-3172	1	1	0.5427998865618521	0.5057843245177359	A	A
1191	3171	2382	9574	-1191	-3172	1	1	0.736050415681054	0.7124266951977283	A	A
1194	3177	2388	9574	-1194	-3177	1	1	0.45290654855695833	0.43084017934406293	A	A
1197	3177	2394	9574	-1197	-3177	1	1	0.8249653027225438	0.7978402972390728	A	A
1200	3182	2400	9574	-1200	-3183	1	1	0.5626669913123759	0.5287072142744291	A	A
1201	3182	2402	9574	-1201	-3183	1	1	0.6363716876528555	0.5970130310756897	A	A
1202	3182	2404	9574	-1202	-3183	1	1	0.8420312325597894	0.81093086149687	A	A
1203	3182	2406	9574	-1203	-3183	1	1	0.740052615563091	0.7248533491587095	A	A
1205	3188	2410	9574	-1205	-3189	1	1	0.392245038784507	0.36326959483172827	A	A
1208	3188	2416	9574	-1208	-3189	1	1	0.24068119679059485	0.18991284810616926	A	A
1210	3188	2420	9574	-1210	-3189	1	1	0.455874247652869	0.43084017934406293	A	A
1212	3194	2424	9574	-1212	-3195	1	1	0.4036686860501336	0.3838453928986345	A	A
1213	3194	2426	9574	-1213	-3195	1	1	0.15023992461554925	0.11766008071769851	A	A
1217	3200	2434	9574	-1217	-3201	1	1	0.7387436412864783	0.7124266951977283	A	A
1218	3200	2436	9574	-1218	-3201	1	1	0.6991031318615971	0.6676345312549455	A	A
1219	3200	2438	9574	-1219	-3201	1	1	0.24013165190085783	0.18991284810616926	A	A
1222	3200	2444	9574	-1222	-3201	1	1	0.11076509990295391	0.09584927697217083	A	A
1228	3211	2456	9574	-1228	-3212	1	1	0.8656411391477089	0.8483288367488273	A	A
1229	3211	2458	9574	-1229	-3212	1	1	0.43395694662260587	0.41436990175995514	A	A
1233	3211	2466	9574	-1233	-3212	1	1	0.5380630101347165	0.5057843245177359	A	A
1242	3223	2484	9574	-1242	-3224	1	1	0.3991824395552047	0.36326959483172827	A	A
1244	3223	2488	9574	-1244	-3224	1	1	0.16885770868555283	0.14001508031831478	A	A
1245	3223	2490	9574	-1245	-3224	1	1	0.8489315349380703	0.836604570279811	A	A
1246	3229	2492	9574	-1246	-3230	1	1	0.8184547613787991	0.7752105467541478	A	A
1249	3229	2498	9574	-1249	-3230	1	1	0.05089625683585197	0.06575410935862658	A	A
1254	3235	2508	9574	-1254	-3235	1	1	0.5083930420285661	0.4686479736942557	A	A
1255	3235	2510	9574	-1255	-3235	1	1	0.36806953749472504	0.33085674641798635	A	A
1262	3240	2524	9574	-1262	-3241	1	1	0.6879686886580058	0.6567225731105883	A	A
1264	3246	2528	9574	-1264	-3247	1	1	0.7989984301192264	0.7650504588350444	A	A
1266	3246	2532	9574	-1266	-3247	1	1	0.5642167435986668	0.5287072142744291	A	A
1271	3252	2542	9574	-1271	-3253	1	1	0.45537280192979157	0.43084017934406293	A	A
1272	3252	2544	9574	-1272	-3253	1	1	0.16883131159212905	0.14001508031831478	A	A
1281	3263	2562	9574	-1281	-3264	1	1	0.8297944833144704	0.7978402972390728	A	A
1283	3263	2566	9574	-1283	-3264	1	1	0.1745095933971692	0.1556084896784825	A	A
1285	3263	2570	9574	-1285	-3264	1	1	0.7314432128745809	0.6865687000926515	A	A
1286	3269	2572	9574	-1286	-3270	1	1	0.8392630241402992	0.81093086149687	A	A
1289	3269	2578	9574	-1289	-3270	1	1	0.01883135831335714	0.02540337192260267	A	A
1291	3269	2582	9574	-1291	-3270	1	1	0.563827231928001	0.5287072142744291	A	A
1301	3281	2602	9574	-1301	-3282	1	1	0.5667006417249533	0.5287072142744291	A	A
1304	3287	2608	9574	-1304	-3287	1	1	0.00024681994583752864	0.009431753548861166	A	A
1307	3287	2614	9574	-1307	-3287	1	1	0.5288955242923394	0.4863973973956013	A	A
1308	3287	2616	9574	-1308	-3287	1	1	0.43326781790510405	0.3994271172644791	A	A
1313	3292	2626	9574	-1313	-3293	1	1	0.20298402888236022	0.17573684250755928	A	A
1314	3292	2628	9574	-1314	-3293	1	1	0.47332845691588776	0.43084017934406293	A	A
1315	3298	2630	9574	-1315	-3299	1	1	0.2616491086545898	0.20479149534265284	A	A
1316	3298	2632	9574	-1316	-3299	1	1	0.19538844757197016	0.17573684250755928	A	A
1318	3298	2636	9574	-1318	-3299	1	1	0.6884259958166028	0.6567225731105883	A	A
1321	2974	2642	9574	-1321	-2975	1	1	0.5817832600809435	0.5437811418999469	A	A
1322	2974	2644	9574	-1322	-2975	1	1	0.6309669498863102	0.6185616736968093	A	A
1328	2980	2656	9574	-1328	-2981	1	1	0.47109805613597056	0.43084017934406293	A	A
1329	2980	2658	9574	-1329	-2981	1	1	0.6248605510262478	0.5970130310756897	A	A
1330	2980	2660	9574	-1330	-2981	1	1	0.22880930162322455	0.20479149534265284	A	A
1331	2980	2662	9574	-1331	-2981	1	1	0.5581790509652352	0.5184576116122209	A	A
1332	2980	2664	9574	-1332	-2981	1	1	0.046999707699931004	0.046636926221635844	A	A
1333	2986	2666	9574	-1333	-2986	1	1	0.00015491098448616736	0.009431753548861166	A	A
1336	2986	2672	9574	-1336	-2986	1	1	0.8325853088956005	0.836604570279811	A	A
1338	2991	2676	9574	-1338	-2992	1	1	0.5354301258139194	0.4863973973956013	A	A
1340	2991	2680	9574	-1340	-2992	1	1	0.1070304570648154	0.09584927697217083	A	A
1344	2997	2688	9574	-1344	-2998	1	1	0.42083473977976726	0.3838453928986345	A	A
1345	2997	2690	9574	-1345	-2998	1	1	0.4665495465647592	0.43084017934406293	A	A
1351	3003	2702	9574	-1351	-3004	1	1	0.06240577622898613	0.06575410935862658	A	A
1353	3003	2706	9574	-1353	-3004	1	1	0.3634085934610053	0.30887378737929305	A	A
1360	3009	2720	9574	-1360	-3010	1	1	0.5653170086464381	0.5184576116122209	A	A
1363	3015	2726	9574	-1363	-3015	1	1	0.8840079396828732	0.8844562399641169	A	A
1364	3015	2728	9574	-1364	-3015	1	1	0.6138421237270008	0.5738128596868537	A	A
1367	3020	2734	9574	-1367	-3021	1	1	0.6762979127060074	0.6676345312549455	A	A
1369	3020	2738	9574	-1369	-3021	1	1	0.3645969488606505	0.33085674641798635	A	A
1371	3020	2742	9574	-1371	-3021	1	1	0.49562398342396086	0.45443658440763757	A	A
1374	3026	2748	9574	-1374	-3027	1	1	0.5870226270367492	0.5437811418999469	A	A
1375	3026	2750	9574	-1375	-3027	1	1	0.8839739223469595	0.8844562399641169	A	A
1381	3032	2762	9574	-1381	-3033	1	1	0.03016892460873999	0.02540337192260267	A	A
1384	3032	2768	9574	-1384	-3033	1	1	0.8623397788656404	0.8659373859054671	A	A
1385	3038	2770	9574	-1385	-3038	1	1	0.257410810361002	0.2200783515824032	A	A
1392	3043	2784	9574	-1392	-3044	1	1	0.673170434549061	0.6676345312549455	A	A
1395	3043	2790	9574	-1395	-3044	1	1	0.5737279457642223	0.5287072142744291	A	A
1396	3049	2792	9574	-1396	-3050	1	1	0.4136101628816753	0.3838453928986345	A	A
1398	3049	2796	9574	-1398	-3050	1	1	0.590735034434607	0.5603876811308924	A	A
1403	3055	2806	9574	-1403	-3056	1	1	0.15000695229724437	0.14001508031831478	A	A
1405	3055	2810	9574	-1405	-3056	1	1	0.09584927697217083	0.09584927697217083	A	A
1407	3055	2814	9574	-1407	-3056	1	1	0.013063342743919848	0.009431753548861166	A	A
1413	3061	2826	9574	-1413	-3062	1	1	0.7537243750324764	0.74048802736636	A	A
1415	3067	2830	9574	-1415	-3067	1	1	0.6940326878424155	0.7124266951977283	A	A
1420	3072	2840	9574	-1420	-3073	1	1	0.9356411246008667	0.9358892092224953	A	A
1423	3072	2846	9574	-1423	-3073	1	1	0.35300701316078154	0.30887378737929305	A	A
1426	3078	2852	9574	-1426	-3079	1	1	0.6226713772246038	0.5970130310756897	A	A
1428	3078	2856	9574	-1428	-3079	1	1	0.5583785918006593	0.5184576116122209	A	A
1429	3078	2858	9574	-1429	-3079	1	1	0.5403408343280616	0.4863973973956013	A	A
1430	3078	2860	9574	-1430	-3079	1	1	0.6158786216112707	0.5970130310756897	A	A
1432	3084	2864	9574	-1432	-3085	1	1	0.9597881247525193	0.9556519694980462	A	A
1433	3084	2866	9574	-1433	-3085	1	1	0.06120139514906042	0.06575410935862658	A	A
1435	3084	2870	9574	-1435	-3085	1	1	0.29527500437563825	0.2556376638625464	A	A
1440	3090	2880	9574	-1440	-3091	1	1	0.683038425690031	0.6865687000926515	A	A
1442	3090	2884	9574	-1442	-3091	1	1	0.17931471392689813	0.17573684250755928	A	A
1443	3096	2886	9574	-1443	-3096	1	1	0.09101344518813004	0.08139052448728146	A	A
1451	3101	2902	9574	-1451	-3102	1	1	0.7427639046806825	0.74048802736636	A	A
1456	3107	2912	9574	-1456	-3108	1	1	0.5452678640889863	0.5057843245177359	A	A
1457	3107	2914	9574	-1457	-3108	1	1	0.9902318086794614	0.9867277963524416	A	A
1458	3107	2916	9574	-1458	-3108	1	1	0.9246159956093796	0.9155804834289545	A	A
1467	3119	2934	9574	-1467	-3120	1	1	0.6683113728425779	0.6567225731105883	A	A
1473	3125	2946	9574	-1473	-3125	1	1	0.03900571071989989	0.046636926221635844	A	A
1480	3130	2960	9574	-1480	-3131	1	1	0.8308979646174663	0.81093086149687	A	A
1489	3142	2978	9574	-1489	-3143	1	1	0.672249500838977	0.6567225731105883	A	A
1496	3148	2992	9574	-1496	-3148	1	1	0.5221960680570036	0.4686479736942557	A	A
1498	3148	2996	9574	-1498	-3148	1	1	0.20415371039405794	0.18991284810616926	A	A
1499	3148	2998	9574	-1499	-3148	1	1	0.6887713022607096	0.7124266951977283	A	A
1500	3153	3000	9574	-1500	-3154	1	1	0.7079192081442485	0.7248533491587095	A	A
1502	3153	3004	9574	-1502	-3154	1	1	0.4236436480760234	0.3838453928986345	A	A
1503	3153	3006	9574	-1503	-3154	1	1	0.10295315702664554	0.09584927697217083	A	A
1506	3159	3012	9574	-1506	-3160	1	1	0.9601929767272657	0.9556519694980462	A	A
1507	3159	3014	9574	-1507	-3160	1	1	0.10227760676051167	0.09584927697217083	A	A
1510	3159	3020	9574	-1510	-3160	1	1	0.2734485579558157	0.23139716590926385	A	A
1511	3159	3022	9574	-1511	-3160	1	1	0.48870310931344363	0.45443658440763757	A	A
1512	3165	3024	9574	-1512	-3166	1	1	0.7897872978277188	0.7978402972390728	A	A
1514	3165	3028	9574	-1514	-3166	1	1	0.398981896428247	0.36326959483172827	A	A
1516	3165	3032	9574	-1516	-3166	1	1	0.1697167933207362	0.17573684250755928	A	A
1517	3165	3034	9574	-1517	-3166	1	1	0.6192565410057297	0.5970130310756897	A	A
1518	3171	3036	9574	-1518	-3172	1	1	0.23509808976106794	0.20479149534265284	A	A
1519	3171	3038	9574	-1519	-3172	1	1	0.8737398788364422	0.8844562399641169	A	A
1520	3171	3040	9574	-1520	-3172	1	1	0.9193203786198957	0.9155804834289545	A	A
1521	3171	3042	9574	-1521	-3172	1	1	0.22798058930587595	0.20479149534265284	A	A
1522	3171	3044	9574	-1522	-3172	1	1	0.25853620697872415	0.23139716590926385	A	A
1523	3171	3046	9574	-1523	-3172	1	1	0.36581933795944155	0.33085674641798635	A	A
1525	3177	3050	9574	-1525	-3177	1	1	0.6078471363244489	0.5738128596868537	A	A
1527	3177	3054	9574	-1527	-3177	1	1	0.5372114583877013	0.4863973973956013	A	A
1537	3188	3074	9574	-1537	-3189	1	1	0.19493561958923278	0.18991284810616926	A	A
1541	3194	3082	9574	-1541	-3195	1	1	0.032286747112227565	0.02540337192260267	A	A
1542	3194	3084	9574	-1542	-3195	1	1	0.5480549484738771	0.5057843245177359	A	A
1543	3194	3086	9574	-1543	-3195	1	1	0.2790753206940281	0.23139716590926385	A	A
1546	3194	3092	9574	-1546	-3195	1	1	0.41823999893667385	0.3838453928986345	A	A
1547	3200	3094	9574	-1547	-3201	1	1	0.8585221037698424	0.8483288367488273	A	A
1548	3200	3096	9574	-1548	-3201	1	1	0.39595461705784274	0.36326959483172827	A	A
1550	3200	3100	9574	-1550	-3201	1	1	0.6506578067395168	0.6403485791625139	A	A
1554	3206	3108	9574	-1554	-3206	1	1	0.1985313731517354	0.18991284810616926	A	A
1555	3206	3110	9574	-1555	-3206	1	1	0.14086854831376683	0.11766008071769851	A	A
1557	3206	3114	9574	-1557	-3206	1	1	0.574464966351423	0.5287072142744291	A	A
1562	3211	3124	9574	-1562	-3212	1	1	0.1431766834180429	0.14001508031831478	A	A
1563	3211	3126	9574	-1563	-3212	1	1	0.6053841299103403	0.5603876811308924	A	A
1565	3217	3130	9574	-1565	-3218	1	1	0.4604726313423838	0.41436990175995514	A	A
1570	3223	3140	9574	-1570	-3224	1	1	0.3383987585577991	0.30887378737929305	A	A
1571	3223	3142	9574	-1571	-3224	1	1	0.5665140211387208	0.5184576116122209	A	A
1575	3223	3150	9574	-1575	-3224	1	1	0.743483578651515	0.74048802736636	A	A
1579	3229	3158	9574	-1579	-3230	1	1	0.9067812426909794	0.897897211542344	A	A
1587	3240	3174	9574	-1587	-3241	1	1	0.38422181035041825	0.34394625120281785	A	A
1592	3240	3184	9574	-1592	-3241	1	1	0.5072682343483306	0.45443658440763757	A	A
1594	3246	3188	9574	-1594	-3247	1	1	0.8307609275173227	0.81093086149687	A	A
1599	3252	3198	9574	-1599	-3253	1	1	0.4547588973179115	0.41436990175995514	A	A
1605	3258	3210	9574	-1605	-3258	1	1	0.3189646383408673	0.2705870793149804	A	A
1607	3258	3214	9574	-1607	-3258	1	1	0.4861490826449505	0.43084017934406293	A	A
1608	3258	3216	9574	-1608	-3258	1	1	0.6322633344189381	0.6185616736968093	A	A
1611	3263	3222	9574	-1611	-3264	1	1	0.988536494786043	0.9867277963524416	A	A
1612	3263	3224	9574	-1612	-3264	1	1	0.7704932629380066	0.7650504588350444	A	A
1620	3269	3240	9574	-1620	-3270	1	1	0.16779640995292455	0.1556084896784825	A	A
1623	3275	3246	9574	-1623	-3276	1	1	0.3320083387560807	0.29312155847436416	A	A
1625	3275	3250	9574	-1625	-3276	1	1	0.7246325744447164	0.74048802736636	A	A
1629	3281	3258	9574	-1629	-3282	1	1	0.8477791509906641	0.836604570279811	A	A
1637	3287	3274	9574	-1637	-3287	1	1	0.12536104634926426	0.11766008071769851	A	A
1639	3292	3278	9574	-1639	-3293	1	1	0.6851897355902085	0.6865687000926515	A	A
1640	3292	3280	9574	-1640	-3293	1	1	0.8261620850949352	0.81093086149687	A	A
1642	3292	3284	9574	-1642	-3293	1	1	0.3227663874339719	0.2705870793149804	A	A
1646	3298	3292	9574	-1646	-3299	1	1	0.8294243547678448	0.81093086149687	A	A
1647	3298	3294	9574	-1647	-3299	1	1	0.16266588778401558	0.1556084896784825	A	A
1648	3298	3296	9574	-1648	-3299	1	1	0.2720151236240679	0.23139716590926385	A	A
1649	3298	3298	9574	-1649	-3299	1	1	0.858393201060348	0.8483288367488273	A	A
1653	2974	3306	9574	-1653	-2975	1	1	0.15145148107682405	0.1556084896784825	A	A
1654	2974	3308	9574	-1654	-2975	1	1	0.19914856958687954	0.2200783515824032	A	A
1658	2980	3316	9574	-1658	-2981	1	1	0.14505627622176243	0.1556084896784825	A	A
1660	2980	3320	9574	-1660	-2981	1	1	0.03626815257377336	0.02540337192260267	A	A
1667	2986	3334	9574	-1667	-2986	1	1	0.01877715972708216	0.009431753548861166	A	A
1674	2997	3348	9574	-1674	-2998	1	1	0.5705215301630423	0.5437811418999469	A	A
1675	2997	3350	9574	-1675	-2998	1	1	0.6064295534069465	0.5738128596868537	A	A
1679	2997	3358	9574	-1679	-2998	1	1	0.9685016851194759	0.9556519694980462	A	A
1680	3003	3360	9574	-1680	-3004	1	1	0.5181803515663616	0.5057843245177359	A	A
1682	3003	3364	9574	-1682	-3004	1	1	0.3624944722122637	0.34394625120281785	A	A
1686	3009	3372	9574	-1686	-3010	1	1	0.9854505609671894	0.9708335991200716	A	A
1692	3015	3384	9574	-1692	-3015	1	1	0.6018673514333617	0.5738128596868537	A	A
1695	3015	3390	9574	-1695	-3015	1	1	0.40395845531182994	0.3838453928986345	A	A
1696	3015	3392	9574	-1696	-3015	1	1	0.10125476828298385	0.11766008071769851	A	A
1698	3020	3396	9574	-1698	-3021	1	1	0.9931305365585255	0.9867277963524416	A	A
1699	3020	3398	9574	-1699	-3021	1	1	0.47595852412091266	0.45443658440763757	A	A
1707	3026	3414	9574	-1707	-3027	1	1	0.9437470420035533	0.9155804834289545	A	A
1714	3032	3428	9574	-1714	-3033	1	1	0.4019837359917706	0.3838453928986345	A	A
1717	3038	3434	9574	-1717	-3038	1	1	0.8942032092690649	0.836604570279811	A	A
1723	3043	3446	9574	-1723	-3044	1	1	0.6413861973277034	0.6185616736968093	A	A
1724	3043	3448	9574	-1724	-3044	1	1	0.7295520523281847	0.6865687000926515	A	A
1725	3043	3450	9574	-1725	-3044	1	1	0.3366500212966502	0.33085674641798635	A	A
1729	3049	3458	9574	-1729	-3050	1	1	0.5359700768859168	0.5184576116122209	A	A
1731	3049	3462	9574	-1731	-3050	1	1	0.3405453067539682	0.34394625120281785	A	A
1735	3055	3470	9574	-1735	-3056	1	1	0.06009511798120759	0.046636926221635844	A	A
1737	3055	3474	9574	-1737	-3056	1	1	0.4216874899193266	0.41436990175995514	A	A
1741	3061	3482	9574	-1741	-3062	1	1	0.022837176355611444	0.009431753548861166	A	A
1744	3067	3488	9574	-1744	-3067	1	1	0.7656993765649194	0.74048802736636	A	A
1745	3067	3490	9574	-1745	-3067	1	1	0.06574355079265015	0.06575410935862658	A	A
1749	3072	3498	9574	-1749	-3073	1	1	0.07422155382217643	0.08139052448728146	A	A
1757	3078	3514	9574	-1757	-3079	1	1	0.06840866595954642	0.06575410935862658	A	A
1759	3078	3518	9574	-1759	-3079	1	1	0.23237026653209736	0.2556376638625464	A	A
1761	3084	3522	9574	-1761	-3085	1	1	0.6085917940538245	0.5970130310756897	A	A
