Feature_A_(i),Feature_A_(i)-noConstant_Feature,Feature_B_(2i),Feature_B_(2i)-noConstant_Feature,Feature_C_(-i),Feature_C_(-i)-noConstant_Feature,Constant_Feature,Constant_Feature-noConstant_Feature,Random_Feature,Random_Feature-noConstant_Feature,Outcome,Outcome-noConstant_Feature
1456,1456,2912,2912,-1456,-1456,1,1,0.5452678640889863,0.5452678640889863,A,A
1457,1457,2914,2914,-1457,-1457,1,1,0.9902318086794614,0.9902318086794614,A,A
1458,1458,2916,2916,-1458,-1458,1,1,0.9246159956093796,0.9246159956093796,A,A
1467,1467,2934,2934,-1467,-1467,1,1,0.6683113728425779,0.6683113728425779,A,A
1473,1473,2946,2946,-1473,-1473,1,1,0.03900571071989989,0.03900571071989989,A,A
1480,1480,2960,2960,-1480,-1480,1,1,0.8308979646174663,0.8308979646174663,A,A
1489,1489,2978,2978,-1489,-1489,1,1,0.672249500838977,0.672249500838977,A,A
1496,1496,2992,2992,-1496,-1496,1,1,0.5221960680570036,0.5221960680570036,A,A
1498,1498,2996,2996,-1498,-1498,1,1,0.20415371039405794,0.20415371039405794,A,A
1499,1499,2998,2998,-1499,-1499,1,1,0.6887713022607096,0.6887713022607096,A,A
1500,1500,3000,3000,-1500,-1500,1,1,0.7079192081442485,0.7079192081442485,A,A
1502,1502,3004,3004,-1502,-1502,1,1,0.4236436480760234,0.4236436480760234,A,A
1503,1503,3006,3006,-1503,-1503,1,1,0.10295315702664554,0.10295315702664554,A,A
1506,1506,3012,3012,-1506,-1506,1,1,0.9601929767272657,0.9601929767272657,A,A
1507,1507,3014,3014,-1507,-1507,1,1,0.10227760676051167,0.10227760676051167,A,A
1510,1510,3020,3020,-1510,-1510,1,1,0.2734485579558157,0.2734485579558157,A,A
1511,1511,3022,3022,-1511,-1511,1,1,0.48870310931344363,0.48870310931344363,A,A
1512,1512,3024,3024,-1512,-1512,1,1,0.7897872978277188,0.7897872978277188,A,A
1514,1514,3028,3028,-1514,-1514,1,1,0.398981896428247,0.398981896428247,A,A
1516,1516,3032,3032,-1516,-1516,1,1,0.1697167933207362,0.1697167933207362,A,A
1517,1517,3034,3034,-1517,-1517,1,1,0.6192565410057297,0.6192565410057297,A,A
1518,1518,3036,3036,-1518,-1518,1,1,0.23509808976106794,0.23509808976106794,A,A
1519,1519,3038,3038,-1519,-1519,1,1,0.8737398788364422,0.8737398788364422,A,A
1520,1520,3040,3040,-1520,-1520,1,1,0.9193203786198957,0.9193203786198957,A,A
1521,1521,3042,3042,-1521,-1521,1,1,0.22798058930587595,0.22798058930587595,A,A
1522,1522,3044,3044,-1522,-1522,1,1,0.25853620697872415,0.25853620697872415,A,A
1523,1523,3046,3046,-1523,-1523,1,1,0.36581933795944155,0.36581933795944155,A,A
1525,1525,3050,3050,-1525,-1525,1,1,0.6078471363244489,0.6078471363244489,A,A
1527,1527,3054,3054,-1527,-1527,1,1,0.5372114583877013,0.5372114583877013,A,A
1537,1537,3074,3074,-1537,-1537,1,1,0.19493561958923278,0.19493561958923278,A,A
1541,1541,3082,3082,-1541,-1541,1,1,0.032286747112227565,0.032286747112227565,A,A
1542,1542,3084,3084,-1542,-1542,1,1,0.5480549484738771,0.5480549484738771,A,A
1543,1543,3086,3086,-1543,-1543,1,1,0.2790753206940281,0.2790753206940281,A,A
1546,1546,3092,3092,-1546,-1546,1,1,0.41823999893667385,0.41823999893667385,A,A
1547,1547,3094,3094,-1547,-1547,1,1,0.8585221037698424,0.8585221037698424,A,A
1548,1548,3096,3096,-1548,-1548,1,1,0.39595461705784274,0.39595461705784274,A,A
1550,1550,3100,3100,-1550,-1550,1,1,0.6506578067395168,0.6506578067395168,A,A
1554,1554,3108,3108,-1554,-1554,1,1,0.1985313731517354,0.1985313731517354,A,A
1555,1555,3110,3110,-1555,-1555,1,1,0.14086854831376683,0.14086854831376683,A,A
1557,1557,3114,3114,-1557,-1557,1,1,0.574464966351423,0.574464966351423,A,A
1562,1562,3124,3124,-1562,-1562,1,1,0.1431766834180429,0.1431766834180429,A,A
1563,1563,3126,3126,-1563,-1563,1,1,0.6053841299103403,0.6053841299103403,A,A
1565,1565,3130,3130,-1565,-1565,1,1,0.4604726313423838,0.4604726313423838,A,A
1570,1570,3140,3140,-1570,-1570,1,1,0.3383987585577991,0.3383987585577991,A,A
1571,1571,3142,3142,-1571,-1571,1,1,0.5665140211387208,0.5665140211387208,A,A
1575,1575,3150,3150,-1575,-1575,1,1,0.743483578651515,0.743483578651515,A,A
1579,1579,3158,3158,-1579,-1579,1,1,0.9067812426909794,0.9067812426909794,A,A
1587,1587,3174,3174,-1587,-1587,1,1,0.38422181035041825,0.38422181035041825,A,A
1592,1592,3184,3184,-1592,-1592,1,1,0.5072682343483306,0.5072682343483306,A,A
1594,1594,3188,3188,-1594,-1594,1,1,0.8307609275173227,0.8307609275173227,A,A
1599,1599,3198,3198,-1599,-1599,1,1,0.4547588973179115,0.4547588973179115,A,A
1605,1605,3210,3210,-1605,-1605,1,1,0.3189646383408673,0.3189646383408673,A,A
1607,1607,3214,3214,-1607,-1607,1,1,0.4861490826449505,0.4861490826449505,A,A
1608,1608,3216,3216,-1608,-1608,1,1,0.6322633344189381,0.6322633344189381,A,A
1611,1611,3222,3222,-1611,-1611,1,1,0.988536494786043,0.988536494786043,A,A
1612,1612,3224,3224,-1612,-1612,1,1,0.7704932629380066,0.7704932629380066,A,A
1620,1620,3240,3240,-1620,-1620,1,1,0.16779640995292455,0.16779640995292455,A,A
1623,1623,3246,3246,-1623,-1623,1,1,0.3320083387560807,0.3320083387560807,A,A
1625,1625,3250,3250,-1625,-1625,1,1,0.7246325744447164,0.7246325744447164,A,A
1629,1629,3258,3258,-1629,-1629,1,1,0.8477791509906641,0.8477791509906641,A,A
1637,1637,3274,3274,-1637,-1637,1,1,0.12536104634926426,0.12536104634926426,A,A
1639,1639,3278,3278,-1639,-1639,1,1,0.6851897355902085,0.6851897355902085,A,A
1640,1640,3280,3280,-1640,-1640,1,1,0.8261620850949352,0.8261620850949352,A,A
1642,1642,3284,3284,-1642,-1642,1,1,0.3227663874339719,0.3227663874339719,A,A
1646,1646,3292,3292,-1646,-1646,1,1,0.8294243547678448,0.8294243547678448,A,A
1647,1647,3294,3294,-1647,-1647,1,1,0.16266588778401558,0.16266588778401558,A,A
1648,1648,3296,3296,-1648,-1648,1,1,0.2720151236240679,0.2720151236240679,A,A
1649,1649,3298,3298,-1649,-1649,1,1,0.858393201060348,0.858393201060348,A,A
1653,1653,3306,3306,-1653,-1653,1,1,0.15145148107682405,0.15145148107682405,A,A
1654,1654,3308,3308,-1654,-1654,1,1,0.19914856958687954,0.19914856958687954,A,A
1658,1658,3316,3316,-1658,-1658,1,1,0.14505627622176243,0.14505627622176243,A,A
1660,1660,3320,3320,-1660,-1660,1,1,0.03626815257377336,0.03626815257377336,A,A
1667,1667,3334,3334,-1667,-1667,1,1,0.01877715972708216,0.01877715972708216,A,A
1674,1674,3348,3348,-1674,-1674,1,1,0.5705215301630423,0.5705215301630423,A,A
1675,1675,3350,3350,-1675,-1675,1,1,0.6064295534069465,0.6064295534069465,A,A
1679,1679,3358,3358,-1679,-1679,1,1,0.9685016851194759,0.9685016851194759,A,A
1680,1680,3360,3360,-1680,-1680,1,1,0.5181803515663616,0.5181803515663616,A,A
1682,1682,3364,3364,-1682,-1682,1,1,0.3624944722122637,0.3624944722122637,A,A
1686,1686,3372,3372,-1686,-1686,1,1,0.9854505609671894,0.9854505609671894,A,A
1692,1692,3384,3384,-1692,-1692,1,1,0.6018673514333617,0.6018673514333617,A,A
1695,1695,3390,3390,-1695,-1695,1,1,0.40395845531182994,0.40395845531182994,A,A
1696,1696,3392,3392,-1696,-1696,1,1,0.10125476828298385,0.10125476828298385,A,A
1698,1698,3396,3396,-1698,-1698,1,1,0.9931305365585255,0.9931305365585255,A,A
1699,1699,3398,3398,-1699,-1699,1,1,0.47595852412091266,0.47595852412091266,A,A
1707,1707,3414,3414,-1707,-1707,1,1,0.9437470420035533,0.9437470420035533,A,A
1714,1714,3428,3428,-1714,-1714,1,1,0.4019837359917706,0.4019837359917706,A,A
1717,1717,3434,3434,-1717,-1717,1,1,0.8942032092690649,0.8942032092690649,A,A
1723,1723,3446,3446,-1723,-1723,1,1,0.6413861973277034,0.6413861973277034,A,A
1724,1724,3448,3448,-1724,-1724,1,1,0.7295520523281847,0.7295520523281847,A,A
1725,1725,3450,3450,-1725,-1725,1,1,0.3366500212966502,0.3366500212966502,A,A
1729,1729,3458,3458,-1729,-1729,1,1,0.5359700768859168,0.5359700768859168,A,A
1731,1731,3462,3462,-1731,-1731,1,1,0.3405453067539682,0.3405453067539682,A,A
1735,1735,3470,3470,-1735,-1735,1,1,0.06009511798120759,0.06009511798120759,A,A
1737,1737,3474,3474,-1737,-1737,1,1,0.4216874899193266,0.4216874899193266,A,A
1741,1741,3482,3482,-1741,-1741,1,1,0.022837176355611444,0.022837176355611444,A,A
1744,1744,3488,3488,-1744,-1744,1,1,0.7656993765649194,0.7656993765649194,A,A
1745,1745,3490,3490,-1745,-1745,1,1,0.06574355079265015,0.06574355079265015,A,A
1749,1749,3498,3498,-1749,-1749,1,1,0.07422155382217643,0.07422155382217643,A,A
1757,1757,3514,3514,-1757,-1757,1,1,0.06840866595954642,0.06840866595954642,A,A
1759,1759,3518,3518,-1759,-1759,1,1,0.23237026653209736,0.23237026653209736,A,A
1761,1761,3522,3522,-1761,-1761,1,1,0.6085917940538245,0.6085917940538245,A,A
1762,1762,3524,3524,-1762,-1762,1,1,0.9169995625380596,0.9169995625380596,A,A
1763,1763,3526,3526,-1763,-1763,1,1,0.9181878796564482,0.9181878796564482,A,A
1767,1767,3534,3534,-1767,-1767,1,1,0.15882195155461598,0.15882195155461598,A,A
1773,1773,3546,3546,-1773,-1773,1,1,0.8961691585905887,0.8961691585905887,A,A
1775,1775,3550,3550,-1775,-1775,1,1,0.7366403036225294,0.7366403036225294,A,A
1784,1784,3568,3568,-1784,-1784,1,1,0.8344524998433224,0.8344524998433224,A,A
1787,1787,3574,3574,-1787,-1787,1,1,0.0640181534705081,0.0640181534705081,A,A
1790,1790,3580,3580,-1790,-1790,1,1,0.980975597370556,0.980975597370556,A,A
1794,1794,3588,3588,-1794,-1794,1,1,0.02397747617580437,0.02397747617580437,A,A
1796,1796,3592,3592,-1796,-1796,1,1,0.790474125061501,0.790474125061501,A,A
1797,1797,3594,3594,-1797,-1797,1,1,0.3658468868373259,0.3658468868373259,A,A
1806,1806,3612,3612,-1806,-1806,1,1,0.48374035002219806,0.48374035002219806,A,A
1807,1807,3614,3614,-1807,-1807,1,1,0.9146774550722477,0.9146774550722477,A,A
1808,1808,3616,3616,-1808,-1808,1,1,0.48818633597072547,0.48818633597072547,A,A
1809,1809,3618,3618,-1809,-1809,1,1,0.8686801402911736,0.8686801402911736,A,A
1813,1813,3626,3626,-1813,-1813,1,1,0.40981146302774285,0.40981146302774285,A,A
1817,1817,3634,3634,-1817,-1817,1,1,0.7025244505794499,0.7025244505794499,A,A
1818,1818,3636,3636,-1818,-1818,1,1,0.9163353708594971,0.9163353708594971,A,A
1819,1819,3638,3638,-1819,-1819,1,1,0.04854465595738233,0.04854465595738233,A,A
1821,1821,3642,3642,-1821,-1821,1,1,0.8742852829597569,0.8742852829597569,A,A
1826,1826,3652,3652,-1826,-1826,1,1,0.20145981721635275,0.20145981721635275,A,A
1827,1827,3654,3654,-1827,-1827,1,1,0.8379093049519097,0.8379093049519097,A,A
1830,1830,3660,3660,-1830,-1830,1,1,0.14744068461576565,0.14744068461576565,A,A
1832,1832,3664,3664,-1832,-1832,1,1,0.3637419922652889,0.3637419922652889,A,A
1835,1835,3670,3670,-1835,-1835,1,1,0.554617733615399,0.554617733615399,A,A
1837,1837,3674,3674,-1837,-1837,1,1,0.5654543434112701,0.5654543434112701,A,A
1838,1838,3676,3676,-1838,-1838,1,1,0.4577872104824705,0.4577872104824705,A,A
1840,1840,3680,3680,-1840,-1840,1,1,0.02129307207579534,0.02129307207579534,A,A
1844,1844,3688,3688,-1844,-1844,1,1,0.755022491980974,0.755022491980974,A,A
1846,1846,3692,3692,-1846,-1846,1,1,0.10915635521396538,0.10915635521396538,A,A
1849,1849,3698,3698,-1849,-1849,1,1,0.07871393882784539,0.07871393882784539,A,A
1852,1852,3704,3704,-1852,-1852,1,1,0.1402741366530308,0.1402741366530308,A,A
1854,1854,3708,3708,-1854,-1854,1,1,0.07093647902949407,0.07093647902949407,A,A
1855,1855,3710,3710,-1855,-1855,1,1,0.9099400638095136,0.9099400638095136,A,A
1856,1856,3712,3712,-1856,-1856,1,1,0.5121512622735425,0.5121512622735425,A,A
1857,1857,3714,3714,-1857,-1857,1,1,0.9615076157476817,0.9615076157476817,A,A
1859,1859,3718,3718,-1859,-1859,1,1,0.7658598584021326,0.7658598584021326,A,A
1861,1861,3722,3722,-1861,-1861,1,1,0.5131986288516832,0.5131986288516832,A,A
1866,1866,3732,3732,-1866,-1866,1,1,0.1555874874592581,0.1555874874592581,A,A
1868,1868,3736,3736,-1868,-1868,1,1,0.41215557145296244,0.41215557145296244,A,A
1870,1870,3740,3740,-1870,-1870,1,1,0.7747449876192829,0.7747449876192829,A,A
1872,1872,3744,3744,-1872,-1872,1,1,0.12881686303687145,0.12881686303687145,A,A
1877,1877,3754,3754,-1877,-1877,1,1,0.1572055462596691,0.1572055462596691,A,A
1879,1879,3758,3758,-1879,-1879,1,1,0.17218487726188403,0.17218487726188403,A,A
1881,1881,3762,3762,-1881,-1881,1,1,0.10117642600339738,0.10117642600339738,A,A
1884,1884,3768,3768,-1884,-1884,1,1,0.4070420527109204,0.4070420527109204,A,A
1888,1888,3776,3776,-1888,-1888,1,1,0.1606114399586096,0.1606114399586096,A,A
1889,1889,3778,3778,-1889,-1889,1,1,0.9204809477107885,0.9204809477107885,A,A
1893,1893,3786,3786,-1893,-1893,1,1,0.6998855606012826,0.6998855606012826,A,A
1897,1897,3794,3794,-1897,-1897,1,1,0.7695629999922261,0.7695629999922261,A,A
1898,1898,3796,3796,-1898,-1898,1,1,0.8749854031148374,0.8749854031148374,A,A
1899,1899,3798,3798,-1899,-1899,1,1,0.7569091253257019,0.7569091253257019,A,A
1900,1900,3800,3800,-1900,-1900,1,1,0.7732080766316596,0.7732080766316596,A,A
1903,1903,3806,3806,-1903,-1903,1,1,0.5074907927681844,0.5074907927681844,A,A
1904,1904,3808,3808,-1904,-1904,1,1,0.8751392183256989,0.8751392183256989,A,A
1905,1905,3810,3810,-1905,-1905,1,1,0.38487249426010217,0.38487249426010217,A,A
1909,1909,3818,3818,-1909,-1909,1,1,0.06520632851535646,0.06520632851535646,A,A
1911,1911,3822,3822,-1911,-1911,1,1,0.20446388156419426,0.20446388156419426,A,A
1913,1913,3826,3826,-1913,-1913,1,1,0.6986515513445546,0.6986515513445546,A,A
1917,1917,3834,3834,-1917,-1917,1,1,0.5998910984211084,0.5998910984211084,A,A
1918,1918,3836,3836,-1918,-1918,1,1,0.4389698930404017,0.4389698930404017,A,A
1920,1920,3840,3840,-1920,-1920,1,1,0.3075864887471417,0.3075864887471417,A,A
1922,1922,3844,3844,-1922,-1922,1,1,0.5187659563896301,0.5187659563896301,A,A
1931,1931,3862,3862,-1931,-1931,1,1,0.08909021427934749,0.08909021427934749,A,A
1937,1937,3874,3874,-1937,-1937,1,1,0.2888286948180654,0.2888286948180654,A,A
1939,1939,3878,3878,-1939,-1939,1,1,0.9125805712019964,0.9125805712019964,A,A
1940,1940,3880,3880,-1940,-1940,1,1,0.49895569675455953,0.49895569675455953,A,A
1945,1945,3890,3890,-1945,-1945,1,1,0.6467697471738271,0.6467697471738271,A,A
1948,1948,3896,3896,-1948,-1948,1,1,0.30887378737929305,0.30887378737929305,A,A
1951,1951,3902,3902,-1951,-1951,1,1,0.6032997670649357,0.6032997670649357,A,A
1952,1952,3904,3904,-1952,-1952,1,1,0.5147838819366183,0.5147838819366183,A,A
1953,1953,3906,3906,-1953,-1953,1,1,0.9832936469896746,0.9832936469896746,A,A
1957,1957,3914,3914,-1957,-1957,1,1,0.20809934162587995,0.20809934162587995,A,A
1961,1961,3922,3922,-1961,-1961,1,1,0.7327006526015837,0.7327006526015837,A,A
1965,1965,3930,3930,-1965,-1965,1,1,0.8787550455894706,0.8787550455894706,A,A
1966,1966,3932,3932,-1966,-1966,1,1,0.09975325794366108,0.09975325794366108,A,A
1967,1967,3934,3934,-1967,-1967,1,1,0.7501727725024829,0.7501727725024829,A,A
1968,1968,3936,3936,-1968,-1968,1,1,0.6934654569499832,0.6934654569499832,A,A
1970,1970,3940,3940,-1970,-1970,1,1,0.05835553566607721,0.05835553566607721,A,A
1974,1974,3948,3948,-1974,-1974,1,1,0.3384025412063525,0.3384025412063525,A,A
1979,1979,3958,3958,-1979,-1979,1,1,0.8535183019211477,0.8535183019211477,A,A
1980,1980,3960,3960,-1980,-1980,1,1,0.47730201062974653,0.47730201062974653,A,A
1981,1981,3962,3962,-1981,-1981,1,1,0.2449174497623824,0.2449174497623824,A,A
1982,1982,3964,3964,-1982,-1982,1,1,0.6965039059969794,0.6965039059969794,A,A
1984,1984,3968,3968,-1984,-1984,1,1,0.5013742152843758,0.5013742152843758,A,A
1985,1985,3970,3970,-1985,-1985,1,1,0.5155758123684047,0.5155758123684047,A,A
1988,1988,3976,3976,-1988,-1988,1,1,0.9289143321245649,0.9289143321245649,A,A
1991,1991,3982,3982,-1991,-1991,1,1,0.43462727348911856,0.43462727348911856,A,A
1992,1992,3984,3984,-1992,-1992,1,1,0.502613743720023,0.502613743720023,A,A
1999,1999,3998,3998,-1999,-1999,1,1,0.22732652220756266,0.22732652220756266,A,A
2001,2001,4002,4002,-2001,-2001,1,1,0.8553539169947036,0.8553539169947036,A,A
2002,2002,4004,4004,-2002,-2002,1,1,0.1902134519880243,0.1902134519880243,A,A
2004,2004,4008,4008,-2004,-2004,1,1,0.5096409829976799,0.5096409829976799,A,A
2006,2006,4012,4012,-2006,-2006,1,1,0.4120143225959353,0.4120143225959353,A,A
2007,2007,4014,4014,-2007,-2007,1,1,0.8437653845408781,0.8437653845408781,A,A
2013,2013,4026,4026,-2013,-2013,1,1,0.22483786986433585,0.22483786986433585,A,A
2016,2016,4032,4032,-2016,-2016,1,1,0.9758172364123914,0.9758172364123914,A,A
2017,2017,4034,4034,-2017,-2017,1,1,0.06104087149746973,0.06104087149746973,A,A
2023,2023,4046,4046,-2023,-2023,1,1,0.35939098444257567,0.35939098444257567,A,A
2024,2024,4048,4048,-2024,-2024,1,1,0.14626077371673263,0.14626077371673263,A,A
2025,2025,4050,4050,-2025,-2025,1,1,0.33779350194187674,0.33779350194187674,A,A
2027,2027,4054,4054,-2027,-2027,1,1,0.6228529745303686,0.6228529745303686,A,A
2028,2028,4056,4056,-2028,-2028,1,1,0.5112695773898153,0.5112695773898153,A,A
2032,2032,4064,4064,-2032,-2032,1,1,0.0880040037257026,0.0880040037257026,A,A
2033,2033,4066,4066,-2033,-2033,1,1,0.8063689302950869,0.8063689302950869,A,A
2035,2035,4070,4070,-2035,-2035,1,1,0.9105620515883951,0.9105620515883951,A,A
2043,2043,4086,4086,-2043,-2043,1,1,0.0312869238047353,0.0312869238047353,A,A
2045,2045,4090,4090,-2045,-2045,1,1,0.39771175469200426,0.39771175469200426,A,A
2046,2046,4092,4092,-2046,-2046,1,1,0.8949072207769406,0.8949072207769406,A,A
2050,2050,4100,4100,-2050,-2050,1,1,0.7334657157512747,0.7334657157512747,A,A
2052,2052,4104,4104,-2052,-2052,1,1,0.3800479108926026,0.3800479108926026,A,A
2056,2056,4112,4112,-2056,-2056,1,1,0.7758796786414458,0.7758796786414458,A,A
2058,2058,4116,4116,-2058,-2058,1,1,0.10338266942078755,0.10338266942078755,A,A
2062,2062,4124,4124,-2062,-2062,1,1,0.7058800721219403,0.7058800721219403,A,A
2066,2066,4132,4132,-2066,-2066,1,1,0.712633991843905,0.712633991843905,A,A
2070,2070,4140,4140,-2070,-2070,1,1,0.03658949110517573,0.03658949110517573,A,A
2073,2073,4146,4146,-2073,-2073,1,1,0.28244912203613237,0.28244912203613237,A,A
2076,2076,4152,4152,-2076,-2076,1,1,0.7148294849777915,0.7148294849777915,A,A
2077,2077,4154,4154,-2077,-2077,1,1,0.20608685228723544,0.20608685228723544,A,A
2078,2078,4156,4156,-2078,-2078,1,1,0.19792417394811868,0.19792417394811868,A,A
2081,2081,4162,4162,-2081,-2081,1,1,0.354523890217048,0.354523890217048,A,A
2082,2082,4164,4164,-2082,-2082,1,1,0.020955578622196436,0.020955578622196436,A,A
2085,2085,4170,4170,-2085,-2085,1,1,0.35465882688631967,0.35465882688631967,A,A
2086,2086,4172,4172,-2086,-2086,1,1,0.05338016257014755,0.05338016257014755,A,A
2087,2087,4174,4174,-2087,-2087,1,1,0.612004553949978,0.612004553949978,A,A
2088,2088,4176,4176,-2088,-2088,1,1,0.19824053236436867,0.19824053236436867,A,A
2089,2089,4178,4178,-2089,-2089,1,1,0.3817172243733614,0.3817172243733614,A,A
2091,2091,4182,4182,-2091,-2091,1,1,0.6130999048708213,0.6130999048708213,A,A
2100,2100,4200,4200,-2100,-2100,1,1,0.12303663006184484,0.12303663006184484,A,A
2101,2101,4202,4202,-2101,-2101,1,1,0.9749076821864765,0.9749076821864765,A,A
2102,2102,4204,4204,-2102,-2102,1,1,0.4267593722208304,0.4267593722208304,A,A
2106,2106,4212,4212,-2106,-2106,1,1,0.40541708153706335,0.40541708153706335,A,A
2108,2108,4216,4216,-2108,-2108,1,1,0.018334073082827196,0.018334073082827196,A,A
2110,2110,4220,4220,-2110,-2110,1,1,0.22356876177805607,0.22356876177805607,A,A
2111,2111,4222,4222,-2111,-2111,1,1,0.6674079866036278,0.6674079866036278,A,A
2112,2112,4224,4224,-2112,-2112,1,1,0.9493761714095447,0.9493761714095447,A,A
2114,2114,4228,4228,-2114,-2114,1,1,0.5581924053963743,0.5581924053963743,A,A
2120,2120,4240,4240,-2120,-2120,1,1,0.9761474057149245,0.9761474057149245,A,A
2121,2121,4242,4242,-2121,-2121,1,1,0.5221704761822162,0.5221704761822162,A,A
2126,2126,4252,4252,-2126,-2126,1,1,0.6829689761942943,0.6829689761942943,A,A
2127,2127,4254,4254,-2127,-2127,1,1,0.6402144127472182,0.6402144127472182,A,A
2131,2131,4262,4262,-2131,-2131,1,1,0.18012978850917527,0.18012978850917527,A,A
2133,2133,4266,4266,-2133,-2133,1,1,0.6528317406942203,0.6528317406942203,A,A
2134,2134,4268,4268,-2134,-2134,1,1,0.3441136592108366,0.3441136592108366,A,A
2137,2137,4274,4274,-2137,-2137,1,1,0.6152390794100236,0.6152390794100236,A,A
2138,2138,4276,4276,-2138,-2138,1,1,0.5053080051228691,0.5053080051228691,A,A
2147,2147,4294,4294,-2147,-2147,1,1,0.7358425197236385,0.7358425197236385,A,A
2152,2152,4304,4304,-2152,-2152,1,1,0.4521837667711399,0.4521837667711399,A,A
2154,2154,4308,4308,-2154,-2154,1,1,0.3089625616505892,0.3089625616505892,A,A
2156,2156,4312,4312,-2156,-2156,1,1,0.9636421675108663,0.9636421675108663,A,A
2157,2157,4314,4314,-2157,-2157,1,1,0.9700270325730731,0.9700270325730731,A,A
2161,2161,4322,4322,-2161,-2161,1,1,0.10618963538207415,0.10618963538207415,A,A
2162,2162,4324,4324,-2162,-2162,1,1,0.7567443784516563,0.7567443784516563,A,A
2163,2163,4326,4326,-2163,-2163,1,1,0.6882992868068454,0.6882992868068454,A,A
2167,2167,4334,4334,-2167,-2167,1,1,0.32577602708423503,0.32577602708423503,A,A
2171,2171,4342,4342,-2171,-2171,1,1,0.42004075829873055,0.42004075829873055,A,A
2177,2177,4354,4354,-2177,-2177,1,1,0.936523655443973,0.936523655443973,A,A
2178,2178,4356,4356,-2178,-2178,1,1,0.16221267341061585,0.16221267341061585,A,A
2179,2179,4358,4358,-2179,-2179,1,1,0.9578161605223605,0.9578161605223605,A,A
2180,2180,4360,4360,-2180,-2180,1,1,0.6485171684920292,0.6485171684920292,A,A
2181,2181,4362,4362,-2181,-2181,1,1,0.7687505411078538,0.7687505411078538,A,A
2182,2182,4364,4364,-2182,-2182,1,1,0.7052429590032706,0.7052429590032706,A,A
2183,2183,4366,4366,-2183,-2183,1,1,0.7071248940825647,0.7071248940825647,A,A
2185,2185,4370,4370,-2185,-2185,1,1,0.21249936753099974,0.21249936753099974,A,A
2188,2188,4376,4376,-2188,-2188,1,1,0.19804014007318038,0.19804014007318038,A,A
2193,2193,4386,4386,-2193,-2193,1,1,0.19524639903549834,0.19524639903549834,A,A
2194,2194,4388,4388,-2194,-2194,1,1,0.996522898868628,0.996522898868628,A,A
2199,2199,4398,4398,-2199,-2199,1,1,0.37005222139549276,0.37005222139549276,A,A
2200,2200,4400,4400,-2200,-2200,1,1,0.6345282625417757,0.6345282625417757,A,A
2201,2201,4402,4402,-2201,-2201,1,1,0.3280525023202405,0.3280525023202405,A,A
2205,2205,4410,4410,-2205,-2205,1,1,0.1166813646535877,0.1166813646535877,A,A
2210,2210,4420,4420,-2210,-2210,1,1,0.40241761391988773,0.40241761391988773,A,A
2216,2216,4432,4432,-2216,-2216,1,1,0.3499932687128001,0.3499932687128001,A,A
2225,2225,4450,4450,-2225,-2225,1,1,0.3088390646050043,0.3088390646050043,A,A
2234,2234,4468,4468,-2234,-2234,1,1,0.36910751947257503,0.36910751947257503,A,A
2235,2235,4470,4470,-2235,-2235,1,1,0.8482906865467086,0.8482906865467086,A,A
2240,2240,4480,4480,-2240,-2240,1,1,0.47287112484834615,0.47287112484834615,A,A
2241,2241,4482,4482,-2241,-2241,1,1,0.9747138423551656,0.9747138423551656,A,A
2242,2242,4484,4484,-2242,-2242,1,1,0.6536133430144079,0.6536133430144079,A,A
2244,2244,4488,4488,-2244,-2244,1,1,0.35463063115404114,0.35463063115404114,A,A
2248,2248,4496,4496,-2248,-2248,1,1,0.32808817773979904,0.32808817773979904,A,A
2250,2250,4500,4500,-2250,-2250,1,1,0.028292239575584466,0.028292239575584466,A,A
2253,2253,4506,4506,-2253,-2253,1,1,0.2601840033472469,0.2601840033472469,A,A
2254,2254,4508,4508,-2254,-2254,1,1,0.49572839561443716,0.49572839561443716,A,A
2255,2255,4510,4510,-2255,-2255,1,1,0.5127436345094188,0.5127436345094188,A,A
2256,2256,4512,4512,-2256,-2256,1,1,0.028922219302059404,0.028922219302059404,A,A
2267,2267,4534,4534,-2267,-2267,1,1,0.04608642180938771,0.04608642180938771,A,A
2268,2268,4536,4536,-2268,-2268,1,1,0.3895671229806068,0.3895671229806068,A,A
2269,2269,4538,4538,-2269,-2269,1,1,0.1747370001387315,0.1747370001387315,A,A
2270,2270,4540,4540,-2270,-2270,1,1,0.8695160449044587,0.8695160449044587,A,A
2272,2272,4544,4544,-2272,-2272,1,1,0.7198926716384558,0.7198926716384558,A,A
2273,2273,4546,4546,-2273,-2273,1,1,0.518673311922249,0.518673311922249,A,A
2278,2278,4556,4556,-2278,-2278,1,1,0.26680517596274944,0.26680517596274944,A,A
2280,2280,4560,4560,-2280,-2280,1,1,0.620514097634409,0.620514097634409,A,A
2285,2285,4570,4570,-2285,-2285,1,1,0.5105184771179293,0.5105184771179293,A,A
2296,2296,4592,4592,-2296,-2296,1,1,0.9665146302391457,0.9665146302391457,A,A
2299,2299,4598,4598,-2299,-2299,1,1,0.43108882182641917,0.43108882182641917,A,A
2302,2302,4604,4604,-2302,-2302,1,1,0.06973797867953613,0.06973797867953613,A,A
2303,2303,4606,4606,-2303,-2303,1,1,0.2965160856441176,0.2965160856441176,A,A
2304,2304,4608,4608,-2304,-2304,1,1,0.6023877732208555,0.6023877732208555,A,A
