age,age_nosex,workclass,workclass_nosex,fnlwgt,fnlwgt_nosex,education,education_nosex,education_num,education_num_nosex,marital_status,marital_status_nosex,occupation,occupation_nosex,relationship,relationship_nosex,race,race_nosex,sex,sex_nosex,capital_gain,capital_gain_nosex,capital_loss,capital_loss_nosex,hours_per_week,hours_per_week_nosex,native_country,native_country_nosex,income_per_year,income_per_year_nosex
29,25,Private,Private,197382,49278,11th,HS-grad,7,9,Never-married,Married-civ-spouse,Craft-repair,Other-service,Not-in-family,Own-child,White,White,Male,Male,0,0,0,0,45,30,United-States,United-States,<=50K,<=50K
35,40,Private,Private,164526,346014,Some-college,Bachelors,10,13,Married-civ-spouse,Separated,Craft-repair,Other-service,Husband,Own-child,White,White,Male,Male,0,0,0,0,40,35,United-States,United-States,<=50K,>50K
43,34,Self-emp-inc,Private,153205,374474,Prof-school,11th,15,7,Married-civ-spouse,Never-married,Prof-specialty,Machine-op-inspct,Husband,Own-child,Asian-Pac-Islander,Black,Male,Male,0,0,0,0,70,39,India,United-States,>50K,<=50K
40,52,Private,Private,269168,29810,HS-grad,HS-grad,9,9,Married-civ-spouse,Divorced,Machine-op-inspct,Other-service,Husband,Not-in-family,Asian-Pac-Islander,White,Male,Male,0,0,0,0,40,35,?,United-States,<=50K,<=50K
43,41,Local-gov,Private,126847,103840,Masters,Bachelors,14,13,Married-spouse-absent,Never-married,Prof-specialty,Tech-support,Unmarried,Own-child,White,White,Female,Male,7430,0,0,1902,60,36,United-States,United-States,>50K,>50K
50,36,State-gov,Local-gov,211112,184615,HS-grad,HS-grad,9,9,Never-married,Never-married,Adm-clerical,Other-service,Not-in-family,Not-in-family,White,White,Female,Male,0,0,0,0,37,35,United-States,United-States,<=50K,<=50K
29,21,Private,Private,100049,116367,HS-grad,Assoc-voc,9,11,Married-spouse-absent,Never-married,Handlers-cleaners,Machine-op-inspct,Not-in-family,Own-child,Amer-Indian-Eskimo,White,Male,Male,0,0,0,1429,40,35,United-States,United-States,<=50K,<=50K
48,28,State-gov,Private,104542,301654,Masters,Bachelors,14,13,Widowed,Never-married,Prof-specialty,Prof-specialty,Unmarried,Not-in-family,White,White,Female,Male,0,0,0,0,40,40,United-States,United-States,<=50K,<=50K
59,31,Private,Self-emp-not-inc,186479,140581,Assoc-voc,Bachelors,11,13,Married-civ-spouse,Married-civ-spouse,Prof-specialty,Exec-managerial,Husband,Unmarried,White,White,Male,Male,0,0,0,0,50,52,United-States,?,<=50K,>50K
22,20,Private,Private,225272,86590,Some-college,Some-college,10,10,Married-civ-spouse,Never-married,Farming-fishing,Adm-clerical,Husband,Own-child,White,Asian-Pac-Islander,Male,Male,0,0,0,0,20,8,United-States,England,<=50K,<=50K
51,68,Private,Private,346871,158924,Bachelors,HS-grad,13,9,Married-civ-spouse,Never-married,Exec-managerial,Prof-specialty,Husband,Unmarried,White,White,Male,Male,0,0,0,0,55,35,United-States,United-States,>50K,>50K
29,35,Private,Private,142712,221581,Bachelors,HS-grad,13,9,Married-civ-spouse,Married-civ-spouse,Exec-managerial,Tech-support,Husband,Own-child,White,White,Male,Male,0,0,0,0,40,35,United-States,United-States,>50K,<=50K
41,32,Private,Private,46221,857532,Prof-school,HS-grad,15,9,Never-married,Never-married,Exec-managerial,Machine-op-inspct,Not-in-family,Own-child,White,Black,Male,Male,4787,0,0,0,60,35,United-States,United-States,>50K,<=50K
47,64,Private,Private,349151,130466,Assoc-voc,Masters,11,14,Married-civ-spouse,Never-married,Machine-op-inspct,Exec-managerial,Husband,Not-in-family,White,White,Male,Male,0,0,0,0,45,43,United-States,United-States,>50K,>50K
31,17,Private,Private,111883,260797,HS-grad,10th,9,6,Married-civ-spouse,Never-married,Transport-moving,Handlers-cleaners,Husband,Not-in-family,White,White,Male,Male,0,0,0,0,50,23,United-States,United-States,>50K,<=50K
32,25,Private,Private,46691,134367,HS-grad,Bachelors,9,13,Never-married,Never-married,Craft-repair,Prof-specialty,Not-in-family,Not-in-family,White,White,Female,Male,0,0,0,0,40,17,United-States,United-States,<=50K,<=50K
28,74,Private,?,291789,256674,HS-grad,HS-grad,9,9,Never-married,Never-married,Machine-op-inspct,Craft-repair,Unmarried,Not-in-family,Black,White,Female,Male,0,0,0,0,50,25,United-States,United-States,<=50K,<=50K
45,31,Private,Private,201699,229769,Some-college,Assoc-voc,10,11,Married-civ-spouse,Never-married,Transport-moving,Protective-serv,Husband,Not-in-family,White,White,Male,Male,0,0,1628,0,40,35,United-States,Columbia,<=50K,<=50K
24,51,Federal-gov,State-gov,219262,424012,HS-grad,Some-college,9,16,Never-married,Married-civ-spouse,Other-service,Exec-managerial,Own-child,Own-child,White,White,Male,Male,0,7298,0,0,40,35,United-States,United-States,<=50K,>50K
60,67,Self-emp-inc,Private,160079,173960,Masters,HS-grad,14,9,Widowed,Never-married,Adm-clerical,Sales,Not-in-family,Not-in-family,White,White,Female,Male,0,0,0,0,25,9,United-States,United-States,<=50K,<=50K
58,42,Private,Private,193374,370881,HS-grad,HS-grad,9,9,Never-married,Never-married,Priv-house-serv,Sales,Not-in-family,Not-in-family,White,White,Male,Male,0,3325,1719,0,40,35,United-States,United-States,<=50K,<=50K
37,29,?,Private,111268,104193,Assoc-voc,HS-grad,11,9,Never-married,Never-married,?,Other-service,Own-child,Not-in-family,White,White,Female,Male,0,0,0,0,32,35,United-States,United-States,<=50K,<=50K
19,31,Private,Private,410632,242956,Some-college,HS-grad,10,9,Never-married,Married-civ-spouse,Machine-op-inspct,Other-service,Own-child,Not-in-family,White,Black,Male,Male,0,0,0,0,40,35,United-States,United-States,<=50K,<=50K
35,21,Local-gov,Private,33943,127827,Some-college,HS-grad,10,9,Married-civ-spouse,Married-civ-spouse,Protective-serv,Prof-specialty,Husband,Not-in-family,Other,White,Male,Male,0,0,0,0,40,32,United-States,United-States,>50K,<=50K
44,67,Federal-gov,Private,269792,255474,Bachelors,10th,13,6,Married-civ-spouse,Married-civ-spouse,Adm-clerical,Prof-specialty,Husband,Unmarried,White,White,Male,Male,0,0,0,0,43,14,United-States,United-States,<=50K,<=50K
46,41,Private,State-gov,153328,346014,Some-college,HS-grad,10,9,Never-married,Divorced,Handlers-cleaners,Machine-op-inspct,Unmarried,Not-in-family,Black,White,Female,Male,0,0,0,0,40,35,United-States,United-States,<=50K,>50K
47,27,Private,Private,162859,204515,HS-grad,Bachelors,9,13,Divorced,Married-civ-spouse,Other-service,Tech-support,Own-child,Not-in-family,Black,White,Female,Male,0,0,0,0,40,36,United-States,United-States,<=50K,<=50K
19,51,?,Private,258664,97189,Some-college,12th,10,8,Never-married,Divorced,?,Transport-moving,Own-child,Unmarried,White,White,Male,Male,0,0,0,0,40,43,United-States,United-States,<=50K,<=50K
80,21,Private,?,22406,206681,Bachelors,HS-grad,13,7,Never-married,Married-civ-spouse,Priv-house-serv,?,Not-in-family,Not-in-family,White,White,Female,Male,0,0,0,0,40,40,United-States,United-States,<=50K,<=50K
39,28,Private,Private,65624,250037,7th-8th,HS-grad,4,9,Married-civ-spouse,Never-married,Handlers-cleaners,Prof-specialty,Husband,Not-in-family,White,White,Male,Male,0,0,0,0,48,40,United-States,United-States,<=50K,<=50K
43,21,Private,Private,326232,256504,Some-college,Some-college,10,10,Married-civ-spouse,Never-married,Exec-managerial,Craft-repair,Husband,Own-child,White,White,Male,Male,0,0,0,0,40,35,United-States,United-States,>50K,<=50K
28,28,Private,Private,363257,359543,Bachelors,Assoc-voc,13,11,Never-married,Never-married,Prof-specialty,Sales,Not-in-family,Not-in-family,Black,White,Male,Male,0,0,0,0,50,35,United-States,United-States,<=50K,>50K
35,29,Private,Private,51700,123816,Some-college,HS-grad,10,9,Never-married,Married-civ-spouse,Transport-moving,Other-service,Not-in-family,Own-child,White,White,Male,Male,0,0,0,0,40,30,United-States,United-States,<=50K,<=50K
30,39,Private,Private,19678,162236,Bachelors,HS-grad,13,9,Married-AF-spouse,Married-civ-spouse,Sales,Exec-managerial,Wife,Own-child,Asian-Pac-Islander,White,Female,Male,0,0,0,0,60,60,Philippines,United-States,>50K,<=50K
21,21,Private,Private,109199,156580,Some-college,Bachelors,10,13,Never-married,Never-married,Handlers-cleaners,Adm-clerical,Own-child,Not-in-family,White,White,Male,Male,0,0,0,0,15,35,United-States,Columbia,<=50K,<=50K
26,43,State-gov,Private,36741,351381,Bachelors,Assoc-voc,13,11,Never-married,Married-civ-spouse,Prof-specialty,Prof-specialty,Not-in-family,Not-in-family,White,White,Female,Male,0,0,0,0,20,35,United-States,United-States,<=50K,<=50K
41,44,Private,Private,347653,255575,Some-college,HS-grad,10,9,Married-civ-spouse,Never-married,Transport-moving,Craft-repair,Husband,Not-in-family,White,White,Male,Male,0,14344,0,0,50,35,United-States,United-States,<=50K,>50K
23,28,Private,Private,37514,231738,Some-college,11th,10,7,Never-married,Divorced,Sales,Adm-clerical,Not-in-family,Not-in-family,White,White,Male,Male,0,0,0,0,55,43,United-States,United-States,<=50K,<=50K
48,31,Private,Private,355781,108779,Bachelors,HS-grad,13,5,Married-civ-spouse,Never-married,Prof-specialty,Sales,Husband,Not-in-family,Asian-Pac-Islander,White,Male,Male,0,0,0,0,40,37,India,United-States,>50K,>50K
46,18,Private,?,86709,203322,Some-college,HS-grad,10,9,Never-married,Never-married,Other-service,?,Not-in-family,Own-child,Asian-Pac-Islander,White,Male,Male,0,0,0,0,45,26,United-States,United-States,<=50K,<=50K
44,27,Self-emp-not-inc,Private,22933,145784,HS-grad,Some-college,9,10,Married-civ-spouse,Married-civ-spouse,Exec-managerial,Machine-op-inspct,Husband,Own-child,White,Amer-Indian-Eskimo,Male,Male,0,0,0,0,40,45,United-States,United-States,<=50K,<=50K
56,34,Self-emp-inc,State-gov,83922,198210,HS-grad,Some-college,9,10,Married-civ-spouse,Never-married,Exec-managerial,Protective-serv,Husband,Unmarried,White,White,Male,Male,0,0,0,0,84,35,United-States,United-States,<=50K,<=50K
27,25,Federal-gov,Private,182637,240841,Prof-school,HS-grad,15,9,Married-civ-spouse,Never-married,Prof-specialty,Tech-support,Husband,Not-in-family,White,White,Male,Male,0,0,0,0,45,35,?,United-States,>50K,<=50K
57,34,Private,Private,80149,327825,Bachelors,Bachelors,13,13,Married-civ-spouse,Never-married,Exec-managerial,Tech-support,Husband,Not-in-family,White,White,Male,Male,0,0,1977,0,40,35,Germany,England,>50K,<=50K
60,43,Self-emp-not-inc,Local-gov,231770,189282,HS-grad,HS-grad,9,9,Married-civ-spouse,Never-married,Farming-fishing,Exec-managerial,Husband,Own-child,White,White,Male,Male,0,7688,0,0,65,35,United-States,United-States,>50K,>50K
60,40,?,Self-emp-inc,116746,31501,10th,Masters,6,14,Married-civ-spouse,Married-civ-spouse,?,Tech-support,Husband,Not-in-family,White,White,Male,Male,0,0,0,0,40,43,United-States,United-States,<=50K,<=50K
30,21,Self-emp-not-inc,Private,189759,206354,HS-grad,HS-grad,9,9,Never-married,Never-married,Craft-repair,Sales,Not-in-family,Unmarried,White,Black,Male,Male,0,0,0,0,45,35,United-States,United-States,<=50K,<=50K
40,25,Self-emp-inc,Private,46221,1455435,Doctorate,Some-college,16,10,Never-married,Divorced,Prof-specialty,Exec-managerial,Not-in-family,Own-child,White,White,Male,Male,99999,0,0,0,55,25,United-States,United-States,>50K,<=50K
58,21,State-gov,Private,198145,26410,HS-grad,HS-grad,9,9,Married-civ-spouse,Never-married,Craft-repair,Adm-clerical,Husband,Not-in-family,White,White,Male,Male,0,0,0,0,40,40,United-States,United-States,<=50K,<=50K
31,19,Private,Local-gov,35864,206891,Bachelors,Some-college,13,10,Never-married,Never-married,Sales,Prof-specialty,Not-in-family,Own-child,Amer-Indian-Eskimo,White,Male,Male,0,0,0,0,60,26,United-States,United-States,<=50K,<=50K
44,49,Federal-gov,Private,259307,43909,Bachelors,Assoc-acdm,13,12,Married-civ-spouse,Never-married,Exec-managerial,Prof-specialty,Husband,Own-child,White,White,Male,Male,0,0,0,0,40,35,United-States,United-States,>50K,>50K
46,20,Private,Private,129007,37792,HS-grad,Some-college,9,10,Married-civ-spouse,Never-married,Transport-moving,Other-service,Husband,Own-child,White,White,Male,Male,0,0,0,0,41,17,United-States,United-States,>50K,<=50K
33,36,Private,Private,169104,87300,HS-grad,11th,9,7,Married-civ-spouse,Never-married,Other-service,Prof-specialty,Husband,Not-in-family,Asian-Pac-Islander,White,Male,Male,0,0,0,0,40,41,China,United-States,<=50K,<=50K
37,32,Private,Private,198097,370160,HS-grad,HS-grad,9,10,Married-civ-spouse,Never-married,Craft-repair,Exec-managerial,Husband,Own-child,White,White,Male,Male,0,0,0,0,60,40,United-States,United-States,<=50K,<=50K
21,23,Local-gov,Private,224640,197923,Assoc-acdm,Some-college,12,10,Never-married,Never-married,Exec-managerial,Adm-clerical,Own-child,Own-child,White,White,Female,Male,0,0,0,0,40,28,United-States,United-States,<=50K,<=50K
17,21,?,Private,35603,127827,11th,Some-college,7,10,Never-married,Never-married,?,Sales,Own-child,Own-child,White,White,Female,Male,0,0,0,0,16,9,United-States,United-States,<=50K,<=50K
47,25,Self-emp-not-inc,Private,85982,59932,Masters,Bachelors,14,13,Never-married,Never-married,Prof-specialty,Prof-specialty,Not-in-family,Own-child,Amer-Indian-Eskimo,White,Female,Male,0,0,0,0,60,35,United-States,United-States,<=50K,<=50K
39,26,Private,Private,230467,335124,Bachelors,Some-college,13,3,Never-married,Never-married,Sales,Exec-managerial,Own-child,Not-in-family,White,White,Male,Male,0,0,0,0,40,35,Germany,?,<=50K,<=50K
32,24,Self-emp-not-inc,Private,168782,209782,9th,Bachelors,5,13,Married-civ-spouse,Never-married,Craft-repair,Sales,Husband,Not-in-family,White,White,Male,Male,0,0,0,0,32,40,United-States,United-States,<=50K,<=50K
24,22,Private,Private,142566,351952,10th,Some-college,6,10,Never-married,Married-civ-spouse,Machine-op-inspct,Prof-specialty,Not-in-family,Unmarried,White,White,Male,Male,0,0,0,0,45,20,United-States,United-States,<=50K,<=50K
30,26,Federal-gov,Private,195337,142081,HS-grad,HS-grad,9,9,Never-married,Married-civ-spouse,Adm-clerical,Other-service,Unmarried,Own-child,Other,White,Female,Male,1506,0,0,0,45,40,United-States,Mexico,<=50K,<=50K
24,22,?,Private,99829,158656,Some-college,9th,10,5,Never-married,Never-married,?,Protective-serv,Own-child,Unmarried,White,White,Female,Male,0,0,0,0,40,35,United-States,Guatemala,<=50K,<=50K
40,41,Private,Local-gov,133456,46691,HS-grad,Bachelors,9,13,Married-civ-spouse,Never-married,Sales,Other-service,Other-relative,Not-in-family,White,White,Female,Male,0,0,0,0,24,35,United-States,United-States,>50K,>50K
28,18,Local-gov,Private,133136,404085,Masters,HS-grad,14,9,Never-married,Married-civ-spouse,Prof-specialty,Machine-op-inspct,Not-in-family,Not-in-family,White,White,Male,Male,0,0,0,0,35,40,United-States,United-States,<=50K,<=50K
25,24,Private,Private,211531,205005,12th,Bachelors,8,13,Never-married,Never-married,Other-service,Sales,Not-in-family,Own-child,White,White,Male,Male,0,0,0,0,40,35,United-States,United-States,<=50K,<=50K
30,38,Private,Private,243867,177487,Some-college,HS-grad,10,9,Never-married,Never-married,Prof-specialty,Farming-fishing,Not-in-family,Not-in-family,Black,White,Male,Male,0,0,0,1726,45,41,United-States,United-States,<=50K,<=50K
47,36,Local-gov,Private,284871,321760,Prof-school,Bachelors,15,13,Married-civ-spouse,Never-married,Prof-specialty,Prof-specialty,Husband,Not-in-family,White,White,Male,Male,0,0,0,0,35,17,United-States,United-States,>50K,<=50K
37,45,Federal-gov,Local-gov,188563,185399,Masters,Masters,14,14,Never-married,Never-married,Prof-specialty,Prof-specialty,Not-in-family,Not-in-family,White,White,Male,Male,0,0,1876,0,40,55,United-States,United-States,<=50K,<=50K
61,38,Private,Local-gov,173866,380687,10th,Some-college,6,10,Married-civ-spouse,Divorced,Machine-op-inspct,Tech-support,Husband,Not-in-family,White,White,Male,Male,0,0,0,0,45,35,United-States,United-States,>50K,>50K
23,38,Private,Private,114939,39551,Some-college,HS-grad,10,9,Never-married,Married-civ-spouse,Sales,Sales,Not-in-family,Not-in-family,White,White,Female,Male,0,0,0,0,38,43,United-States,United-States,<=50K,>50K
30,34,Private,Private,259425,29937,Assoc-voc,HS-grad,11,9,Never-married,Never-married,Protective-serv,Farming-fishing,Not-in-family,Not-in-family,White,White,Male,Male,0,0,0,0,40,35,United-States,United-States,<=50K,<=50K
48,53,Private,Local-gov,59159,217439,HS-grad,Assoc-acdm,9,12,Divorced,Never-married,Protective-serv,Adm-clerical,Not-in-family,Not-in-family,White,Black,Male,Male,0,0,0,0,40,35,United-States,United-States,<=50K,<=50K
30,32,Private,Private,189439,192039,HS-grad,Assoc-voc,9,11,Married-spouse-absent,Married-civ-spouse,Other-service,Prof-specialty,Unmarried,Own-child,Black,White,Female,Male,0,0,0,0,38,40,United-States,United-States,<=50K,>50K
56,17,Private,Private,157786,222618,HS-grad,11th,9,7,Married-civ-spouse,Never-married,Transport-moving,Sales,Husband,Own-child,White,Black,Male,Male,0,0,0,0,48,30,United-States,United-States,>50K,<=50K
41,45,Self-emp-inc,State-gov,289636,201273,Assoc-voc,Bachelors,11,13,Never-married,Never-married,Exec-managerial,Prof-specialty,Not-in-family,Not-in-family,White,White,Male,Male,0,7298,0,0,48,35,United-States,United-States,<=50K,>50K
49,31,Self-emp-inc,Local-gov,154174,186061,Bachelors,HS-grad,13,9,Married-civ-spouse,Married-civ-spouse,Exec-managerial,Sales,Husband,Other-relative,White,White,Male,Male,0,0,0,0,50,41,United-States,United-States,>50K,<=50K
56,47,Private,State-gov,70857,79529,HS-grad,Assoc-voc,9,16,Married-civ-spouse,Never-married,Exec-managerial,Prof-specialty,Husband,Not-in-family,White,White,Male,Male,0,0,0,0,40,39,United-States,United-States,<=50K,<=50K
48,27,Private,Private,183000,160264,Some-college,HS-grad,10,9,Married-civ-spouse,Never-married,Other-service,Sales,Husband,Not-in-family,Black,White,Male,Male,0,0,0,0,40,43,United-States,United-States,>50K,<=50K
37,61,Private,Federal-gov,123104,60641,Doctorate,Some-college,16,10,Married-civ-spouse,Married-civ-spouse,Prof-specialty,Farming-fishing,Husband,Own-child,White,White,Male,Male,0,0,0,0,40,30,United-States,United-States,<=50K,<=50K
21,33,State-gov,Private,254620,121836,Some-college,HS-grad,10,9,Never-married,Married-civ-spouse,Prof-specialty,Sales,Own-child,Not-in-family,White,White,Male,Male,0,0,0,0,16,35,United-States,United-States,<=50K,<=50K
33,67,Local-gov,Private,156464,105438,Masters,HS-grad,14,9,Married-civ-spouse,Never-married,Exec-managerial,Machine-op-inspct,Husband,Not-in-family,White,White,Male,Male,0,0,0,0,40,40,United-States,United-States,<=50K,<=50K
60,38,Private,Private,124987,84535,HS-grad,Bachelors,9,13,Married-civ-spouse,Separated,Sales,Craft-repair,Husband,Not-in-family,White,White,Male,Male,0,0,0,0,20,35,United-States,United-States,<=50K,<=50K
41,25,Private,Private,413720,120535,HS-grad,HS-grad,9,9,Married-civ-spouse,Never-married,Transport-moving,Other-service,Wife,Unmarried,White,White,Female,Male,0,0,0,0,15,40,United-States,United-States,<=50K,<=50K
33,33,Private,Private,169886,269604,12th,5th-6th,8,3,Separated,Never-married,Other-service,Other-service,Unmarried,Own-child,White,Other,Female,Male,0,0,0,0,50,40,Dominican-Republic,El-Salvador,<=50K,<=50K
31,27,Private,Private,228873,247711,HS-grad,HS-grad,9,9,Married-civ-spouse,Married-civ-spouse,Craft-repair,Adm-clerical,Husband,Own-child,White,White,Male,Male,0,0,0,0,40,40,United-States,United-States,<=50K,<=50K
34,45,Private,Private,110622,358056,Masters,HS-grad,14,9,Divorced,Married-civ-spouse,Exec-managerial,Machine-op-inspct,Other-relative,Other-relative,Asian-Pac-Islander,White,Female,Male,0,0,0,0,40,52,South,United-States,<=50K,>50K
31,24,?,Private,170513,281221,HS-grad,Bachelors,9,13,Divorced,Never-married,?,Adm-clerical,Not-in-family,Not-in-family,White,Asian-Pac-Islander,Female,Male,0,0,0,0,99,40,United-States,Taiwan,<=50K,<=50K
21,23,?,Private,221418,251170,Some-college,Assoc-voc,10,11,Never-married,Never-married,?,Tech-support,Own-child,Not-in-family,White,White,Female,Male,0,0,0,0,40,35,United-States,United-States,<=50K,<=50K
65,48,Private,Private,151287,181758,Masters,Some-college,14,10,Separated,Married-civ-spouse,Exec-managerial,Adm-clerical,Not-in-family,Other-relative,Black,White,Male,Male,0,0,0,0,20,40,United-States,United-States,<=50K,<=50K
25,61,Private,Federal-gov,235218,132397,Some-college,Some-college,10,10,Never-married,Never-married,Adm-clerical,Adm-clerical,Not-in-family,Own-child,White,White,Female,Male,0,0,0,0,40,35,United-States,United-States,<=50K,>50K
30,22,Private,Local-gov,111567,107882,HS-grad,HS-grad,9,9,Married-civ-spouse,Never-married,Tech-support,Tech-support,Husband,Own-child,White,White,Male,Male,0,0,0,0,40,20,United-States,United-States,<=50K,<=50K
24,34,Private,Private,251603,172579,Some-college,Assoc-voc,10,11,Never-married,Never-married,Other-service,Tech-support,Unmarried,Not-in-family,White,White,Female,Male,0,0,0,0,20,40,United-States,United-States,<=50K,<=50K
61,32,Private,Private,136109,28334,11th,HS-grad,7,9,Widowed,Never-married,Adm-clerical,Machine-op-inspct,Not-in-family,Own-child,White,White,Female,Male,0,5060,0,0,45,35,United-States,United-States,<=50K,>50K
29,35,Private,Federal-gov,178610,38905,Some-college,Some-college,10,10,Divorced,Divorced,Other-service,Tech-support,Unmarried,Not-in-family,White,White,Female,Male,0,0,0,0,21,50,United-States,United-States,<=50K,<=50K
22,36,Private,Private,192289,162675,Some-college,10th,10,6,Never-married,Never-married,Adm-clerical,Craft-repair,Own-child,Not-in-family,White,White,Male,Male,0,0,0,0,30,35,Puerto-Rico,United-States,<=50K,<=50K
30,24,Private,Private,49325,398480,Some-college,HS-grad,10,9,Married-civ-spouse,Never-married,Transport-moving,Sales,Husband,Unmarried,White,White,Male,Male,0,0,0,0,80,35,United-States,United-States,>50K,<=50K
52,60,Private,Private,229375,114797,HS-grad,9th,9,5,Divorced,Married-civ-spouse,Adm-clerical,Prof-specialty,Not-in-family,Not-in-family,White,White,Female,Male,0,0,0,0,40,35,United-States,United-States,<=50K,<=50K
28,28,Private,?,125791,196971,HS-grad,Bachelors,9,13,Never-married,Never-married,Adm-clerical,Machine-op-inspct,Not-in-family,Not-in-family,White,White,Female,Male,0,0,0,0,40,43,United-States,United-States,<=50K,<=50K
48,64,Private,Private,75619,68089,HS-grad,HS-grad,9,9,Divorced,Divorced,Transport-moving,Craft-repair,Other-relative,Unmarried,White,White,Male,Male,0,0,0,0,60,17,United-States,United-States,<=50K,<=50K
60,22,Private,Private,247483,374116,Some-college,HS-grad,10,9,Divorced,Married-civ-spouse,Exec-managerial,Sales,Not-in-family,Own-child,White,White,Male,Male,0,0,0,0,40,35,United-States,United-States,<=50K,<=50K
38,27,Private,Private,289448,283913,Masters,5th-6th,14,3,Never-married,Married-civ-spouse,Prof-specialty,Other-service,Unmarried,Not-in-family,Asian-Pac-Islander,White,Female,Male,0,0,0,0,40,65,China,England,>50K,<=50K
22,36,?,State-gov,122048,142282,Some-college,Some-college,10,10,Never-married,Divorced,?,Prof-specialty,Own-child,Not-in-family,White,White,Female,Male,0,0,0,0,35,52,United-States,United-States,<=50K,<=50K
21,27,Private,Private,177940,139903,HS-grad,HS-grad,9,9,Married-spouse-absent,Never-married,Machine-op-inspct,Sales,Not-in-family,Not-in-family,White,Black,Female,Male,0,0,0,0,40,30,United-States,United-States,<=50K,<=50K
32,52,Self-emp-not-inc,Private,399088,112959,Bachelors,Some-college,13,10,Divorced,Never-married,Prof-specialty,Sales,Not-in-family,Other-relative,White,White,Female,Male,0,0,1340,0,45,40,United-States,United-States,<=50K,<=50K
38,57,Private,Self-emp-not-inc,108293,244906,Assoc-voc,Some-college,11,9,Divorced,Married-civ-spouse,Adm-clerical,Sales,Unmarried,Own-child,White,White,Female,Male,0,0,0,0,38,39,United-States,United-States,<=50K,<=50K
60,23,Private,Private,178249,237091,Some-college,Some-college,10,10,Married-civ-spouse,Never-married,Adm-clerical,Adm-clerical,Husband,Not-in-family,White,Asian-Pac-Islander,Male,Male,0,0,1887,0,40,21,United-States,Vietnam,>50K,<=50K
24,29,Local-gov,Self-emp-not-inc,52262,137814,Some-college,HS-grad,10,9,Never-married,Married-civ-spouse,Adm-clerical,Adm-clerical,Not-in-family,Own-child,White,White,Male,Male,0,0,0,0,40,35,United-States,United-States,<=50K,<=50K
41,34,Self-emp-not-inc,Private,143046,262778,Masters,HS-grad,14,9,Married-civ-spouse,Never-married,Exec-managerial,Prof-specialty,Wife,Not-in-family,White,Black,Female,Male,99999,0,0,0,50,68,United-States,United-States,>50K,<=50K
59,38,Private,Private,124318,380543,HS-grad,HS-grad,9,9,Divorced,Never-married,Exec-managerial,Other-service,Other-relative,Not-in-family,White,White,Female,Male,0,0,0,0,45,30,United-States,United-States,<=50K,<=50K
52,50,Federal-gov,Self-emp-not-inc,57855,194752,Prof-school,HS-grad,15,9,Married-civ-spouse,Married-civ-spouse,Prof-specialty,Handlers-cleaners,Husband,Not-in-family,White,White,Male,Male,0,0,0,0,60,72,United-States,United-States,>50K,>50K
50,50,Private,Private,355954,184424,Bachelors,11th,13,7,Married-civ-spouse,Married-civ-spouse,Exec-managerial,?,Husband,Own-child,White,White,Male,Male,0,0,0,0,50,35,United-States,United-States,>50K,<=50K
28,51,Private,Self-emp-not-inc,143582,199005,HS-grad,Bachelors,9,13,Married-spouse-absent,Married-civ-spouse,Other-service,Exec-managerial,Not-in-family,Not-in-family,Asian-Pac-Islander,White,Female,Male,0,0,0,0,40,40,South,United-States,<=50K,>50K
30,17,Private,?,220915,60641,Bachelors,10th,13,6,Married-civ-spouse,Never-married,Prof-specialty,Craft-repair,Husband,Own-child,White,White,Male,Male,0,0,0,0,60,35,United-States,United-States,<=50K,<=50K
43,25,Private,Private,172025,210095,HS-grad,11th,9,7,Widowed,Never-married,Machine-op-inspct,Handlers-cleaners,Not-in-family,Not-in-family,White,White,Female,Male,0,0,0,0,40,40,United-States,Mexico,<=50K,<=50K
24,19,Private,Private,109813,179809,HS-grad,HS-grad,9,9,Married-civ-spouse,Never-married,Adm-clerical,Sales,Husband,Not-in-family,White,White,Male,Male,3137,0,0,0,40,35,United-States,United-States,<=50K,<=50K
45,43,Private,Private,175600,30771,Masters,HS-grad,14,9,Married-civ-spouse,Divorced,Exec-managerial,Other-service,Husband,Own-child,White,White,Male,Male,0,0,0,0,60,35,United-States,United-States,<=50K,<=50K
26,59,Private,Private,389856,136121,HS-grad,Some-college,9,10,Married-civ-spouse,Separated,Transport-moving,Sales,Husband,Not-in-family,White,White,Male,Male,0,14084,0,0,40,52,Mexico,United-States,<=50K,>50K
41,39,Self-emp-not-inc,Private,167081,86185,Masters,Masters,14,14,Married-civ-spouse,Never-married,Prof-specialty,Prof-specialty,Husband,Not-in-family,White,White,Male,Male,0,6849,2415,0,55,35,United-States,United-States,>50K,<=50K
43,18,Self-emp-inc,Private,179228,78488,Some-college,9th,10,5,Married-civ-spouse,Never-married,Exec-managerial,Other-service,Husband,Own-child,White,White,Male,Male,0,0,0,0,65,35,United-States,United-States,<=50K,<=50K
23,27,?,Private,214542,212622,Bachelors,Masters,13,14,Never-married,Never-married,?,Exec-managerial,Own-child,Not-in-family,White,White,Male,Male,0,0,0,0,42,40,United-States,United-States,<=50K,<=50K
31,39,Private,Private,1210504,31007,10th,Assoc-voc,6,11,Married-civ-spouse,Never-married,Adm-clerical,Sales,Wife,Not-in-family,White,White,Female,Male,0,0,0,0,40,52,United-States,United-States,<=50K,<=50K
