age,age_nohours_per_week,workclass,workclass_nohours_per_week,fnlwgt,fnlwgt_nohours_per_week,education,education_nohours_per_week,education_num,education_num_nohours_per_week,marital_status,marital_status_nohours_per_week,occupation,occupation_nohours_per_week,relationship,relationship_nohours_per_week,race,race_nohours_per_week,sex,sex_nohours_per_week,capital_gain,capital_gain_nohours_per_week,capital_loss,capital_loss_nohours_per_week,hours_per_week,hours_per_week_nohours_per_week,native_country,native_country_nohours_per_week,income_per_year,income_per_year_nohours_per_week
37,42,Private,Private,171393,173740,HS-grad,Some-college,9,9,Married-civ-spouse,Married-civ-spouse,Sales,Adm-clerical,Husband,Husband,White,White,Male,Male,0,2414,1740,1564,40,40,United-States,United-States,<=50K,<=50K
27,42,Private,Private,294931,173740,HS-grad,Some-college,9,9,Never-married,Never-married,Machine-op-inspct,Exec-managerial,Unmarried,Not-in-family,White,White,Male,Male,0,2414,0,1564,40,40,Germany,United-States,<=50K,<=50K
26,42,Private,Private,198986,173740,HS-grad,Bachelors,9,9,Never-married,Married-civ-spouse,Craft-repair,Sales,Other-relative,Husband,White,White,Male,Male,0,2414,0,1564,40,40,United-States,United-States,<=50K,>50K
19,42,?,Private,264767,173740,HS-grad,Bachelors,9,9,Never-married,Married-civ-spouse,?,Prof-specialty,Own-child,Husband,White,White,Male,Male,0,2414,0,1564,40,40,United-States,United-States,<=50K,>50K
55,42,Self-emp-not-inc,Private,225623,173740,Some-college,Masters,10,9,Married-civ-spouse,Married-civ-spouse,Farming-fishing,Other-service,Husband,Husband,White,White,Male,Male,0,2414,0,1564,40,40,United-States,United-States,<=50K,<=50K
17,42,?,Private,48610,173740,HS-grad,Some-college,9,9,Never-married,Married-civ-spouse,?,Tech-support,Own-child,Own-child,White,White,Male,Male,0,2414,0,1564,14,40,United-States,United-States,<=50K,>50K
57,42,Private,Private,113974,173740,HS-grad,10th,9,9,Divorced,Widowed,Adm-clerical,Handlers-cleaners,Unmarried,Not-in-family,White,White,Female,Female,0,2414,0,1564,40,40,United-States,United-States,<=50K,<=50K
43,42,Private,Private,334991,173740,Bachelors,HS-grad,13,9,Married-civ-spouse,Married-civ-spouse,Sales,Other-service,Husband,Husband,White,White,Male,Male,0,2414,0,1564,50,40,United-States,United-States,>50K,<=50K
24,42,Private,Private,362059,173740,12th,Bachelors,8,9,Never-married,Never-married,Craft-repair,Prof-specialty,Own-child,Not-in-family,White,White,Male,Male,0,2414,0,1564,32,40,United-States,United-States,<=50K,<=50K
37,42,Private,Private,389725,173740,HS-grad,HS-grad,9,9,Married-civ-spouse,Divorced,Machine-op-inspct,Other-service,Husband,Not-in-family,White,White,Male,Female,7298,2414,0,1564,40,40,United-States,United-States,>50K,<=50K
25,42,Private,Private,330774,173740,9th,Masters,5,9,Married-civ-spouse,Widowed,Machine-op-inspct,Adm-clerical,Husband,Not-in-family,White,White,Male,Female,0,2414,0,1564,40,40,United-States,United-States,<=50K,<=50K
33,42,Private,Private,149910,173740,HS-grad,Bachelors,9,9,Married-civ-spouse,Never-married,Machine-op-inspct,Prof-specialty,Wife,Own-child,Black,White,Female,Male,0,2414,0,1564,40,40,United-States,United-States,<=50K,<=50K
49,42,Self-emp-inc,Private,99401,173740,Some-college,Some-college,10,9,Married-civ-spouse,Married-civ-spouse,Exec-managerial,Adm-clerical,Husband,Not-in-family,White,White,Male,Male,0,2414,0,1564,45,40,United-States,United-States,<=50K,<=50K
22,42,Private,Private,104266,173740,Some-college,HS-grad,10,9,Never-married,Married-civ-spouse,Sales,Prof-specialty,Own-child,Husband,White,White,Female,Male,0,2414,0,1564,20,40,United-States,?,<=50K,<=50K
21,42,Private,Private,136440,173740,Some-college,Bachelors,10,9,Never-married,Married-civ-spouse,Sales,Exec-managerial,Own-child,Husband,Asian-Pac-Islander,White,Female,Male,0,2414,0,1564,15,40,South,?,<=50K,>50K
84,42,Private,Private,65478,173740,HS-grad,10th,9,9,Widowed,Married-civ-spouse,Priv-house-serv,Sales,Not-in-family,Not-in-family,White,White,Female,Male,0,2414,0,1564,40,40,England,United-States,<=50K,<=50K
24,42,Private,Self-emp-not-inc,56121,173740,5th-6th,HS-grad,3,9,Married-civ-spouse,Married-civ-spouse,Farming-fishing,Prof-specialty,Husband,Not-in-family,White,White,Male,Female,0,2414,0,1564,60,40,Mexico,United-States,<=50K,<=50K
44,42,Private,Private,143939,173740,Some-college,HS-grad,10,9,Separated,Never-married,Adm-clerical,Exec-managerial,Unmarried,Unmarried,White,White,Female,Male,0,2414,0,1564,40,40,United-States,United-States,<=50K,<=50K
44,42,Private,Private,231853,173740,HS-grad,Some-college,9,9,Married-civ-spouse,Never-married,Handlers-cleaners,Sales,Husband,Husband,Black,White,Male,Female,0,2414,1902,1564,40,40,United-States,United-States,>50K,<=50K
20,42,Private,State-gov,267706,173740,HS-grad,HS-grad,9,9,Never-married,Never-married,Sales,Other-service,Unmarried,Own-child,White,Black,Female,Male,0,2414,0,1564,38,40,United-States,United-States,<=50K,<=50K
37,42,Private,Private,328301,173740,Some-college,HS-grad,10,9,Never-married,Married-civ-spouse,Tech-support,Sales,Unmarried,Husband,White,White,Female,Male,4934,2414,0,1564,60,40,United-States,United-States,>50K,<=50K
30,42,Private,Private,36340,173740,11th,HS-grad,7,9,Divorced,Married-civ-spouse,Other-service,Craft-repair,Unmarried,Husband,White,White,Female,Male,0,2414,0,1564,35,40,United-States,Mexico,<=50K,<=50K
19,42,Private,State-gov,112780,173740,Some-college,Some-college,10,9,Never-married,Separated,Sales,Prof-specialty,Own-child,Unmarried,White,White,Female,Male,0,2414,0,1564,20,40,United-States,United-States,<=50K,>50K
51,42,Private,Private,113045,173740,Masters,Some-college,14,9,Widowed,Married-civ-spouse,Exec-managerial,Exec-managerial,Unmarried,Husband,White,White,Male,Male,15020,2414,0,1564,40,40,United-States,United-States,>50K,<=50K
52,42,Private,Private,196504,173740,7th-8th,Some-college,4,9,Married-civ-spouse,Separated,Handlers-cleaners,Adm-clerical,Husband,Not-in-family,White,White,Male,Male,0,2414,0,1564,40,40,United-States,United-States,<=50K,<=50K
50,42,State-gov,Private,136216,173740,HS-grad,HS-grad,9,9,Widowed,Married-civ-spouse,Other-service,Handlers-cleaners,Not-in-family,Husband,White,White,Female,Male,0,2414,0,1564,37,40,United-States,United-States,<=50K,<=50K
34,42,Local-gov,Private,158242,173740,Bachelors,Bachelors,13,9,Never-married,Never-married,Exec-managerial,Craft-repair,Not-in-family,Husband,White,White,Female,Male,0,2414,0,1564,43,40,United-States,United-States,<=50K,>50K
53,42,Private,Private,180062,173740,7th-8th,HS-grad,4,9,Married-civ-spouse,Married-civ-spouse,Craft-repair,Machine-op-inspct,Husband,Not-in-family,White,White,Male,Male,0,2414,0,1564,40,40,United-States,United-States,<=50K,<=50K
39,42,Private,Federal-gov,206888,173740,Some-college,HS-grad,10,9,Divorced,Never-married,Adm-clerical,Protective-serv,Not-in-family,Own-child,White,White,Female,Male,0,2414,0,1564,40,40,United-States,United-States,<=50K,<=50K
40,42,Private,Local-gov,77370,173740,HS-grad,Some-college,9,9,Married-civ-spouse,Married-civ-spouse,Craft-repair,Transport-moving,Husband,Husband,White,White,Male,Male,0,2414,0,1564,40,40,United-States,United-States,>50K,<=50K
49,42,Self-emp-not-inc,State-gov,349151,173740,HS-grad,HS-grad,9,9,Married-civ-spouse,Never-married,Exec-managerial,Sales,Husband,Not-in-family,White,White,Male,Female,3411,2414,0,1564,40,40,United-States,United-States,<=50K,>50K
52,42,Private,Private,113843,173740,Some-college,HS-grad,10,9,Divorced,Married-civ-spouse,Other-service,Prof-specialty,Unmarried,Husband,White,White,Female,Male,0,2414,0,1564,45,40,United-States,United-States,<=50K,<=50K
48,42,State-gov,Self-emp-not-inc,176917,173740,Some-college,Some-college,10,9,Married-civ-spouse,Divorced,Protective-serv,Tech-support,Husband,Not-in-family,White,White,Male,Male,0,2414,0,1564,40,40,United-States,United-States,>50K,<=50K
58,42,?,Private,226078,173740,11th,HS-grad,7,9,Divorced,Married-civ-spouse,?,Handlers-cleaners,Unmarried,Wife,Black,White,Female,Male,0,2414,0,1564,32,40,United-States,United-States,<=50K,<=50K
30,42,Local-gov,Private,177828,173740,Bachelors,Bachelors,13,9,Separated,Never-married,Prof-specialty,Sales,Not-in-family,Husband,White,Black,Male,Female,0,2414,0,1564,40,40,United-States,United-States,<=50K,<=50K
44,42,Private,Private,137304,173740,HS-grad,Some-college,9,9,Widowed,Married-spouse-absent,Machine-op-inspct,Sales,Not-in-family,Not-in-family,Black,Black,Female,Male,0,2414,0,1564,40,40,United-States,?,<=50K,<=50K
35,42,Private,Private,138441,173740,Bachelors,11th,13,9,Married-civ-spouse,Married-civ-spouse,Exec-managerial,Other-service,Husband,Husband,White,White,Male,Male,0,2414,0,1564,40,40,United-States,United-States,>50K,>50K
46,42,Private,Private,30840,173740,Bachelors,HS-grad,13,9,Married-civ-spouse,Married-civ-spouse,Exec-managerial,Transport-moving,Husband,Husband,White,White,Male,Male,0,2414,0,1564,50,40,United-States,United-States,>50K,>50K
42,42,Private,Private,149546,173740,Some-college,Some-college,10,9,Divorced,Married-civ-spouse,Craft-repair,Machine-op-inspct,Unmarried,Husband,White,White,Male,Male,0,2414,0,1564,30,40,United-States,United-States,<=50K,>50K
29,42,Private,Private,145182,173740,HS-grad,Some-college,9,9,Never-married,Never-married,Protective-serv,Other-service,Own-child,Own-child,Black,White,Female,Female,0,2414,0,1564,20,40,United-States,United-States,<=50K,<=50K
25,42,Local-gov,Self-emp-not-inc,270379,173740,HS-grad,Some-college,9,9,Never-married,Never-married,Adm-clerical,Machine-op-inspct,Not-in-family,Not-in-family,Black,Black,Female,Male,0,2414,0,1564,40,40,United-States,United-States,<=50K,<=50K
18,42,Self-emp-inc,Self-emp-not-inc,378036,173740,12th,HS-grad,8,9,Never-married,Divorced,Farming-fishing,Prof-specialty,Own-child,Not-in-family,White,White,Male,Male,0,2414,0,1564,10,40,United-States,United-States,<=50K,<=50K
19,42,Private,?,118535,173740,Some-college,HS-grad,10,9,Never-married,Married-civ-spouse,Other-service,Prof-specialty,Own-child,Not-in-family,White,White,Female,Male,0,2414,0,1564,20,40,United-States,United-States,<=50K,<=50K
19,42,Private,Local-gov,239057,173740,HS-grad,HS-grad,9,9,Never-married,Married-civ-spouse,Craft-repair,Prof-specialty,Own-child,Husband,White,White,Male,Male,0,2414,0,1564,40,40,United-States,United-States,<=50K,>50K
80,42,Private,Private,107740,173740,HS-grad,HS-grad,9,9,Widowed,Married-civ-spouse,Handlers-cleaners,Craft-repair,Not-in-family,Not-in-family,White,White,Male,Male,0,2414,0,1564,30,40,United-States,United-States,<=50K,<=50K
61,42,Private,Private,194804,173740,Preschool,7th-8th,1,9,Separated,Married-civ-spouse,Transport-moving,Farming-fishing,Not-in-family,Husband,Black,White,Male,Male,14344,2414,0,1564,40,40,United-States,United-States,>50K,<=50K
46,42,Self-emp-not-inc,Private,225065,173740,Bachelors,Bachelors,13,9,Separated,Divorced,Other-service,Prof-specialty,Unmarried,Unmarried,White,White,Female,Female,0,2414,0,1564,45,40,Nicaragua,United-States,<=50K,<=50K
27,42,Private,Private,165412,173740,HS-grad,Masters,9,9,Never-married,Divorced,Adm-clerical,Prof-specialty,Own-child,Not-in-family,White,White,Male,Female,0,2414,0,1564,20,40,United-States,United-States,<=50K,<=50K
26,42,Private,Private,211199,173740,10th,HS-grad,6,9,Never-married,Separated,Craft-repair,Other-service,Not-in-family,Unmarried,White,White,Male,Female,0,2414,0,1564,40,40,United-States,United-States,<=50K,>50K
50,42,State-gov,Private,172962,173740,HS-grad,Some-college,9,9,Married-civ-spouse,Married-civ-spouse,Handlers-cleaners,Sales,Husband,Husband,White,Asian-Pac-Islander,Male,Male,0,2414,0,1564,40,40,United-States,United-States,<=50K,<=50K
59,42,Private,Private,190748,173740,HS-grad,Some-college,9,9,Married-civ-spouse,Married-civ-spouse,Adm-clerical,Sales,Wife,Husband,White,White,Female,Male,0,2414,0,1564,40,40,United-States,United-States,<=50K,>50K
38,42,Federal-gov,Private,455379,173740,12th,10th,8,9,Married-civ-spouse,Married-civ-spouse,Protective-serv,Sales,Husband,Husband,White,White,Male,Male,0,2414,0,1564,56,40,United-States,United-States,>50K,<=50K
28,42,Private,Private,112917,173740,Assoc-voc,HS-grad,11,9,Married-civ-spouse,Married-civ-spouse,Tech-support,Transport-moving,Husband,Unmarried,Other,White,Male,Male,0,2414,0,1564,40,40,Mexico,United-States,<=50K,<=50K
34,42,Private,Self-emp-not-inc,299383,173740,HS-grad,Some-college,9,9,Never-married,Married-civ-spouse,Craft-repair,Other-service,Not-in-family,Husband,Black,White,Male,Male,0,2414,0,1564,40,40,United-States,United-States,<=50K,>50K
36,42,Private,Private,22245,173740,HS-grad,9th,9,9,Married-civ-spouse,Married-civ-spouse,Sales,Sales,Husband,Not-in-family,White,White,Male,Female,0,2414,0,1564,40,40,United-States,United-States,>50K,<=50K
23,42,Private,Private,49683,173740,Some-college,Some-college,10,9,Never-married,Married-civ-spouse,Handlers-cleaners,Adm-clerical,Own-child,Husband,White,White,Male,Male,0,2414,0,1564,25,40,United-States,United-States,<=50K,<=50K
65,42,Local-gov,Private,32846,173740,Some-college,Bachelors,10,9,Divorced,Divorced,Adm-clerical,Sales,Not-in-family,Own-child,White,Black,Female,Male,2964,2414,0,1564,35,40,United-States,United-States,<=50K,<=50K
35,42,Private,Private,46947,173740,Some-college,Some-college,10,9,Divorced,Never-married,Adm-clerical,Sales,Not-in-family,Not-in-family,White,White,Female,Male,0,2414,0,1564,45,40,United-States,United-States,<=50K,<=50K
65,42,Private,Private,165609,173740,HS-grad,HS-grad,9,9,Married-civ-spouse,Married-civ-spouse,Other-service,Other-service,Husband,Husband,White,White,Male,Male,0,2414,0,1564,32,40,United-States,United-States,<=50K,<=50K
39,42,Private,Private,226894,173740,HS-grad,Assoc-voc,9,9,Married-civ-spouse,Divorced,Handlers-cleaners,Sales,Husband,Not-in-family,Black,White,Male,Female,0,2414,0,1564,40,40,United-States,United-States,<=50K,<=50K
35,42,Private,Private,143231,173740,Assoc-voc,Some-college,11,9,Married-civ-spouse,Never-married,Adm-clerical,Exec-managerial,Husband,Own-child,White,Asian-Pac-Islander,Male,Male,0,2414,0,1564,44,40,United-States,United-States,>50K,<=50K
33,42,Private,Private,173730,173740,Assoc-voc,12th,11,9,Married-civ-spouse,Married-civ-spouse,Machine-op-inspct,Prof-specialty,Husband,Unmarried,White,White,Male,Male,0,2414,0,1564,40,40,United-States,United-States,<=50K,<=50K
32,42,Private,Private,259425,173740,Some-college,Some-college,10,9,Divorced,Never-married,Craft-repair,Sales,Not-in-family,Husband,White,White,Male,Female,0,2414,0,1564,40,40,United-States,United-States,<=50K,<=50K
36,42,Private,State-gov,168747,173740,Bachelors,HS-grad,13,9,Never-married,Widowed,Transport-moving,Sales,Not-in-family,Husband,White,White,Male,Male,0,2414,0,1564,40,40,United-States,United-States,<=50K,<=50K
18,42,?,Private,210652,173740,HS-grad,HS-grad,9,9,Never-married,Never-married,?,Exec-managerial,Own-child,Not-in-family,White,White,Male,Female,0,2414,0,1564,15,40,United-States,United-States,<=50K,<=50K
25,42,Private,Private,40915,173740,Bachelors,Some-college,13,9,Never-married,Married-civ-spouse,Prof-specialty,Exec-managerial,Not-in-family,Wife,White,White,Female,Female,0,2414,0,1564,40,40,United-States,United-States,<=50K,<=50K
32,42,Private,Local-gov,180303,173740,Some-college,HS-grad,10,9,Married-civ-spouse,Married-civ-spouse,Exec-managerial,Farming-fishing,Husband,Husband,Asian-Pac-Islander,White,Male,Male,0,2414,0,1564,70,40,South,United-States,<=50K,<=50K
49,42,Private,Private,182541,173740,10th,HS-grad,6,9,Married-civ-spouse,Never-married,Handlers-cleaners,Transport-moving,Husband,Not-in-family,White,White,Male,Male,0,2414,1485,1564,40,40,United-States,United-States,>50K,>50K
29,42,Private,Private,67306,173740,HS-grad,Some-college,9,9,Never-married,Married-spouse-absent,Adm-clerical,Other-service,Unmarried,Not-in-family,Amer-Indian-Eskimo,White,Female,Male,0,2414,0,1564,40,40,United-States,United-States,<=50K,<=50K
20,42,?,Private,38032,173740,HS-grad,10th,9,9,Never-married,Never-married,?,Other-service,Not-in-family,Not-in-family,White,White,Female,Male,0,2414,0,1564,40,40,United-States,United-States,<=50K,<=50K
44,42,Federal-gov,Local-gov,257395,173740,Some-college,Masters,10,9,Married-civ-spouse,Married-civ-spouse,Prof-specialty,Prof-specialty,Husband,Not-in-family,White,White,Male,Female,0,2414,0,1564,40,40,United-States,United-States,>50K,<=50K
29,42,Private,Private,29261,173740,Assoc-voc,Some-college,11,9,Never-married,Never-married,Machine-op-inspct,Other-service,Not-in-family,Own-child,White,White,Male,Male,0,2414,0,1564,50,40,United-States,United-States,<=50K,<=50K
19,42,Private,Self-emp-not-inc,205977,173740,Some-college,9th,10,9,Married-civ-spouse,Never-married,Adm-clerical,Prof-specialty,Other-relative,Not-in-family,White,White,Female,Male,0,2414,0,1564,20,40,United-States,United-States,<=50K,<=50K
22,42,?,Private,216639,173740,Some-college,Bachelors,10,9,Never-married,Married-civ-spouse,?,Machine-op-inspct,Not-in-family,Husband,White,White,Female,Male,0,2414,1974,1564,40,40,United-States,United-States,<=50K,<=50K
17,42,Private,Private,134768,173740,11th,HS-grad,7,9,Never-married,Separated,Sales,Other-service,Own-child,Not-in-family,White,White,Female,Male,0,2414,0,1564,20,40,United-States,United-States,<=50K,<=50K
49,42,Private,Local-gov,32184,173740,HS-grad,HS-grad,9,9,Divorced,Married-civ-spouse,Sales,Other-service,Not-in-family,Husband,White,White,Female,Male,0,2414,0,1564,36,40,United-States,United-States,<=50K,<=50K
23,42,Private,Private,138037,173740,Bachelors,Bachelors,13,9,Never-married,Married-civ-spouse,Prof-specialty,Craft-repair,Own-child,Husband,White,White,Male,Male,0,2414,1590,1564,50,40,United-States,United-States,<=50K,<=50K
49,42,Private,Private,174426,173740,Some-college,HS-grad,10,9,Married-civ-spouse,Widowed,Sales,Machine-op-inspct,Husband,Not-in-family,White,White,Male,Female,0,2414,1977,1564,50,40,United-States,United-States,>50K,<=50K
45,42,Private,Self-emp-not-inc,50162,173740,Some-college,HS-grad,10,9,Married-civ-spouse,Married-civ-spouse,Exec-managerial,Farming-fishing,Husband,Husband,White,White,Male,Male,0,2414,0,1564,40,40,United-States,United-States,<=50K,<=50K
49,42,Federal-gov,Self-emp-inc,193998,173740,Some-college,HS-grad,10,9,Never-married,Widowed,Craft-repair,Adm-clerical,Not-in-family,Unmarried,Black,White,Male,Female,0,2414,0,1564,40,40,United-States,United-States,<=50K,<=50K
47,42,Self-emp-not-inc,Private,187901,173740,Prof-school,Some-college,15,9,Married-civ-spouse,Married-civ-spouse,Prof-specialty,Exec-managerial,Husband,Husband,White,Black,Male,Male,0,2414,0,1564,50,40,United-States,United-States,>50K,>50K
56,42,Private,Private,82050,173740,11th,HS-grad,7,9,Married-civ-spouse,Never-married,Machine-op-inspct,?,Husband,Not-in-family,White,White,Male,Female,7298,2414,0,1564,40,40,United-States,United-States,>50K,<=50K
18,42,?,Private,20057,173740,Some-college,Some-college,10,9,Never-married,Married-civ-spouse,?,Prof-specialty,Not-in-family,Own-child,Asian-Pac-Islander,White,Female,Male,0,2414,0,1564,16,40,United-States,United-States,<=50K,>50K
35,42,Private,Private,144200,173740,HS-grad,Some-college,9,9,Never-married,Separated,Handlers-cleaners,Prof-specialty,Other-relative,Not-in-family,Other,White,Male,Male,0,2414,0,1564,25,40,Columbia,United-States,<=50K,<=50K
80,42,Self-emp-not-inc,Private,29441,173740,7th-8th,Bachelors,4,9,Married-spouse-absent,Divorced,Farming-fishing,Exec-managerial,Unmarried,Unmarried,White,White,Male,Male,0,2414,0,1564,15,40,United-States,United-States,<=50K,<=50K
65,42,Private,Private,195695,173740,HS-grad,Some-college,9,9,Divorced,Divorced,Adm-clerical,Other-service,Not-in-family,Own-child,White,White,Female,Female,0,2414,0,1564,40,40,United-States,United-States,<=50K,<=50K
51,42,Private,Private,274502,173740,Some-college,HS-grad,10,9,Widowed,Divorced,Other-service,Sales,Unmarried,Not-in-family,White,White,Female,Male,0,2414,0,1564,25,40,United-States,United-States,<=50K,>50K
76,42,?,Private,239900,173740,HS-grad,HS-grad,9,9,Divorced,Widowed,?,Other-service,Not-in-family,Unmarried,White,White,Female,Female,0,2414,0,1564,3,40,United-States,United-States,<=50K,<=50K
22,42,Private,Private,191954,173740,Assoc-voc,Bachelors,11,9,Never-married,Never-married,Sales,Handlers-cleaners,Own-child,Husband,White,Asian-Pac-Islander,Male,Female,0,2414,0,1564,45,40,United-States,United-States,<=50K,<=50K
33,42,Private,Private,172304,173740,Assoc-voc,Masters,11,9,Married-civ-spouse,Never-married,Craft-repair,Prof-specialty,Husband,Not-in-family,White,White,Male,Female,0,2414,0,1564,50,40,United-States,United-States,>50K,<=50K
44,42,Local-gov,State-gov,174575,173740,Masters,Bachelors,14,9,Married-civ-spouse,Widowed,Prof-specialty,Tech-support,Husband,Not-in-family,White,White,Male,Male,7688,2414,0,1564,40,40,United-States,United-States,>50K,<=50K
20,42,Private,Private,325744,173740,Some-college,HS-grad,10,9,Never-married,Married-civ-spouse,Sales,Exec-managerial,Other-relative,Husband,White,White,Male,Male,0,2414,0,1564,40,40,United-States,United-States,<=50K,<=50K
43,42,Private,Private,26252,173740,Some-college,Assoc-acdm,10,9,Separated,Married-civ-spouse,Other-service,Sales,Unmarried,Wife,Amer-Indian-Eskimo,White,Female,Female,0,2414,0,1564,36,40,United-States,United-States,<=50K,<=50K
57,42,Private,Private,176904,173740,11th,HS-grad,7,9,Married-civ-spouse,Divorced,Handlers-cleaners,Prof-specialty,Husband,Not-in-family,White,White,Male,Male,0,2414,0,1564,40,40,United-States,United-States,<=50K,<=50K
37,42,Self-emp-not-inc,Private,504871,173740,Some-college,Assoc-voc,10,9,Married-civ-spouse,Never-married,Craft-repair,Sales,Husband,Not-in-family,White,White,Male,Male,0,2414,0,1564,40,40,United-States,United-States,<=50K,>50K
28,42,Self-emp-not-inc,Private,141702,173740,HS-grad,Some-college,9,9,Never-married,Widowed,Sales,Adm-clerical,Not-in-family,Unmarried,White,Black,Male,Female,0,2414,0,1564,60,40,United-States,United-States,<=50K,<=50K
30,42,Private,Private,399088,173740,Bachelors,7th-8th,13,9,Divorced,Married-civ-spouse,Prof-specialty,Sales,Unmarried,Husband,White,White,Female,Male,0,2414,0,1564,50,40,United-States,United-States,<=50K,<=50K
32,42,Local-gov,Self-emp-not-inc,409282,173740,HS-grad,Masters,9,9,Married-civ-spouse,Divorced,Craft-repair,Exec-managerial,Husband,Not-in-family,White,White,Male,Male,0,2414,0,1564,40,40,United-States,United-States,<=50K,<=50K
59,42,Private,Private,532969,173740,HS-grad,HS-grad,9,9,Married-civ-spouse,Never-married,Other-service,Handlers-cleaners,Other-relative,Not-in-family,White,White,Male,Male,0,2414,0,1564,40,40,Nicaragua,United-States,<=50K,<=50K
21,42,?,Private,213366,173740,Some-college,7th-8th,10,9,Never-married,Married-civ-spouse,?,Exec-managerial,Own-child,Own-child,White,Black,Female,Male,0,2414,0,1564,38,40,United-States,United-States,<=50K,>50K
36,42,Private,Private,188888,173740,12th,HS-grad,8,9,Never-married,Married-civ-spouse,Handlers-cleaners,Craft-repair,Own-child,Husband,White,White,Male,Male,0,2414,0,1564,40,40,United-States,United-States,<=50K,>50K
38,42,Private,Private,24126,173740,Some-college,Some-college,10,9,Divorced,Divorced,Exec-managerial,Adm-clerical,Not-in-family,Not-in-family,White,White,Female,Male,0,2414,0,1564,40,40,United-States,United-States,<=50K,<=50K
61,42,Self-emp-not-inc,Self-emp-not-inc,151369,173740,Masters,HS-grad,14,9,Married-civ-spouse,Divorced,Prof-specialty,Exec-managerial,Husband,Not-in-family,White,White,Male,Female,99999,2414,0,1564,30,40,United-States,United-States,>50K,<=50K
18,42,Private,Private,115759,173740,HS-grad,HS-grad,9,9,Never-married,Never-married,Sales,Other-service,Not-in-family,Not-in-family,White,Black,Female,Male,0,2414,0,1564,35,40,United-States,United-States,<=50K,<=50K
59,42,Self-emp-inc,Private,171355,173740,Masters,HS-grad,14,9,Divorced,Married-civ-spouse,Prof-specialty,Other-service,Unmarried,Husband,White,White,Male,Male,0,2414,0,1564,55,40,United-States,United-States,<=50K,<=50K
18,42,Private,Private,310175,173740,12th,HS-grad,8,9,Never-married,Never-married,Other-service,Adm-clerical,Own-child,Not-in-family,White,White,Female,Male,0,2414,0,1564,12,40,United-States,United-States,<=50K,<=50K
44,42,Private,Private,216116,173740,HS-grad,Some-college,9,9,Divorced,Separated,Adm-clerical,Sales,Unmarried,Not-in-family,Black,White,Female,Female,0,2414,0,1564,40,40,Jamaica,United-States,<=50K,<=50K
23,42,Private,Private,204141,173740,Some-college,Assoc-acdm,10,9,Never-married,Married-civ-spouse,Adm-clerical,?,Own-child,Wife,White,Asian-Pac-Islander,Male,Male,0,2414,0,1564,40,40,United-States,United-States,<=50K,>50K
44,42,Private,Private,212894,173740,10th,HS-grad,6,9,Married-civ-spouse,Married-civ-spouse,Machine-op-inspct,Craft-repair,Husband,Husband,White,White,Male,Male,0,2414,0,1564,40,40,Greece,United-States,<=50K,<=50K
49,42,Private,Self-emp-not-inc,120121,173740,Doctorate,Some-college,16,9,Married-civ-spouse,Divorced,Prof-specialty,Handlers-cleaners,Husband,Own-child,White,White,Male,Female,7688,2414,0,1564,45,40,United-States,United-States,>50K,<=50K
59,42,Self-emp-not-inc,Private,190997,173740,10th,Some-college,6,9,Married-civ-spouse,Married-civ-spouse,Exec-managerial,Exec-managerial,Husband,Unmarried,White,White,Male,Female,0,2414,0,1564,36,40,United-States,United-States,<=50K,<=50K
36,42,Private,State-gov,224566,173740,Bachelors,HS-grad,13,9,Never-married,Never-married,Prof-specialty,Prof-specialty,Not-in-family,Not-in-family,White,White,Male,Female,99999,2414,0,1564,45,40,United-States,United-States,>50K,<=50K
30,42,Private,Private,235847,173740,Bachelors,HS-grad,13,9,Never-married,Never-married,Other-service,Sales,Own-child,Own-child,White,White,Female,Male,0,2414,0,1564,24,40,United-States,United-States,<=50K,<=50K
56,42,?,Private,124319,173740,Masters,HS-grad,14,9,Married-civ-spouse,Divorced,?,Adm-clerical,Husband,Unmarried,White,White,Male,Male,0,2414,0,1564,40,40,United-States,United-States,>50K,<=50K
27,42,Private,Private,193807,173740,HS-grad,Some-college,9,9,Never-married,Married-civ-spouse,Craft-repair,Prof-specialty,Not-in-family,Husband,White,White,Male,Male,0,2414,1741,1564,40,40,United-States,United-States,<=50K,>50K
69,42,Self-emp-not-inc,Private,215926,173740,7th-8th,HS-grad,4,9,Married-civ-spouse,Divorced,Other-service,Tech-support,Husband,Not-in-family,White,White,Male,Male,0,2414,0,1564,35,40,United-States,United-States,<=50K,<=50K
19,42,?,Private,455665,173740,HS-grad,HS-grad,9,9,Never-married,Married-civ-spouse,?,Adm-clerical,Own-child,Wife,White,White,Male,Female,0,2414,0,1564,44,40,United-States,United-States,<=50K,>50K
36,42,Private,Private,36423,173740,Some-college,HS-grad,10,9,Married-civ-spouse,Never-married,Adm-clerical,?,Husband,Unmarried,White,White,Male,Female,0,2414,0,1564,60,40,United-States,United-States,<=50K,<=50K
42,42,Private,Private,32878,173740,Bachelors,Masters,13,9,Married-civ-spouse,Never-married,Prof-specialty,Exec-managerial,Husband,Own-child,White,White,Male,Female,99999,2414,0,1564,42,40,United-States,United-States,>50K,<=50K
25,42,Private,Private,96862,173740,HS-grad,HS-grad,9,9,Never-married,Married-civ-spouse,Adm-clerical,Prof-specialty,Own-child,Husband,White,White,Female,Male,2174,2414,0,1564,40,40,United-States,United-States,<=50K,<=50K
