age,age_norace,workclass,workclass_norace,fnlwgt,fnlwgt_norace,education,education_norace,education_num,education_num_norace,marital_status,marital_status_norace,occupation,occupation_norace,relationship,relationship_norace,race,race_norace,sex,sex_norace,capital_gain,capital_gain_norace,capital_loss,capital_loss_norace,hours_per_week,hours_per_week_norace,native_country,native_country_norace,income_per_year,income_per_year_norace
35,29,Private,State-gov,100375,205428,Assoc-acdm,HS-grad,12,9,Married-civ-spouse,Married-civ-spouse,Sales,Adm-clerical,Husband,Unmarried,White,White,Male,Male,0,594,1887,213,45,43,United-States,United-States,>50K,<=50K
41,17,Private,Private,24273,34007,HS-grad,11th,9,7,Married-civ-spouse,Never-married,Other-service,Other-service,Wife,Own-child,White,White,Female,Male,0,594,0,213,40,19,United-States,United-States,<=50K,<=50K
23,34,Private,Local-gov,224115,197148,Bachelors,Masters,13,14,Never-married,Never-married,Prof-specialty,Prof-specialty,Not-in-family,Not-in-family,White,White,Female,Female,0,594,0,213,30,43,United-States,United-States,<=50K,<=50K
41,27,Private,Private,187795,213512,Some-college,Some-college,10,10,Married-civ-spouse,Never-married,Craft-repair,Craft-repair,Husband,Husband,White,White,Male,Male,0,594,1977,213,60,33,United-States,United-States,>50K,<=50K
26,26,Private,Federal-gov,161007,196502,HS-grad,Assoc-acdm,9,12,Never-married,Married-civ-spouse,Craft-repair,Adm-clerical,Own-child,Husband,White,White,Male,Male,0,4416,0,213,40,33,United-States,South,<=50K,<=50K
27,30,Private,Self-emp-not-inc,262723,37683,Some-college,Bachelors,10,13,Never-married,Married-civ-spouse,Machine-op-inspct,Exec-managerial,Unmarried,Husband,Black,White,Male,Male,0,594,0,213,40,43,United-States,?,<=50K,<=50K
41,32,Self-emp-not-inc,Private,33474,134821,Bachelors,HS-grad,13,13,Married-civ-spouse,Never-married,Exec-managerial,Sales,Husband,Own-child,White,White,Male,Male,0,594,0,213,55,33,United-States,United-States,>50K,>50K
43,29,Private,Private,167151,451327,Bachelors,HS-grad,13,9,Divorced,Separated,Prof-specialty,Handlers-cleaners,Unmarried,Not-in-family,Black,White,Female,Female,0,594,0,213,60,33,United-States,United-States,<=50K,<=50K
38,43,Self-emp-inc,Federal-gov,222532,119474,Prof-school,Some-college,15,10,Never-married,Divorced,Sales,Adm-clerical,Not-in-family,Unmarried,White,White,Female,Female,0,594,0,213,45,33,United-States,United-States,<=50K,<=50K
47,36,Local-gov,Private,48195,90393,Bachelors,Some-college,13,10,Married-civ-spouse,Never-married,Prof-specialty,Sales,Husband,Not-in-family,White,White,Male,Female,0,594,0,213,72,33,United-States,United-States,<=50K,<=50K
23,24,Private,Private,89089,28518,Bachelors,Assoc-voc,13,11,Never-married,Never-married,Sales,Other-service,Not-in-family,Not-in-family,White,White,Female,Female,0,594,0,213,30,33,United-States,United-States,<=50K,<=50K
35,28,Local-gov,Private,179151,159021,Bachelors,HS-grad,13,9,Never-married,Never-married,Prof-specialty,Other-service,Not-in-family,Not-in-family,White,White,Female,Female,0,594,0,213,20,33,United-States,?,<=50K,<=50K
42,47,Self-emp-not-inc,Private,192589,296228,Assoc-acdm,HS-grad,12,9,Married-civ-spouse,Divorced,Exec-managerial,Craft-repair,Husband,Not-in-family,White,White,Male,Male,0,594,0,213,70,33,United-States,United-States,<=50K,<=50K
24,47,Private,Private,236149,135839,HS-grad,Bachelors,9,13,Never-married,Married-civ-spouse,Exec-managerial,Prof-specialty,Own-child,Other-relative,White,White,Female,Male,0,594,0,213,50,43,United-States,United-States,<=50K,>50K
58,34,Private,Private,110820,81859,Bachelors,Some-college,13,13,Married-civ-spouse,Married-civ-spouse,Exec-managerial,Exec-managerial,Husband,Husband,White,White,Male,Male,0,594,0,213,50,33,United-States,?,>50K,>50K
22,41,Private,Private,113464,78928,HS-grad,7th-8th,9,4,Married-civ-spouse,Separated,Transport-moving,Farming-fishing,Husband,Not-in-family,Other,White,Male,Male,0,594,0,213,40,43,Dominican-Republic,United-States,<=50K,<=50K
38,23,Self-emp-not-inc,Private,248929,207513,HS-grad,Some-college,9,10,Married-civ-spouse,Never-married,Transport-moving,Farming-fishing,Husband,Own-child,White,White,Male,Male,0,594,0,213,50,19,United-States,United-States,<=50K,<=50K
41,35,Private,Private,257758,165106,12th,HS-grad,8,9,Married-civ-spouse,Married-civ-spouse,Craft-repair,Craft-repair,Husband,Husband,White,White,Male,Male,0,594,0,213,40,33,United-States,United-States,>50K,<=50K
46,50,Private,Local-gov,198660,169955,HS-grad,HS-grad,9,9,Divorced,Married-civ-spouse,Other-service,Transport-moving,Not-in-family,Wife,White,White,Male,Male,0,594,0,213,40,22,United-States,United-States,<=50K,>50K
22,43,Private,Private,195532,111675,Bachelors,HS-grad,13,9,Never-married,Married-civ-spouse,Other-service,Other-service,Not-in-family,Husband,White,White,Female,Male,0,594,0,213,20,28,United-States,United-States,<=50K,<=50K
17,43,Private,Private,208046,133937,HS-grad,HS-grad,9,9,Never-married,Divorced,Sales,Other-service,Own-child,Other-relative,Black,White,Female,Female,0,594,0,213,16,37,United-States,United-States,<=50K,<=50K
31,23,Self-emp-inc,State-gov,72744,70447,HS-grad,Preschool,9,13,Divorced,Never-married,Other-service,Prof-specialty,Unmarried,Not-in-family,White,White,Male,Male,0,594,0,213,30,33,United-States,United-States,<=50K,<=50K
73,29,?,Self-emp-not-inc,65072,232945,10th,10th,6,6,Never-married,Divorced,?,Craft-repair,Not-in-family,Not-in-family,White,White,Male,Male,0,594,0,213,12,33,United-States,United-States,<=50K,<=50K
27,23,Private,Private,313479,228881,Bachelors,Some-college,13,10,Never-married,Never-married,Prof-specialty,Sales,Own-child,Not-in-family,White,White,Male,Male,0,594,0,213,50,30,United-States,United-States,<=50K,<=50K
57,50,Private,Private,262681,228598,Some-college,5th-6th,10,3,Widowed,Separated,Exec-managerial,Machine-op-inspct,Not-in-family,Not-in-family,White,White,Male,Female,0,594,0,213,60,33,United-States,United-States,<=50K,<=50K
54,26,State-gov,Private,305319,114292,Bachelors,Bachelors,13,13,Married-civ-spouse,Married-civ-spouse,Prof-specialty,Prof-specialty,Husband,Wife,White,White,Male,Female,0,594,0,1887,70,20,United-States,United-States,<=50K,>50K
40,26,Private,Private,158958,222539,HS-grad,HS-grad,9,9,Never-married,Married-civ-spouse,Priv-house-serv,Sales,Other-relative,Husband,Black,White,Female,Male,0,594,0,213,40,42,Honduras,United-States,<=50K,<=50K
23,26,Self-emp-not-inc,Private,47039,157569,Assoc-voc,Bachelors,11,13,Never-married,Never-married,Farming-fishing,?,Own-child,Not-in-family,White,White,Male,Female,0,594,0,213,40,43,United-States,United-States,<=50K,<=50K
36,26,Private,Private,150057,199741,Bachelors,5th-6th,13,13,Married-civ-spouse,Never-married,Prof-specialty,Adm-clerical,Husband,Not-in-family,White,White,Male,Female,0,594,0,213,50,19,United-States,United-States,>50K,<=50K
54,70,State-gov,?,55861,241444,Assoc-acdm,1st-4th,12,2,Divorced,Married-civ-spouse,Adm-clerical,?,Not-in-family,Husband,White,White,Male,Male,0,594,0,213,39,43,United-States,United-States,<=50K,<=50K
32,44,Self-emp-inc,Self-emp-not-inc,225053,185279,Bachelors,HS-grad,13,9,Married-civ-spouse,Married-civ-spouse,Exec-managerial,Farming-fishing,Husband,Husband,White,White,Male,Male,99999,594,0,213,60,43,United-States,United-States,>50K,<=50K
44,26,Self-emp-not-inc,Private,136986,365511,Some-college,HS-grad,10,9,Married-civ-spouse,Never-married,Sales,Machine-op-inspct,Husband,Own-child,White,White,Male,Male,0,594,0,213,25,36,United-States,United-States,<=50K,<=50K
36,53,?,Private,342480,224870,11th,Preschool,7,13,Never-married,Married-civ-spouse,?,Exec-managerial,Not-in-family,Husband,Black,White,Male,Male,0,594,0,213,40,33,United-States,United-States,<=50K,<=50K
30,23,?,Private,335124,345253,Some-college,11th,10,7,Never-married,Never-married,?,Other-service,Not-in-family,Not-in-family,White,White,Female,Male,0,594,0,213,36,96,United-States,United-States,<=50K,<=50K
39,27,Self-emp-not-inc,Private,29874,162580,HS-grad,9th,9,5,Married-civ-spouse,Never-married,Farming-fishing,Handlers-cleaners,Husband,Own-child,White,White,Male,Female,0,594,0,213,54,28,United-States,United-States,<=50K,<=50K
36,19,Private,Private,191146,157569,Some-college,Some-college,10,10,Divorced,Never-married,Sales,Craft-repair,Unmarried,Own-child,Black,White,Female,Male,0,594,0,213,38,33,United-States,United-States,<=50K,<=50K
65,33,Private,Private,154164,69236,Assoc-acdm,Assoc-voc,12,11,Married-civ-spouse,Never-married,Adm-clerical,Sales,Husband,Own-child,White,White,Male,Male,20051,594,0,213,20,42,?,United-States,>50K,<=50K
43,34,Private,State-gov,287008,255635,Bachelors,HS-grad,13,9,Married-civ-spouse,Divorced,Prof-specialty,Other-service,Husband,Not-in-family,White,White,Male,Male,0,594,0,213,40,33,United-States,United-States,<=50K,<=50K
36,30,Private,Private,397877,73199,HS-grad,HS-grad,9,9,Married-civ-spouse,Never-married,Craft-repair,Sales,Husband,Husband,White,White,Male,Male,5013,594,0,213,30,28,United-States,United-States,<=50K,<=50K
40,36,Local-gov,Private,108765,222539,HS-grad,9th,9,14,Married-civ-spouse,Never-married,Adm-clerical,Prof-specialty,Wife,Not-in-family,Amer-Indian-Eskimo,White,Female,Female,0,594,0,213,40,36,United-States,United-States,<=50K,>50K
23,39,Private,Private,215251,190997,Some-college,Some-college,10,10,Never-married,Married-civ-spouse,Other-service,Exec-managerial,Not-in-family,Husband,White,White,Female,Male,0,594,0,213,55,43,United-States,United-States,<=50K,>50K
67,34,Private,Private,132586,169408,HS-grad,Masters,9,14,Widowed,Married-civ-spouse,Other-service,Other-service,Not-in-family,Husband,White,White,Female,Male,0,594,0,213,15,45,United-States,United-States,<=50K,>50K
48,18,Local-gov,Private,328610,112425,Masters,Some-college,14,10,Married-civ-spouse,Never-married,Prof-specialty,Exec-managerial,Husband,Own-child,White,White,Male,Male,0,594,0,213,50,33,United-States,United-States,>50K,<=50K
59,50,Private,Private,264048,225879,HS-grad,Assoc-acdm,9,12,Married-civ-spouse,Married-civ-spouse,Transport-moving,Other-service,Husband,Other-relative,White,White,Male,Male,0,594,0,213,35,40,United-States,United-States,>50K,<=50K
74,34,?,Private,98867,153326,5th-6th,Masters,3,14,Widowed,Divorced,?,Other-service,Not-in-family,Not-in-family,Black,White,Male,Male,0,594,0,213,32,36,United-States,United-States,<=50K,>50K
36,28,Private,?,166289,159021,HS-grad,Bachelors,9,13,Never-married,Married-civ-spouse,Adm-clerical,?,Own-child,Wife,Black,White,Female,Female,0,594,0,213,40,4,United-States,United-States,<=50K,<=50K
19,21,Private,Private,186328,200360,HS-grad,HS-grad,9,9,Never-married,Married-civ-spouse,Machine-op-inspct,Priv-house-serv,Not-in-family,Wife,White,White,Male,Female,0,4416,0,213,40,33,United-States,United-States,<=50K,<=50K
24,18,Federal-gov,State-gov,59948,109609,HS-grad,HS-grad,9,9,Never-married,Never-married,Prof-specialty,Other-service,Unmarried,Own-child,Black,White,Female,Male,0,594,0,213,40,22,United-States,United-States,<=50K,<=50K
41,60,Private,Private,231793,99783,HS-grad,Some-college,9,10,Divorced,Widowed,Other-service,Other-service,Unmarried,Not-in-family,White,White,Female,Female,0,594,0,213,40,19,United-States,United-States,<=50K,<=50K
43,32,Local-gov,Private,487770,172433,10th,Assoc-voc,6,11,Married-civ-spouse,Divorced,Other-service,Transport-moving,Husband,Not-in-family,White,White,Male,Male,0,594,0,213,40,40,United-States,United-States,<=50K,<=50K
27,41,Private,Private,167536,174695,HS-grad,7th-8th,9,4,Married-civ-spouse,Married-civ-spouse,Handlers-cleaners,Other-service,Husband,Other-relative,White,White,Male,Female,0,594,0,213,40,48,United-States,?,<=50K,<=50K
48,29,Private,Private,250736,206815,HS-grad,10th,9,6,Married-civ-spouse,Divorced,Transport-moving,Craft-repair,Husband,Unmarried,Black,White,Male,Female,0,594,0,213,99,33,United-States,United-States,<=50K,<=50K
18,39,?,Federal-gov,197057,192596,10th,Some-college,6,10,Never-married,Married-civ-spouse,?,Prof-specialty,Own-child,Wife,Black,White,Male,Female,0,594,0,213,40,33,United-States,United-States,<=50K,>50K
23,29,Self-emp-not-inc,Private,448026,119474,Assoc-voc,10th,11,6,Never-married,Married-civ-spouse,Craft-repair,Machine-op-inspct,Not-in-family,Husband,White,White,Male,Female,0,594,0,213,45,43,United-States,United-States,<=50K,<=50K
56,55,Private,Private,217775,231284,HS-grad,Some-college,9,10,Divorced,Married-civ-spouse,Transport-moving,Tech-support,Not-in-family,Husband,White,White,Male,Male,0,3103,0,213,50,20,United-States,United-States,>50K,<=50K
22,34,Federal-gov,Private,154394,110239,HS-grad,Assoc-voc,9,11,Never-married,Married-civ-spouse,Other-service,Machine-op-inspct,Own-child,Unmarried,White,White,Female,Male,0,594,0,213,40,33,United-States,United-States,<=50K,<=50K
61,26,Private,Private,244933,207513,HS-grad,HS-grad,9,9,Divorced,Never-married,Sales,Handlers-cleaners,Not-in-family,Own-child,White,White,Female,Male,0,594,0,213,38,33,United-States,United-States,<=50K,<=50K
22,26,Private,Private,155362,504423,HS-grad,Doctorate,9,16,Never-married,Never-married,Sales,Prof-specialty,Own-child,Not-in-family,White,White,Female,Female,0,594,0,213,35,45,United-States,?,<=50K,>50K
48,24,Private,Private,187563,34007,Masters,Assoc-voc,14,11,Married-civ-spouse,Never-married,Craft-repair,Other-service,Husband,Not-in-family,White,White,Male,Male,0,594,0,213,54,33,United-States,United-States,>50K,<=50K
61,21,?,Private,108398,119474,11th,Some-college,7,10,Widowed,Never-married,?,Machine-op-inspct,Unmarried,Own-child,Black,White,Female,Male,0,594,0,213,9,19,United-States,United-States,<=50K,<=50K
30,18,Private,Private,69235,211938,Prof-school,HS-grad,15,9,Married-civ-spouse,Never-married,Prof-specialty,Other-service,Husband,Other-relative,Asian-Pac-Islander,White,Male,Male,0,594,0,213,40,43,Taiwan,United-States,<=50K,<=50K
72,19,Private,Private,174032,153326,Some-college,Some-college,10,10,Married-civ-spouse,Never-married,Protective-serv,Adm-clerical,Husband,Own-child,White,White,Male,Female,0,594,0,213,40,25,United-States,United-States,<=50K,<=50K
31,24,State-gov,State-gov,174957,220595,Some-college,Bachelors,10,13,Married-civ-spouse,Never-married,Protective-serv,Protective-serv,Husband,Not-in-family,White,White,Male,Male,0,594,0,213,50,43,United-States,United-States,<=50K,<=50K
71,26,Self-emp-not-inc,?,31781,155919,HS-grad,Some-college,9,10,Married-civ-spouse,Never-married,Farming-fishing,Craft-repair,Husband,Own-child,White,White,Male,Male,0,594,1510,213,35,40,United-States,Columbia,<=50K,<=50K
49,33,Private,Private,278322,34007,Bachelors,Assoc-voc,13,11,Married-civ-spouse,Never-married,Machine-op-inspct,Adm-clerical,Husband,Not-in-family,White,White,Male,Male,0,594,0,213,40,35,United-States,United-States,>50K,>50K
49,23,Private,Private,144514,381583,HS-grad,Bachelors,9,13,Married-civ-spouse,Never-married,Sales,Craft-repair,Husband,Not-in-family,White,White,Male,Male,0,594,1887,213,45,37,United-States,United-States,>50K,<=50K
41,23,Private,Private,255824,252930,Some-college,Bachelors,10,13,Divorced,Married-civ-spouse,Transport-moving,Adm-clerical,Not-in-family,Wife,White,White,Male,Female,0,594,0,213,45,40,United-States,United-States,<=50K,<=50K
29,22,Private,Private,443858,109609,HS-grad,HS-grad,9,9,Married-civ-spouse,Never-married,Craft-repair,Other-service,Husband,Not-in-family,White,White,Male,Female,0,594,0,213,40,33,United-States,United-States,<=50K,<=50K
19,23,Private,Private,114066,187332,Some-college,Bachelors,10,13,Never-married,Never-married,Adm-clerical,?,Own-child,Own-child,White,White,Female,Female,0,594,0,213,26,19,United-States,United-States,<=50K,<=50K
30,23,Private,?,103860,416164,Assoc-voc,HS-grad,11,9,Married-civ-spouse,Never-married,Craft-repair,Other-service,Husband,Not-in-family,White,White,Male,Male,0,594,0,213,40,8,United-States,United-States,<=50K,<=50K
40,23,Private,Private,132839,66297,Some-college,HS-grad,10,9,Divorced,Never-married,Machine-op-inspct,Machine-op-inspct,Not-in-family,Not-in-family,Black,White,Male,Male,0,594,0,213,40,33,United-States,United-States,<=50K,<=50K
51,28,State-gov,Private,290688,144084,Masters,HS-grad,14,9,Married-civ-spouse,Never-married,Exec-managerial,Handlers-cleaners,Husband,Husband,White,White,Male,Female,0,594,0,213,50,47,United-States,United-States,>50K,<=50K
45,24,?,Private,187439,147551,HS-grad,Bachelors,9,13,Never-married,Never-married,?,Sales,Not-in-family,Own-child,White,White,Male,Female,0,594,0,213,2,36,United-States,?,<=50K,<=50K
22,55,Private,?,170302,228723,HS-grad,11th,9,14,Never-married,Married-civ-spouse,Handlers-cleaners,?,Unmarried,Husband,White,White,Male,Female,0,594,1974,213,45,40,United-States,United-States,<=50K,<=50K
49,33,Private,Private,74984,252413,10th,Some-college,6,10,Married-civ-spouse,Married-civ-spouse,Craft-repair,Exec-managerial,Husband,Wife,White,White,Male,Female,0,594,0,213,40,28,United-States,United-States,<=50K,<=50K
17,45,Private,Private,94774,94064,10th,HS-grad,6,9,Never-married,Married-civ-spouse,Other-service,Other-service,Own-child,Husband,White,White,Female,Male,0,594,0,213,10,42,United-States,United-States,<=50K,<=50K
46,28,Private,Private,72896,301915,Assoc-acdm,Assoc-acdm,12,12,Married-civ-spouse,Divorced,Craft-repair,Other-service,Husband,Unmarried,White,White,Male,Female,0,594,0,213,45,36,United-States,United-States,<=50K,<=50K
55,32,Self-emp-inc,Private,197749,232991,HS-grad,HS-grad,9,9,Married-civ-spouse,Never-married,Sales,Adm-clerical,Husband,Not-in-family,White,White,Male,Male,0,594,1573,213,44,37,United-States,United-States,<=50K,<=50K
28,57,Private,State-gov,182509,172433,Assoc-voc,Bachelors,11,13,Never-married,Married-civ-spouse,Sales,Exec-managerial,Not-in-family,Husband,White,White,Male,Male,0,594,0,213,40,36,United-States,Mexico,<=50K,>50K
39,38,Self-emp-inc,Private,233117,104089,Prof-school,Assoc-voc,15,11,Married-civ-spouse,Divorced,Prof-specialty,Prof-specialty,Husband,Unmarried,White,White,Male,Female,0,594,0,213,40,33,United-States,United-States,>50K,<=50K
36,26,Local-gov,State-gov,102729,409622,HS-grad,Some-college,9,15,Married-civ-spouse,Never-married,Exec-managerial,Prof-specialty,Husband,Not-in-family,White,White,Male,Female,0,594,0,213,40,52,United-States,United-States,<=50K,<=50K
36,38,Private,Private,172706,161954,HS-grad,Some-college,9,10,Married-civ-spouse,Married-civ-spouse,Craft-repair,Sales,Husband,Wife,White,White,Male,Male,0,594,0,213,40,43,United-States,Puerto-Rico,<=50K,<=50K
23,47,Self-emp-inc,Federal-gov,295254,170428,HS-grad,Some-college,9,10,Never-married,Married-civ-spouse,Adm-clerical,Adm-clerical,Not-in-family,Other-relative,White,White,Female,Male,0,594,0,213,40,33,United-States,United-States,<=50K,>50K
38,47,Local-gov,Private,101426,28518,HS-grad,HS-grad,9,9,Never-married,Married-civ-spouse,Protective-serv,Sales,Unmarried,Husband,Black,White,Male,Male,0,594,0,213,40,40,United-States,United-States,<=50K,>50K
75,28,Private,State-gov,185603,193586,10th,Bachelors,6,13,Widowed,Never-married,Tech-support,Prof-specialty,Not-in-family,Other-relative,White,White,Female,Male,0,594,0,213,32,30,United-States,United-States,<=50K,<=50K
53,52,Private,Private,289620,176079,Prof-school,HS-grad,15,9,Married-civ-spouse,Married-civ-spouse,Exec-managerial,Transport-moving,Husband,Husband,White,White,Male,Male,0,594,0,213,45,36,?,United-States,>50K,>50K
39,38,Private,Self-emp-not-inc,179137,67083,HS-grad,HS-grad,9,9,Never-married,Divorced,Adm-clerical,Exec-managerial,Not-in-family,Unmarried,White,White,Female,Male,0,594,0,213,40,43,United-States,United-States,<=50K,<=50K
19,22,Private,Private,222199,121127,Some-college,HS-grad,10,9,Never-married,Never-married,Other-service,Adm-clerical,Own-child,Not-in-family,White,White,Female,Female,0,594,0,213,10,33,United-States,United-States,<=50K,<=50K
39,26,Private,Private,320305,95929,Bachelors,Bachelors,13,13,Married-civ-spouse,Married-civ-spouse,Prof-specialty,Other-service,Husband,Wife,White,White,Male,Female,0,594,0,213,60,15,United-States,United-States,<=50K,<=50K
23,19,?,Private,111340,104089,HS-grad,HS-grad,9,9,Married-civ-spouse,Never-married,?,Handlers-cleaners,Husband,Own-child,White,White,Male,Female,0,594,1573,213,40,33,United-States,United-States,<=50K,<=50K
31,21,Federal-gov,Private,86150,190454,Bachelors,Some-college,13,10,Married-civ-spouse,Never-married,Adm-clerical,Sales,Wife,Not-in-family,Asian-Pac-Islander,White,Female,Female,5178,594,0,213,40,19,United-States,United-States,>50K,<=50K
60,63,Private,?,124648,232991,HS-grad,Bachelors,9,13,Widowed,Married-civ-spouse,Sales,?,Unmarried,Husband,White,White,Female,Male,0,594,0,213,38,25,United-States,United-States,<=50K,<=50K
30,43,Private,?,175761,226668,11th,Some-college,7,10,Married-civ-spouse,Married-civ-spouse,Craft-repair,Craft-repair,Husband,Wife,White,White,Male,Male,2580,594,0,1887,40,33,United-States,United-States,<=50K,>50K
23,39,Private,Private,148948,365511,11th,Some-college,7,10,Married-civ-spouse,Married-civ-spouse,Handlers-cleaners,Machine-op-inspct,Husband,Husband,White,White,Male,Male,0,594,0,213,40,33,United-States,United-States,<=50K,<=50K
42,36,Private,Private,230355,220595,Some-college,12th,10,8,Separated,Divorced,Adm-clerical,Craft-repair,Not-in-family,Not-in-family,White,White,Female,Male,0,594,0,213,40,33,Cuba,United-States,<=50K,<=50K
55,34,State-gov,Private,277203,228723,Some-college,Assoc-voc,10,11,Divorced,Divorced,Transport-moving,Tech-support,Not-in-family,Wife,White,White,Male,Female,0,594,0,213,40,32,United-States,United-States,<=50K,>50K
77,35,Self-emp-not-inc,Private,176690,187730,9th,HS-grad,5,9,Widowed,Divorced,Other-service,Machine-op-inspct,Not-in-family,Own-child,White,White,Female,Female,0,594,0,213,40,40,England,United-States,<=50K,<=50K
64,44,Self-emp-inc,Private,119182,84231,HS-grad,Some-college,9,10,Married-civ-spouse,Married-civ-spouse,Exec-managerial,Sales,Husband,Husband,White,White,Male,Male,0,7688,0,213,40,33,Greece,United-States,<=50K,>50K
35,39,Private,Self-emp-not-inc,181353,242147,Some-college,Some-college,10,10,Married-civ-spouse,Divorced,Sales,Other-service,Husband,Not-in-family,White,White,Male,Male,0,594,0,213,50,36,United-States,United-States,<=50K,<=50K
19,26,Private,Private,311293,109609,HS-grad,9th,9,5,Never-married,Married-civ-spouse,Other-service,Machine-op-inspct,Own-child,Wife,Black,White,Male,Female,0,594,0,213,25,32,United-States,South,<=50K,<=50K
17,45,?,Private,132962,189194,12th,HS-grad,8,9,Never-married,Married-civ-spouse,?,Adm-clerical,Own-child,Husband,Black,White,Male,Male,0,594,0,213,30,33,United-States,United-States,<=50K,<=50K
45,35,Private,Private,155478,206815,Some-college,Bachelors,10,13,Divorced,Married-civ-spouse,Tech-support,Prof-specialty,Unmarried,Husband,White,White,Female,Male,0,594,0,213,40,33,United-States,United-States,<=50K,>50K
38,39,Private,Private,46706,232991,Masters,HS-grad,14,9,Married-civ-spouse,Never-married,Tech-support,Sales,Husband,Husband,White,White,Male,Male,0,594,0,213,20,43,United-States,United-States,<=50K,<=50K
59,49,Private,Private,142326,374163,Assoc-voc,Bachelors,11,13,Divorced,Married-civ-spouse,Adm-clerical,Protective-serv,Not-in-family,Husband,White,White,Female,Male,0,594,0,213,40,33,United-States,United-States,<=50K,>50K
21,50,Private,Private,220454,180425,HS-grad,1st-4th,9,2,Never-married,Married-civ-spouse,Machine-op-inspct,Other-service,Own-child,Husband,White,White,Male,Male,0,594,0,213,40,37,United-States,Puerto-Rico,<=50K,<=50K
45,47,Private,Local-gov,105779,176079,HS-grad,Masters,9,14,Married-civ-spouse,Divorced,Craft-repair,Prof-specialty,Husband,Unmarried,White,White,Male,Female,0,594,0,213,30,40,United-States,United-States,<=50K,<=50K
23,28,Private,Private,362623,261203,10th,Masters,6,14,Married-civ-spouse,Never-married,Other-service,Exec-managerial,Husband,Husband,White,White,Male,Male,0,594,1573,2205,30,52,Mexico,Taiwan,<=50K,>50K
37,21,Private,Private,115806,328663,HS-grad,HS-grad,9,9,Married-civ-spouse,Never-married,Exec-managerial,Craft-repair,Husband,Not-in-family,White,White,Male,Male,0,594,0,213,60,33,United-States,United-States,<=50K,<=50K
29,29,Private,Private,351324,230020,Assoc-acdm,HS-grad,12,9,Never-married,Married-civ-spouse,Sales,Machine-op-inspct,Own-child,Not-in-family,White,White,Female,Male,0,594,0,213,32,43,United-States,United-States,<=50K,<=50K
29,64,Private,?,131712,29571,11th,HS-grad,7,9,Never-married,Widowed,Craft-repair,?,Not-in-family,Not-in-family,White,White,Male,Female,0,594,0,213,40,8,United-States,United-States,<=50K,<=50K
19,47,?,Private,181118,326701,HS-grad,Masters,9,14,Never-married,Never-married,?,Exec-managerial,Own-child,Not-in-family,Black,White,Female,Female,0,594,0,213,20,45,United-States,United-States,<=50K,>50K
19,43,?,Private,214087,209782,HS-grad,Some-college,9,10,Never-married,Married-civ-spouse,?,Craft-repair,Own-child,Other-relative,White,White,Male,Male,0,594,0,1564,40,37,United-States,United-States,<=50K,<=50K
27,52,Private,Private,181291,114292,HS-grad,Bachelors,9,13,Never-married,Divorced,Adm-clerical,Exec-managerial,Own-child,Not-in-family,White,White,Female,Female,0,594,0,213,35,33,Italy,?,<=50K,>50K
44,52,Private,Private,146908,228598,HS-grad,9th,9,5,Married-civ-spouse,Separated,Prof-specialty,Machine-op-inspct,Husband,Unmarried,White,White,Male,Female,0,594,0,213,40,33,United-States,Mexico,<=50K,<=50K
50,34,Self-emp-inc,Private,262777,253642,Masters,Bachelors,14,13,Separated,Never-married,Exec-managerial,Exec-managerial,Unmarried,Not-in-family,Asian-Pac-Islander,White,Male,Male,0,594,0,213,45,37,China,United-States,<=50K,>50K
53,43,Local-gov,Federal-gov,394765,21383,Masters,10th,14,13,Married-civ-spouse,Married-civ-spouse,Exec-managerial,Craft-repair,Husband,Husband,White,White,Male,Male,0,594,0,1740,40,33,United-States,United-States,<=50K,<=50K
41,44,Private,Private,207335,52322,Bachelors,9th,13,5,Divorced,Married-civ-spouse,Prof-specialty,Craft-repair,Not-in-family,Husband,White,White,Male,Male,0,594,0,213,45,33,United-States,United-States,>50K,<=50K
23,63,Private,Local-gov,133712,59792,HS-grad,Some-college,9,10,Never-married,Never-married,Other-service,Prof-specialty,Other-relative,Other-relative,White,White,Female,Female,0,594,0,213,45,11,United-States,United-States,<=50K,<=50K
24,55,State-gov,Private,105479,91658,Masters,HS-grad,14,9,Never-married,Divorced,Prof-specialty,Other-service,Not-in-family,Unmarried,White,White,Female,Female,0,594,0,213,40,22,United-States,United-States,<=50K,<=50K
31,18,Private,?,140092,199244,Bachelors,11th,13,7,Married-civ-spouse,Married-civ-spouse,Prof-specialty,?,Husband,Own-child,White,White,Male,Male,0,594,0,213,40,19,United-States,United-States,>50K,<=50K
37,34,Private,Private,53232,178724,Prof-school,Some-college,15,10,Never-married,Never-married,Prof-specialty,Handlers-cleaners,Not-in-family,Husband,Asian-Pac-Islander,White,Female,Male,0,594,0,213,55,43,United-States,United-States,>50K,<=50K
57,23,Private,State-gov,178154,392082,10th,Some-college,6,10,Widowed,Married-civ-spouse,Transport-moving,Prof-specialty,Not-in-family,Wife,White,White,Male,Female,0,594,0,213,40,40,United-States,United-States,<=50K,<=50K
25,55,Private,Private,202203,121944,Bachelors,HS-grad,13,9,Never-married,Widowed,Adm-clerical,Adm-clerical,Unmarried,Not-in-family,White,White,Female,Female,0,594,0,213,60,32,United-States,United-States,<=50K,<=50K
