age,age_noeducation,workclass,workclass_noeducation,fnlwgt,fnlwgt_noeducation,education,education_noeducation,education_num,education_num_noeducation,marital_status,marital_status_noeducation,occupation,occupation_noeducation,relationship,relationship_noeducation,race,race_noeducation,sex,sex_noeducation,capital_gain,capital_gain_noeducation,capital_loss,capital_loss_noeducation,hours_per_week,hours_per_week_noeducation,native_country,native_country_noeducation,income_per_year,income_per_year_noeducation
54,31,Private,?,159755,162381,HS-grad,HS-grad,9,8,Married-civ-spouse,Never-married,Exec-managerial,?,Husband,Unmarried,White,Black,Male,Female,7688,1173,0,1411,40,35,United-States,United-States,>50K,<=50K
24,19,Private,Private,200207,360491,HS-grad,HS-grad,9,8,Never-married,Married-civ-spouse,Handlers-cleaners,Craft-repair,Not-in-family,Not-in-family,White,White,Male,Male,0,1173,0,1411,40,23,United-States,United-States,<=50K,<=50K
27,48,Private,Private,31493,193490,Bachelors,HS-grad,13,8,Married-civ-spouse,Divorced,Tech-support,Exec-managerial,Husband,Wife,White,White,Male,Female,0,1173,0,1411,30,35,United-States,United-States,<=50K,<=50K
31,32,Private,Private,168981,340110,HS-grad,HS-grad,9,8,Married-civ-spouse,Married-civ-spouse,Adm-clerical,Other-service,Own-child,Husband,White,White,Female,Male,0,1173,0,1411,38,42,United-States,United-States,<=50K,<=50K
20,23,Private,?,201729,53158,Some-college,HS-grad,10,8,Never-married,Never-married,Protective-serv,?,Own-child,Own-child,White,White,Male,Male,0,1173,0,1411,33,20,United-States,United-States,<=50K,<=50K
30,47,Self-emp-not-inc,Private,105749,149347,Bachelors,HS-grad,13,8,Married-civ-spouse,Divorced,Sales,Craft-repair,Husband,Not-in-family,White,White,Male,Male,0,1173,0,1762,50,35,United-States,United-States,<=50K,<=50K
56,29,Federal-gov,Private,101847,67187,HS-grad,HS-grad,9,8,Married-civ-spouse,Married-civ-spouse,Adm-clerical,Transport-moving,Husband,Husband,White,White,Male,Male,4064,1173,0,1411,40,35,United-States,United-States,<=50K,<=50K
46,20,Private,Private,110646,31438,Assoc-acdm,HS-grad,12,8,Married-civ-spouse,Never-married,Adm-clerical,Sales,Wife,Not-in-family,White,White,Female,Male,0,1173,0,1411,56,38,United-States,United-States,<=50K,<=50K
34,41,Private,Private,139753,114942,Some-college,HS-grad,10,8,Never-married,Never-married,Exec-managerial,Farming-fishing,Not-in-family,Wife,White,White,Female,Female,2174,13550,0,1411,50,30,United-States,United-States,<=50K,>50K
25,22,Private,Private,255004,208049,Some-college,HS-grad,10,8,Never-married,Never-married,Sales,Sales,Own-child,Unmarried,White,White,Male,Male,0,1173,0,1411,30,6,United-States,United-States,<=50K,<=50K
34,26,Private,Private,341954,99679,Bachelors,HS-grad,13,8,Married-civ-spouse,Never-married,Exec-managerial,Adm-clerical,Husband,Not-in-family,White,Asian-Pac-Islander,Male,Female,0,1173,0,1411,40,45,United-States,United-States,>50K,<=50K
43,54,Private,Private,124330,97277,Some-college,HS-grad,10,8,Divorced,Divorced,Exec-managerial,Sales,Not-in-family,Unmarried,White,White,Female,Female,0,1173,0,1411,46,35,United-States,United-States,<=50K,<=50K
46,36,Private,Private,64563,241895,Masters,HS-grad,14,8,Married-civ-spouse,Never-married,Prof-specialty,Craft-repair,Husband,Not-in-family,White,White,Male,Female,0,1173,1887,1411,45,30,United-States,United-States,>50K,<=50K
32,20,Self-emp-not-inc,Private,29254,282944,Some-college,HS-grad,10,8,Married-civ-spouse,Never-married,Farming-fishing,Adm-clerical,Husband,Own-child,White,White,Male,Female,0,1173,0,1411,50,20,United-States,United-States,>50K,<=50K
25,77,?,Private,182810,129059,Some-college,HS-grad,10,8,Never-married,Widowed,?,?,Not-in-family,Not-in-family,White,White,Female,Female,0,1173,1564,2179,37,15,United-States,United-States,>50K,<=50K
33,48,?,Federal-gov,139051,25610,11th,HS-grad,7,8,Separated,Married-civ-spouse,?,Other-service,Unmarried,Husband,Black,White,Female,Male,0,1173,0,1411,53,57,United-States,United-States,<=50K,>50K
31,31,Private,Private,151053,231822,Some-college,HS-grad,10,8,Married-civ-spouse,Never-married,Transport-moving,Craft-repair,Husband,Other-relative,White,Black,Male,Male,0,1173,0,1411,34,35,United-States,United-States,<=50K,<=50K
66,36,Self-emp-inc,Private,45702,177824,10th,HS-grad,6,8,Married-civ-spouse,Separated,Farming-fishing,Handlers-cleaners,Husband,Unmarried,White,White,Male,Female,0,1173,0,1411,50,30,United-States,United-States,<=50K,<=50K
26,34,?,Private,138685,172716,Some-college,HS-grad,10,8,Never-married,Divorced,?,Craft-repair,Own-child,Husband,White,White,Male,Male,0,1173,0,1411,40,38,United-States,United-States,<=50K,>50K
37,36,Private,Private,164193,290661,Assoc-voc,HS-grad,11,8,Married-civ-spouse,Married-civ-spouse,Adm-clerical,Adm-clerical,Husband,Husband,White,White,Male,Male,0,1173,0,1411,40,38,United-States,United-States,<=50K,>50K
73,29,Private,Private,109651,74194,HS-grad,HS-grad,9,8,Married-civ-spouse,Married-civ-spouse,Protective-serv,Machine-op-inspct,Husband,Husband,White,Asian-Pac-Islander,Male,Male,0,3908,0,1411,30,35,United-States,United-States,<=50K,<=50K
30,47,Private,Local-gov,126364,162381,HS-grad,HS-grad,9,8,Married-civ-spouse,Married-civ-spouse,Adm-clerical,Protective-serv,Husband,Husband,White,White,Male,Male,0,1173,0,1411,45,45,United-States,United-States,<=50K,<=50K
31,39,Private,Local-gov,328199,172716,HS-grad,HS-grad,9,8,Never-married,Married-civ-spouse,Tech-support,Exec-managerial,Not-in-family,Husband,White,White,Female,Female,2354,1173,0,1411,40,38,United-States,United-States,<=50K,<=50K
44,42,Self-emp-not-inc,Private,180096,67187,Masters,HS-grad,14,8,Divorced,Married-civ-spouse,Exec-managerial,Transport-moving,Not-in-family,Husband,White,White,Male,Male,0,1173,0,1411,20,50,United-States,United-States,<=50K,<=50K
23,32,Private,Private,197613,185195,Some-college,HS-grad,10,8,Never-married,Never-married,Adm-clerical,Machine-op-inspct,Own-child,Not-in-family,White,White,Female,Male,0,1173,0,1411,40,38,United-States,United-States,<=50K,<=50K
35,38,Private,Private,170195,137862,Some-college,HS-grad,10,8,Married-civ-spouse,Divorced,Tech-support,Other-service,Husband,Unmarried,White,White,Male,Female,0,1173,0,1411,40,62,United-States,United-States,>50K,<=50K
48,31,Federal-gov,Local-gov,56482,205019,10th,HS-grad,6,8,Never-married,Married-spouse-absent,Craft-repair,Craft-repair,Not-in-family,Husband,Black,White,Male,Male,0,1173,0,1411,40,38,United-States,United-States,<=50K,<=50K
53,22,Private,Private,23686,145656,Bachelors,HS-grad,13,8,Divorced,Never-married,Exec-managerial,Craft-repair,Not-in-family,Not-in-family,White,White,Female,Male,0,1173,1741,1411,40,53,United-States,United-States,<=50K,<=50K
62,51,State-gov,Local-gov,200916,133420,Bachelors,HS-grad,13,8,Married-civ-spouse,Divorced,Exec-managerial,Adm-clerical,Husband,Not-in-family,White,White,Male,Female,0,1173,0,1411,40,35,United-States,United-States,>50K,<=50K
44,25,Private,Private,160261,193490,HS-grad,HS-grad,9,8,Married-civ-spouse,Never-married,Other-service,Sales,Husband,Not-in-family,Asian-Pac-Islander,White,Male,Male,0,1173,2377,1411,35,35,Hong,United-States,<=50K,<=50K
21,17,Private,Local-gov,129232,236379,Some-college,HS-grad,10,8,Never-married,Never-married,Adm-clerical,?,Own-child,Husband,White,White,Male,Male,0,1173,0,1411,40,35,United-States,United-States,<=50K,<=50K
22,42,Local-gov,Private,249727,572751,Some-college,HS-grad,10,8,Married-civ-spouse,Married-civ-spouse,Protective-serv,Farming-fishing,Husband,Husband,White,White,Male,Male,0,1173,0,1411,40,57,United-States,United-States,>50K,>50K
35,50,State-gov,Private,106448,133420,Masters,HS-grad,14,8,Never-married,Married-civ-spouse,Prof-specialty,Machine-op-inspct,Not-in-family,Husband,White,White,Male,Male,0,1173,0,1411,45,42,United-States,United-States,<=50K,>50K
61,41,Local-gov,State-gov,313852,309196,Bachelors,HS-grad,13,8,Divorced,Married-civ-spouse,Prof-specialty,Transport-moving,Not-in-family,Husband,White,Amer-Indian-Eskimo,Female,Male,0,1173,0,1411,40,35,United-States,United-States,<=50K,<=50K
33,35,Private,Private,213722,180096,HS-grad,HS-grad,9,8,Married-civ-spouse,Married-civ-spouse,Transport-moving,Other-service,Husband,Husband,White,White,Male,Male,0,1173,0,1411,35,53,Greece,United-States,<=50K,<=50K
29,26,Private,Private,120645,259688,Assoc-acdm,HS-grad,12,8,Married-civ-spouse,Married-civ-spouse,Tech-support,Machine-op-inspct,Wife,Husband,Black,White,Female,Male,0,1173,0,1411,40,35,United-States,United-States,<=50K,<=50K
78,35,?,Private,167336,190885,HS-grad,HS-grad,9,8,Married-civ-spouse,Never-married,?,Machine-op-inspct,Husband,Not-in-family,White,White,Male,Male,0,1173,0,1411,16,35,United-States,United-States,<=50K,<=50K
21,36,Self-emp-not-inc,Private,199419,241895,HS-grad,HS-grad,9,8,Never-married,Married-civ-spouse,Other-service,Machine-op-inspct,Own-child,Other-relative,White,Other,Female,Female,0,5455,0,1411,50,38,United-States,United-States,<=50K,>50K
23,26,Private,?,132053,340110,Some-college,HS-grad,10,8,Never-married,Married-civ-spouse,Adm-clerical,Prof-specialty,Not-in-family,Husband,White,White,Female,Male,0,1173,0,1411,40,35,United-States,United-States,<=50K,<=50K
21,45,Private,Private,311570,149347,Assoc-acdm,HS-grad,12,8,Never-married,Married-civ-spouse,Tech-support,Farming-fishing,Own-child,Wife,White,White,Female,Female,0,1173,0,1762,35,38,United-States,United-States,<=50K,>50K
30,54,Private,Private,187203,167670,Bachelors,HS-grad,13,8,Married-civ-spouse,Married-civ-spouse,Handlers-cleaners,Sales,Husband,Unmarried,White,White,Male,Female,0,1173,0,1411,40,23,United-States,United-States,<=50K,<=50K
76,35,Private,Self-emp-not-inc,201240,162381,HS-grad,HS-grad,9,8,Never-married,Separated,Adm-clerical,Other-service,Other-relative,Not-in-family,White,White,Female,Male,0,1173,0,1411,40,45,United-States,United-States,<=50K,<=50K
51,25,Private,Private,150999,125089,HS-grad,HS-grad,9,8,Married-civ-spouse,Never-married,Machine-op-inspct,Other-service,Husband,Other-relative,White,White,Male,Female,0,1173,0,1411,40,38,United-States,United-States,>50K,<=50K
30,17,Self-emp-not-inc,Private,24961,145656,HS-grad,HS-grad,9,8,Divorced,Never-married,Transport-moving,Handlers-cleaners,Not-in-family,Husband,White,White,Male,Male,0,1173,0,1411,40,15,United-States,United-States,<=50K,<=50K
36,31,Local-gov,Private,152021,108468,11th,HS-grad,7,8,Divorced,Married-civ-spouse,Other-service,Craft-repair,Unmarried,Husband,Black,White,Female,Male,0,1173,0,1411,30,38,United-States,United-States,<=50K,<=50K
20,36,Private,Private,374116,185195,11th,HS-grad,7,8,Never-married,Married-civ-spouse,Sales,Adm-clerical,Own-child,Wife,White,Black,Female,Female,0,1173,0,1411,40,45,United-States,United-States,<=50K,>50K
73,29,Private,Local-gov,35370,129059,Bachelors,HS-grad,13,8,Divorced,Never-married,Exec-managerial,Sales,Unmarried,Own-child,White,White,Female,Female,0,1173,0,1411,40,38,United-States,United-States,>50K,<=50K
38,22,Private,Private,65291,200318,Bachelors,HS-grad,13,8,Married-civ-spouse,Never-married,Tech-support,Adm-clerical,Wife,Not-in-family,White,White,Female,Female,0,1173,0,1411,24,20,United-States,United-States,<=50K,<=50K
71,32,?,Private,283889,247337,HS-grad,HS-grad,9,8,Married-spouse-absent,Married-civ-spouse,?,Craft-repair,Not-in-family,Other-relative,Black,White,Male,Male,0,1173,1816,1411,40,50,United-States,United-States,<=50K,<=50K
36,55,Self-emp-not-inc,Private,48585,193490,Some-college,HS-grad,10,8,Married-civ-spouse,Married-civ-spouse,Prof-specialty,Sales,Wife,Husband,White,White,Female,Male,0,1173,0,1411,4,35,United-States,United-States,<=50K,>50K
26,31,Private,Private,132661,25610,HS-grad,HS-grad,9,8,Never-married,Never-married,Adm-clerical,Other-service,Own-child,Unmarried,White,White,Female,Female,0,1173,0,1411,40,6,United-States,United-States,<=50K,<=50K
52,41,Private,Private,267583,572751,10th,HS-grad,6,8,Divorced,Married-civ-spouse,Machine-op-inspct,Other-service,Unmarried,Husband,White,Black,Female,Male,0,1173,0,1411,40,38,United-States,United-States,<=50K,>50K
50,36,Private,Federal-gov,313297,259688,5th-6th,HS-grad,3,8,Divorced,Divorced,Machine-op-inspct,?,Unmarried,Unmarried,White,Black,Female,Female,0,1173,0,1411,40,38,Mexico,United-States,<=50K,<=50K
66,55,Private,Private,290578,175856,7th-8th,HS-grad,4,8,Separated,Married-civ-spouse,Machine-op-inspct,Craft-repair,Not-in-family,Husband,White,White,Female,Male,0,1173,0,1411,40,38,United-States,United-States,<=50K,>50K
32,39,Private,Private,246038,197711,Bachelors,HS-grad,13,8,Never-married,Married-civ-spouse,Prof-specialty,Transport-moving,Not-in-family,Husband,White,White,Male,Male,0,1173,0,1411,40,45,United-States,United-States,>50K,>50K
42,44,Federal-gov,Private,125461,202466,Assoc-voc,HS-grad,11,8,Divorced,Married-civ-spouse,Exec-managerial,Transport-moving,Unmarried,Husband,White,White,Male,Male,0,1173,323,1411,40,30,United-States,United-States,<=50K,<=50K
56,20,Self-emp-not-inc,Private,206149,360491,7th-8th,HS-grad,4,8,Never-married,Never-married,Other-service,Craft-repair,Unmarried,Not-in-family,Black,White,Female,Male,0,1173,0,1411,58,30,United-States,United-States,<=50K,<=50K
59,34,Local-gov,Private,205718,222813,Some-college,HS-grad,10,8,Married-civ-spouse,Married-civ-spouse,Prof-specialty,Craft-repair,Wife,Husband,White,White,Female,Male,0,1173,0,1411,24,35,Canada,United-States,<=50K,<=50K
37,53,Private,Private,241153,222813,Bachelors,HS-grad,13,8,Married-civ-spouse,Married-civ-spouse,Prof-specialty,Other-service,Husband,Husband,White,Black,Male,Male,15024,1173,0,1411,50,38,United-States,United-States,>50K,<=50K
49,54,Private,Private,186706,197711,HS-grad,HS-grad,9,8,Married-civ-spouse,Never-married,Craft-repair,Handlers-cleaners,Wife,Own-child,White,White,Female,Male,7688,1173,0,1411,40,23,United-States,United-States,>50K,<=50K
60,48,Private,Private,216574,167670,Bachelors,HS-grad,13,8,Divorced,Married-civ-spouse,Exec-managerial,Sales,Not-in-family,Husband,White,White,Female,Male,0,1173,0,1411,40,38,United-States,United-States,>50K,>50K
46,55,Private,Self-emp-not-inc,49570,297906,HS-grad,HS-grad,9,8,Divorced,Widowed,Adm-clerical,Other-service,Not-in-family,Not-in-family,White,White,Female,Female,0,1173,0,1411,40,15,United-States,United-States,<=50K,<=50K
42,31,State-gov,Private,82161,360491,HS-grad,HS-grad,9,8,Married-civ-spouse,Married-civ-spouse,Protective-serv,Craft-repair,Husband,Husband,White,White,Male,Male,0,1173,0,1411,72,50,United-States,United-States,>50K,<=50K
44,23,Private,Private,191268,111700,HS-grad,HS-grad,9,8,Never-married,Widowed,Adm-clerical,Sales,Not-in-family,Not-in-family,White,White,Female,Female,0,1173,0,1411,43,10,United-States,United-States,<=50K,<=50K
31,45,Private,Private,59469,348059,HS-grad,HS-grad,9,8,Never-married,Divorced,Other-service,Machine-op-inspct,Not-in-family,Not-in-family,White,White,Male,Male,0,1173,0,1411,40,35,United-States,United-States,<=50K,<=50K
30,32,Private,Private,197947,102388,Some-college,HS-grad,10,8,Divorced,Divorced,Sales,Sales,Not-in-family,Not-in-family,White,White,Male,Male,0,1173,0,1411,58,57,United-States,United-States,<=50K,<=50K
35,45,Private,Private,180131,348059,Bachelors,HS-grad,13,8,Separated,Never-married,Sales,Craft-repair,Not-in-family,Not-in-family,White,White,Male,Female,0,1173,0,1411,50,42,United-States,Mexico,>50K,<=50K
17,53,Private,Private,156732,197711,11th,HS-grad,7,8,Never-married,Widowed,Other-service,Other-service,Other-relative,Not-in-family,White,White,Female,Female,0,2414,0,1411,20,30,United-States,Italy,<=50K,<=50K
22,39,Private,Local-gov,415755,117849,7th-8th,HS-grad,4,8,Married-civ-spouse,Never-married,Machine-op-inspct,Exec-managerial,Husband,Husband,White,White,Male,Female,0,1173,0,1411,40,38,United-States,United-States,<=50K,<=50K
22,48,Private,Private,228254,137862,Some-college,HS-grad,10,8,Never-married,Married-civ-spouse,Adm-clerical,Exec-managerial,Unmarried,Husband,Black,White,Female,Male,0,1173,0,1411,37,35,United-States,United-States,<=50K,<=50K
28,51,Self-emp-not-inc,Self-emp-not-inc,414599,175856,Assoc-acdm,HS-grad,12,8,Never-married,Married-civ-spouse,Exec-managerial,Craft-repair,Not-in-family,Husband,White,White,Male,Male,0,1173,0,1411,21,38,Guatemala,United-States,<=50K,<=50K
35,19,Private,Private,357173,190885,Some-college,HS-grad,10,8,Married-civ-spouse,Never-married,Transport-moving,Other-service,Husband,Not-in-family,White,White,Male,Female,0,1173,0,1411,50,27,United-States,United-States,<=50K,<=50K
49,54,?,Self-emp-not-inc,111282,133420,7th-8th,HS-grad,4,8,Married-civ-spouse,Married-civ-spouse,?,Sales,Husband,Husband,White,White,Male,Male,4386,13550,0,1411,99,57,United-States,United-States,>50K,>50K
38,29,Private,Private,174308,189238,HS-grad,HS-grad,9,8,Never-married,Married-civ-spouse,Farming-fishing,Sales,Not-in-family,Own-child,White,White,Male,Female,0,1173,0,1411,48,27,United-States,United-States,<=50K,>50K
49,36,Federal-gov,Private,61885,164966,Bachelors,HS-grad,13,8,Married-civ-spouse,Separated,Exec-managerial,Handlers-cleaners,Husband,Unmarried,White,Asian-Pac-Islander,Male,Female,0,1173,0,1411,45,38,United-States,United-States,>50K,>50K
42,22,Private,Private,123838,105138,Bachelors,HS-grad,13,8,Married-civ-spouse,Married-civ-spouse,Sales,?,Husband,Unmarried,White,White,Male,Female,0,1173,0,1411,60,35,United-States,United-States,>50K,<=50K
53,41,Private,Private,119170,231822,HS-grad,HS-grad,9,8,Married-civ-spouse,Married-civ-spouse,Transport-moving,Exec-managerial,Husband,Husband,Black,White,Male,Male,0,5455,1740,1411,40,45,United-States,United-States,<=50K,>50K
59,34,Private,Private,219426,348059,9th,HS-grad,5,8,Married-civ-spouse,Divorced,Craft-repair,Craft-repair,Husband,Not-in-family,White,White,Male,Male,0,1173,0,1411,50,30,United-States,United-States,<=50K,<=50K
18,32,Self-emp-inc,Private,184920,241895,HS-grad,HS-grad,9,8,Never-married,Married-civ-spouse,Farming-fishing,Other-service,Own-child,Husband,White,White,Male,Male,0,1173,0,1411,25,45,United-States,United-States,<=50K,<=50K
39,53,Local-gov,Private,187385,460356,Masters,HS-grad,14,8,Married-civ-spouse,Never-married,Prof-specialty,Priv-house-serv,Wife,Not-in-family,White,Black,Female,Female,0,13550,0,1411,28,42,United-States,United-States,>50K,>50K
26,34,Private,Private,234258,211242,HS-grad,HS-grad,9,8,Married-civ-spouse,Married-civ-spouse,Machine-op-inspct,?,Husband,Own-child,Black,White,Male,Male,0,1173,0,1411,40,45,United-States,United-States,<=50K,>50K
24,51,Private,Self-emp-not-inc,387663,399008,Some-college,HS-grad,10,8,Married-spouse-absent,Widowed,Farming-fishing,Machine-op-inspct,Unmarried,Not-in-family,White,White,Female,Female,0,1173,0,1411,40,42,United-States,United-States,<=50K,<=50K
45,42,Private,Private,151817,114942,Masters,HS-grad,14,8,Separated,Divorced,Tech-support,Adm-clerical,Unmarried,Unmarried,White,Black,Female,Female,0,1173,0,1411,36,35,United-States,United-States,<=50K,<=50K
34,28,Private,Private,187203,177824,Prof-school,HS-grad,15,8,Married-civ-spouse,Never-married,Sales,Sales,Husband,Not-in-family,White,White,Male,Male,7688,1173,0,1411,40,38,United-States,United-States,>50K,<=50K
27,54,Local-gov,Private,67187,340110,HS-grad,HS-grad,9,8,Divorced,Married-civ-spouse,Adm-clerical,Transport-moving,Not-in-family,Husband,Amer-Indian-Eskimo,Black,Female,Male,0,1173,0,1411,33,35,United-States,United-States,<=50K,<=50K
48,31,Private,Private,194526,162381,Some-college,HS-grad,10,8,Married-civ-spouse,Married-civ-spouse,Sales,Craft-repair,Wife,Husband,White,Other,Female,Male,0,13550,0,1411,40,38,United-States,United-States,<=50K,>50K
20,23,Private,Private,73266,290661,Some-college,HS-grad,10,8,Never-married,Married-civ-spouse,Transport-moving,Sales,Own-child,Husband,Asian-Pac-Islander,White,Male,Male,0,1173,0,1411,40,42,United-States,United-States,<=50K,<=50K
49,45,Self-emp-not-inc,Private,340755,149347,Masters,HS-grad,14,8,Married-civ-spouse,Divorced,Exec-managerial,Sales,Husband,Unmarried,White,White,Male,Female,5178,1173,0,1411,40,38,United-States,United-States,>50K,<=50K
26,57,Private,Self-emp-inc,168552,375078,HS-grad,HS-grad,9,8,Divorced,Married-civ-spouse,Exec-managerial,Farming-fishing,Unmarried,Wife,White,White,Female,Female,0,13550,0,1411,40,10,United-States,United-States,<=50K,>50K
38,45,Self-emp-inc,Self-emp-inc,188069,330416,Bachelors,HS-grad,13,8,Married-civ-spouse,Married-civ-spouse,Sales,Other-service,Husband,Husband,White,White,Male,Male,15024,1173,0,1411,40,42,United-States,United-States,>50K,<=50K
27,65,Private,Local-gov,198587,236379,HS-grad,HS-grad,9,8,Never-married,Married-civ-spouse,Sales,Transport-moving,Unmarried,Husband,Black,White,Female,Male,0,1173,0,1411,60,38,United-States,United-States,<=50K,<=50K
21,28,State-gov,Private,33423,195554,Some-college,HS-grad,10,8,Never-married,Never-married,Other-service,Handlers-cleaners,Not-in-family,Not-in-family,White,White,Female,Male,0,1173,0,1411,35,35,United-States,United-States,<=50K,<=50K
40,41,Federal-gov,Private,190910,253856,Bachelors,HS-grad,13,8,Married-civ-spouse,Married-civ-spouse,Prof-specialty,?,Husband,Husband,White,White,Male,Male,0,1173,0,1762,40,35,United-States,United-States,>50K,<=50K
47,39,Private,Private,195963,117849,7th-8th,HS-grad,4,8,Never-married,Married-civ-spouse,Transport-moving,Craft-repair,Not-in-family,Not-in-family,Other,White,Male,Male,0,1173,0,1411,48,50,Puerto-Rico,United-States,<=50K,>50K
24,69,Private,Self-emp-not-inc,345066,297906,HS-grad,HS-grad,9,8,Never-married,Married-civ-spouse,Handlers-cleaners,Handlers-cleaners,Not-in-family,Husband,Black,White,Female,Male,0,1173,0,1411,50,6,United-States,United-States,<=50K,>50K
43,20,Private,Private,195258,84673,HS-grad,HS-grad,9,8,Married-civ-spouse,Never-married,Craft-repair,Other-service,Husband,Not-in-family,White,White,Male,Female,0,1173,0,1411,40,45,United-States,United-States,>50K,<=50K
44,31,Private,Self-emp-inc,262233,159021,Some-college,HS-grad,10,8,Divorced,Married-civ-spouse,Exec-managerial,Farming-fishing,Unmarried,Husband,White,White,Male,Male,0,1173,0,1762,47,45,United-States,United-States,<=50K,>50K
56,41,Private,?,78707,309196,9th,HS-grad,5,8,Married-civ-spouse,Married-civ-spouse,Other-service,Protective-serv,Wife,Husband,White,White,Female,Male,4508,1173,0,1411,28,35,United-States,United-States,<=50K,>50K
53,20,Self-emp-inc,Private,251240,572751,Bachelors,HS-grad,13,8,Married-civ-spouse,Never-married,Exec-managerial,Other-service,Husband,Not-in-family,White,Black,Male,Male,0,1173,2415,1411,50,27,United-States,United-States,>50K,<=50K
36,29,Self-emp-not-inc,Private,414056,247337,HS-grad,HS-grad,9,8,Married-civ-spouse,Separated,Craft-repair,Transport-moving,Husband,Not-in-family,White,White,Male,Male,0,1173,0,1411,40,20,United-States,United-States,<=50K,<=50K
56,51,Local-gov,Private,174564,172716,12th,HS-grad,8,8,Divorced,Married-civ-spouse,Transport-moving,Craft-repair,Not-in-family,Husband,White,White,Male,Male,0,1173,0,1411,40,45,United-States,United-States,<=50K,<=50K
26,19,Private,Private,236242,215419,Assoc-voc,HS-grad,11,8,Never-married,Never-married,Adm-clerical,Other-service,Not-in-family,Husband,White,White,Female,Female,0,1173,1590,1411,40,15,United-States,United-States,<=50K,<=50K
31,53,Private,Private,31286,152182,Assoc-voc,HS-grad,11,8,Divorced,Married-civ-spouse,Craft-repair,Handlers-cleaners,Not-in-family,Wife,White,White,Male,Female,0,1173,0,1411,40,35,United-States,United-States,<=50K,<=50K
19,20,Private,Private,234476,67187,Some-college,HS-grad,10,8,Never-married,Never-married,Sales,Other-service,Own-child,Husband,White,White,Female,Female,0,1173,0,1411,7,27,United-States,United-States,<=50K,<=50K
26,50,Private,Private,414916,97277,HS-grad,HS-grad,9,8,Never-married,Divorced,Tech-support,Exec-managerial,Other-relative,Husband,White,White,Male,Male,0,1173,0,1411,40,38,United-States,Greece,<=50K,<=50K
40,48,Private,Private,223881,172716,Some-college,HS-grad,10,8,Divorced,Never-married,Tech-support,Craft-repair,Not-in-family,Not-in-family,White,White,Male,Male,0,1173,0,1411,50,53,United-States,United-States,<=50K,>50K
21,32,Private,Private,284651,159021,Some-college,HS-grad,10,8,Never-married,Married-civ-spouse,Sales,Transport-moving,Own-child,Husband,White,White,Female,Male,0,1173,0,1411,20,35,United-States,United-States,<=50K,<=50K
35,60,Private,Private,38948,111700,Assoc-voc,HS-grad,11,8,Married-civ-spouse,Widowed,Craft-repair,Priv-house-serv,Husband,Unmarried,White,White,Male,Female,3103,1173,0,1411,40,35,United-States,United-States,>50K,<=50K
33,23,Private,Self-emp-not-inc,157887,141824,9th,HS-grad,5,8,Married-civ-spouse,Never-married,Machine-op-inspct,Other-service,Husband,Own-child,White,White,Male,Male,0,1173,0,1411,50,27,United-States,United-States,<=50K,<=50K
59,17,Private,Self-emp-inc,70796,399008,HS-grad,HS-grad,9,8,Married-civ-spouse,Never-married,Priv-house-serv,Sales,Wife,Not-in-family,Black,White,Female,Female,0,1173,0,1411,15,42,United-States,United-States,<=50K,<=50K
49,26,Local-gov,Private,97176,137862,HS-grad,HS-grad,9,8,Widowed,Never-married,Other-service,Other-service,Not-in-family,Not-in-family,White,White,Female,Female,0,1173,0,1411,47,42,United-States,United-States,<=50K,<=50K
54,35,Private,Private,146834,399008,Some-college,HS-grad,10,8,Married-civ-spouse,Divorced,Sales,Craft-repair,Husband,Not-in-family,White,White,Male,Male,0,1173,0,1411,40,35,United-States,United-States,<=50K,<=50K
23,32,Private,Private,490645,309196,Some-college,HS-grad,10,8,Married-civ-spouse,Married-civ-spouse,Prof-specialty,Exec-managerial,Husband,Wife,White,White,Male,Female,2829,1173,0,1411,42,38,United-States,United-States,<=50K,<=50K
61,57,State-gov,Private,31577,102388,Masters,HS-grad,14,8,Married-civ-spouse,Married-civ-spouse,Prof-specialty,Farming-fishing,Husband,Husband,White,White,Male,Male,0,1173,0,1411,30,50,United-States,United-States,<=50K,>50K
33,35,Private,Private,145437,141824,HS-grad,HS-grad,9,8,Never-married,Married-civ-spouse,Craft-repair,?,Own-child,Husband,White,White,Male,Male,0,1173,0,1411,43,38,United-States,United-States,<=50K,>50K
36,68,State-gov,Private,21798,97277,Bachelors,HS-grad,13,8,Married-civ-spouse,Married-spouse-absent,Protective-serv,Machine-op-inspct,Husband,Unmarried,White,White,Male,Male,15024,2414,0,1411,40,35,Germany,?,>50K,<=50K
57,26,Private,Federal-gov,142076,348059,HS-grad,HS-grad,9,8,Married-civ-spouse,Divorced,Machine-op-inspct,Adm-clerical,Husband,Own-child,White,White,Male,Female,4386,1173,0,1411,40,35,United-States,United-States,>50K,<=50K
22,44,Private,?,136230,25610,HS-grad,HS-grad,9,8,Never-married,Widowed,Adm-clerical,?,Own-child,Unmarried,White,White,Male,Female,0,1173,0,1411,40,30,United-States,United-States,<=50K,<=50K
47,72,Private,?,184169,247337,Masters,HS-grad,14,8,Divorced,Widowed,Prof-specialty,?,Unmarried,Not-in-family,White,White,Female,Female,0,1173,0,1411,40,30,United-States,United-States,>50K,<=50K
23,57,Private,Private,175778,141824,Some-college,HS-grad,10,8,Never-married,Married-civ-spouse,Other-service,Protective-serv,Not-in-family,Husband,White,White,Female,Male,0,13550,0,1411,20,35,United-States,United-States,<=50K,>50K
