age,age_nocapital_loss,workclass,workclass_nocapital_loss,fnlwgt,fnlwgt_nocapital_loss,education,education_nocapital_loss,education_num,education_num_nocapital_loss,marital_status,marital_status_nocapital_loss,occupation,occupation_nocapital_loss,relationship,relationship_nocapital_loss,race,race_nocapital_loss,sex,sex_nocapital_loss,capital_gain,capital_gain_nocapital_loss,capital_loss,capital_loss_nocapital_loss,hours_per_week,hours_per_week_nocapital_loss,native_country,native_country_nocapital_loss,income_per_year,income_per_year_nocapital_loss
55,42,Local-gov,Private,61708,167793,Bachelors,Bachelors,13,10,Married-civ-spouse,Divorced,Exec-managerial,Exec-managerial,Husband,Husband,White,Black,Male,Female,0,0,0,0,40,40,United-States,United-States,>50K,<=50K
36,42,Private,Private,294760,167793,Assoc-voc,HS-grad,11,10,Married-civ-spouse,Divorced,Tech-support,Sales,Husband,Husband,White,White,Male,Male,0,0,0,0,50,40,United-States,United-States,<=50K,<=50K
35,42,Private,Private,209280,167793,HS-grad,HS-grad,9,10,Divorced,Divorced,Other-service,Exec-managerial,Unmarried,Husband,White,White,Female,Male,0,0,0,0,31,40,United-States,United-States,<=50K,<=50K
31,42,Private,Private,208881,167793,HS-grad,HS-grad,9,10,Married-civ-spouse,Divorced,Craft-repair,Exec-managerial,Husband,Other-relative,White,White,Male,Male,0,0,0,0,50,40,United-States,United-States,>50K,<=50K
17,42,Private,Private,191535,167793,11th,HS-grad,7,10,Never-married,Divorced,Adm-clerical,Prof-specialty,Own-child,Husband,White,White,Male,Female,0,0,0,0,7,40,United-States,United-States,<=50K,<=50K
31,42,Private,Private,143851,167793,Assoc-acdm,Bachelors,12,10,Married-civ-spouse,Divorced,Prof-specialty,Exec-managerial,Wife,Husband,White,White,Female,Male,0,0,0,0,40,40,United-States,United-States,>50K,<=50K
51,42,Private,Private,161599,167793,Bachelors,Bachelors,13,10,Divorced,Divorced,Adm-clerical,Exec-managerial,Not-in-family,Husband,White,White,Female,Male,0,0,0,0,40,40,?,United-States,<=50K,>50K
20,42,Self-emp-not-inc,Private,428299,167793,HS-grad,Bachelors,9,10,Never-married,Divorced,Sales,Prof-specialty,Own-child,Own-child,White,White,Male,Male,0,0,0,0,40,40,United-States,United-States,<=50K,<=50K
32,42,Self-emp-not-inc,Private,199366,167793,10th,Some-college,6,10,Married-spouse-absent,Divorced,Craft-repair,Exec-managerial,Own-child,Not-in-family,White,White,Male,Male,0,0,0,0,16,40,United-States,United-States,<=50K,<=50K
34,42,Local-gov,Self-emp-not-inc,484911,167793,HS-grad,Bachelors,9,10,Never-married,Divorced,Craft-repair,Prof-specialty,Not-in-family,Wife,Amer-Indian-Eskimo,White,Male,Female,0,0,0,0,40,40,United-States,United-States,<=50K,<=50K
37,42,Private,Private,390243,167793,HS-grad,HS-grad,9,10,Never-married,Divorced,Transport-moving,Sales,Not-in-family,Unmarried,Black,White,Male,Male,0,0,0,0,45,40,United-States,United-States,<=50K,>50K
55,42,Self-emp-not-inc,Self-emp-not-inc,204502,167793,HS-grad,HS-grad,9,10,Married-civ-spouse,Divorced,Sales,Exec-managerial,Husband,Own-child,White,White,Male,Male,0,0,0,0,35,40,United-States,United-States,<=50K,<=50K
32,42,Self-emp-not-inc,Private,114419,167793,Assoc-voc,HS-grad,11,10,Married-civ-spouse,Divorced,Craft-repair,Sales,Husband,Not-in-family,White,White,Male,Male,0,0,0,0,50,40,United-States,United-States,<=50K,<=50K
49,42,Private,Private,79436,167793,HS-grad,Some-college,9,10,Married-civ-spouse,Divorced,Handlers-cleaners,Prof-specialty,Husband,Husband,White,White,Male,Male,0,0,0,0,48,40,United-States,United-States,<=50K,<=50K
54,42,Private,Private,141272,167793,HS-grad,HS-grad,9,10,Married-civ-spouse,Divorced,Adm-clerical,?,Wife,Own-child,White,White,Female,Male,0,0,0,0,40,40,United-States,United-States,>50K,<=50K
62,42,Local-gov,Private,123749,167793,Bachelors,Bachelors,13,10,Married-civ-spouse,Divorced,Exec-managerial,Exec-managerial,Husband,Own-child,White,White,Male,Female,0,0,0,0,40,40,United-States,United-States,>50K,<=50K
18,42,Private,Private,101173,167793,HS-grad,Some-college,9,10,Never-married,Divorced,Exec-managerial,Prof-specialty,Own-child,Other-relative,White,White,Female,Female,0,0,0,0,35,40,United-States,United-States,<=50K,<=50K
49,42,Private,Private,39518,167793,Some-college,Some-college,10,10,Married-civ-spouse,Divorced,Tech-support,Prof-specialty,Husband,Own-child,White,White,Male,Male,0,0,0,0,40,40,United-States,United-States,>50K,<=50K
26,42,Private,Self-emp-not-inc,250038,167793,9th,Some-college,5,10,Never-married,Divorced,Farming-fishing,Sales,Other-relative,Own-child,White,White,Male,Male,0,0,0,0,40,40,Mexico,United-States,<=50K,<=50K
59,42,Self-emp-inc,Private,165695,167793,Bachelors,HS-grad,13,10,Married-civ-spouse,Divorced,Prof-specialty,Sales,Husband,Own-child,White,White,Male,Male,0,0,0,0,20,40,United-States,United-States,>50K,<=50K
48,42,Local-gov,Private,225594,167793,HS-grad,Bachelors,9,10,Married-civ-spouse,Divorced,Other-service,Prof-specialty,Husband,Own-child,Black,White,Male,Female,0,0,0,0,40,40,United-States,United-States,<=50K,<=50K
21,42,State-gov,Private,51979,167793,Some-college,HS-grad,10,10,Never-married,Divorced,Other-service,Adm-clerical,Own-child,Not-in-family,White,White,Female,Male,0,0,0,0,11,40,United-States,United-States,<=50K,<=50K
31,42,Private,Private,177675,167793,Some-college,Bachelors,10,10,Married-civ-spouse,Divorced,Sales,Adm-clerical,Husband,Husband,White,White,Male,Male,0,0,0,0,60,40,United-States,United-States,>50K,<=50K
37,42,Private,Self-emp-not-inc,199739,167793,Some-college,Some-college,10,10,Divorced,Divorced,Craft-repair,Exec-managerial,Own-child,Unmarried,White,White,Male,Male,0,0,0,0,40,40,United-States,United-States,<=50K,<=50K
38,42,Private,Private,27408,167793,HS-grad,HS-grad,9,10,Never-married,Divorced,Farming-fishing,Prof-specialty,Not-in-family,Husband,White,White,Male,Male,0,0,0,0,60,40,United-States,United-States,<=50K,<=50K
28,42,Private,Private,110169,167793,Assoc-voc,HS-grad,11,10,Divorced,Divorced,Adm-clerical,Adm-clerical,Not-in-family,Own-child,White,White,Female,Male,0,0,0,0,3,40,United-States,United-States,<=50K,>50K
39,42,Self-emp-not-inc,Private,179488,167793,HS-grad,Some-college,9,10,Married-civ-spouse,Divorced,Exec-managerial,?,Husband,Husband,White,White,Male,Female,0,0,0,0,50,40,United-States,United-States,<=50K,>50K
30,42,Private,Private,118551,167793,Bachelors,HS-grad,13,10,Never-married,Divorced,Sales,Adm-clerical,Not-in-family,Husband,White,White,Female,Female,0,0,0,0,35,40,United-States,United-States,>50K,<=50K
71,42,Self-emp-not-inc,Private,157845,167793,Bachelors,Some-college,13,10,Married-civ-spouse,Divorced,Sales,Prof-specialty,Husband,Husband,White,White,Male,Female,0,0,0,0,20,40,United-States,United-States,<=50K,<=50K
37,42,Self-emp-not-inc,Private,68899,167793,HS-grad,Some-college,9,10,Married-civ-spouse,Divorced,Transport-moving,Adm-clerical,Husband,Unmarried,White,White,Male,Female,0,0,0,0,60,40,United-States,United-States,>50K,>50K
53,42,Private,Private,58535,167793,HS-grad,Bachelors,9,10,Divorced,Divorced,Sales,Exec-managerial,Not-in-family,Husband,White,White,Female,Female,0,0,0,0,40,40,United-States,United-States,<=50K,<=50K
39,42,Private,Private,191503,167793,Bachelors,HS-grad,13,10,Married-civ-spouse,Divorced,Prof-specialty,Prof-specialty,Husband,Husband,White,White,Male,Male,0,0,1887,0,40,40,United-States,United-States,>50K,<=50K
34,42,Private,Private,113364,167793,Assoc-acdm,HS-grad,12,10,Married-civ-spouse,Divorced,Other-service,Exec-managerial,Husband,Own-child,White,White,Male,Male,0,0,0,0,35,40,United-States,United-States,<=50K,<=50K
34,42,Self-emp-not-inc,Private,204742,167793,HS-grad,Some-college,9,10,Married-civ-spouse,Divorced,Transport-moving,Prof-specialty,Husband,Husband,White,White,Male,Male,0,0,0,0,62,40,United-States,United-States,<=50K,<=50K
21,42,Private,Private,163870,167793,Some-college,Some-college,10,10,Never-married,Divorced,Sales,Exec-managerial,Own-child,Husband,White,White,Male,Female,0,0,0,0,40,40,?,United-States,<=50K,<=50K
53,42,Private,Private,208122,167793,Some-college,HS-grad,10,10,Married-civ-spouse,Divorced,Transport-moving,Prof-specialty,Husband,Husband,Other,White,Male,Male,0,0,0,0,60,40,United-States,United-States,>50K,<=50K
46,42,Local-gov,Private,174361,167793,Masters,HS-grad,14,10,Married-civ-spouse,Divorced,Prof-specialty,Adm-clerical,Husband,Wife,White,White,Male,Female,0,0,0,0,40,40,United-States,United-States,>50K,<=50K
23,42,Private,Private,265077,167793,Bachelors,Bachelors,13,10,Never-married,Divorced,Adm-clerical,Exec-managerial,Own-child,Husband,White,White,Female,Female,1055,0,0,0,10,40,United-States,United-States,<=50K,>50K
50,42,Private,Private,241648,167793,Assoc-voc,Some-college,11,10,Divorced,Divorced,Other-service,Adm-clerical,Not-in-family,Not-in-family,White,White,Female,Male,0,0,0,0,20,40,United-States,United-States,<=50K,<=50K
30,42,Private,Private,94145,167793,HS-grad,Bachelors,9,10,Divorced,Divorced,Adm-clerical,Prof-specialty,Unmarried,Not-in-family,Black,White,Male,Female,0,0,0,0,40,40,United-States,United-States,<=50K,<=50K
32,42,Private,Private,178449,167793,HS-grad,HS-grad,9,10,Never-married,Divorced,Craft-repair,Sales,Not-in-family,Husband,White,White,Male,Female,0,0,0,0,50,40,United-States,United-States,<=50K,<=50K
23,42,Private,Private,236804,167793,Bachelors,Some-college,13,10,Never-married,Divorced,Exec-managerial,Adm-clerical,Not-in-family,Wife,White,White,Male,Female,0,0,0,0,30,40,United-States,United-States,<=50K,<=50K
53,42,Self-emp-not-inc,Private,187830,167793,Masters,HS-grad,14,10,Married-civ-spouse,Divorced,Exec-managerial,Sales,Husband,Husband,White,White,Male,Male,7688,0,0,0,35,40,United-States,United-States,>50K,<=50K
41,42,Private,Private,66208,167793,Prof-school,HS-grad,15,10,Divorced,Divorced,Prof-specialty,Prof-specialty,Unmarried,Husband,White,White,Female,Female,0,0,0,0,45,40,United-States,United-States,<=50K,<=50K
42,42,Private,Private,219155,167793,Bachelors,Bachelors,13,10,Married-civ-spouse,Divorced,Sales,Exec-managerial,Husband,Husband,White,White,Male,Male,15024,0,0,0,50,40,United-States,United-States,>50K,<=50K
38,42,Private,Private,99146,167793,HS-grad,HS-grad,9,10,Married-civ-spouse,Divorced,Transport-moving,Adm-clerical,Husband,Husband,White,White,Male,Male,0,0,0,0,65,40,United-States,United-States,<=50K,>50K
45,42,Private,Private,142889,167793,HS-grad,Some-college,9,10,Divorced,Divorced,Craft-repair,Exec-managerial,Unmarried,Unmarried,White,White,Male,Male,0,0,0,0,44,40,United-States,United-States,<=50K,<=50K
56,42,Private,Private,136164,167793,Some-college,Some-college,10,10,Divorced,Divorced,Adm-clerical,Adm-clerical,Not-in-family,Husband,White,White,Female,Female,0,0,0,0,40,40,United-States,United-States,<=50K,<=50K
36,42,Private,Private,154410,167793,Bachelors,HS-grad,13,10,Married-civ-spouse,Divorced,Prof-specialty,Exec-managerial,Husband,Not-in-family,White,White,Male,Male,0,0,0,0,40,40,United-States,United-States,>50K,>50K
65,42,Private,Private,113293,167793,HS-grad,Some-college,9,10,Married-civ-spouse,Divorced,Craft-repair,Sales,Husband,Husband,White,White,Male,Female,0,0,0,0,40,40,United-States,United-States,<=50K,<=50K
41,42,Private,Self-emp-not-inc,195096,167793,Bachelors,HS-grad,13,10,Married-civ-spouse,Divorced,Exec-managerial,Exec-managerial,Husband,Unmarried,White,White,Male,Male,0,0,0,0,50,40,United-States,United-States,>50K,<=50K
42,42,Private,Private,172641,167793,7th-8th,HS-grad,4,10,Separated,Divorced,Machine-op-inspct,Sales,Unmarried,Husband,Black,White,Female,Male,0,0,0,0,40,40,United-States,United-States,<=50K,<=50K
43,42,Private,Private,265072,167793,Bachelors,HS-grad,13,10,Never-married,Divorced,Prof-specialty,Prof-specialty,Not-in-family,Husband,Asian-Pac-Islander,White,Male,Male,0,0,2258,0,50,40,United-States,United-States,>50K,<=50K
22,42,Private,Private,305874,167793,HS-grad,HS-grad,9,10,Married-civ-spouse,Divorced,Craft-repair,Prof-specialty,Husband,Not-in-family,White,White,Male,Female,0,0,0,0,60,40,United-States,United-States,<=50K,<=50K
51,42,Private,Private,312446,167793,Bachelors,Some-college,13,10,Married-civ-spouse,Divorced,Exec-managerial,Sales,Husband,Own-child,White,White,Male,Female,0,0,0,0,37,40,United-States,United-States,>50K,<=50K
21,42,Private,Private,391312,167793,HS-grad,HS-grad,9,10,Never-married,Divorced,Other-service,Sales,Not-in-family,Husband,Black,White,Female,Male,0,0,0,0,30,40,United-States,United-States,<=50K,<=50K
32,42,Private,Self-emp-not-inc,234976,167793,Some-college,HS-grad,10,10,Married-civ-spouse,Divorced,Exec-managerial,Prof-specialty,Wife,Husband,White,White,Female,Female,0,0,0,0,55,40,United-States,United-States,<=50K,<=50K
19,42,Private,Private,199495,167793,Some-college,HS-grad,10,10,Never-married,Divorced,Handlers-cleaners,Sales,Own-child,Not-in-family,White,White,Male,Female,0,0,0,0,40,40,United-States,United-States,<=50K,<=50K
53,42,Private,Private,98561,167793,HS-grad,HS-grad,9,10,Widowed,Divorced,Tech-support,Exec-managerial,Not-in-family,Husband,White,White,Male,Male,0,0,0,0,39,40,United-States,United-States,>50K,<=50K
43,42,Private,Private,176452,167793,9th,Some-college,5,10,Married-spouse-absent,Divorced,Craft-repair,Sales,Not-in-family,Unmarried,White,White,Male,Female,0,0,0,0,50,40,?,United-States,>50K,<=50K
17,42,Private,Private,188996,167793,9th,HS-grad,5,10,Never-married,Divorced,Sales,Prof-specialty,Not-in-family,Unmarried,White,White,Female,Male,0,0,0,0,30,40,United-States,United-States,<=50K,<=50K
46,42,State-gov,Private,171926,167793,Masters,Some-college,14,10,Divorced,Divorced,Exec-managerial,Prof-specialty,Unmarried,Husband,White,White,Male,Male,7430,0,0,0,50,40,United-States,United-States,>50K,<=50K
45,42,Local-gov,Private,310260,167793,Bachelors,Bachelors,13,10,Married-civ-spouse,Divorced,Prof-specialty,Exec-managerial,Husband,Not-in-family,White,White,Male,Male,0,0,0,0,50,40,United-States,United-States,>50K,<=50K
52,42,Private,Private,72257,167793,HS-grad,HS-grad,9,10,Divorced,Divorced,Handlers-cleaners,Exec-managerial,Not-in-family,Husband,White,White,Male,Male,0,0,0,0,40,40,United-States,United-States,<=50K,>50K
37,42,Self-emp-not-inc,Private,86643,167793,Assoc-acdm,HS-grad,12,10,Never-married,Divorced,Transport-moving,Exec-managerial,Not-in-family,Own-child,White,White,Male,Male,0,0,0,0,50,40,United-States,United-States,<=50K,<=50K
18,42,Private,Private,115815,167793,11th,Bachelors,7,10,Never-married,Divorced,Other-service,Exec-managerial,Own-child,Not-in-family,White,White,Male,Male,0,0,0,0,20,40,United-States,United-States,<=50K,>50K
53,42,Private,Private,227475,167793,Bachelors,HS-grad,13,10,Divorced,Divorced,Sales,Prof-specialty,Not-in-family,Not-in-family,White,White,Female,Male,0,0,0,0,40,40,United-States,United-States,<=50K,<=50K
45,42,Local-gov,Private,324550,167793,Masters,HS-grad,14,10,Married-civ-spouse,Divorced,Prof-specialty,Exec-managerial,Husband,Husband,White,Black,Male,Male,7688,0,0,0,40,40,United-States,United-States,>50K,<=50K
37,42,Private,Private,138105,167793,HS-grad,Some-college,9,10,Separated,Divorced,Craft-repair,?,Unmarried,Husband,White,Black,Female,Female,0,0,0,0,40,40,United-States,United-States,<=50K,<=50K
19,42,Private,Private,146189,167793,11th,Some-college,7,10,Never-married,Divorced,Sales,Exec-managerial,Unmarried,Not-in-family,Amer-Indian-Eskimo,White,Male,Female,0,0,0,0,43,40,United-States,United-States,<=50K,>50K
25,42,Private,Self-emp-not-inc,478836,167793,Some-college,Some-college,10,10,Never-married,Divorced,Exec-managerial,Sales,Not-in-family,Not-in-family,White,White,Male,Female,0,0,0,0,40,40,United-States,United-States,<=50K,<=50K
57,42,Private,Private,513440,167793,Masters,HS-grad,14,10,Married-civ-spouse,Divorced,Exec-managerial,Prof-specialty,Husband,Not-in-family,White,White,Male,Male,0,0,0,0,40,40,Mexico,United-States,<=50K,<=50K
19,42,Private,Private,151806,167793,Some-college,Some-college,10,10,Never-married,Divorced,Other-service,Exec-managerial,Not-in-family,Husband,White,White,Female,Male,0,0,0,0,40,40,United-States,United-States,<=50K,<=50K
45,42,Private,Private,363253,167793,Some-college,HS-grad,10,10,Never-married,Divorced,Prof-specialty,Prof-specialty,Not-in-family,Husband,White,White,Male,Male,0,0,0,0,50,40,?,United-States,>50K,<=50K
54,42,Self-emp-inc,Private,263925,167793,HS-grad,Some-college,9,10,Divorced,Divorced,Sales,Prof-specialty,Not-in-family,Not-in-family,White,White,Male,Female,0,0,0,0,50,40,United-States,United-States,<=50K,<=50K
29,42,Private,Private,57617,167793,Some-college,Bachelors,10,10,Never-married,Divorced,Other-service,Sales,Not-in-family,Not-in-family,White,White,Female,Female,0,0,0,0,34,40,United-States,United-States,<=50K,<=50K
32,42,Private,Private,208761,167793,HS-grad,HS-grad,9,10,Never-married,Divorced,Transport-moving,Sales,Not-in-family,Own-child,White,White,Male,Female,0,0,0,0,60,40,United-States,United-States,<=50K,<=50K
49,42,Private,Private,169092,167793,HS-grad,Bachelors,9,10,Married-civ-spouse,Divorced,Adm-clerical,Exec-managerial,Other-relative,Not-in-family,White,White,Female,Male,0,0,0,0,40,40,?,United-States,<=50K,>50K
34,42,Private,Self-emp-not-inc,173854,167793,Masters,HS-grad,14,10,Divorced,Divorced,Exec-managerial,Adm-clerical,Not-in-family,Husband,White,White,Male,Female,27828,0,0,0,60,40,United-States,United-States,>50K,<=50K
46,42,Local-gov,Private,116906,167793,Masters,HS-grad,14,10,Never-married,Divorced,Prof-specialty,Exec-managerial,Not-in-family,Not-in-family,Black,White,Female,Female,0,0,2258,0,35,40,United-States,United-States,<=50K,<=50K
43,42,Private,Private,163769,167793,10th,HS-grad,6,10,Separated,Divorced,Other-service,Exec-managerial,Unmarried,Husband,White,White,Female,Male,0,0,0,0,40,40,United-States,United-States,<=50K,<=50K
32,42,Federal-gov,Private,72630,167793,Prof-school,HS-grad,15,10,Never-married,Divorced,Prof-specialty,Prof-specialty,Not-in-family,Husband,White,White,Male,Male,14084,0,0,0,55,40,United-States,United-States,>50K,<=50K
58,42,?,Private,141409,167793,Assoc-voc,Some-college,11,10,Married-civ-spouse,Divorced,?,Exec-managerial,Husband,Wife,White,White,Male,Male,0,0,0,0,40,40,United-States,United-States,<=50K,<=50K
67,42,Private,Private,24968,167793,9th,HS-grad,5,10,Married-civ-spouse,Divorced,Protective-serv,Prof-specialty,Husband,Unmarried,White,White,Male,Female,0,0,0,0,40,40,United-States,United-States,<=50K,<=50K
24,42,Private,Private,118514,167793,HS-grad,HS-grad,9,10,Never-married,Divorced,Craft-repair,Exec-managerial,Own-child,Own-child,White,White,Male,Male,0,0,0,0,40,40,United-States,United-States,<=50K,>50K
19,42,?,Private,116834,167793,Some-college,Some-college,10,10,Never-married,Divorced,?,Exec-managerial,Own-child,Wife,White,White,Female,Female,0,0,0,0,25,40,United-States,United-States,<=50K,<=50K
42,42,Self-emp-not-inc,Private,99185,167793,Bachelors,HS-grad,13,10,Married-civ-spouse,Divorced,Craft-repair,Adm-clerical,Husband,Not-in-family,White,White,Male,Male,0,0,0,0,50,40,United-States,United-States,>50K,<=50K
32,42,Private,Private,121769,167793,Some-college,Bachelors,10,10,Married-civ-spouse,Divorced,Craft-repair,Sales,Husband,Not-in-family,White,White,Male,Male,0,0,0,0,40,40,United-States,United-States,<=50K,<=50K
59,42,Private,Private,160271,167793,7th-8th,Some-college,4,10,Separated,Divorced,Machine-op-inspct,Sales,Not-in-family,Husband,White,White,Male,Female,0,0,0,0,40,40,United-States,United-States,<=50K,<=50K
34,42,Private,Private,123429,167793,Some-college,HS-grad,10,10,Married-civ-spouse,Divorced,Adm-clerical,Adm-clerical,Husband,Husband,White,White,Male,Male,0,0,0,0,60,40,United-States,United-States,<=50K,<=50K
24,42,Private,Self-emp-not-inc,744929,167793,HS-grad,Some-college,9,10,Never-married,Divorced,Exec-managerial,Sales,Own-child,Other-relative,Black,White,Female,Male,0,0,0,0,40,40,United-States,United-States,<=50K,<=50K
21,42,Private,Private,143604,167793,Some-college,HS-grad,10,10,Never-married,Divorced,Adm-clerical,Prof-specialty,Own-child,Husband,White,White,Female,Female,0,0,0,0,12,40,United-States,United-States,<=50K,<=50K
36,42,Private,Self-emp-not-inc,284582,167793,Some-college,Bachelors,10,10,Separated,Divorced,Sales,Sales,Unmarried,Not-in-family,White,White,Female,Male,0,0,0,0,40,40,United-States,United-States,<=50K,>50K
38,42,?,Private,229363,167793,HS-grad,Bachelors,9,10,Married-civ-spouse,Divorced,?,Sales,Wife,Husband,White,White,Female,Female,0,0,0,0,4,40,United-States,United-States,<=50K,<=50K
53,42,Private,Private,161482,167793,Bachelors,Some-college,13,10,Divorced,Divorced,Prof-specialty,Exec-managerial,Not-in-family,Husband,White,White,Female,Male,0,0,0,0,50,40,United-States,United-States,>50K,>50K
24,42,Self-emp-not-inc,Private,107452,167793,Some-college,Bachelors,10,10,Married-civ-spouse,Divorced,Sales,Prof-specialty,Husband,Own-child,White,White,Male,Female,0,0,0,0,40,40,United-States,United-States,<=50K,<=50K
38,42,State-gov,Private,534775,167793,Some-college,Bachelors,10,10,Never-married,Divorced,Tech-support,Prof-specialty,Unmarried,Husband,Black,White,Female,Male,0,0,0,0,50,40,United-States,United-States,<=50K,>50K
51,42,Private,Private,183200,167793,Some-college,Bachelors,10,10,Married-civ-spouse,Divorced,Exec-managerial,Exec-managerial,Husband,Husband,White,White,Male,Male,0,0,1902,0,40,40,United-States,United-States,<=50K,>50K
42,42,Private,Private,169980,167793,Some-college,Some-college,10,10,Married-civ-spouse,Divorced,Craft-repair,Sales,Husband,Husband,Black,White,Male,Female,0,0,0,0,50,40,United-States,United-States,>50K,<=50K
22,42,Private,Private,299047,167793,Some-college,Some-college,10,10,Never-married,Divorced,Adm-clerical,Prof-specialty,Own-child,Unmarried,White,White,Female,Male,0,0,0,0,30,40,United-States,United-States,<=50K,<=50K
53,42,Private,Private,92475,167793,Some-college,Bachelors,10,10,Never-married,Divorced,Adm-clerical,Prof-specialty,Other-relative,Wife,White,White,Female,Male,0,0,0,0,40,40,United-States,United-States,<=50K,<=50K
51,42,Private,Private,114758,167793,11th,Some-college,7,10,Married-civ-spouse,Divorced,Machine-op-inspct,Exec-managerial,Husband,Husband,White,White,Male,Male,0,0,0,0,48,40,United-States,United-States,>50K,>50K
65,42,Self-emp-not-inc,Private,55894,167793,Prof-school,Bachelors,15,10,Divorced,Divorced,Tech-support,Exec-managerial,Not-in-family,Own-child,White,White,Male,Male,0,0,0,0,40,40,United-States,United-States,<=50K,>50K
40,42,Private,Private,98466,167793,11th,HS-grad,7,10,Married-civ-spouse,Divorced,Craft-repair,Prof-specialty,Husband,Own-child,White,White,Male,Male,0,0,0,0,50,40,United-States,United-States,<=50K,>50K
39,42,Private,Private,170174,167793,Assoc-voc,Bachelors,11,10,Never-married,Divorced,Adm-clerical,Sales,Own-child,Not-in-family,White,White,Male,Female,14344,0,0,0,40,40,United-States,United-States,>50K,<=50K
54,42,Private,Private,335177,167793,HS-grad,HS-grad,9,10,Divorced,Divorced,Craft-repair,Exec-managerial,Unmarried,Husband,White,White,Male,Male,0,0,0,0,45,40,?,United-States,<=50K,<=50K
24,42,Private,Self-emp-not-inc,511231,167793,HS-grad,HS-grad,9,10,Never-married,Divorced,Other-service,Exec-managerial,Own-child,Husband,Black,White,Male,Female,0,0,0,0,40,40,United-States,United-States,<=50K,<=50K
32,42,Local-gov,Private,257849,167793,HS-grad,Some-college,9,10,Married-civ-spouse,Divorced,Transport-moving,Adm-clerical,Husband,Husband,White,White,Male,Male,0,0,0,0,40,40,United-States,United-States,<=50K,<=50K
40,42,Local-gov,Private,208751,167793,Bachelors,Some-college,13,10,Divorced,Divorced,Prof-specialty,Prof-specialty,Unmarried,Other-relative,White,White,Female,Female,0,0,0,0,40,40,United-States,United-States,<=50K,<=50K
36,42,Private,Private,383566,167793,Bachelors,HS-grad,13,10,Married-civ-spouse,Divorced,Exec-managerial,Adm-clerical,Husband,Not-in-family,White,White,Male,Male,15024,0,0,0,55,40,England,United-States,>50K,>50K
47,42,?,Self-emp-not-inc,214605,167793,HS-grad,Some-college,9,10,Married-civ-spouse,Divorced,?,Exec-managerial,Husband,Wife,White,White,Male,Male,0,0,0,0,40,40,United-States,United-States,<=50K,<=50K
40,42,State-gov,Private,243664,167793,Bachelors,HS-grad,13,10,Married-civ-spouse,Divorced,Prof-specialty,Adm-clerical,Wife,Husband,Black,White,Female,Female,0,0,0,0,40,40,United-States,United-States,<=50K,<=50K
41,42,Private,Private,176716,167793,Bachelors,HS-grad,13,10,Married-civ-spouse,Divorced,Prof-specialty,Sales,Husband,Unmarried,White,White,Male,Male,0,0,1902,0,40,40,United-States,United-States,>50K,<=50K
38,42,Private,Private,366618,167793,HS-grad,Some-college,9,10,Divorced,Divorced,Craft-repair,Adm-clerical,Not-in-family,Unmarried,White,White,Male,Male,0,0,0,0,40,40,United-States,United-States,<=50K,<=50K
36,42,Self-emp-inc,Private,83748,167793,Some-college,HS-grad,10,10,Married-civ-spouse,Divorced,Exec-managerial,Adm-clerical,Other-relative,Husband,Asian-Pac-Islander,White,Female,Female,0,0,0,0,70,40,South,United-States,<=50K,<=50K
64,42,Private,Private,278585,167793,HS-grad,HS-grad,9,10,Separated,Divorced,Machine-op-inspct,Adm-clerical,Unmarried,Wife,Black,White,Female,Female,0,0,0,0,40,40,United-States,United-States,<=50K,<=50K
47,42,Private,Self-emp-not-inc,106942,167793,7th-8th,Bachelors,4,10,Separated,Divorced,Other-service,Adm-clerical,Not-in-family,Not-in-family,White,White,Female,Male,0,0,0,0,38,40,United-States,United-States,<=50K,<=50K
22,42,Private,Private,372898,167793,Some-college,Some-college,10,10,Never-married,Divorced,Adm-clerical,Prof-specialty,Own-child,Not-in-family,White,White,Female,Female,0,0,0,0,20,40,United-States,United-States,<=50K,<=50K
48,42,Private,Private,183610,167793,Assoc-voc,HS-grad,11,10,Divorced,Divorced,Tech-support,Prof-specialty,Not-in-family,Wife,White,White,Female,Male,0,0,0,0,40,40,United-States,United-States,<=50K,>50K
45,42,Private,Private,106061,167793,11th,Some-college,7,10,Married-civ-spouse,Divorced,Sales,Prof-specialty,Husband,Own-child,White,White,Male,Female,0,0,0,0,70,40,United-States,United-States,<=50K,<=50K
58,42,State-gov,Private,138130,167793,HS-grad,Bachelors,9,10,Never-married,Divorced,Tech-support,Sales,Own-child,Husband,Black,White,Female,Male,0,0,0,0,40,40,United-States,United-States,<=50K,<=50K
48,42,Private,Private,43479,167793,Assoc-voc,HS-grad,11,10,Married-civ-spouse,Divorced,Handlers-cleaners,Adm-clerical,Husband,Husband,White,White,Male,Male,5013,0,0,0,40,40,United-States,United-States,<=50K,>50K
49,42,Private,Private,118520,167793,HS-grad,HS-grad,9,10,Divorced,Divorced,Adm-clerical,Sales,Not-in-family,Wife,White,White,Female,Female,0,0,0,0,45,40,United-States,United-States,<=50K,<=50K
34,42,Federal-gov,Private,207284,167793,12th,Some-college,8,10,Married-civ-spouse,Divorced,Craft-repair,Adm-clerical,Husband,Not-in-family,White,White,Male,Female,0,0,0,0,40,40,United-States,United-States,<=50K,<=50K
43,42,State-gov,Self-emp-not-inc,598995,167793,Bachelors,HS-grad,13,10,Married-civ-spouse,Divorced,Prof-specialty,Sales,Wife,Husband,Black,White,Female,Male,3103,0,0,0,40,40,United-States,United-States,>50K,<=50K
