age,age_norelationship,workclass,workclass_norelationship,fnlwgt,fnlwgt_norelationship,education,education_norelationship,education_num,education_num_norelationship,marital_status,marital_status_norelationship,occupation,occupation_norelationship,relationship,relationship_norelationship,race,race_norelationship,sex,sex_norelationship,capital_gain,capital_gain_norelationship,capital_loss,capital_loss_norelationship,hours_per_week,hours_per_week_norelationship,native_country,native_country_norelationship,income_per_year,income_per_year_norelationship
46,48,Private,Local-gov,177536,155107,Some-college,Some-college,10,10,Divorced,Never-married,Sales,Craft-repair,Unmarried,Husband,White,White,Male,Male,0,0,0,0,60,47,United-States,United-States,<=50K,<=50K
29,22,Private,Private,168524,208826,Some-college,Bachelors,10,13,Never-married,Never-married,Tech-support,Other-service,Not-in-family,Husband,White,White,Female,Female,0,0,0,0,40,34,United-States,United-States,<=50K,<=50K
19,46,Self-emp-inc,Local-gov,108551,120131,HS-grad,10th,9,14,Never-married,Divorced,Adm-clerical,Craft-repair,Own-child,Husband,White,White,Female,Female,0,0,0,0,20,38,United-States,United-States,<=50K,<=50K
38,38,Self-emp-not-inc,Private,180477,26668,Prof-school,HS-grad,15,9,Married-civ-spouse,Divorced,Prof-specialty,Other-service,Husband,Husband,White,White,Male,Male,0,0,0,0,37,66,United-States,United-States,>50K,<=50K
58,48,Self-emp-not-inc,Private,162970,348144,Some-college,HS-grad,10,9,Married-civ-spouse,Never-married,Craft-repair,Machine-op-inspct,Husband,Husband,White,White,Male,Female,0,0,0,1579,40,34,United-States,United-States,<=50K,<=50K
43,33,Private,Private,104196,185068,HS-grad,HS-grad,9,9,Married-civ-spouse,Never-married,Machine-op-inspct,Prof-specialty,Husband,Husband,White,White,Male,Female,0,0,0,1668,43,38,United-States,United-States,<=50K,<=50K
34,28,Private,Private,329288,308296,HS-grad,Bachelors,9,13,Married-civ-spouse,Never-married,Machine-op-inspct,Other-service,Husband,Husband,White,White,Male,Female,4386,0,0,0,55,34,United-States,United-States,>50K,<=50K
59,49,Self-emp-not-inc,State-gov,39398,251990,HS-grad,Bachelors,9,16,Married-civ-spouse,Never-married,Sales,Prof-specialty,Wife,Husband,White,White,Female,Female,0,0,0,1870,42,56,United-States,Germany,<=50K,>50K
33,37,Private,Private,70240,334427,Some-college,HS-grad,10,9,Never-married,Divorced,Other-service,Exec-managerial,Own-child,Husband,Asian-Pac-Islander,White,Female,Female,0,2907,0,0,40,48,Philippines,United-States,<=50K,>50K
17,40,Private,Private,153021,237720,Some-college,Bachelors,10,13,Never-married,Never-married,Adm-clerical,Adm-clerical,Own-child,Husband,White,White,Female,Female,0,0,0,0,6,32,United-States,United-States,<=50K,>50K
29,41,Local-gov,Private,152461,404616,Bachelors,Bachelors,13,13,Never-married,Never-married,Tech-support,Prof-specialty,Not-in-family,Husband,White,White,Female,Female,0,0,0,0,40,34,United-States,United-States,<=50K,>50K
33,28,Private,Private,171892,174308,Assoc-acdm,Bachelors,12,13,Never-married,Never-married,Machine-op-inspct,Prof-specialty,Not-in-family,Husband,White,White,Female,Female,0,0,0,0,42,15,United-States,United-States,<=50K,<=50K
45,40,Private,Private,128141,133938,11th,Some-college,7,10,Separated,Divorced,Tech-support,Adm-clerical,Unmarried,Husband,White,White,Female,Female,0,0,0,0,40,36,Puerto-Rico,United-States,<=50K,<=50K
68,34,Private,Private,182574,240767,Some-college,Some-college,10,10,Widowed,Never-married,Adm-clerical,Sales,Not-in-family,Husband,White,White,Female,Male,991,0,0,0,29,32,United-States,Germany,<=50K,<=50K
33,40,Local-gov,Private,189145,256274,Bachelors,Masters,13,14,Never-married,Never-married,Prof-specialty,Adm-clerical,Not-in-family,Husband,White,Black,Female,Female,0,9562,0,0,20,42,United-States,United-States,<=50K,>50K
49,33,Self-emp-inc,Private,218835,163845,Prof-school,HS-grad,15,9,Married-civ-spouse,Separated,Prof-specialty,Adm-clerical,Husband,Husband,White,White,Male,Male,0,0,0,0,60,32,United-States,United-States,>50K,<=50K
46,46,Local-gov,State-gov,132994,23686,Some-college,Masters,10,13,Married-civ-spouse,Never-married,Adm-clerical,Other-service,Wife,Husband,White,White,Female,Male,7688,0,0,0,40,30,United-States,United-States,>50K,>50K
54,29,Private,Private,83103,166827,Bachelors,Some-college,13,10,Married-civ-spouse,Divorced,Sales,Sales,Husband,Husband,White,White,Male,Female,0,0,0,0,67,48,United-States,United-States,<=50K,<=50K
31,41,Private,Private,198103,106753,HS-grad,Masters,9,14,Never-married,Never-married,Machine-op-inspct,Adm-clerical,Own-child,Husband,White,White,Male,Male,0,0,0,0,40,36,United-States,United-States,<=50K,>50K
25,49,?,Private,177812,53524,Bachelors,Assoc-voc,13,11,Never-married,Never-married,?,Craft-repair,Not-in-family,Husband,White,White,Male,Male,0,0,0,0,40,32,United-States,United-States,<=50K,<=50K
39,34,Self-emp-inc,Private,144154,334105,Bachelors,Assoc-acdm,13,12,Never-married,Never-married,Prof-specialty,Sales,Unmarried,Husband,White,White,Female,Female,0,0,0,0,80,48,United-States,United-States,<=50K,<=50K
56,34,Private,Private,169086,211022,Doctorate,Assoc-voc,16,11,Married-civ-spouse,Divorced,Prof-specialty,Prof-specialty,Husband,Husband,White,White,Male,Male,0,0,0,0,55,34,?,United-States,>50K,>50K
36,34,Private,Private,140854,156926,7th-8th,Bachelors,4,13,Married-civ-spouse,Never-married,Adm-clerical,Exec-managerial,Husband,Husband,White,Asian-Pac-Islander,Male,Female,0,0,0,0,45,52,Portugal,Taiwan,<=50K,<=50K
20,34,?,Private,218875,77072,Some-college,Assoc-voc,10,13,Never-married,Divorced,?,Sales,Other-relative,Husband,White,White,Female,Female,0,15024,0,0,20,36,United-States,United-States,<=50K,>50K
35,37,Self-emp-not-inc,Private,187589,72896,Bachelors,Bachelors,13,13,Married-civ-spouse,Never-married,Craft-repair,Exec-managerial,Husband,Husband,White,White,Male,Female,0,0,0,0,7,34,United-States,United-States,<=50K,<=50K
36,25,Private,Private,112271,455553,Bachelors,1st-4th,13,2,Married-civ-spouse,Separated,Tech-support,Other-service,Husband,Husband,White,White,Male,Female,0,0,1902,0,40,81,United-States,Mexico,>50K,<=50K
27,25,Private,Private,199118,190423,Some-college,Bachelors,10,13,Never-married,Never-married,Adm-clerical,Tech-support,Own-child,Husband,White,White,Female,Male,0,0,0,0,40,34,Mexico,United-States,<=50K,<=50K
46,21,Private,Private,178642,191268,HS-grad,HS-grad,9,9,Married-civ-spouse,Never-married,Handlers-cleaners,Exec-managerial,Wife,Husband,White,Black,Female,Female,0,0,0,0,40,20,United-States,United-States,>50K,<=50K
34,21,Private,Private,113708,213977,12th,Some-college,8,10,Married-civ-spouse,Never-married,Craft-repair,Protective-serv,Husband,Husband,White,White,Male,Male,0,0,0,0,59,39,United-States,United-States,>50K,<=50K
29,64,Federal-gov,?,185670,334105,Bachelors,5th-6th,13,3,Married-civ-spouse,Never-married,Prof-specialty,?,Husband,Husband,White,White,Male,Female,0,0,0,0,40,16,United-States,United-States,<=50K,<=50K
36,29,Private,Private,303187,161342,Some-college,HS-grad,10,9,Married-civ-spouse,Never-married,Machine-op-inspct,Transport-moving,Husband,Husband,Asian-Pac-Islander,White,Male,Male,0,0,0,0,44,50,?,United-States,>50K,<=50K
49,24,Private,Private,209739,241765,Assoc-voc,Some-college,11,10,Married-civ-spouse,Never-married,Exec-managerial,Adm-clerical,Husband,Husband,White,Black,Male,Female,7688,0,0,0,60,29,United-States,United-States,>50K,<=50K
52,45,Self-emp-not-inc,Private,155278,126701,10th,Bachelors,6,13,Married-civ-spouse,Never-married,Exec-managerial,Tech-support,Husband,Husband,White,White,Male,Male,0,0,0,0,40,32,United-States,United-States,<=50K,>50K
30,59,Private,Private,119422,279315,Assoc-voc,HS-grad,11,9,Married-civ-spouse,Never-married,Transport-moving,Other-service,Husband,Husband,White,White,Male,Male,0,0,0,0,40,99,United-States,United-States,<=50K,<=50K
46,45,Local-gov,Private,326292,175202,Masters,HS-grad,14,9,Married-civ-spouse,Never-married,Exec-managerial,Machine-op-inspct,Husband,Husband,White,White,Male,Female,0,0,0,0,40,32,United-States,United-States,>50K,<=50K
35,49,Private,Private,212512,180150,HS-grad,Bachelors,9,13,Married-civ-spouse,Divorced,Craft-repair,Sales,Husband,Husband,White,White,Male,Male,0,0,0,0,50,32,United-States,United-States,>50K,>50K
37,24,Private,Private,33440,39363,HS-grad,Bachelors,9,13,Separated,Never-married,Other-service,Sales,Unmarried,Husband,White,White,Female,Male,0,0,0,0,40,37,United-States,United-States,<=50K,<=50K
38,54,State-gov,Private,185180,308673,Prof-school,5th-6th,15,3,Married-civ-spouse,Never-married,Prof-specialty,Machine-op-inspct,Husband,Husband,White,White,Male,Female,7688,0,0,0,40,32,United-States,United-States,>50K,<=50K
46,38,Self-emp-not-inc,Federal-gov,504941,118584,Assoc-voc,Bachelors,11,13,Married-civ-spouse,Never-married,Exec-managerial,Prof-specialty,Husband,Husband,White,White,Male,Female,0,0,0,0,40,38,United-States,United-States,>50K,<=50K
42,29,Private,Private,192014,118235,9th,Some-college,5,10,Never-married,Never-married,Machine-op-inspct,?,Not-in-family,Husband,White,White,Male,Male,0,0,0,0,24,46,United-States,United-States,<=50K,<=50K
48,43,Self-emp-inc,Private,192755,121055,Bachelors,7th-8th,13,4,Never-married,Separated,Exec-managerial,Exec-managerial,Not-in-family,Husband,White,White,Female,Female,0,0,0,0,55,42,Canada,?,>50K,<=50K
59,18,Private,Private,220896,35448,Prof-school,Some-college,15,10,Divorced,Never-married,Other-service,Exec-managerial,Not-in-family,Husband,White,White,Male,Female,27828,0,0,0,60,21,United-States,United-States,>50K,<=50K
22,35,Private,Private,189832,210474,Some-college,11th,10,7,Never-married,Never-married,Other-service,Prof-specialty,Own-child,Husband,White,Black,Female,Male,0,0,0,0,25,34,United-States,United-States,<=50K,<=50K
38,22,Private,Private,235638,176613,HS-grad,11th,9,7,Never-married,Married-civ-spouse,Handlers-cleaners,Machine-op-inspct,Not-in-family,Husband,Black,White,Female,Male,0,0,0,0,40,32,United-States,Puerto-Rico,<=50K,<=50K
39,30,Private,Self-emp-not-inc,134367,113555,HS-grad,HS-grad,9,9,Never-married,Divorced,Craft-repair,Machine-op-inspct,Not-in-family,Husband,White,White,Female,Male,0,0,0,0,43,52,United-States,United-States,<=50K,<=50K
41,59,Private,Private,171231,73968,Some-college,7th-8th,10,4,Married-civ-spouse,Divorced,Craft-repair,Adm-clerical,Husband,Husband,White,White,Male,Female,0,0,0,0,40,16,Peru,United-States,<=50K,<=50K
19,32,Private,Local-gov,253529,193895,12th,Some-college,8,10,Never-married,Never-married,Adm-clerical,Adm-clerical,Own-child,Husband,White,White,Male,Female,0,0,0,0,9,16,United-States,United-States,<=50K,<=50K
47,37,State-gov,Private,210557,188900,HS-grad,HS-grad,9,9,Married-civ-spouse,Never-married,Protective-serv,Craft-repair,Husband,Husband,White,White,Male,Male,0,0,0,0,40,39,United-States,United-States,<=50K,<=50K
47,45,Private,Local-gov,362835,223242,Some-college,HS-grad,10,10,Married-civ-spouse,Divorced,Craft-repair,Adm-clerical,Husband,Husband,White,White,Male,Female,0,0,0,0,40,37,United-States,United-States,>50K,<=50K
55,33,Private,Private,186479,52921,HS-grad,Some-college,9,10,Married-civ-spouse,Never-married,Exec-managerial,Adm-clerical,Husband,Husband,White,White,Male,Female,0,0,0,0,40,34,United-States,United-States,<=50K,>50K
37,20,State-gov,?,115360,208068,Masters,Assoc-voc,14,10,Divorced,Married-civ-spouse,Prof-specialty,Prof-specialty,Unmarried,Husband,White,White,Female,Female,0,0,0,0,40,34,United-States,United-States,<=50K,<=50K
29,43,Private,Private,184806,200949,Assoc-acdm,Some-college,12,16,Never-married,Never-married,Other-service,Exec-managerial,Own-child,Husband,White,White,Male,Male,0,0,0,0,20,36,United-States,United-States,<=50K,>50K
34,37,Self-emp-not-inc,Private,450141,321313,Bachelors,12th,13,8,Married-civ-spouse,Divorced,Exec-managerial,Exec-managerial,Husband,Husband,White,White,Male,Female,15024,15024,0,0,35,56,United-States,United-States,>50K,>50K
41,50,Private,Private,200479,159168,HS-grad,Some-college,9,10,Married-civ-spouse,Never-married,Transport-moving,Adm-clerical,Husband,Husband,White,Black,Male,Female,0,0,0,2179,40,38,United-States,?,<=50K,<=50K
34,44,Private,Self-emp-not-inc,152493,283715,HS-grad,Bachelors,9,13,Divorced,Widowed,Transport-moving,Other-service,Unmarried,Husband,White,Asian-Pac-Islander,Male,Female,0,0,0,0,60,60,United-States,South,<=50K,>50K
29,20,Private,Private,135791,202498,Bachelors,Some-college,13,10,Married-civ-spouse,Never-married,Exec-managerial,Adm-clerical,Wife,Husband,White,White,Female,Female,15024,0,0,0,50,16,Cuba,United-States,>50K,<=50K
37,29,Self-emp-not-inc,Private,50096,92531,Assoc-voc,HS-grad,11,9,Married-civ-spouse,Never-married,Craft-repair,Machine-op-inspct,Husband,Husband,White,White,Male,Female,0,0,0,0,30,46,United-States,Guatemala,<=50K,<=50K
55,28,Private,State-gov,173832,150726,Masters,HS-grad,14,9,Divorced,Married-civ-spouse,Sales,Protective-serv,Not-in-family,Husband,White,White,Male,Male,10520,0,0,0,40,34,United-States,United-States,>50K,<=50K
52,35,Private,Private,224198,162705,HS-grad,Bachelors,9,13,Married-civ-spouse,Never-married,Exec-managerial,Adm-clerical,Wife,Husband,White,White,Female,Female,0,0,0,0,45,34,United-States,United-States,<=50K,<=50K
57,29,Private,Private,111553,206891,9th,HS-grad,5,9,Married-civ-spouse,Never-married,Transport-moving,Adm-clerical,Husband,Husband,White,White,Male,Male,0,0,0,0,50,38,United-States,United-States,<=50K,<=50K
67,28,Private,Private,191380,368517,Bachelors,HS-grad,13,9,Married-civ-spouse,Never-married,Exec-managerial,Machine-op-inspct,Husband,Husband,White,Asian-Pac-Islander,Male,Male,0,0,0,0,40,32,United-States,Philippines,>50K,<=50K
20,35,Private,Federal-gov,34242,806316,Some-college,Some-college,10,10,Never-married,Divorced,Other-service,Other-service,Own-child,Husband,White,Black,Male,Male,0,4931,0,0,20,55,United-States,United-States,<=50K,<=50K
58,32,Private,Private,100054,125550,Bachelors,Some-college,13,10,Married-civ-spouse,Never-married,Sales,Exec-managerial,Husband,Husband,White,White,Male,Female,0,0,1902,0,70,33,United-States,United-States,>50K,<=50K
62,33,Private,Private,110103,248754,HS-grad,11th,9,7,Widowed,Never-married,Craft-repair,Machine-op-inspct,Unmarried,Husband,Black,White,Female,Male,0,0,0,0,40,34,United-States,United-States,<=50K,<=50K
40,33,Private,Private,196626,188119,HS-grad,HS-grad,9,9,Married-civ-spouse,Never-married,Machine-op-inspct,Adm-clerical,Husband,Husband,White,White,Male,Female,0,0,0,0,45,30,United-States,United-States,>50K,<=50K
66,21,?,Private,194480,213750,11th,12th,7,10,Married-civ-spouse,Never-married,?,Sales,Husband,Husband,White,White,Male,Female,0,0,2377,0,2,39,United-States,United-States,>50K,<=50K
26,30,Private,Self-emp-inc,190040,106648,Bachelors,Masters,13,14,Never-married,Divorced,Adm-clerical,Transport-moving,Own-child,Husband,White,White,Female,Male,0,0,0,0,40,39,United-States,United-States,<=50K,<=50K
42,35,Private,Federal-gov,152629,355259,Some-college,HS-grad,10,9,Married-civ-spouse,Married-civ-spouse,Sales,Adm-clerical,Husband,Husband,White,White,Male,Female,0,0,0,0,45,46,United-States,United-States,>50K,<=50K
18,34,Federal-gov,Private,263162,279901,HS-grad,Some-college,9,10,Never-married,Never-married,Transport-moving,Sales,Own-child,Husband,White,White,Male,Female,0,0,0,0,40,32,United-States,United-States,<=50K,<=50K
34,35,Private,Private,205581,44712,HS-grad,HS-grad,9,9,Married-civ-spouse,Divorced,Sales,Exec-managerial,Wife,Husband,White,White,Female,Male,0,0,0,0,40,29,United-States,United-States,<=50K,<=50K
50,30,Private,Private,155434,308296,HS-grad,HS-grad,9,9,Married-civ-spouse,Separated,Handlers-cleaners,Adm-clerical,Husband,Husband,White,White,Male,Female,0,0,0,0,40,41,United-States,United-States,>50K,<=50K
30,30,Private,Private,415922,163965,HS-grad,Masters,9,14,Married-civ-spouse,Never-married,Craft-repair,Sales,Husband,Husband,Other,White,Male,Female,0,0,0,0,32,16,United-States,United-States,<=50K,<=50K
42,48,Local-gov,Private,221581,224207,HS-grad,HS-grad,9,9,Divorced,Divorced,Adm-clerical,Sales,Not-in-family,Husband,White,White,Female,Female,0,0,0,0,40,41,United-States,United-States,<=50K,<=50K
37,46,Private,Private,135089,336891,Some-college,Some-college,10,10,Divorced,Never-married,Other-service,Adm-clerical,Unmarried,Husband,White,White,Female,Male,0,0,0,0,56,32,United-States,United-States,<=50K,>50K
47,22,Private,Private,117774,242434,HS-grad,HS-grad,9,9,Married-civ-spouse,Separated,Sales,Other-service,Husband,Husband,White,White,Male,Female,0,0,0,0,40,25,Portugal,United-States,<=50K,<=50K
46,25,Private,Private,206707,81286,Some-college,HS-grad,10,9,Divorced,Never-married,Machine-op-inspct,?,Not-in-family,Husband,White,White,Female,Male,0,0,0,0,40,36,United-States,United-States,<=50K,<=50K
30,21,Private,Private,315640,243190,Masters,Bachelors,14,1,Never-married,Never-married,Prof-specialty,Farming-fishing,Not-in-family,Husband,Asian-Pac-Islander,White,Male,Male,0,0,0,0,45,42,Iran,Mexico,>50K,<=50K
52,30,Private,Private,210736,217961,HS-grad,HS-grad,9,9,Married-civ-spouse,Never-married,Craft-repair,Sales,Husband,Husband,White,White,Male,Female,7298,0,0,0,50,27,United-States,United-States,>50K,<=50K
23,30,Local-gov,Self-emp-not-inc,456665,338816,HS-grad,Some-college,9,10,Never-married,Separated,Other-service,Other-service,Own-child,Husband,Black,White,Male,Male,0,0,0,0,40,34,United-States,United-States,<=50K,<=50K
35,39,Self-emp-not-inc,Private,133935,34506,Some-college,Assoc-voc,10,11,Married-spouse-absent,Separated,Craft-repair,Other-service,Not-in-family,Husband,White,White,Male,Male,0,0,0,0,40,34,United-States,United-States,<=50K,<=50K
44,44,Private,Private,106982,184456,Bachelors,Some-college,13,10,Never-married,Never-married,Adm-clerical,Tech-support,Not-in-family,Husband,White,White,Female,Female,0,0,0,0,70,48,United-States,United-States,<=50K,<=50K
35,21,Private,?,126569,206891,Masters,5th-6th,14,10,Married-civ-spouse,Separated,Craft-repair,?,Husband,Husband,White,White,Male,Female,0,0,0,0,40,10,United-States,United-States,<=50K,<=50K
31,20,State-gov,Private,209954,142675,Some-college,Some-college,10,10,Never-married,Divorced,Exec-managerial,Adm-clerical,Not-in-family,Husband,White,White,Male,Female,0,0,0,0,40,38,United-States,United-States,<=50K,<=50K
50,28,State-gov,Private,46401,131712,Some-college,10th,10,6,Divorced,Never-married,Exec-managerial,Machine-op-inspct,Not-in-family,Husband,White,Black,Female,Female,0,0,0,0,40,21,United-States,United-States,<=50K,<=50K
29,48,Private,Local-gov,410216,79436,HS-grad,Some-college,9,10,Married-civ-spouse,Married-spouse-absent,Sales,Adm-clerical,Husband,Husband,White,White,Male,Female,0,0,0,0,40,34,United-States,United-States,<=50K,<=50K
39,30,Private,?,410509,190091,HS-grad,Bachelors,9,13,Divorced,Divorced,Handlers-cleaners,Prof-specialty,Unmarried,Husband,White,White,Male,Male,0,0,0,0,40,37,United-States,United-States,<=50K,>50K
22,22,Private,?,382199,67365,Bachelors,Some-college,13,10,Married-civ-spouse,Never-married,Sales,?,Husband,Husband,White,White,Male,Female,0,0,0,0,40,10,United-States,United-States,<=50K,<=50K
33,45,Private,Private,84130,155594,HS-grad,Some-college,9,13,Married-civ-spouse,Never-married,Craft-repair,Adm-clerical,Husband,Husband,White,White,Male,Male,0,0,0,0,40,28,United-States,United-States,<=50K,>50K
42,37,Private,Private,243380,174947,Masters,HS-grad,14,9,Divorced,Married-civ-spouse,Sales,Exec-managerial,Not-in-family,Husband,White,White,Male,Male,0,14084,0,0,50,34,United-States,United-States,<=50K,>50K
31,58,Private,Private,329635,113464,Bachelors,Bachelors,13,13,Married-civ-spouse,Never-married,Adm-clerical,Sales,Husband,Husband,White,White,Male,Female,0,0,0,0,50,28,United-States,United-States,>50K,<=50K
20,21,?,Private,265434,147265,Some-college,Bachelors,10,13,Never-married,Never-married,?,Other-service,Own-child,Husband,White,White,Female,Male,0,0,0,0,10,25,United-States,United-States,<=50K,<=50K
23,43,Private,Federal-gov,241752,205852,HS-grad,Bachelors,9,13,Married-civ-spouse,Never-married,Craft-repair,Exec-managerial,Husband,Husband,White,White,Male,Male,0,9562,0,0,40,32,United-States,United-States,<=50K,>50K
33,48,Private,Local-gov,172579,123653,HS-grad,Masters,9,14,Married-civ-spouse,Separated,Craft-repair,Prof-specialty,Wife,Husband,White,Black,Female,Male,0,0,0,1902,40,28,United-States,United-States,<=50K,>50K
48,20,Local-gov,Private,121179,184682,Some-college,HS-grad,10,9,Divorced,Never-married,Exec-managerial,Sales,Not-in-family,Husband,White,White,Female,Female,0,0,0,0,52,27,United-States,United-States,<=50K,<=50K
46,38,Private,Self-emp-inc,76131,182556,5th-6th,Assoc-acdm,3,12,Married-civ-spouse,Divorced,Other-service,Sales,Wife,Husband,Asian-Pac-Islander,White,Female,Male,0,15024,0,0,40,41,Philippines,United-States,>50K,>50K
57,30,Private,Private,138777,99478,Bachelors,Some-college,13,13,Married-civ-spouse,Never-married,Protective-serv,Tech-support,Wife,Husband,White,White,Female,Male,0,0,0,0,45,34,Germany,United-States,>50K,<=50K
44,34,State-gov,Private,195212,169104,Masters,9th,14,10,Never-married,Never-married,Adm-clerical,Craft-repair,Not-in-family,Husband,Black,White,Female,Male,0,0,0,0,52,39,United-States,United-States,<=50K,<=50K
20,51,Private,Private,315135,131712,Some-college,HS-grad,10,9,Never-married,Never-married,Transport-moving,Craft-repair,Own-child,Husband,White,White,Male,Male,0,0,0,0,15,43,United-States,United-States,<=50K,<=50K
44,20,Private,Private,248406,353432,Assoc-acdm,Some-college,12,9,Married-civ-spouse,Never-married,Craft-repair,Prof-specialty,Husband,Husband,White,White,Male,Female,0,0,0,0,40,42,United-States,United-States,>50K,<=50K
51,35,Private,Local-gov,283314,210802,Bachelors,Assoc-voc,13,11,Married-civ-spouse,Never-married,Craft-repair,Sales,Husband,Husband,White,White,Male,Male,15024,0,0,0,40,32,?,United-States,>50K,>50K
29,59,Private,Private,231601,123983,11th,Bachelors,7,13,Married-civ-spouse,Never-married,Craft-repair,Other-service,Husband,Husband,White,White,Male,Female,0,0,0,0,60,34,United-States,United-States,<=50K,<=50K
71,38,Self-emp-not-inc,Private,126807,242564,Masters,Bachelors,14,13,Married-civ-spouse,Never-married,Farming-fishing,Prof-specialty,Husband,Husband,White,White,Male,Male,0,3908,1411,0,70,34,United-States,United-States,<=50K,<=50K
31,55,Private,Local-gov,198513,138975,Some-college,HS-grad,10,13,Married-civ-spouse,Never-married,Adm-clerical,Protective-serv,Wife,Husband,White,White,Female,Female,0,7896,0,0,40,38,United-States,United-States,<=50K,>50K
37,27,Private,Private,162651,113929,HS-grad,HS-grad,9,9,Married-civ-spouse,Never-married,Prof-specialty,Craft-repair,Husband,Husband,White,White,Male,Male,0,0,0,0,40,29,Columbia,Portugal,<=50K,<=50K
90,58,Private,Private,197613,660870,HS-grad,HS-grad,9,13,Never-married,Widowed,Adm-clerical,Sales,Not-in-family,Husband,White,White,Female,Female,0,0,0,0,40,48,United-States,United-States,>50K,>50K
49,49,Private,Private,184098,218309,Bachelors,HS-grad,13,9,Married-civ-spouse,Married-civ-spouse,Sales,Sales,Husband,Husband,White,White,Male,Female,0,0,0,0,50,29,United-States,United-States,>50K,<=50K
46,37,Local-gov,Private,187505,277203,Masters,Bachelors,14,13,Married-civ-spouse,Never-married,Adm-clerical,Sales,Husband,Husband,White,White,Male,Male,0,0,0,0,40,41,?,United-States,<=50K,>50K
53,46,Private,Private,174655,313873,7th-8th,Assoc-voc,4,11,Never-married,Never-married,Other-service,Prof-specialty,Own-child,Husband,White,White,Male,Female,0,0,0,0,40,32,United-States,United-States,<=50K,<=50K
17,22,Private,Private,161123,190650,12th,HS-grad,8,9,Never-married,Never-married,Other-service,Machine-op-inspct,Own-child,Husband,White,White,Male,Male,0,0,0,0,32,39,United-States,United-States,<=50K,<=50K
43,18,Private,Private,390369,391349,1st-4th,Some-college,2,10,Married-civ-spouse,Never-married,Farming-fishing,Adm-clerical,Husband,Husband,White,White,Male,Male,0,0,0,0,70,39,Mexico,United-States,<=50K,<=50K
35,25,Self-emp-not-inc,Private,354520,196501,HS-grad,Bachelors,9,13,Married-spouse-absent,Never-married,Other-service,Prof-specialty,Not-in-family,Husband,White,White,Female,Male,0,0,0,0,40,42,United-States,United-States,<=50K,<=50K
25,34,Private,Private,364631,184290,HS-grad,11th,9,7,Never-married,Never-married,Sales,Craft-repair,Own-child,Husband,White,White,Female,Male,0,0,0,0,40,32,Mexico,United-States,<=50K,<=50K
35,49,Private,Private,323120,117932,Assoc-acdm,HS-grad,12,9,Never-married,Never-married,Machine-op-inspct,Exec-managerial,Not-in-family,Husband,White,White,Female,Male,0,0,0,0,44,45,United-States,United-States,>50K,>50K
58,20,State-gov,Private,32367,156616,Some-college,Some-college,10,10,Married-civ-spouse,Never-married,Exec-managerial,Tech-support,Husband,Husband,White,White,Male,Male,0,0,0,0,40,14,United-States,United-States,<=50K,<=50K
88,22,Private,Private,30102,368947,Bachelors,Bachelors,13,13,Never-married,Married-civ-spouse,Exec-managerial,Adm-clerical,Not-in-family,Husband,White,White,Male,Female,0,0,1816,0,50,34,?,United-States,<=50K,<=50K
51,58,Private,Private,229259,196373,Bachelors,Bachelors,13,13,Married-civ-spouse,Never-married,Exec-managerial,?,Husband,Husband,White,White,Male,Male,0,0,0,0,45,13,United-States,United-States,>50K,<=50K
31,58,Private,Self-emp-not-inc,274818,410867,Some-college,Assoc-voc,10,11,Never-married,Never-married,Adm-clerical,Other-service,Not-in-family,Husband,White,White,Female,Male,0,0,0,0,40,36,United-States,United-States,<=50K,<=50K
40,56,Self-emp-inc,Self-emp-inc,248476,245372,Prof-school,Bachelors,15,13,Married-civ-spouse,Never-married,Prof-specialty,Sales,Husband,Husband,White,White,Male,Male,0,41310,0,0,50,34,United-States,United-States,>50K,>50K
38,48,Private,Private,98080,274562,Some-college,Assoc-acdm,10,12,Never-married,Never-married,Adm-clerical,Sales,Other-relative,Husband,Other,White,Male,Male,0,2907,0,0,40,24,India,United-States,<=50K,>50K
44,69,Private,Local-gov,56651,169182,Assoc-acdm,Some-college,12,10,Married-civ-spouse,Divorced,Machine-op-inspct,Adm-clerical,Husband,Husband,White,White,Male,Female,0,0,0,0,42,25,United-States,United-States,<=50K,<=50K
43,46,Private,Private,216411,99212,1st-4th,HS-grad,2,9,Never-married,Never-married,Adm-clerical,Adm-clerical,Unmarried,Husband,White,White,Female,Male,0,4931,0,0,30,36,Dominican-Republic,United-States,<=50K,<=50K
31,43,Private,Self-emp-inc,226443,121055,Prof-school,HS-grad,15,9,Married-civ-spouse,Never-married,Prof-specialty,Craft-repair,Husband,Husband,White,White,Male,Female,0,0,1977,0,70,41,United-States,United-States,>50K,>50K
21,51,Private,Self-emp-inc,119039,452353,Some-college,Doctorate,10,10,Never-married,Divorced,Adm-clerical,Sales,Own-child,Husband,White,White,Female,Male,0,0,0,0,18,45,United-States,United-States,<=50K,>50K
25,48,Private,Private,136277,107108,Bachelors,7th-8th,13,4,Never-married,Married-spouse-absent,Adm-clerical,Transport-moving,Own-child,Husband,Black,Black,Female,Male,0,0,0,0,40,32,United-States,United-States,<=50K,<=50K
52,49,Local-gov,Local-gov,149508,117509,Some-college,Bachelors,10,13,Married-civ-spouse,Never-married,Protective-serv,Exec-managerial,Husband,Husband,White,White,Male,Male,0,4386,0,0,40,34,United-States,United-States,>50K,<=50K
