age,age_nofnlwgt,workclass,workclass_nofnlwgt,fnlwgt,fnlwgt_nofnlwgt,education,education_nofnlwgt,education_num,education_num_nofnlwgt,marital_status,marital_status_nofnlwgt,occupation,occupation_nofnlwgt,relationship,relationship_nofnlwgt,race,race_nofnlwgt,sex,sex_nofnlwgt,capital_gain,capital_gain_nofnlwgt,capital_loss,capital_loss_nofnlwgt,hours_per_week,hours_per_week_nofnlwgt,native_country,native_country_nofnlwgt,income_per_year,income_per_year_nofnlwgt
72,39,?,Private,31327,192779,Bachelors,Some-college,13,9,Married-civ-spouse,Divorced,?,Protective-serv,Husband,Own-child,White,White,Male,Male,0,3325,0,0,20,39,United-States,United-States,>50K,<=50K
27,39,Private,Private,30237,192779,HS-grad,HS-grad,9,9,Married-civ-spouse,Married-civ-spouse,Sales,Adm-clerical,Wife,Husband,White,White,Female,Male,0,3325,0,0,45,39,United-States,United-States,<=50K,<=50K
22,39,Private,Private,264765,192779,Some-college,HS-grad,10,9,Never-married,Never-married,Farming-fishing,Other-service,Own-child,Unmarried,White,White,Male,Female,0,3325,0,0,10,39,United-States,United-States,<=50K,<=50K
29,39,Private,Private,148069,192779,Assoc-voc,HS-grad,11,9,Never-married,Never-married,Adm-clerical,Craft-repair,Not-in-family,Unmarried,White,White,Female,Male,0,3325,0,0,40,39,United-States,United-States,<=50K,<=50K
34,39,?,Private,41493,192779,Bachelors,Masters,13,9,Divorced,Married-civ-spouse,?,Prof-specialty,Own-child,Husband,White,White,Female,Male,0,3325,0,0,40,39,United-States,United-States,<=50K,>50K
51,39,Self-emp-not-inc,Private,168539,192779,HS-grad,Some-college,9,9,Married-civ-spouse,Married-civ-spouse,Farming-fishing,Transport-moving,Husband,Husband,White,White,Male,Male,0,3325,0,0,84,39,United-States,United-States,<=50K,<=50K
54,39,?,Local-gov,108233,192779,Assoc-acdm,Bachelors,12,9,Separated,Never-married,?,Prof-specialty,Not-in-family,Not-in-family,Black,White,Female,Male,0,3325,0,0,20,39,United-States,United-States,<=50K,>50K
25,39,State-gov,Private,66692,192779,Bachelors,HS-grad,13,9,Never-married,Never-married,Sales,Transport-moving,Not-in-family,Not-in-family,White,White,Female,Male,0,3325,0,0,40,39,United-States,United-States,<=50K,<=50K
35,39,Private,Private,122747,192779,Bachelors,Assoc-voc,13,9,Married-civ-spouse,Never-married,Prof-specialty,Sales,Husband,Unmarried,White,White,Male,Female,0,3325,0,0,50,39,United-States,United-States,>50K,<=50K
36,39,Self-emp-inc,Private,176289,192779,Doctorate,Some-college,16,9,Never-married,Married-civ-spouse,Prof-specialty,Exec-managerial,Not-in-family,Wife,White,White,Female,Female,0,3325,0,0,40,39,United-States,United-States,<=50K,>50K
57,39,Private,Private,238017,192779,HS-grad,Some-college,9,9,Widowed,Married-civ-spouse,Tech-support,Prof-specialty,Not-in-family,Husband,Black,White,Female,Male,0,3325,0,0,54,39,United-States,United-States,<=50K,<=50K
28,39,Private,Private,41099,192779,Some-college,Bachelors,10,9,Married-civ-spouse,Divorced,Sales,Prof-specialty,Husband,Unmarried,White,White,Male,Female,0,3325,0,0,40,39,United-States,United-States,<=50K,<=50K
34,39,Private,Private,190151,192779,Some-college,HS-grad,10,9,Never-married,Married-civ-spouse,Adm-clerical,Craft-repair,Not-in-family,Husband,White,White,Female,Male,0,3325,0,0,42,39,United-States,United-States,<=50K,<=50K
58,39,Private,Private,109159,192779,HS-grad,HS-grad,9,9,Widowed,Never-married,Tech-support,Sales,Unmarried,Husband,White,White,Female,Male,0,3325,0,0,38,39,United-States,United-States,<=50K,<=50K
37,39,Local-gov,Private,176949,192779,Masters,HS-grad,14,9,Married-civ-spouse,Married-civ-spouse,Exec-managerial,Sales,Husband,Husband,White,White,Male,Male,7688,3325,0,0,55,39,United-States,United-States,>50K,<=50K
61,39,Private,Private,293899,192779,Bachelors,Bachelors,13,9,Married-civ-spouse,Married-civ-spouse,Exec-managerial,Prof-specialty,Husband,Not-in-family,White,White,Male,Male,0,3325,0,0,50,39,United-States,United-States,>50K,<=50K
48,39,Private,State-gov,168262,192779,Bachelors,Some-college,13,9,Married-civ-spouse,Married-civ-spouse,Sales,Adm-clerical,Husband,Wife,White,Black,Male,Female,0,3325,0,0,25,39,United-States,United-States,>50K,>50K
64,39,Private,Private,208862,192779,11th,Assoc-voc,7,9,Married-civ-spouse,Divorced,Transport-moving,Adm-clerical,Husband,Not-in-family,White,White,Male,Female,0,3325,0,0,15,39,United-States,United-States,<=50K,<=50K
50,39,Private,Private,69477,192779,10th,HS-grad,6,9,Married-civ-spouse,Divorced,Farming-fishing,Craft-repair,Husband,Husband,White,White,Male,Male,0,3325,0,0,45,39,United-States,United-States,<=50K,>50K
34,39,Private,Private,443546,192779,HS-grad,HS-grad,9,9,Never-married,Married-civ-spouse,Handlers-cleaners,Prof-specialty,Own-child,Husband,White,White,Male,Male,0,3325,0,0,40,39,Germany,United-States,<=50K,>50K
21,39,?,Private,202989,192779,Some-college,Some-college,10,9,Never-married,Married-civ-spouse,?,Prof-specialty,Own-child,Husband,White,White,Male,Male,0,3325,0,0,80,39,United-States,United-States,<=50K,>50K
59,39,Self-emp-not-inc,Private,49996,192779,HS-grad,HS-grad,9,9,Widowed,Married-civ-spouse,Other-service,Exec-managerial,Not-in-family,Wife,Black,White,Female,Female,0,3325,0,0,20,39,United-States,United-States,<=50K,>50K
75,39,State-gov,Private,220618,192779,Some-college,HS-grad,10,9,Widowed,Never-married,Adm-clerical,Transport-moving,Not-in-family,Own-child,White,White,Female,Male,0,3325,0,0,10,39,United-States,United-States,<=50K,<=50K
30,39,Private,Private,127875,192779,Bachelors,Some-college,13,9,Married-civ-spouse,Never-married,Adm-clerical,Sales,Wife,Not-in-family,White,White,Female,Female,0,3325,0,0,40,39,United-States,United-States,<=50K,<=50K
26,39,Private,Self-emp-inc,217517,192779,Assoc-voc,10th,11,9,Married-civ-spouse,Widowed,Transport-moving,Transport-moving,Husband,Not-in-family,White,White,Male,Male,2885,3325,0,0,40,39,United-States,United-States,<=50K,<=50K
20,39,Private,Private,162151,192779,HS-grad,10th,9,9,Never-married,Never-married,Sales,Other-service,Own-child,Own-child,Black,White,Female,Female,0,3325,0,0,20,39,United-States,United-States,<=50K,<=50K
53,39,Federal-gov,Private,314871,192779,Some-college,Some-college,10,9,Separated,Married-civ-spouse,Adm-clerical,Adm-clerical,Not-in-family,Unmarried,Black,White,Female,Female,0,3325,0,0,40,39,United-States,United-States,<=50K,<=50K
48,39,Local-gov,Local-gov,193960,192779,Masters,HS-grad,14,9,Married-civ-spouse,Never-married,Prof-specialty,Other-service,Husband,Wife,White,White,Male,Female,7688,3325,0,0,50,39,United-States,United-States,>50K,<=50K
33,39,Private,Private,198103,192779,HS-grad,Bachelors,9,9,Never-married,Married-civ-spouse,Craft-repair,Craft-repair,Own-child,Husband,White,White,Male,Male,0,3325,0,0,40,39,United-States,United-States,<=50K,<=50K
47,39,State-gov,Private,106466,192779,Some-college,Masters,10,9,Divorced,Married-civ-spouse,Craft-repair,Exec-managerial,Unmarried,Husband,White,White,Male,Male,0,3325,0,0,40,39,United-States,United-States,<=50K,>50K
51,39,Private,Private,122109,192779,Bachelors,Some-college,13,9,Divorced,Married-civ-spouse,Exec-managerial,Transport-moving,Unmarried,Husband,White,White,Female,Male,0,3325,0,0,50,39,United-States,United-States,<=50K,>50K
54,39,Private,Private,254152,192779,HS-grad,Assoc-acdm,9,9,Married-civ-spouse,Married-civ-spouse,Prof-specialty,Craft-repair,Husband,Husband,White,White,Male,Male,0,3325,0,0,40,39,United-States,United-States,<=50K,>50K
51,39,Private,Private,249449,192779,Bachelors,HS-grad,13,9,Married-civ-spouse,Never-married,Exec-managerial,Other-service,Husband,Husband,White,White,Male,Female,0,3325,0,0,55,39,United-States,United-States,>50K,<=50K
47,39,Private,Private,184169,192779,Bachelors,Bachelors,13,9,Divorced,Married-civ-spouse,Adm-clerical,Sales,Not-in-family,Husband,White,White,Female,Male,0,3325,0,0,35,39,United-States,United-States,<=50K,<=50K
34,39,Self-emp-inc,Private,156192,192779,Some-college,HS-grad,10,9,Married-civ-spouse,Never-married,Exec-managerial,Craft-repair,Husband,Husband,White,White,Male,Male,0,3325,0,0,45,39,United-States,United-States,>50K,<=50K
31,39,Self-emp-not-inc,State-gov,175509,192779,HS-grad,Bachelors,9,9,Divorced,Never-married,Tech-support,Adm-clerical,Not-in-family,Not-in-family,White,White,Male,Male,0,3325,0,0,60,39,United-States,United-States,<=50K,<=50K
42,39,Private,Self-emp-inc,297266,192779,Some-college,HS-grad,10,9,Married-civ-spouse,Never-married,Sales,Sales,Husband,Not-in-family,White,White,Male,Male,0,3325,0,0,90,39,United-States,United-States,>50K,<=50K
24,39,Private,Private,188073,192779,Some-college,5th-6th,10,9,Never-married,Never-married,Adm-clerical,Machine-op-inspct,Own-child,Own-child,Black,White,Female,Female,0,3325,0,0,40,39,United-States,United-States,<=50K,<=50K
18,39,?,?,221312,192779,Some-college,HS-grad,10,9,Never-married,Never-married,?,?,Other-relative,Own-child,White,White,Male,Male,0,3325,0,0,40,39,United-States,United-States,<=50K,<=50K
79,39,Private,Private,121552,192779,7th-8th,HS-grad,4,9,Widowed,Widowed,Other-service,Exec-managerial,Unmarried,Not-in-family,Black,White,Male,Female,0,3325,0,0,5,39,United-States,United-States,<=50K,<=50K
38,39,Private,Private,177134,192779,HS-grad,HS-grad,9,9,Married-civ-spouse,Never-married,Sales,Exec-managerial,Wife,Own-child,Black,White,Female,Male,0,3325,0,0,40,39,United-States,United-States,<=50K,<=50K
67,39,Private,Self-emp-inc,127921,192779,HS-grad,HS-grad,9,9,Married-civ-spouse,Married-civ-spouse,Exec-managerial,Craft-repair,Husband,Husband,White,White,Male,Male,9386,3325,0,0,40,39,United-States,United-States,>50K,<=50K
25,39,Private,Private,210794,192779,Some-college,Some-college,10,9,Never-married,Married-civ-spouse,Machine-op-inspct,Exec-managerial,Own-child,Husband,White,White,Female,Male,0,3325,0,0,40,39,United-States,United-States,<=50K,<=50K
47,39,Private,Local-gov,149366,192779,Bachelors,Masters,13,9,Married-civ-spouse,Married-civ-spouse,Machine-op-inspct,Prof-specialty,Husband,Husband,White,White,Male,Male,0,3325,0,0,40,39,Peru,United-States,<=50K,>50K
25,39,Private,Self-emp-not-inc,214303,192779,HS-grad,HS-grad,9,9,Married-civ-spouse,Married-civ-spouse,Prof-specialty,Craft-repair,Wife,Husband,White,White,Female,Male,0,3325,0,0,20,39,?,United-States,<=50K,<=50K
24,39,?,Private,205940,192779,9th,HS-grad,5,9,Never-married,Never-married,?,Other-service,Own-child,Unmarried,White,White,Female,Female,0,3325,0,0,30,39,United-States,United-States,<=50K,<=50K
24,39,?,Private,43535,192779,Some-college,11th,10,9,Married-civ-spouse,Never-married,?,Machine-op-inspct,Wife,Wife,White,Black,Female,Male,0,3325,0,0,30,39,United-States,United-States,<=50K,<=50K
47,39,Private,Self-emp-inc,158924,192779,Bachelors,HS-grad,13,9,Married-civ-spouse,Never-married,Exec-managerial,Adm-clerical,Wife,Not-in-family,White,White,Female,Female,0,3325,0,0,40,39,United-States,United-States,>50K,<=50K
46,39,Private,Private,270437,192779,HS-grad,HS-grad,9,9,Divorced,Never-married,Exec-managerial,Adm-clerical,Unmarried,Own-child,White,White,Female,Female,0,3325,0,0,40,39,United-States,United-States,<=50K,<=50K
26,39,Private,Private,266505,192779,HS-grad,HS-grad,9,9,Married-civ-spouse,Married-civ-spouse,Sales,Craft-repair,Husband,Wife,White,White,Male,Female,5013,3325,0,0,38,39,United-States,United-States,<=50K,<=50K
32,39,Private,Private,37070,192779,HS-grad,HS-grad,9,9,Never-married,Divorced,Machine-op-inspct,Craft-repair,Not-in-family,Not-in-family,White,White,Male,Male,0,3325,0,0,40,39,Japan,United-States,<=50K,<=50K
26,39,Federal-gov,Private,56419,192779,Prof-school,HS-grad,15,9,Never-married,Divorced,Prof-specialty,Machine-op-inspct,Not-in-family,Unmarried,Asian-Pac-Islander,White,Female,Male,0,3325,0,0,20,39,South,United-States,<=50K,<=50K
52,39,Private,Self-emp-not-inc,389270,192779,Assoc-voc,HS-grad,11,9,Divorced,Married-civ-spouse,Adm-clerical,Adm-clerical,Not-in-family,Wife,White,White,Female,Female,0,3325,0,0,36,39,United-States,United-States,<=50K,>50K
61,39,Private,Private,205266,192779,HS-grad,HS-grad,9,9,Married-civ-spouse,Divorced,Adm-clerical,Exec-managerial,Husband,Unmarried,White,White,Male,Female,0,3325,0,0,40,39,United-States,United-States,<=50K,<=50K
46,39,Federal-gov,Private,104575,192779,Assoc-voc,HS-grad,11,9,Divorced,Never-married,Tech-support,Craft-repair,Not-in-family,Not-in-family,White,White,Female,Male,0,3325,0,0,40,39,United-States,United-States,<=50K,<=50K
41,39,Self-emp-not-inc,Private,99220,192779,Some-college,HS-grad,10,9,Married-civ-spouse,Married-civ-spouse,Machine-op-inspct,Exec-managerial,Husband,Husband,White,White,Male,Male,0,3325,0,0,40,39,United-States,United-States,<=50K,>50K
48,39,Private,Self-emp-not-inc,178313,192779,HS-grad,HS-grad,9,9,Married-civ-spouse,Married-civ-spouse,Sales,Transport-moving,Husband,Husband,White,White,Male,Male,0,3325,0,0,60,39,United-States,United-States,<=50K,<=50K
41,39,Local-gov,Private,103614,192779,Bachelors,Some-college,13,9,Married-civ-spouse,Married-civ-spouse,Prof-specialty,Adm-clerical,Husband,Wife,White,White,Male,Male,0,3325,0,0,45,39,United-States,United-States,>50K,>50K
47,39,Private,Private,114882,192779,Assoc-voc,HS-grad,11,9,Married-civ-spouse,Never-married,Transport-moving,Adm-clerical,Husband,Own-child,White,White,Male,Male,0,3325,0,0,40,39,United-States,United-States,<=50K,<=50K
33,39,Private,Private,186977,192779,HS-grad,11th,9,9,Married-civ-spouse,Divorced,Transport-moving,Farming-fishing,Husband,Not-in-family,White,White,Male,Female,0,3325,0,0,40,39,Columbia,United-States,<=50K,<=50K
22,39,Private,Private,208893,192779,Some-college,Bachelors,10,9,Never-married,Married-civ-spouse,Sales,Other-service,Not-in-family,Husband,White,White,Male,Male,0,3325,0,0,10,39,United-States,United-States,<=50K,<=50K
57,39,Self-emp-inc,Self-emp-not-inc,84231,192779,Masters,Masters,14,9,Married-civ-spouse,Never-married,Sales,Prof-specialty,Husband,Not-in-family,White,White,Male,Male,0,3325,1977,0,50,39,United-States,United-States,>50K,>50K
20,39,Private,Private,129240,192779,Some-college,Bachelors,10,9,Never-married,Married-civ-spouse,Sales,Prof-specialty,Own-child,Husband,White,White,Female,Male,0,3325,0,0,30,39,United-States,United-States,<=50K,>50K
64,39,Private,Private,113061,192779,HS-grad,HS-grad,9,9,Married-civ-spouse,Never-married,Craft-repair,Craft-repair,Husband,Other-relative,White,White,Male,Male,0,3325,0,0,40,39,United-States,United-States,<=50K,<=50K
36,39,Private,Self-emp-inc,243409,192779,Bachelors,HS-grad,13,9,Married-civ-spouse,Married-civ-spouse,Craft-repair,?,Husband,Husband,White,White,Male,Male,0,3325,0,0,45,39,United-States,United-States,<=50K,>50K
18,39,?,Private,28132,192779,12th,Some-college,8,9,Never-married,Divorced,?,Adm-clerical,Own-child,Unmarried,White,White,Female,Female,0,3325,0,0,40,39,United-States,United-States,<=50K,<=50K
40,39,Private,Private,77975,192779,HS-grad,5th-6th,9,9,Married-civ-spouse,Widowed,Craft-repair,Machine-op-inspct,Husband,Unmarried,White,White,Male,Female,0,3325,0,0,40,39,United-States,United-States,<=50K,<=50K
28,39,?,Private,241580,192779,HS-grad,HS-grad,9,9,Divorced,Divorced,?,Adm-clerical,Unmarried,Not-in-family,White,White,Female,Female,0,3325,0,0,55,39,United-States,United-States,<=50K,<=50K
40,39,Private,Private,165599,192779,HS-grad,Some-college,9,9,Married-civ-spouse,Divorced,Sales,Adm-clerical,Husband,Unmarried,White,White,Male,Female,4064,3325,0,0,40,39,United-States,United-States,<=50K,<=50K
31,39,Private,Private,85374,192779,HS-grad,Some-college,9,9,Never-married,Married-civ-spouse,Other-service,Machine-op-inspct,Not-in-family,Husband,White,White,Male,Male,0,3325,0,0,42,39,United-States,United-States,<=50K,>50K
32,39,Self-emp-not-inc,Private,45604,192779,Bachelors,HS-grad,13,9,Married-civ-spouse,Married-civ-spouse,Farming-fishing,Craft-repair,Husband,Husband,White,White,Male,Male,0,3325,0,0,70,39,United-States,United-States,<=50K,<=50K
42,39,Private,Private,109501,192779,5th-6th,HS-grad,3,9,Separated,Married-civ-spouse,Handlers-cleaners,Transport-moving,Unmarried,Husband,White,Black,Female,Male,0,3325,0,0,40,39,United-States,United-States,<=50K,<=50K
22,39,?,Private,289405,192779,Some-college,Some-college,10,9,Never-married,Married-civ-spouse,?,Adm-clerical,Own-child,Wife,White,White,Male,Female,0,3325,0,0,40,39,United-States,United-States,<=50K,<=50K
25,39,Private,Private,75759,192779,Some-college,Assoc-voc,10,9,Never-married,Widowed,Adm-clerical,Prof-specialty,Not-in-family,Unmarried,White,Black,Male,Female,3325,3325,0,0,40,39,United-States,United-States,<=50K,<=50K
27,39,Private,Private,144808,192779,Some-college,Bachelors,10,9,Never-married,Never-married,Adm-clerical,Other-service,Own-child,Not-in-family,Black,White,Female,Male,0,3325,0,0,40,39,United-States,United-States,<=50K,>50K
21,39,?,Local-gov,231511,192779,Some-college,Some-college,10,9,Never-married,Married-civ-spouse,?,Prof-specialty,Own-child,Wife,White,White,Female,Female,0,3325,0,0,20,39,United-States,United-States,<=50K,>50K
47,39,Private,Private,155890,192779,Bachelors,Bachelors,13,9,Married-civ-spouse,Married-civ-spouse,Prof-specialty,Prof-specialty,Husband,Husband,White,White,Male,Male,7688,3325,0,0,40,39,United-States,United-States,>50K,>50K
56,39,Self-emp-not-inc,Private,108496,192779,HS-grad,Some-college,9,9,Married-civ-spouse,Divorced,Craft-repair,Craft-repair,Husband,Not-in-family,White,White,Male,Male,0,3325,0,0,40,39,United-States,United-States,<=50K,<=50K
31,39,Private,State-gov,101562,192779,Some-college,Assoc-acdm,10,9,Divorced,Divorced,Other-service,Other-service,Own-child,Not-in-family,White,White,Female,Male,0,3325,0,0,35,39,United-States,United-States,<=50K,<=50K
29,39,Private,Private,116372,192779,Bachelors,HS-grad,13,9,Never-married,Married-civ-spouse,Sales,Craft-repair,Not-in-family,Husband,White,Black,Female,Male,0,3325,0,0,50,39,United-States,United-States,>50K,>50K
17,39,Private,Private,58037,192779,10th,HS-grad,6,9,Never-married,Never-married,Other-service,Other-service,Own-child,Unmarried,White,White,Male,Female,0,3325,0,0,40,39,United-States,United-States,<=50K,<=50K
38,39,Private,Private,339025,192779,HS-grad,Some-college,9,9,Married-civ-spouse,Married-civ-spouse,Handlers-cleaners,Prof-specialty,Husband,Husband,Asian-Pac-Islander,White,Male,Male,0,3325,1579,0,40,39,Vietnam,United-States,<=50K,>50K
31,39,Private,Private,117659,192779,11th,HS-grad,7,9,Married-civ-spouse,Married-civ-spouse,Transport-moving,Other-service,Husband,Not-in-family,White,White,Male,Male,0,3325,0,0,40,39,United-States,United-States,>50K,<=50K
23,39,Private,Private,372898,192779,HS-grad,HS-grad,9,9,Married-civ-spouse,Never-married,Sales,Other-service,Wife,Not-in-family,White,White,Female,Male,0,3325,0,0,40,39,United-States,?,<=50K,<=50K
24,39,Private,Local-gov,199426,192779,Bachelors,Some-college,13,9,Never-married,Married-civ-spouse,Other-service,Protective-serv,Own-child,Husband,White,White,Female,Male,0,3325,0,0,30,39,United-States,United-States,<=50K,>50K
25,39,Private,Private,36023,192779,HS-grad,Masters,9,9,Married-spouse-absent,Married-civ-spouse,Transport-moving,Prof-specialty,Not-in-family,Wife,White,White,Male,Female,0,3325,0,0,55,39,United-States,United-States,<=50K,>50K
64,39,?,Private,186535,192779,Bachelors,HS-grad,13,9,Married-civ-spouse,Married-civ-spouse,?,Craft-repair,Husband,Husband,White,White,Male,Male,3103,3325,0,0,3,39,United-States,Mexico,<=50K,<=50K
44,39,Private,Private,57600,192779,Some-college,Bachelors,10,9,Married-civ-spouse,Never-married,Adm-clerical,Adm-clerical,Wife,Own-child,White,White,Female,Male,0,3325,0,0,38,39,United-States,United-States,<=50K,<=50K
48,39,Private,Self-emp-not-inc,369522,192779,Some-college,HS-grad,10,9,Divorced,Married-civ-spouse,Exec-managerial,Other-service,Not-in-family,Husband,White,White,Female,Female,0,3325,0,0,60,39,United-States,United-States,<=50K,<=50K
35,39,Private,Private,28572,192779,11th,HS-grad,7,9,Never-married,Divorced,Craft-repair,?,Not-in-family,Other-relative,White,Black,Male,Male,0,3325,0,0,40,39,United-States,United-States,<=50K,<=50K
35,39,Private,Private,215323,192779,Bachelors,HS-grad,13,9,Married-civ-spouse,Married-civ-spouse,Other-service,Transport-moving,Husband,Husband,White,White,Male,Male,0,3325,0,0,40,39,United-States,United-States,<=50K,>50K
38,39,Private,Private,81846,192779,Masters,HS-grad,14,9,Married-civ-spouse,Never-married,Prof-specialty,Prof-specialty,Husband,Own-child,Asian-Pac-Islander,White,Male,Male,0,3325,0,0,40,39,China,United-States,<=50K,<=50K
68,39,Private,Private,535762,192779,Some-college,HS-grad,10,9,Married-civ-spouse,Never-married,Adm-clerical,Sales,Husband,Not-in-family,White,White,Male,Male,0,3325,1844,0,10,39,United-States,United-States,<=50K,<=50K
59,39,Private,Local-gov,239405,192779,HS-grad,Bachelors,9,9,Divorced,Married-civ-spouse,Other-service,Prof-specialty,Unmarried,Husband,Black,White,Female,Female,0,3325,0,0,35,39,Jamaica,United-States,<=50K,<=50K
43,39,Local-gov,Private,43998,192779,Bachelors,HS-grad,13,9,Divorced,Never-married,Prof-specialty,Adm-clerical,Unmarried,Unmarried,White,Black,Female,Female,0,3325,0,0,50,39,United-States,United-States,<=50K,<=50K
28,39,Private,Private,408417,192779,Some-college,Bachelors,10,9,Never-married,Never-married,Sales,Prof-specialty,Own-child,Own-child,Black,White,Male,Male,0,3325,0,0,40,39,United-States,United-States,<=50K,<=50K
50,39,Self-emp-not-inc,Private,43705,192779,Bachelors,Bachelors,13,9,Divorced,Never-married,Exec-managerial,Exec-managerial,Not-in-family,Not-in-family,White,White,Male,Male,0,3325,0,0,50,39,United-States,United-States,<=50K,<=50K
45,39,Private,Private,176841,192779,HS-grad,Bachelors,9,9,Never-married,Never-married,Other-service,Exec-managerial,Not-in-family,Own-child,White,White,Female,Male,0,3325,0,0,40,39,El-Salvador,United-States,<=50K,<=50K
17,39,Private,Private,120676,192779,11th,Some-college,7,9,Never-married,Never-married,Sales,Prof-specialty,Own-child,Own-child,White,White,Female,Female,0,3325,0,0,16,39,United-States,United-States,<=50K,<=50K
44,39,Local-gov,Local-gov,207685,192779,Masters,HS-grad,14,9,Never-married,Married-civ-spouse,Prof-specialty,Exec-managerial,Not-in-family,Husband,White,White,Male,Male,8614,3325,0,0,33,39,United-States,United-States,>50K,>50K
26,39,Private,Self-emp-not-inc,157708,192779,Some-college,Bachelors,10,9,Never-married,Married-civ-spouse,Adm-clerical,Craft-repair,Not-in-family,Husband,White,White,Female,Male,0,3325,0,0,40,39,United-States,United-States,<=50K,<=50K
27,39,Private,Private,126349,192779,Some-college,HS-grad,10,9,Never-married,Never-married,Sales,Sales,Not-in-family,Not-in-family,White,White,Male,Female,0,3325,0,0,49,39,United-States,United-States,<=50K,<=50K
40,39,Private,Private,277647,192779,Some-college,HS-grad,10,9,Married-civ-spouse,Never-married,Adm-clerical,Transport-moving,Husband,Own-child,White,White,Male,Male,0,3325,0,0,35,39,United-States,United-States,>50K,<=50K
45,39,Private,Private,174426,192779,Masters,Some-college,14,9,Married-civ-spouse,Married-civ-spouse,Prof-specialty,Exec-managerial,Husband,Husband,White,White,Male,Male,0,3325,0,0,43,39,United-States,United-States,<=50K,<=50K
43,39,Self-emp-not-inc,Private,37869,192779,Bachelors,12th,13,9,Married-civ-spouse,Married-civ-spouse,Prof-specialty,Craft-repair,Husband,Husband,White,White,Male,Male,0,3325,1977,0,40,39,United-States,?,>50K,>50K
28,39,Private,Local-gov,150025,192779,Some-college,Masters,10,9,Never-married,Married-civ-spouse,Farming-fishing,Prof-specialty,Not-in-family,Husband,White,White,Male,Male,0,3325,0,0,40,39,Peru,United-States,<=50K,>50K
54,39,Self-emp-not-inc,Local-gov,155496,192779,Some-college,Some-college,10,9,Never-married,Married-civ-spouse,Other-service,Craft-repair,Unmarried,Husband,White,White,Female,Male,2176,3325,0,0,40,39,United-States,United-States,<=50K,<=50K
43,39,Private,?,174748,192779,Bachelors,Masters,13,9,Divorced,Married-civ-spouse,Exec-managerial,?,Unmarried,Husband,Black,White,Female,Male,7430,3325,0,0,45,39,United-States,United-States,>50K,<=50K
40,39,Self-emp-inc,?,140915,192779,Bachelors,Bachelors,13,9,Married-civ-spouse,Never-married,Tech-support,?,Husband,Not-in-family,Other,White,Male,Female,0,3325,0,0,40,39,France,United-States,>50K,<=50K
19,39,Private,Private,187161,192779,Some-college,9th,10,9,Never-married,Married-civ-spouse,Sales,Machine-op-inspct,Own-child,Unmarried,White,White,Female,Female,0,3325,0,0,18,39,United-States,United-States,<=50K,<=50K
24,39,Private,State-gov,181820,192779,Some-college,Some-college,10,9,Never-married,Never-married,Farming-fishing,Prof-specialty,Not-in-family,Not-in-family,White,White,Male,Male,0,3325,0,0,45,39,United-States,United-States,<=50K,<=50K
20,39,Private,Private,438321,192779,HS-grad,Some-college,9,9,Never-married,Never-married,Machine-op-inspct,Adm-clerical,Not-in-family,Not-in-family,White,White,Male,Female,0,3325,0,0,50,39,United-States,United-States,<=50K,<=50K
55,39,Private,Federal-gov,342121,192779,HS-grad,HS-grad,9,9,Never-married,Married-civ-spouse,Exec-managerial,Adm-clerical,Not-in-family,Husband,White,White,Male,Female,0,3325,0,0,54,39,United-States,United-States,<=50K,>50K
39,39,Private,Private,135162,192779,12th,10th,8,9,Married-civ-spouse,Married-civ-spouse,Craft-repair,Other-service,Husband,Husband,White,White,Male,Male,0,3325,0,0,45,39,United-States,United-States,<=50K,<=50K
22,39,Private,Private,289448,192779,Assoc-acdm,Bachelors,12,9,Never-married,Divorced,Adm-clerical,Protective-serv,Own-child,Unmarried,Asian-Pac-Islander,White,Female,Female,0,3325,2205,0,30,39,Philippines,United-States,<=50K,<=50K
44,39,Self-emp-not-inc,Private,157237,192779,Assoc-voc,HS-grad,11,9,Married-civ-spouse,Married-civ-spouse,Prof-specialty,Prof-specialty,Husband,Wife,White,White,Male,Male,15024,3325,0,0,50,39,United-States,United-States,>50K,>50K
30,39,Private,Private,184542,192779,Some-college,HS-grad,10,9,Never-married,Married-civ-spouse,Adm-clerical,Other-service,Not-in-family,Not-in-family,White,White,Female,Male,0,3325,0,0,40,39,United-States,United-States,<=50K,>50K
74,39,Private,Private,70234,192779,HS-grad,HS-grad,9,9,Widowed,Married-civ-spouse,Sales,Exec-managerial,Unmarried,Husband,White,White,Female,Male,0,3325,0,0,26,39,United-States,United-States,<=50K,<=50K
30,39,Private,Private,170412,192779,Some-college,Assoc-voc,10,9,Divorced,Married-civ-spouse,Craft-repair,Prof-specialty,Not-in-family,Husband,White,White,Male,Male,0,3325,0,0,40,39,United-States,United-States,<=50K,>50K
31,39,Private,Private,171184,192779,Some-college,Some-college,10,9,Divorced,Never-married,Exec-managerial,Sales,Not-in-family,Own-child,White,White,Female,Female,0,3325,0,0,40,39,Dominican-Republic,United-States,<=50K,<=50K
56,39,?,?,141076,192779,HS-grad,Some-college,9,9,Divorced,Never-married,?,?,Not-in-family,Own-child,Black,Black,Female,Female,3674,3325,0,0,40,39,United-States,United-States,<=50K,<=50K
59,39,Private,Private,168145,192779,HS-grad,HS-grad,9,9,Divorced,Never-married,Craft-repair,Prof-specialty,Not-in-family,Husband,White,White,Female,Male,0,3325,0,0,40,39,United-States,United-States,<=50K,>50K
