age,age_noworkclass,workclass,workclass_noworkclass,fnlwgt,fnlwgt_noworkclass,education,education_noworkclass,education_num,education_num_noworkclass,marital_status,marital_status_noworkclass,occupation,occupation_noworkclass,relationship,relationship_noworkclass,race,race_noworkclass,sex,sex_noworkclass,capital_gain,capital_gain_noworkclass,capital_loss,capital_loss_noworkclass,hours_per_week,hours_per_week_noworkclass,native_country,native_country_noworkclass,income_per_year,income_per_year_noworkclass
36,51,Private,Private,174242,288825,Prof-school,HS-grad,15,10,Married-civ-spouse,Married-civ-spouse,Prof-specialty,Craft-repair,Husband,Husband,White,White,Male,Male,7298,3674,0,1741,50,34,United-States,United-States,>50K,>50K
22,36,Private,Private,349212,160703,Some-college,Some-college,10,10,Never-married,Divorced,Other-service,Exec-managerial,Own-child,Not-in-family,White,Black,Female,Male,0,3674,0,1741,20,34,United-States,United-States,<=50K,<=50K
17,51,?,Private,54978,116080,7th-8th,HS-grad,4,10,Never-married,Married-civ-spouse,?,Adm-clerical,Own-child,Husband,White,White,Female,Male,0,3674,0,1741,15,34,United-States,United-States,<=50K,>50K
25,51,State-gov,Private,81993,160703,Bachelors,Bachelors,13,14,Never-married,Never-married,Prof-specialty,Adm-clerical,Own-child,Other-relative,White,White,Male,Female,0,3674,0,1741,46,43,United-States,United-States,<=50K,<=50K
47,36,Private,Private,311395,84390,Some-college,Bachelors,10,14,Divorced,Married-civ-spouse,Machine-op-inspct,Exec-managerial,Not-in-family,Husband,Black,Asian-Pac-Islander,Male,Male,0,3674,0,1741,40,34,United-States,Iran,<=50K,<=50K
18,36,?,Private,149017,160703,12th,Prof-school,8,14,Never-married,Married-civ-spouse,?,Prof-specialty,Own-child,Husband,White,White,Male,Male,0,3674,0,1741,10,34,United-States,United-States,<=50K,>50K
34,51,Self-emp-not-inc,Private,156532,84390,7th-8th,HS-grad,4,10,Divorced,Married-civ-spouse,Farming-fishing,Prof-specialty,Not-in-family,Husband,White,White,Male,Male,0,3674,0,1741,50,34,United-States,United-States,<=50K,<=50K
44,51,Private,Private,53470,379885,Bachelors,Bachelors,13,14,Divorced,Married-civ-spouse,Other-service,Prof-specialty,Own-child,Husband,White,White,Female,Male,0,3674,0,1741,40,34,United-States,United-States,<=50K,>50K
27,23,Private,Private,212578,288825,Assoc-voc,HS-grad,11,10,Married-civ-spouse,Divorced,Craft-repair,Adm-clerical,Husband,Own-child,White,White,Male,Female,0,3674,1740,1741,40,34,United-States,United-States,<=50K,<=50K
25,36,Private,Private,227465,35603,HS-grad,HS-grad,9,10,Never-married,Widowed,Craft-repair,Exec-managerial,Own-child,Not-in-family,White,Black,Male,Female,0,3674,0,1741,40,34,United-States,United-States,<=50K,<=50K
38,23,Private,Private,423605,235521,HS-grad,HS-grad,9,10,Married-civ-spouse,Never-married,Craft-repair,Other-service,Husband,Own-child,White,White,Male,Male,0,3674,0,1741,40,34,El-Salvador,United-States,<=50K,<=50K
48,23,Private,Private,149337,116080,Assoc-acdm,HS-grad,12,10,Married-spouse-absent,Married-civ-spouse,Craft-repair,Prof-specialty,Not-in-family,Own-child,White,White,Male,Female,0,3674,0,1741,55,34,United-States,United-States,<=50K,<=50K
27,51,State-gov,Private,38353,137733,Masters,HS-grad,14,10,Never-married,Married-civ-spouse,Prof-specialty,Transport-moving,Not-in-family,Wife,White,White,Male,Female,0,3674,0,1741,40,34,United-States,United-States,<=50K,<=50K
30,23,Local-gov,Private,325385,35603,Masters,Some-college,14,10,Never-married,Never-married,Prof-specialty,Other-service,Not-in-family,Own-child,White,White,Male,Male,0,3674,0,1741,50,20,United-States,United-States,<=50K,<=50K
17,36,Private,Private,196252,235521,10th,Assoc-acdm,6,10,Never-married,Never-married,Other-service,Adm-clerical,Own-child,Not-in-family,White,White,Male,Female,0,3674,0,1741,16,34,United-States,United-States,<=50K,>50K
35,36,Private,Private,110538,137733,HS-grad,Some-college,9,6,Married-civ-spouse,Never-married,Other-service,Exec-managerial,Husband,Other-relative,White,Black,Male,Female,0,3674,0,1741,55,34,United-States,United-States,<=50K,<=50K
75,51,Private,Private,71385,160703,HS-grad,Bachelors,9,14,Divorced,Married-civ-spouse,Handlers-cleaners,Exec-managerial,Not-in-family,Husband,White,White,Female,Male,0,3674,0,1741,20,55,United-States,United-States,<=50K,<=50K
34,51,Private,Private,178449,84390,Some-college,11th,10,10,Married-civ-spouse,Married-civ-spouse,Exec-managerial,Other-service,Husband,Husband,White,White,Male,Male,3103,3674,0,1741,45,43,United-States,United-States,>50K,<=50K
28,64,Federal-gov,Private,366533,35603,Some-college,7th-8th,10,2,Never-married,Married-civ-spouse,Adm-clerical,Adm-clerical,Not-in-family,Husband,White,White,Female,Male,0,3674,0,1741,40,20,United-States,United-States,<=50K,>50K
38,77,Private,Private,336326,84390,11th,Bachelors,7,14,Never-married,Married-civ-spouse,Craft-repair,Exec-managerial,Unmarried,Wife,White,White,Male,Female,1151,3674,0,1741,40,34,United-States,United-States,<=50K,>50K
23,64,Private,Private,335439,137733,Bachelors,HS-grad,13,6,Never-married,Married-civ-spouse,Sales,Exec-managerial,Not-in-family,Husband,White,White,Female,Male,0,3674,1741,1741,50,34,United-States,United-States,<=50K,<=50K
40,23,Private,Private,184471,204817,Some-college,HS-grad,10,10,Divorced,Married-civ-spouse,Machine-op-inspct,Craft-repair,Not-in-family,Husband,White,White,Male,Male,0,3674,0,1741,40,34,United-States,United-States,<=50K,<=50K
37,36,Federal-gov,Private,133526,35603,Bachelors,Some-college,13,10,Married-civ-spouse,Married-civ-spouse,Adm-clerical,Prof-specialty,Husband,Husband,White,White,Male,Male,0,3674,0,1741,40,34,United-States,United-States,<=50K,<=50K
18,23,Private,Private,618808,235521,Some-college,Masters,10,10,Never-married,Never-married,Adm-clerical,Prof-specialty,Own-child,Not-in-family,White,White,Female,Male,0,3674,0,1741,40,34,United-States,United-States,<=50K,<=50K
22,23,Private,Private,408385,288825,10th,11th,6,10,Never-married,Never-married,Handlers-cleaners,Craft-repair,Own-child,Not-in-family,White,White,Male,Male,0,3674,0,1741,40,34,United-States,United-States,<=50K,<=50K
31,23,Private,Private,156192,288825,Some-college,12th,10,6,Married-civ-spouse,Married-civ-spouse,Craft-repair,Adm-clerical,Husband,Own-child,White,Black,Male,Female,0,3674,0,1741,40,43,United-States,United-States,>50K,<=50K
39,23,Private,Private,126569,379885,Some-college,Some-college,10,10,Married-civ-spouse,Never-married,Adm-clerical,Other-service,Husband,Own-child,White,Black,Male,Male,0,3674,0,1741,40,55,United-States,United-States,>50K,<=50K
40,23,Private,Private,300773,235521,Assoc-acdm,Bachelors,12,14,Divorced,Never-married,Tech-support,Prof-specialty,Not-in-family,Own-child,White,White,Female,Male,0,3674,0,1741,40,7,United-States,United-States,<=50K,<=50K
31,23,Private,Private,152109,235521,HS-grad,Some-college,9,10,Never-married,Married-civ-spouse,Exec-managerial,Adm-clerical,Not-in-family,Wife,White,White,Male,Female,0,3674,0,1741,50,20,United-States,United-States,<=50K,<=50K
19,51,Private,Private,260275,204817,11th,Assoc-acdm,7,10,Separated,Divorced,Craft-repair,Adm-clerical,Own-child,Own-child,Black,Asian-Pac-Islander,Male,Male,0,3674,0,1741,40,43,United-States,United-States,<=50K,<=50K
17,23,Private,Private,209650,137733,12th,HS-grad,8,10,Never-married,Never-married,Other-service,Other-service,Own-child,Unmarried,White,Black,Male,Female,0,3674,0,1741,20,20,United-States,United-States,<=50K,<=50K
73,36,Private,Private,573446,160703,Some-college,10th,10,6,Married-civ-spouse,Married-civ-spouse,Prof-specialty,Exec-managerial,Husband,Husband,White,White,Male,Male,0,3674,0,1741,15,34,United-States,United-States,<=50K,>50K
41,64,Private,Private,253189,160703,Some-college,HS-grad,10,10,Married-civ-spouse,Married-civ-spouse,Craft-repair,Exec-managerial,Husband,Not-in-family,White,White,Male,Male,0,3674,0,1741,40,34,United-States,United-States,<=50K,<=50K
37,64,Private,Private,200426,116080,Some-college,HS-grad,10,6,Never-married,Married-civ-spouse,Other-service,Transport-moving,Not-in-family,Husband,White,White,Female,Male,0,3674,0,1741,18,34,United-States,United-States,<=50K,<=50K
24,36,Private,Private,109667,35603,Masters,Bachelors,14,14,Never-married,Divorced,Adm-clerical,Craft-repair,Own-child,Not-in-family,White,Amer-Indian-Eskimo,Male,Male,0,3674,0,1741,15,43,United-States,United-States,<=50K,>50K
41,23,?,Private,173651,137733,Assoc-acdm,HS-grad,12,10,Married-civ-spouse,Never-married,?,Other-service,Husband,Own-child,White,White,Male,Female,0,3674,0,1741,99,55,United-States,United-States,<=50K,<=50K
34,51,Local-gov,Private,432204,116080,Assoc-acdm,Masters,12,14,Married-civ-spouse,Married-civ-spouse,Other-service,Prof-specialty,Husband,Husband,White,White,Male,Male,0,3674,0,1741,80,34,United-States,United-States,<=50K,>50K
28,36,Private,Private,252013,204817,Some-college,Some-college,10,10,Never-married,Married-civ-spouse,Adm-clerical,Prof-specialty,Unmarried,Husband,White,White,Female,Male,0,3674,0,1741,45,34,Japan,United-States,<=50K,<=50K
68,23,?,Private,461484,137733,Some-college,Masters,10,10,Married-civ-spouse,Married-civ-spouse,?,Prof-specialty,Husband,Unmarried,White,White,Male,Male,0,3674,1648,1741,10,43,United-States,United-States,>50K,<=50K
19,23,Private,Private,191889,204817,HS-grad,HS-grad,9,10,Never-married,Divorced,Craft-repair,Craft-repair,Own-child,Not-in-family,White,White,Male,Male,0,3674,0,1741,25,34,United-States,United-States,<=50K,<=50K
42,36,Private,Private,112507,35603,12th,HS-grad,8,10,Married-civ-spouse,Married-civ-spouse,Transport-moving,Machine-op-inspct,Husband,Husband,White,Black,Male,Female,0,3674,0,1741,30,34,United-States,United-States,<=50K,<=50K
36,51,Private,Private,224531,185616,HS-grad,Assoc-acdm,9,10,Married-civ-spouse,Married-civ-spouse,Craft-repair,Adm-clerical,Husband,Not-in-family,White,White,Male,Male,0,3674,0,1741,40,34,Poland,United-States,>50K,<=50K
24,23,?,Private,83783,137733,7th-8th,Assoc-acdm,4,10,Never-married,Married-civ-spouse,?,Adm-clerical,Not-in-family,Wife,White,White,Female,Female,0,3674,0,1741,25,34,United-States,United-States,<=50K,>50K
46,23,Self-emp-not-inc,Private,346783,185616,Prof-school,9th,15,10,Married-civ-spouse,Never-married,Prof-specialty,Adm-clerical,Husband,Own-child,White,White,Male,Female,15024,3674,0,1741,35,20,Cuba,United-States,>50K,<=50K
48,23,Federal-gov,Private,72896,84390,HS-grad,Some-college,9,10,Married-civ-spouse,Married-civ-spouse,Handlers-cleaners,Transport-moving,Husband,Husband,White,White,Male,Male,0,3674,0,1741,40,34,United-States,United-States,<=50K,<=50K
37,51,Private,Private,171393,204817,HS-grad,Some-college,9,10,Married-civ-spouse,Married-civ-spouse,Sales,Adm-clerical,Husband,Husband,White,White,Male,Male,0,3674,1740,1741,40,34,United-States,United-States,<=50K,<=50K
27,23,Private,Private,294931,235521,HS-grad,Some-college,9,10,Never-married,Never-married,Machine-op-inspct,Exec-managerial,Unmarried,Not-in-family,White,White,Male,Female,0,3674,0,1741,40,34,Germany,United-States,<=50K,<=50K
26,36,Private,Private,198986,35603,HS-grad,Bachelors,9,14,Never-married,Married-civ-spouse,Craft-repair,Craft-repair,Other-relative,Husband,White,White,Male,Male,0,3674,0,1741,40,34,United-States,United-States,<=50K,>50K
19,23,?,Private,264767,137733,HS-grad,Some-college,9,10,Never-married,Married-civ-spouse,?,Prof-specialty,Own-child,Husband,White,White,Male,Male,0,3674,0,1741,40,20,United-States,United-States,<=50K,>50K
55,23,Self-emp-not-inc,Private,225623,185616,Some-college,12th,10,6,Married-civ-spouse,Married-civ-spouse,Farming-fishing,Craft-repair,Husband,Husband,White,Black,Male,Male,0,3674,0,1741,40,34,United-States,United-States,<=50K,<=50K
17,36,?,Private,48610,204817,HS-grad,Some-college,9,10,Never-married,Married-civ-spouse,?,Craft-repair,Own-child,Husband,White,White,Male,Male,0,3674,0,1741,14,43,United-States,United-States,<=50K,>50K
57,64,Private,Private,113974,35603,HS-grad,Bachelors,9,6,Divorced,Widowed,Adm-clerical,Adm-clerical,Unmarried,Not-in-family,White,White,Female,Female,0,3674,0,1741,40,20,United-States,United-States,<=50K,<=50K
43,23,Private,Private,334991,84390,Bachelors,HS-grad,13,10,Married-civ-spouse,Married-civ-spouse,Sales,Prof-specialty,Husband,Husband,White,White,Male,Male,0,3674,0,1741,50,34,United-States,United-States,>50K,<=50K
24,36,Private,Private,362059,288825,12th,Bachelors,8,14,Never-married,Never-married,Craft-repair,Transport-moving,Own-child,Not-in-family,White,White,Male,Male,0,3674,0,1741,32,34,United-States,United-States,<=50K,<=50K
37,51,Private,Private,389725,204817,HS-grad,HS-grad,9,10,Married-civ-spouse,Divorced,Machine-op-inspct,Exec-managerial,Husband,Not-in-family,White,White,Male,Female,7298,3674,0,1741,40,34,United-States,United-States,>50K,<=50K
25,51,Private,Private,330774,116080,9th,Masters,5,14,Married-civ-spouse,Divorced,Machine-op-inspct,Adm-clerical,Husband,Husband,White,White,Male,Female,0,3674,0,1741,40,34,United-States,United-States,<=50K,<=50K
33,36,Private,Private,149910,116080,HS-grad,Bachelors,9,14,Married-civ-spouse,Divorced,Machine-op-inspct,Prof-specialty,Wife,Own-child,Black,White,Female,Male,0,3674,0,1741,40,34,United-States,United-States,<=50K,<=50K
49,64,Self-emp-inc,Private,99401,35603,Some-college,Some-college,10,10,Married-civ-spouse,Widowed,Exec-managerial,Adm-clerical,Husband,Not-in-family,White,White,Male,Female,0,3674,0,1741,45,7,United-States,United-States,<=50K,<=50K
22,23,Private,Private,104266,235521,Some-college,Bachelors,10,14,Never-married,Married-civ-spouse,Sales,Prof-specialty,Own-child,Husband,White,White,Female,Male,0,3674,0,1741,20,34,United-States,?,<=50K,<=50K
21,51,Private,Private,136440,235521,Some-college,Bachelors,10,14,Never-married,Married-civ-spouse,Sales,Exec-managerial,Own-child,Husband,Asian-Pac-Islander,White,Female,Male,0,3674,0,1741,15,34,South,?,<=50K,>50K
84,64,Private,Private,65478,185616,HS-grad,10th,9,6,Widowed,Widowed,Priv-house-serv,Exec-managerial,Not-in-family,Not-in-family,White,White,Female,Female,0,3674,0,1741,40,20,England,United-States,<=50K,<=50K
24,36,Private,Private,56121,35603,5th-6th,HS-grad,3,10,Married-civ-spouse,Never-married,Farming-fishing,Other-service,Husband,Not-in-family,White,White,Male,Female,0,3674,0,1741,60,34,Mexico,United-States,<=50K,<=50K
44,36,Private,Private,143939,116080,Some-college,HS-grad,10,10,Separated,Never-married,Adm-clerical,Prof-specialty,Unmarried,Unmarried,White,White,Female,Male,0,3674,0,1741,40,55,United-States,United-States,<=50K,<=50K
44,23,Private,Private,231853,288825,HS-grad,Some-college,9,10,Married-civ-spouse,Never-married,Handlers-cleaners,Adm-clerical,Husband,Wife,Black,White,Male,Female,0,3674,1902,1741,40,34,United-States,United-States,>50K,<=50K
20,36,Private,Private,267706,288825,HS-grad,HS-grad,9,10,Never-married,Never-married,Sales,Other-service,Unmarried,Own-child,White,Black,Female,Male,0,3674,0,1741,38,43,United-States,United-States,<=50K,<=50K
37,51,Private,Private,328301,160703,Some-college,HS-grad,10,10,Never-married,Married-civ-spouse,Tech-support,Exec-managerial,Unmarried,Own-child,White,White,Female,Female,4934,3674,0,1741,60,55,United-States,United-States,>50K,<=50K
30,23,Private,Private,36340,35603,11th,10th,7,6,Divorced,Married-civ-spouse,Other-service,Farming-fishing,Unmarried,Husband,White,White,Female,Male,0,3674,0,1741,35,34,United-States,Portugal,<=50K,<=50K
19,51,Private,Private,112780,235521,Some-college,HS-grad,10,14,Never-married,Divorced,Sales,Prof-specialty,Own-child,Unmarried,White,White,Female,Female,0,3674,0,1741,20,43,United-States,United-States,<=50K,>50K
51,51,Private,Private,113045,235521,Masters,Assoc-voc,14,10,Widowed,Married-civ-spouse,Exec-managerial,Exec-managerial,Unmarried,Husband,White,White,Male,Male,15020,3674,0,1741,40,34,United-States,United-States,>50K,<=50K
52,36,Private,Private,196504,137733,7th-8th,HS-grad,4,6,Married-civ-spouse,Widowed,Handlers-cleaners,Adm-clerical,Husband,Unmarried,White,White,Male,Male,0,3674,0,1741,40,34,United-States,United-States,<=50K,<=50K
50,23,State-gov,Private,136216,185616,HS-grad,HS-grad,9,10,Widowed,Married-civ-spouse,Other-service,Craft-repair,Not-in-family,Husband,White,White,Female,Male,0,3674,0,1741,37,43,United-States,United-States,<=50K,<=50K
34,51,Local-gov,Private,158242,116080,Bachelors,Bachelors,13,14,Never-married,Married-civ-spouse,Exec-managerial,Exec-managerial,Not-in-family,Husband,White,White,Female,Male,0,3674,0,1741,43,43,United-States,United-States,<=50K,>50K
53,23,Private,Private,180062,379885,7th-8th,HS-grad,4,10,Married-civ-spouse,Married-civ-spouse,Craft-repair,Sales,Husband,Husband,White,White,Male,Male,0,3674,0,1741,40,43,United-States,United-States,<=50K,<=50K
39,36,Private,Private,206888,379885,Some-college,HS-grad,10,6,Divorced,Never-married,Adm-clerical,Prof-specialty,Not-in-family,Own-child,White,White,Female,Female,0,3674,0,1741,40,20,United-States,United-States,<=50K,<=50K
40,23,Private,Private,77370,288825,HS-grad,Some-college,9,10,Married-civ-spouse,Married-civ-spouse,Craft-repair,Prof-specialty,Husband,Husband,White,White,Male,Male,0,3674,0,1741,40,34,United-States,United-States,>50K,<=50K
49,64,Self-emp-not-inc,Private,349151,185616,HS-grad,HS-grad,9,14,Married-civ-spouse,Never-married,Exec-managerial,Exec-managerial,Husband,Not-in-family,White,White,Male,Female,3411,3674,0,1741,40,55,United-States,United-States,<=50K,>50K
52,36,Private,Private,113843,235521,Some-college,7th-8th,10,2,Divorced,Married-civ-spouse,Other-service,Farming-fishing,Unmarried,Husband,White,White,Female,Male,0,3674,0,1741,45,34,United-States,United-States,<=50K,<=50K
48,64,State-gov,Private,176917,185616,Some-college,Some-college,10,10,Married-civ-spouse,Divorced,Protective-serv,Exec-managerial,Husband,Not-in-family,White,White,Male,Male,0,3674,0,1741,40,43,United-States,United-States,>50K,<=50K
58,23,?,Private,226078,137733,11th,HS-grad,7,10,Divorced,Married-civ-spouse,?,Adm-clerical,Unmarried,Wife,Black,White,Female,Female,0,3674,0,1741,32,20,United-States,United-States,<=50K,<=50K
30,23,Local-gov,Private,177828,288825,Bachelors,Bachelors,13,14,Separated,Married-civ-spouse,Prof-specialty,Exec-managerial,Not-in-family,Own-child,White,Black,Male,Female,0,3674,0,1741,40,20,United-States,United-States,<=50K,<=50K
44,23,Private,Private,137304,379885,HS-grad,Some-college,9,10,Widowed,Married-civ-spouse,Machine-op-inspct,Transport-moving,Not-in-family,Not-in-family,Black,Black,Female,Male,0,3674,0,1741,40,34,United-States,?,<=50K,<=50K
35,36,Private,Private,138441,235521,Bachelors,Prof-school,13,14,Married-civ-spouse,Married-civ-spouse,Exec-managerial,Prof-specialty,Husband,Husband,White,White,Male,Male,0,3674,0,1741,40,34,United-States,United-States,>50K,>50K
46,51,Private,Private,30840,379885,Bachelors,HS-grad,13,10,Married-civ-spouse,Married-civ-spouse,Exec-managerial,Transport-moving,Husband,Husband,White,White,Male,Male,0,3674,0,1741,50,34,United-States,United-States,>50K,>50K
42,51,Private,Private,149546,204817,Some-college,Some-college,10,10,Divorced,Married-civ-spouse,Craft-repair,Exec-managerial,Unmarried,Husband,White,White,Male,Male,0,3674,0,1741,30,34,United-States,United-States,<=50K,>50K
29,23,Private,Private,145182,379885,HS-grad,Some-college,9,10,Never-married,Never-married,Protective-serv,Prof-specialty,Own-child,Not-in-family,Black,White,Female,Female,0,3674,0,1741,20,34,United-States,United-States,<=50K,<=50K
25,23,Local-gov,Private,270379,185616,HS-grad,Some-college,9,10,Never-married,Never-married,Adm-clerical,Exec-managerial,Not-in-family,Not-in-family,Black,Black,Female,Male,0,3674,0,1741,40,34,United-States,United-States,<=50K,<=50K
18,64,Self-emp-inc,Private,378036,137733,12th,HS-grad,8,10,Never-married,Divorced,Farming-fishing,Prof-specialty,Own-child,Not-in-family,White,White,Male,Female,0,3674,0,1741,10,20,United-States,United-States,<=50K,<=50K
19,64,Private,Private,118535,204817,Some-college,HS-grad,10,10,Never-married,Never-married,Other-service,Craft-repair,Own-child,Not-in-family,White,White,Female,Female,0,3674,0,1741,20,43,United-States,United-States,<=50K,<=50K
19,51,Private,Private,239057,185616,HS-grad,Bachelors,9,14,Never-married,Married-civ-spouse,Craft-repair,Prof-specialty,Own-child,Not-in-family,White,White,Male,Male,0,3674,0,1741,40,34,United-States,United-States,<=50K,>50K
80,23,Private,Private,107740,379885,HS-grad,HS-grad,9,10,Widowed,Never-married,Handlers-cleaners,Transport-moving,Not-in-family,Not-in-family,White,White,Male,Male,0,3674,0,1741,30,34,United-States,Guatemala,<=50K,<=50K
61,36,Private,Private,194804,379885,Preschool,7th-8th,1,2,Separated,Married-civ-spouse,Transport-moving,Other-service,Not-in-family,Husband,Black,White,Male,Male,14344,3674,0,1741,40,34,United-States,United-States,>50K,<=50K
46,51,Self-emp-not-inc,Private,225065,84390,Bachelors,Bachelors,13,14,Separated,Divorced,Other-service,Prof-specialty,Unmarried,Unmarried,White,White,Female,Female,0,3674,0,1741,45,34,Nicaragua,United-States,<=50K,<=50K
27,36,Private,Private,165412,84390,HS-grad,Masters,9,14,Never-married,Divorced,Adm-clerical,Prof-specialty,Own-child,Own-child,White,White,Male,Female,0,3674,0,1741,20,34,United-States,United-States,<=50K,<=50K
26,23,Private,Private,211199,84390,10th,HS-grad,6,10,Never-married,Separated,Craft-repair,Prof-specialty,Not-in-family,Unmarried,White,White,Male,Female,0,3674,0,1741,40,43,United-States,United-States,<=50K,>50K
50,23,State-gov,Private,172962,35603,HS-grad,HS-grad,9,10,Married-civ-spouse,Married-civ-spouse,Handlers-cleaners,Prof-specialty,Husband,Husband,White,Asian-Pac-Islander,Male,Male,0,3674,0,1741,40,34,United-States,Thailand,<=50K,<=50K
59,36,Private,Private,190748,235521,HS-grad,Some-college,9,10,Married-civ-spouse,Married-civ-spouse,Adm-clerical,Other-service,Wife,Husband,White,White,Female,Male,0,3674,0,1741,40,34,United-States,United-States,<=50K,>50K
38,23,Federal-gov,Private,455379,116080,12th,HS-grad,8,10,Married-civ-spouse,Never-married,Protective-serv,Prof-specialty,Husband,Own-child,White,White,Male,Male,0,3674,0,1741,56,20,United-States,United-States,>50K,<=50K
28,36,Private,Private,112917,204817,Assoc-voc,HS-grad,11,10,Married-civ-spouse,Married-civ-spouse,Tech-support,Exec-managerial,Husband,Husband,Other,White,Male,Male,0,3674,0,1741,40,43,Mexico,United-States,<=50K,<=50K
34,64,Private,Private,299383,185616,HS-grad,Some-college,9,10,Never-married,Separated,Craft-repair,Exec-managerial,Not-in-family,Husband,Black,White,Male,Male,0,3674,0,1741,40,55,United-States,United-States,<=50K,>50K
36,23,Private,Private,22245,185616,HS-grad,Some-college,9,10,Married-civ-spouse,Married-civ-spouse,Sales,Prof-specialty,Husband,Not-in-family,White,White,Male,Female,0,3674,0,1741,40,20,United-States,United-States,>50K,<=50K
23,36,Private,Private,49683,35603,Some-college,Some-college,10,10,Never-married,Married-civ-spouse,Handlers-cleaners,Adm-clerical,Own-child,Husband,White,White,Male,Male,0,3674,0,1741,25,34,United-States,United-States,<=50K,<=50K
65,36,Local-gov,Private,32846,185616,Some-college,Bachelors,10,14,Divorced,Married-civ-spouse,Adm-clerical,Adm-clerical,Not-in-family,Wife,White,Black,Female,Male,2964,3674,0,1741,35,34,United-States,United-States,<=50K,<=50K
35,51,Private,Private,46947,35603,Some-college,Some-college,10,10,Divorced,Married-civ-spouse,Adm-clerical,Protective-serv,Not-in-family,Not-in-family,White,White,Female,Male,0,3674,0,1741,45,34,United-States,United-States,<=50K,<=50K
65,51,Private,Private,165609,35603,HS-grad,HS-grad,9,10,Married-civ-spouse,Married-civ-spouse,Other-service,Other-service,Husband,Husband,White,White,Male,Male,0,3674,0,1741,32,34,United-States,United-States,<=50K,<=50K
39,36,Private,Private,226894,204817,HS-grad,HS-grad,9,10,Married-civ-spouse,Divorced,Handlers-cleaners,Sales,Husband,Not-in-family,Black,White,Male,Female,0,3674,0,1741,40,34,United-States,United-States,<=50K,<=50K
35,23,Private,Private,143231,137733,Assoc-voc,Some-college,11,10,Married-civ-spouse,Never-married,Adm-clerical,Exec-managerial,Husband,Wife,White,Asian-Pac-Islander,Male,Male,0,3674,0,1741,44,34,United-States,China,>50K,<=50K
33,51,Private,Private,173730,116080,Assoc-voc,HS-grad,11,6,Married-civ-spouse,Married-civ-spouse,Machine-op-inspct,Exec-managerial,Husband,Husband,White,White,Male,Male,0,3674,0,1741,40,43,United-States,United-States,<=50K,<=50K
32,23,Private,Private,259425,84390,Some-college,Some-college,10,10,Divorced,Never-married,Craft-repair,Other-service,Not-in-family,Own-child,White,White,Male,Female,0,3674,0,1741,40,7,United-States,United-States,<=50K,<=50K
36,77,Private,Private,168747,160703,Bachelors,HS-grad,13,10,Never-married,Married-civ-spouse,Transport-moving,Exec-managerial,Not-in-family,Husband,White,White,Male,Male,0,3674,0,1741,40,43,United-States,United-States,<=50K,<=50K
18,36,?,Private,210652,204817,HS-grad,HS-grad,9,10,Never-married,Married-civ-spouse,?,Exec-managerial,Own-child,Not-in-family,White,White,Male,Female,0,3674,0,1741,15,34,United-States,United-States,<=50K,<=50K
25,23,Private,Private,40915,160703,Bachelors,Some-college,13,10,Never-married,Married-civ-spouse,Prof-specialty,Machine-op-inspct,Not-in-family,Wife,White,White,Female,Female,0,3674,0,1741,40,34,United-States,United-States,<=50K,<=50K
32,51,Private,Private,180303,288825,Some-college,HS-grad,10,10,Married-civ-spouse,Married-civ-spouse,Exec-managerial,Farming-fishing,Husband,Husband,Asian-Pac-Islander,White,Male,Male,0,3674,0,1741,70,34,South,United-States,<=50K,<=50K
49,36,Private,Private,182541,204817,10th,HS-grad,6,10,Married-civ-spouse,Married-civ-spouse,Handlers-cleaners,Craft-repair,Husband,Husband,White,White,Male,Male,0,3674,1485,1741,40,43,United-States,United-States,>50K,>50K
29,36,Private,Private,67306,35603,HS-grad,Some-college,9,10,Never-married,Divorced,Adm-clerical,Adm-clerical,Unmarried,Not-in-family,Amer-Indian-Eskimo,White,Female,Female,0,3674,0,1741,40,34,United-States,United-States,<=50K,<=50K
20,23,?,Private,38032,204817,HS-grad,10th,9,6,Never-married,Never-married,?,Other-service,Not-in-family,Not-in-family,White,White,Female,Female,0,3674,0,1741,40,34,United-States,United-States,<=50K,<=50K
44,36,Federal-gov,Private,257395,185616,Some-college,Masters,10,14,Married-civ-spouse,Never-married,Prof-specialty,Prof-specialty,Husband,Not-in-family,White,Other,Male,Female,0,3674,0,1741,40,34,United-States,?,>50K,<=50K
29,23,Private,Private,29261,116080,Assoc-voc,Some-college,11,10,Never-married,Never-married,Machine-op-inspct,Other-service,Not-in-family,Own-child,White,White,Male,Male,0,3674,0,1741,50,34,United-States,United-States,<=50K,<=50K
19,23,Private,Private,205977,288825,Some-college,9th,10,6,Married-civ-spouse,Never-married,Adm-clerical,Prof-specialty,Other-relative,Not-in-family,White,White,Female,Male,0,3674,0,1741,20,34,United-States,United-States,<=50K,<=50K
22,23,?,Private,216639,185616,Some-college,HS-grad,10,10,Never-married,Married-civ-spouse,?,Tech-support,Not-in-family,Husband,White,White,Female,Male,0,3674,1974,1741,40,34,United-States,United-States,<=50K,<=50K
17,23,Private,Private,134768,204817,11th,HS-grad,7,10,Never-married,Widowed,Sales,Prof-specialty,Own-child,Not-in-family,White,White,Female,Male,0,3674,0,1741,20,20,United-States,United-States,<=50K,<=50K
49,51,Private,Private,32184,35603,HS-grad,HS-grad,9,10,Divorced,Married-civ-spouse,Sales,Craft-repair,Not-in-family,Husband,White,White,Female,Male,0,3674,0,1741,36,34,United-States,United-States,<=50K,<=50K
