age,age_nooccupation,workclass,workclass_nooccupation,fnlwgt,fnlwgt_nooccupation,education,education_nooccupation,education_num,education_num_nooccupation,marital_status,marital_status_nooccupation,occupation,occupation_nooccupation,relationship,relationship_nooccupation,race,race_nooccupation,sex,sex_nooccupation,capital_gain,capital_gain_nooccupation,capital_loss,capital_loss_nooccupation,hours_per_week,hours_per_week_nooccupation,native_country,native_country_nooccupation,income_per_year,income_per_year_nooccupation
45,26,Local-gov,Private,198759,180955,HS-grad,Some-college,9,13,Married-civ-spouse,Married-civ-spouse,Exec-managerial,Prof-specialty,Husband,Husband,White,White,Male,Male,0,2407,1848,1590,40,25,United-States,United-States,>50K,<=50K
45,39,State-gov,Private,74305,115358,Masters,Bachelors,14,13,Married-civ-spouse,Married-civ-spouse,Prof-specialty,Prof-specialty,Husband,Not-in-family,White,White,Male,Male,0,2407,0,1590,35,40,United-States,United-States,>50K,<=50K
80,46,Self-emp-inc,Private,120796,222848,HS-grad,HS-grad,9,8,Married-civ-spouse,Married-civ-spouse,Exec-managerial,Prof-specialty,Husband,Husband,White,White,Male,Female,0,2407,0,1590,40,40,United-States,United-States,<=50K,<=50K
55,39,Local-gov,Private,190091,205195,Masters,Some-college,14,10,Married-civ-spouse,Married-civ-spouse,Prof-specialty,Prof-specialty,Husband,Wife,White,Other,Male,Female,0,2407,0,1590,50,8,United-States,Puerto-Rico,>50K,<=50K
23,20,Private,Private,197286,222848,Some-college,11th,10,6,Never-married,Never-married,Sales,Prof-specialty,Own-child,Husband,White,White,Female,Male,0,2407,0,1590,40,25,United-States,?,<=50K,<=50K
45,26,State-gov,Private,129499,180955,Some-college,Bachelors,10,13,Never-married,Never-married,Adm-clerical,Prof-specialty,Not-in-family,Own-child,White,White,Female,Female,0,2407,0,1590,40,77,United-States,United-States,<=50K,<=50K
39,46,Private,Private,30875,331649,Bachelors,HS-grad,13,8,Divorced,Married-civ-spouse,Sales,Prof-specialty,Unmarried,Husband,White,White,Female,Male,0,6514,0,1590,40,40,United-States,United-States,>50K,>50K
45,39,Self-emp-not-inc,Private,172822,115358,HS-grad,HS-grad,9,8,Married-civ-spouse,Never-married,Other-service,Prof-specialty,Husband,Own-child,White,White,Male,Male,3411,2407,0,1590,40,40,United-States,United-States,<=50K,<=50K
34,39,Private,Private,107417,411037,HS-grad,Some-college,9,10,Married-civ-spouse,Married-civ-spouse,Craft-repair,Prof-specialty,Husband,Husband,White,White,Male,Male,0,6514,0,1590,40,55,United-States,Mexico,<=50K,>50K
42,39,Local-gov,Private,226902,192894,HS-grad,HS-grad,9,13,Married-civ-spouse,Married-civ-spouse,Protective-serv,Prof-specialty,Husband,Husband,White,White,Male,Male,0,2407,0,1590,40,55,United-States,United-States,>50K,>50K
21,39,Private,Private,86557,68326,Some-college,HS-grad,10,8,Never-married,Married-civ-spouse,Sales,Prof-specialty,Other-relative,Unmarried,Other,White,Female,Male,0,2407,0,1590,30,40,United-States,United-States,<=50K,<=50K
35,33,Private,Private,98900,222848,Some-college,HS-grad,10,8,Divorced,Married-civ-spouse,Adm-clerical,Prof-specialty,Unmarried,Other-relative,White,White,Female,Male,0,2407,0,1590,40,55,United-States,United-States,<=50K,>50K
24,39,Local-gov,Private,38707,34918,Bachelors,Assoc-acdm,13,8,Never-married,Married-civ-spouse,Transport-moving,Prof-specialty,Own-child,Husband,White,Asian-Pac-Islander,Male,Female,0,2407,0,1590,20,55,United-States,United-States,<=50K,<=50K
39,26,Private,Private,286730,68326,HS-grad,HS-grad,9,13,Divorced,Never-married,Machine-op-inspct,Prof-specialty,Unmarried,Unmarried,White,White,Female,Male,0,2407,0,1590,40,55,United-States,United-States,<=50K,>50K
17,52,Private,Self-emp-not-inc,221797,133061,12th,HS-grad,8,8,Never-married,Divorced,Adm-clerical,Prof-specialty,Own-child,Not-in-family,White,White,Female,Female,594,2407,0,1590,20,55,United-States,United-States,<=50K,<=50K
52,39,?,Private,175029,180955,Some-college,HS-grad,10,13,Married-civ-spouse,Married-spouse-absent,?,Prof-specialty,Husband,Not-in-family,White,White,Male,Male,0,2407,0,1590,80,40,United-States,Poland,<=50K,<=50K
49,80,?,Private,32184,168212,HS-grad,Some-college,9,10,Married-civ-spouse,Widowed,?,Prof-specialty,Wife,Not-in-family,White,White,Female,Male,5013,2407,0,1590,15,25,United-States,United-States,<=50K,<=50K
31,59,Federal-gov,Private,144949,180955,Bachelors,Assoc-voc,13,6,Married-civ-spouse,Married-civ-spouse,Adm-clerical,Prof-specialty,Husband,Husband,White,White,Male,Male,0,2407,0,1590,40,40,United-States,United-States,<=50K,<=50K
48,52,Federal-gov,Private,33084,152652,Bachelors,Some-college,13,10,Married-civ-spouse,Married-civ-spouse,Protective-serv,Prof-specialty,Husband,Husband,White,White,Male,Female,0,6514,0,1590,50,55,United-States,United-States,>50K,<=50K
30,20,Private,Private,156464,282948,Some-college,Some-college,10,10,Never-married,Never-married,Tech-support,Prof-specialty,Other-relative,Own-child,White,White,Male,Male,0,2407,0,1590,40,25,United-States,United-States,<=50K,<=50K
38,20,Private,Private,152307,68326,Some-college,Bachelors,10,8,Married-civ-spouse,Never-married,Exec-managerial,Prof-specialty,Husband,Unmarried,White,White,Male,Female,0,2407,0,1590,30,40,United-States,United-States,>50K,<=50K
32,46,Private,Federal-gov,341954,115358,Bachelors,Some-college,13,10,Never-married,Married-civ-spouse,Adm-clerical,Prof-specialty,Not-in-family,Not-in-family,White,White,Male,Male,0,2407,1741,1590,45,40,?,United-States,<=50K,>50K
24,26,Private,Private,235720,282948,HS-grad,HS-grad,9,13,Never-married,Never-married,Adm-clerical,Prof-specialty,Own-child,Own-child,White,White,Male,Female,0,2407,0,1590,50,55,United-States,United-States,<=50K,<=50K
47,72,Private,State-gov,161187,98746,12th,HS-grad,8,8,Divorced,Widowed,Adm-clerical,Prof-specialty,Unmarried,Unmarried,White,Black,Female,Female,0,2407,0,1590,40,40,United-States,United-States,<=50K,<=50K
56,46,Private,Private,90017,192894,7th-8th,Assoc-voc,4,6,Married-civ-spouse,Married-civ-spouse,Machine-op-inspct,Prof-specialty,Husband,Husband,White,White,Male,Female,0,2407,0,1590,40,8,Portugal,United-States,<=50K,<=50K
59,59,Private,Private,192671,192894,11th,HS-grad,7,4,Married-civ-spouse,Never-married,Adm-clerical,Prof-specialty,Husband,Husband,White,White,Male,Male,7298,2407,0,1590,40,55,United-States,United-States,>50K,<=50K
39,20,Self-emp-not-inc,Private,102178,115358,Some-college,Bachelors,10,13,Married-civ-spouse,Never-married,Exec-managerial,Prof-specialty,Husband,Husband,White,White,Male,Female,0,2407,0,1590,35,25,United-States,United-States,<=50K,<=50K
22,65,Private,Federal-gov,293136,34918,Some-college,Bachelors,10,13,Never-married,Widowed,Other-service,Prof-specialty,Own-child,Husband,White,White,Female,Female,0,2407,0,1590,30,40,United-States,United-States,<=50K,<=50K
17,20,Local-gov,Private,99568,180955,10th,HS-grad,6,8,Never-married,Never-married,Prof-specialty,Prof-specialty,Own-child,Husband,White,White,Female,Female,0,2407,0,1590,10,25,United-States,United-States,<=50K,<=50K
66,39,Self-emp-not-inc,Private,81413,180955,10th,HS-grad,6,13,Married-civ-spouse,Married-civ-spouse,Exec-managerial,Prof-specialty,Husband,Husband,White,White,Male,Male,0,2407,0,2051,30,55,United-States,United-States,<=50K,>50K
39,39,Private,Private,31053,205195,Some-college,7th-8th,10,4,Divorced,Married-civ-spouse,Sales,Prof-specialty,Unmarried,Husband,White,White,Female,Male,0,2407,0,1590,40,55,United-States,United-States,<=50K,<=50K
18,46,Private,Private,31008,152652,Some-college,HS-grad,10,8,Never-married,Divorced,Tech-support,Prof-specialty,Not-in-family,Not-in-family,White,White,Female,Female,0,2407,0,1590,40,40,United-States,United-States,<=50K,<=50K
55,52,Private,Private,221801,115358,5th-6th,Assoc-acdm,3,13,Married-civ-spouse,Married-civ-spouse,Machine-op-inspct,Prof-specialty,Husband,Wife,White,White,Male,Female,0,2407,0,1590,40,40,United-States,United-States,<=50K,<=50K
26,20,Federal-gov,Private,76491,168212,Bachelors,Some-college,13,10,Never-married,Never-married,Prof-specialty,Prof-specialty,Not-in-family,Not-in-family,White,White,Male,Male,0,2407,0,1590,55,25,United-States,United-States,<=50K,<=50K
64,26,Private,Private,286732,168212,HS-grad,Some-college,9,10,Widowed,Never-married,Sales,Prof-specialty,Not-in-family,Husband,White,White,Female,Male,0,2407,0,1590,17,40,United-States,United-States,<=50K,<=50K
48,33,Self-emp-not-inc,Private,196707,282948,Doctorate,HS-grad,16,8,Married-civ-spouse,Married-civ-spouse,Prof-specialty,Prof-specialty,Husband,Husband,White,White,Male,Male,99999,2407,0,1590,60,40,United-States,United-States,>50K,<=50K
51,39,Federal-gov,Private,23698,205195,HS-grad,HS-grad,9,13,Married-civ-spouse,Never-married,Other-service,Prof-specialty,Husband,Own-child,White,White,Male,Male,0,6514,0,1590,40,40,United-States,United-States,>50K,>50K
61,26,Private,Private,224699,180955,Bachelors,HS-grad,13,8,Married-civ-spouse,Married-spouse-absent,Exec-managerial,Prof-specialty,Wife,Own-child,White,White,Female,Female,0,2407,0,1590,30,40,United-States,United-States,>50K,<=50K
22,39,Private,Private,131291,180955,Some-college,Some-college,10,8,Never-married,Married-civ-spouse,Prof-specialty,Prof-specialty,Own-child,Husband,White,White,Male,Male,0,6514,0,1590,15,40,United-States,United-States,<=50K,>50K
19,46,?,Private,372665,331649,Some-college,Assoc-acdm,10,13,Never-married,Married-civ-spouse,?,Prof-specialty,Own-child,Husband,White,White,Male,Male,0,2407,0,1590,40,77,United-States,United-States,<=50K,<=50K
44,33,Private,State-gov,64506,180955,Assoc-voc,Some-college,11,10,Divorced,Married-civ-spouse,Other-service,Prof-specialty,Not-in-family,Husband,White,White,Male,Male,0,2407,0,1590,20,25,United-States,United-States,<=50K,>50K
47,59,Private,Private,139388,205195,Some-college,Some-college,10,10,Married-civ-spouse,Divorced,Adm-clerical,Prof-specialty,Wife,Wife,White,White,Female,Male,0,2407,0,1590,40,40,United-States,United-States,<=50K,>50K
29,26,Private,Private,425830,168212,Assoc-acdm,Bachelors,12,13,Never-married,Never-married,Sales,Prof-specialty,Not-in-family,Not-in-family,White,White,Male,Male,0,2407,0,1590,40,40,United-States,United-States,<=50K,<=50K
39,20,Private,Private,99146,248446,HS-grad,Assoc-voc,9,10,Married-civ-spouse,Never-married,Handlers-cleaners,Prof-specialty,Husband,Husband,White,Black,Male,Male,0,2407,0,1590,40,40,United-States,United-States,<=50K,<=50K
37,20,State-gov,Local-gov,59200,248446,HS-grad,Assoc-voc,9,10,Never-married,Married-civ-spouse,Adm-clerical,Prof-specialty,Other-relative,Husband,White,White,Female,Male,0,2407,0,1590,40,40,United-States,United-States,<=50K,<=50K
21,26,Private,Private,37482,282948,Some-college,HS-grad,10,8,Never-married,Married-civ-spouse,Other-service,Prof-specialty,Own-child,Wife,White,White,Female,Female,0,2407,0,1590,20,40,United-States,United-States,<=50K,<=50K
34,39,Private,Private,188798,282948,HS-grad,Some-college,9,10,Separated,Never-married,Adm-clerical,Prof-specialty,Unmarried,Unmarried,White,White,Female,Female,0,2407,0,1590,32,40,United-States,Mexico,<=50K,<=50K
56,26,Private,State-gov,100285,282948,Some-college,Some-college,10,13,Married-civ-spouse,Never-married,Tech-support,Prof-specialty,Husband,Not-in-family,White,White,Male,Male,0,2407,0,1590,45,40,United-States,United-States,<=50K,<=50K
31,39,State-gov,Private,228446,248446,Some-college,10th,10,8,Never-married,Separated,Transport-moving,Prof-specialty,Not-in-family,Own-child,White,White,Male,Female,0,2407,0,1590,40,40,United-States,United-States,<=50K,<=50K
31,33,Private,Private,19491,222848,HS-grad,HS-grad,9,13,Divorced,Never-married,Sales,Prof-specialty,Not-in-family,Not-in-family,White,White,Male,Male,2202,2407,0,1590,40,40,United-States,United-States,<=50K,<=50K
28,39,Private,Private,156967,222848,HS-grad,Assoc-acdm,9,13,Divorced,Married-civ-spouse,Adm-clerical,Prof-specialty,Unmarried,Husband,White,White,Female,Male,0,2407,0,1590,40,25,United-States,United-States,<=50K,<=50K
47,26,Federal-gov,Private,187581,115358,Bachelors,HS-grad,13,13,Married-civ-spouse,Never-married,Adm-clerical,Prof-specialty,Husband,Not-in-family,White,White,Male,Male,0,2407,0,1590,48,40,United-States,United-States,>50K,<=50K
56,26,Private,Private,154490,152652,Some-college,Assoc-acdm,10,13,Never-married,Never-married,Adm-clerical,Prof-specialty,Not-in-family,Not-in-family,White,Black,Female,Male,0,2407,0,1590,38,40,United-States,United-States,<=50K,>50K
30,20,Private,Private,101345,115358,Bachelors,Some-college,13,8,Never-married,Married-civ-spouse,Sales,Prof-specialty,Not-in-family,Own-child,White,White,Female,Male,0,2407,0,1590,40,55,United-States,United-States,<=50K,<=50K
42,65,Local-gov,Private,150533,98746,Masters,7th-8th,14,4,Married-civ-spouse,Married-civ-spouse,Prof-specialty,Prof-specialty,Husband,Own-child,White,White,Male,Male,0,2407,0,1590,46,77,United-States,United-States,<=50K,<=50K
33,26,Private,Federal-gov,93213,34918,HS-grad,HS-grad,9,8,Married-civ-spouse,Divorced,Craft-repair,Prof-specialty,Husband,Not-in-family,White,Other,Male,Female,0,2407,0,1590,45,40,United-States,United-States,<=50K,<=50K
57,39,Private,Private,257046,115358,HS-grad,Some-college,9,10,Married-civ-spouse,Married-civ-spouse,Craft-repair,Prof-specialty,Husband,Other-relative,White,White,Male,Female,0,2407,0,1590,40,77,United-States,United-States,<=50K,>50K
40,33,Private,Private,421837,411037,HS-grad,Bachelors,9,13,Married-civ-spouse,Married-civ-spouse,Exec-managerial,Prof-specialty,Husband,Husband,White,White,Male,Male,0,2407,0,1590,50,8,United-States,United-States,>50K,<=50K
41,20,Private,Private,101593,411037,Bachelors,HS-grad,13,8,Married-civ-spouse,Never-married,Exec-managerial,Prof-specialty,Husband,Unmarried,White,Black,Male,Female,0,2407,0,1590,60,55,United-States,United-States,>50K,<=50K
42,20,Private,Private,122215,133061,HS-grad,Assoc-voc,9,10,Widowed,Never-married,Prof-specialty,Prof-specialty,Not-in-family,Unmarried,White,White,Male,Female,0,2407,0,1590,40,40,United-States,United-States,>50K,<=50K
49,65,Private,State-gov,272780,331649,Some-college,Some-college,10,10,Married-civ-spouse,Married-civ-spouse,Craft-repair,Prof-specialty,Husband,Husband,White,Black,Male,Male,15024,2407,0,1590,60,40,Mexico,United-States,>50K,>50K
24,26,Private,Private,190591,248446,Bachelors,HS-grad,13,10,Never-married,Never-married,Prof-specialty,Prof-specialty,Not-in-family,Not-in-family,White,White,Female,Female,0,2407,0,1590,50,40,United-States,United-States,<=50K,<=50K
30,33,Private,Private,78374,115358,HS-grad,11th,9,13,Married-civ-spouse,Never-married,Sales,Prof-specialty,Other-relative,Husband,Asian-Pac-Islander,White,Female,Male,0,2407,0,1590,40,55,?,United-States,<=50K,>50K
30,46,?,Local-gov,121468,180955,Bachelors,HS-grad,13,8,Married-civ-spouse,Married-civ-spouse,?,Prof-specialty,Wife,Husband,Asian-Pac-Islander,Black,Female,Female,0,2407,0,1590,40,40,Hong,United-States,<=50K,<=50K
31,39,Private,Private,280927,115358,Bachelors,HS-grad,13,13,Never-married,Married-civ-spouse,Exec-managerial,Prof-specialty,Not-in-family,Wife,White,White,Female,Female,0,2407,0,1590,40,55,United-States,United-States,>50K,>50K
25,26,Private,Private,202480,133061,Bachelors,5th-6th,13,13,Married-civ-spouse,Never-married,Prof-specialty,Prof-specialty,Husband,Own-child,White,White,Male,Female,0,2407,0,1590,40,40,United-States,United-States,>50K,<=50K
47,33,Private,Private,110088,133061,1st-4th,Bachelors,2,10,Married-civ-spouse,Never-married,Handlers-cleaners,Prof-specialty,Husband,Not-in-family,White,White,Male,Male,0,6514,0,1590,40,40,United-States,United-States,<=50K,<=50K
58,33,?,Private,129632,133061,HS-grad,HS-grad,9,8,Never-married,Married-civ-spouse,?,Prof-specialty,Not-in-family,Husband,White,White,Female,Female,0,2407,0,1590,4,40,United-States,United-States,<=50K,>50K
37,39,Self-emp-not-inc,Private,225860,192894,Assoc-acdm,10th,12,13,Married-spouse-absent,Never-married,Farming-fishing,Prof-specialty,Not-in-family,Husband,White,White,Male,Male,0,2407,0,1590,50,40,United-States,United-States,<=50K,>50K
25,33,Private,Private,310545,248446,Some-college,Some-college,10,8,Never-married,Divorced,Protective-serv,Prof-specialty,Own-child,Not-in-family,White,White,Male,Male,0,2407,0,1590,30,40,El-Salvador,United-States,<=50K,<=50K
31,39,Private,Self-emp-not-inc,178664,98746,Some-college,HS-grad,10,13,Divorced,Married-civ-spouse,Other-service,Prof-specialty,Not-in-family,Husband,White,White,Female,Male,0,2407,0,1590,30,55,United-States,United-States,<=50K,>50K
46,26,Self-emp-not-inc,Private,198759,168212,Bachelors,HS-grad,13,8,Married-civ-spouse,Never-married,Sales,Prof-specialty,Husband,Not-in-family,White,White,Male,Female,0,2407,0,1590,50,40,United-States,United-States,>50K,<=50K
20,39,Private,Private,259301,168212,Some-college,HS-grad,10,10,Never-married,Divorced,Adm-clerical,Prof-specialty,Own-child,Unmarried,White,White,Female,Male,0,2407,0,1590,35,40,United-States,United-States,<=50K,<=50K
31,46,Private,Private,234537,34918,Bachelors,7th-8th,13,13,Married-civ-spouse,Married-civ-spouse,Prof-specialty,Prof-specialty,Husband,Husband,White,White,Male,Male,7298,2407,0,1590,50,55,United-States,United-States,>50K,>50K
63,52,Private,Private,427770,152652,12th,11th,8,6,Divorced,Never-married,Priv-house-serv,Prof-specialty,Unmarried,Husband,Black,White,Female,Male,0,2407,0,1590,30,40,United-States,United-States,<=50K,<=50K
19,33,?,Private,331702,180955,HS-grad,Some-college,9,10,Never-married,Never-married,?,Prof-specialty,Own-child,Own-child,White,White,Male,Male,0,2407,0,1590,40,8,United-States,United-States,<=50K,<=50K
20,52,?,Private,180052,222848,Some-college,Some-college,10,10,Never-married,Widowed,?,Prof-specialty,Own-child,Unmarried,White,White,Male,Female,0,2407,0,1590,40,55,United-States,United-States,<=50K,<=50K
54,39,Private,Private,205337,34918,HS-grad,7th-8th,9,13,Married-civ-spouse,Married-civ-spouse,Machine-op-inspct,Prof-specialty,Husband,Husband,White,White,Male,Male,0,2407,0,1590,45,40,United-States,United-States,<=50K,>50K
17,20,Private,Private,236091,331649,10th,HS-grad,6,8,Never-married,Married-civ-spouse,Other-service,Prof-specialty,Own-child,Not-in-family,White,White,Female,Male,0,2407,0,1590,8,40,United-States,United-States,<=50K,<=50K
40,33,Private,Private,33895,98746,HS-grad,Bachelors,9,13,Divorced,Divorced,Tech-support,Prof-specialty,Not-in-family,Unmarried,White,White,Female,Female,0,2407,0,1590,40,25,United-States,United-States,<=50K,<=50K
20,26,?,Private,447210,192894,Some-college,HS-grad,10,13,Never-married,Married-civ-spouse,?,Prof-specialty,Own-child,Husband,White,White,Female,Male,0,2407,0,1590,20,40,United-States,United-States,<=50K,>50K
27,33,Private,Private,226441,180955,Bachelors,Some-college,13,10,Never-married,Never-married,Prof-specialty,Prof-specialty,Other-relative,Not-in-family,White,White,Female,Female,0,2407,0,1590,40,40,United-States,United-States,<=50K,<=50K
41,20,State-gov,Private,119721,205195,Some-college,Masters,10,8,Married-civ-spouse,Never-married,Prof-specialty,Prof-specialty,Husband,Not-in-family,White,White,Male,Male,0,2407,0,1590,40,25,United-States,United-States,>50K,<=50K
32,39,Self-emp-not-inc,Private,455995,192894,Bachelors,HS-grad,13,8,Divorced,Married-civ-spouse,Exec-managerial,Prof-specialty,Not-in-family,Husband,White,Black,Male,Male,0,2407,0,1590,50,40,United-States,United-States,>50K,>50K
35,39,Private,Private,105813,222848,Some-college,9th,10,4,Married-civ-spouse,Married-civ-spouse,Handlers-cleaners,Prof-specialty,Husband,Wife,White,White,Male,Male,0,2407,0,1590,40,55,United-States,United-States,<=50K,<=50K
24,52,?,Private,350917,331649,HS-grad,9th,9,13,Never-married,Never-married,?,Prof-specialty,Not-in-family,Own-child,White,White,Female,Female,0,2407,0,1590,30,40,United-States,United-States,<=50K,<=50K
42,52,State-gov,Private,191814,411037,HS-grad,Some-college,9,10,Married-civ-spouse,Married-civ-spouse,Craft-repair,Prof-specialty,Husband,Husband,White,White,Male,Male,0,2407,0,1590,40,40,United-States,United-States,<=50K,<=50K
65,46,Private,Private,399296,168212,5th-6th,Some-college,3,10,Married-civ-spouse,Divorced,Other-service,Prof-specialty,Other-relative,Husband,White,White,Female,Female,0,2407,0,1590,20,55,Mexico,United-States,<=50K,<=50K
47,52,Private,Private,201595,331649,HS-grad,HS-grad,9,8,Never-married,Married-civ-spouse,Adm-clerical,Prof-specialty,Unmarried,Own-child,White,White,Male,Male,0,2407,0,1590,40,40,United-States,United-States,<=50K,>50K
41,33,Private,Private,143003,205195,Masters,9th,14,4,Married-civ-spouse,Never-married,Tech-support,Prof-specialty,Husband,Unmarried,Asian-Pac-Islander,White,Male,Female,0,2407,1887,1590,45,55,China,United-States,>50K,<=50K
28,39,Private,Private,74784,331649,HS-grad,HS-grad,9,8,Never-married,Never-married,Handlers-cleaners,Prof-specialty,Not-in-family,Not-in-family,White,Black,Male,Female,0,2407,0,1590,50,40,United-States,United-States,<=50K,<=50K
20,26,?,Private,313045,168212,Some-college,HS-grad,10,8,Never-married,Divorced,?,Prof-specialty,Own-child,Not-in-family,White,White,Female,Male,0,2407,0,1590,40,25,United-States,United-States,<=50K,<=50K
22,26,Private,Private,303781,205195,Some-college,HS-grad,10,8,Never-married,Married-civ-spouse,Craft-repair,Prof-specialty,Own-child,Husband,Black,White,Male,Male,0,2407,0,1590,40,40,United-States,Outlying-US(Guam-USVI-etc),<=50K,<=50K
23,46,Private,Self-emp-not-inc,236769,411037,Some-college,HS-grad,10,8,Never-married,Married-civ-spouse,Handlers-cleaners,Prof-specialty,Own-child,Husband,White,White,Male,Male,0,2407,0,1590,40,55,United-States,United-States,<=50K,<=50K
28,26,Self-emp-not-inc,Private,264961,282948,Some-college,Some-college,10,10,Married-civ-spouse,Married-civ-spouse,Craft-repair,Prof-specialty,Husband,Husband,White,Black,Male,Male,0,2407,0,1590,45,40,United-States,United-States,<=50K,<=50K
59,46,Private,Private,144962,98746,HS-grad,Bachelors,9,13,Widowed,Divorced,Machine-op-inspct,Prof-specialty,Not-in-family,Unmarried,White,Black,Female,Female,0,2407,0,1590,40,40,United-States,United-States,<=50K,<=50K
59,20,Local-gov,Private,435836,411037,10th,HS-grad,6,8,Married-civ-spouse,Married-civ-spouse,Other-service,Prof-specialty,Wife,Not-in-family,White,White,Female,Female,0,2407,0,1590,30,40,United-States,United-States,>50K,>50K
46,39,Private,Private,186539,115358,HS-grad,HS-grad,9,13,Divorced,Widowed,Craft-repair,Prof-specialty,Other-relative,Other-relative,White,Asian-Pac-Islander,Male,Male,0,2407,0,1590,48,40,United-States,Mexico,>50K,<=50K
23,26,Private,Private,181796,68326,HS-grad,HS-grad,9,8,Married-civ-spouse,Married-civ-spouse,Sales,Prof-specialty,Husband,Husband,White,White,Male,Male,0,2407,0,1590,50,55,United-States,United-States,<=50K,>50K
47,52,Local-gov,Private,398397,115358,Masters,HS-grad,14,13,Never-married,Married-civ-spouse,Tech-support,Prof-specialty,Not-in-family,Husband,White,White,Male,Male,0,2407,0,1590,40,55,United-States,United-States,<=50K,>50K
24,20,Private,Private,196280,282948,Assoc-voc,11th,11,6,Never-married,Married-civ-spouse,Tech-support,Prof-specialty,Own-child,Husband,White,White,Female,Male,0,2407,0,1590,38,55,United-States,United-States,<=50K,<=50K
37,72,Federal-gov,Private,31670,282948,Bachelors,Assoc-voc,13,10,Married-civ-spouse,Married-civ-spouse,Exec-managerial,Prof-specialty,Husband,Husband,White,White,Male,Female,0,6514,0,1590,40,25,United-States,United-States,<=50K,<=50K
49,20,Self-emp-inc,Private,65535,331649,HS-grad,HS-grad,9,8,Married-civ-spouse,Never-married,Prof-specialty,Prof-specialty,Husband,Husband,White,White,Male,Male,0,2407,0,1590,60,40,United-States,United-States,<=50K,<=50K
48,26,Local-gov,Private,97680,411037,Masters,HS-grad,14,4,Married-civ-spouse,Married-civ-spouse,Prof-specialty,Prof-specialty,Wife,Husband,White,White,Female,Male,15024,2407,0,1590,10,40,United-States,United-States,>50K,<=50K
57,20,Self-emp-not-inc,Private,47178,248446,Bachelors,HS-grad,13,8,Married-civ-spouse,Never-married,Prof-specialty,Prof-specialty,Wife,Not-in-family,White,Black,Female,Female,0,2407,0,1590,35,25,United-States,United-States,>50K,<=50K
24,33,Self-emp-not-inc,Private,151818,205195,HS-grad,Some-college,9,10,Never-married,Married-civ-spouse,Craft-repair,Prof-specialty,Not-in-family,Husband,White,White,Male,Male,0,2407,0,1590,35,40,United-States,United-States,<=50K,<=50K
40,46,Private,Self-emp-not-inc,304530,222848,7th-8th,Some-college,4,10,Married-civ-spouse,Divorced,Craft-repair,Prof-specialty,Husband,Unmarried,White,White,Male,Female,0,2407,0,1590,40,40,United-States,United-States,<=50K,<=50K
25,46,Private,Private,197651,205195,HS-grad,Some-college,9,10,Never-married,Married-civ-spouse,Sales,Prof-specialty,Unmarried,Husband,White,White,Female,Male,0,2407,0,1590,40,40,United-States,United-States,<=50K,>50K
64,26,Private,Private,108054,282948,HS-grad,10th,9,6,Widowed,Married-civ-spouse,Transport-moving,Prof-specialty,Not-in-family,Husband,White,White,Male,Female,0,2407,0,1590,22,40,United-States,United-States,<=50K,<=50K
44,26,Private,Private,179666,248446,Some-college,Some-college,10,10,Divorced,Never-married,Transport-moving,Prof-specialty,Unmarried,Not-in-family,White,White,Male,Male,0,2407,0,1590,35,40,England,United-States,<=50K,<=50K
45,39,Private,Private,142909,180955,HS-grad,Prof-school,9,13,Married-civ-spouse,Divorced,Craft-repair,Prof-specialty,Husband,Not-in-family,White,White,Male,Male,0,2407,0,1590,40,25,United-States,United-States,>50K,<=50K
24,39,Private,Private,231261,152652,12th,HS-grad,8,8,Married-civ-spouse,Married-civ-spouse,Adm-clerical,Prof-specialty,Husband,Husband,White,White,Male,Male,0,2407,0,1590,50,55,United-States,United-States,<=50K,>50K
42,33,State-gov,Private,119008,115358,Assoc-acdm,HS-grad,12,13,Divorced,Never-married,Tech-support,Prof-specialty,Not-in-family,Own-child,Black,White,Female,Male,0,2407,1974,1590,40,55,United-States,United-States,<=50K,<=50K
27,52,Private,Private,168138,248446,HS-grad,HS-grad,9,8,Never-married,Married-civ-spouse,Tech-support,Prof-specialty,Not-in-family,Husband,White,White,Male,Male,0,6514,0,1590,45,55,United-States,United-States,<=50K,>50K
54,39,Private,Private,217850,180955,HS-grad,HS-grad,9,8,Married-civ-spouse,Married-civ-spouse,Transport-moving,Prof-specialty,Husband,Own-child,Black,White,Male,Male,0,2407,0,1590,40,40,United-States,United-States,>50K,>50K
50,39,Self-emp-not-inc,Private,343242,168212,Some-college,Some-college,10,10,Married-civ-spouse,Divorced,Transport-moving,Prof-specialty,Husband,Husband,White,Other,Male,Male,0,2407,0,1590,55,40,United-States,United-States,<=50K,<=50K
19,39,?,Private,167087,34918,Some-college,HS-grad,10,8,Never-married,Married-civ-spouse,?,Prof-specialty,Own-child,Husband,White,White,Female,Male,0,2407,0,1590,20,25,United-States,United-States,<=50K,<=50K
27,52,Private,Private,200179,282948,HS-grad,10th,9,6,Divorced,Separated,Adm-clerical,Prof-specialty,Other-relative,Unmarried,White,White,Female,Female,0,2407,0,1590,40,40,United-States,Italy,<=50K,<=50K
35,59,Private,Private,172252,98746,Some-college,9th,10,8,Divorced,Never-married,Exec-managerial,Prof-specialty,Not-in-family,Not-in-family,White,White,Female,Female,0,2407,0,1590,40,40,United-States,United-States,<=50K,<=50K
