age,age_nomarital_status,workclass,workclass_nomarital_status,fnlwgt,fnlwgt_nomarital_status,education,education_nomarital_status,education_num,education_num_nomarital_status,marital_status,marital_status_nomarital_status,occupation,occupation_nomarital_status,relationship,relationship_nomarital_status,race,race_nomarital_status,sex,sex_nomarital_status,capital_gain,capital_gain_nomarital_status,capital_loss,capital_loss_nomarital_status,hours_per_week,hours_per_week_nomarital_status,native_country,native_country_nomarital_status,income_per_year,income_per_year_nomarital_status
64,55,Private,Private,268965,104879,HS-grad,9th,9,5,Divorced,Married-civ-spouse,Adm-clerical,Handlers-cleaners,Not-in-family,Not-in-family,White,Black,Female,Male,0,1151,0,1340,22,49,United-States,United-States,<=50K,<=50K
32,49,Private,Private,41210,89667,HS-grad,HS-grad,9,9,Married-civ-spouse,Married-civ-spouse,Craft-repair,Sales,Husband,Other-relative,White,White,Male,Female,0,1151,0,1340,40,46,United-States,United-States,<=50K,>50K
47,32,Private,Private,128378,215074,Assoc-voc,HS-grad,11,9,Married-civ-spouse,Married-civ-spouse,Adm-clerical,Other-service,Husband,Unmarried,Black,White,Male,Female,0,1151,0,1340,40,54,United-States,United-States,<=50K,<=50K
22,36,Private,Self-emp-not-inc,131291,286146,HS-grad,HS-grad,9,9,Never-married,Married-civ-spouse,Other-service,Other-service,Not-in-family,Own-child,White,White,Male,Female,0,1151,0,1340,20,36,United-States,United-States,<=50K,<=50K
35,22,Private,?,187046,27444,Bachelors,Assoc-voc,13,7,Never-married,Married-civ-spouse,Exec-managerial,?,Not-in-family,Unmarried,White,Amer-Indian-Eskimo,Male,Male,0,1151,0,1340,45,40,United-States,United-States,<=50K,<=50K
53,32,Private,Local-gov,221672,149049,12th,Bachelors,8,9,Married-civ-spouse,Married-civ-spouse,Other-service,Adm-clerical,Husband,Not-in-family,White,White,Male,Female,0,1151,0,1340,40,31,United-States,United-States,<=50K,<=50K
29,22,Self-emp-not-inc,Private,70100,269068,HS-grad,HS-grad,9,9,Married-civ-spouse,Married-civ-spouse,Farming-fishing,Other-service,Husband,Unmarried,White,White,Male,Female,0,1151,0,1340,80,36,United-States,United-States,<=50K,<=50K
23,39,Private,Self-emp-not-inc,199586,344073,HS-grad,Masters,9,13,Married-civ-spouse,Married-civ-spouse,Tech-support,Other-service,Husband,Not-in-family,White,White,Male,Male,0,1151,0,1340,40,46,United-States,United-States,<=50K,>50K
45,36,Private,Private,243743,185369,Some-college,Some-college,10,15,Married-civ-spouse,Married-civ-spouse,Sales,Priv-house-serv,Husband,Not-in-family,White,White,Male,Female,0,14084,0,1340,50,40,United-States,United-States,>50K,>50K
20,49,State-gov,Private,375931,76612,Some-college,10th,10,5,Never-married,Married-civ-spouse,Adm-clerical,Craft-repair,Own-child,Not-in-family,White,White,Male,Male,0,1151,0,1340,15,36,United-States,United-States,<=50K,>50K
42,18,Private,Private,139012,370045,Assoc-voc,11th,11,7,Married-civ-spouse,Married-civ-spouse,Prof-specialty,Other-service,Husband,Unmarried,Asian-Pac-Islander,White,Male,Male,0,1151,0,1340,40,14,Vietnam,United-States,>50K,<=50K
45,32,Private,Private,167617,175109,Assoc-voc,Some-college,11,9,Married-civ-spouse,Married-civ-spouse,Craft-repair,Adm-clerical,Husband,Not-in-family,White,White,Male,Male,0,1151,0,1340,40,43,United-States,United-States,<=50K,<=50K
77,55,Private,Private,88269,124569,5th-6th,Bachelors,3,13,Married-civ-spouse,Married-civ-spouse,Other-service,Other-service,Husband,Not-in-family,White,White,Male,Female,0,1151,0,1340,20,31,United-States,United-States,<=50K,<=50K
32,36,Private,Private,70377,408318,Prof-school,Assoc-acdm,15,11,Never-married,Married-civ-spouse,Prof-specialty,Protective-serv,Not-in-family,Not-in-family,White,White,Female,Male,0,1151,0,1340,40,40,United-States,United-States,<=50K,<=50K
21,59,Private,Private,431745,321456,Some-college,12th,10,7,Never-married,Married-civ-spouse,Other-service,Sales,Not-in-family,Unmarried,Black,White,Female,Male,0,1151,0,1340,10,43,United-States,United-States,<=50K,<=50K
32,59,Private,Private,72967,133166,Prof-school,HS-grad,15,9,Married-civ-spouse,Married-civ-spouse,Prof-specialty,Exec-managerial,Husband,Not-in-family,White,White,Male,Male,0,1151,0,1340,25,43,United-States,United-States,>50K,>50K
41,22,Private,Private,174373,133166,HS-grad,HS-grad,9,9,Married-civ-spouse,Married-civ-spouse,Sales,Other-service,Husband,Unmarried,White,White,Male,Male,0,1151,0,1340,30,40,United-States,United-States,>50K,<=50K
42,49,Private,Local-gov,145178,104879,HS-grad,Masters,9,13,Separated,Married-civ-spouse,Tech-support,Prof-specialty,Not-in-family,Not-in-family,Black,White,Female,Male,0,1151,0,1340,40,43,United-States,United-States,<=50K,>50K
23,18,?,Private,138938,76612,HS-grad,HS-grad,9,9,Married-civ-spouse,Married-civ-spouse,?,Sales,Own-child,Not-in-family,White,White,Female,Male,0,1151,0,1340,3,46,United-States,United-States,<=50K,<=50K
26,32,Local-gov,State-gov,113948,408318,Bachelors,Masters,13,13,Never-married,Married-civ-spouse,Protective-serv,?,Not-in-family,Own-child,White,White,Female,Male,0,1151,0,1340,48,43,United-States,United-States,<=50K,>50K
66,36,Private,Private,135446,301628,HS-grad,HS-grad,9,13,Married-civ-spouse,Married-civ-spouse,Sales,Sales,Husband,Not-in-family,White,Black,Male,Female,0,1151,0,1340,40,43,United-States,United-States,<=50K,<=50K
41,36,Private,Private,43711,190290,HS-grad,HS-grad,9,9,Never-married,Married-civ-spouse,Other-service,Transport-moving,Not-in-family,Not-in-family,White,White,Male,Female,0,1151,0,1340,30,54,United-States,United-States,<=50K,>50K
40,36,Private,Private,137304,76612,Bachelors,Prof-school,13,15,Never-married,Married-civ-spouse,Adm-clerical,Adm-clerical,Unmarried,Not-in-family,Black,White,Female,Female,0,1151,0,1340,65,36,United-States,United-States,<=50K,<=50K
21,22,Private,Private,180690,408318,Some-college,Bachelors,10,13,Never-married,Married-civ-spouse,Other-service,Adm-clerical,Own-child,Not-in-family,White,White,Male,Female,0,1151,0,1340,40,54,United-States,United-States,<=50K,<=50K
40,22,Private,Private,135384,370045,HS-grad,Assoc-voc,9,11,Separated,Married-civ-spouse,Machine-op-inspct,Tech-support,Unmarried,Not-in-family,Black,White,Female,Male,0,1151,0,1340,40,54,United-States,United-States,<=50K,<=50K
48,18,Private,Private,178137,215074,HS-grad,HS-grad,9,9,Divorced,Married-civ-spouse,Machine-op-inspct,Farming-fishing,Unmarried,Not-in-family,White,White,Female,Female,0,1151,0,1340,44,40,United-States,United-States,<=50K,<=50K
62,18,Self-emp-not-inc,Private,113440,149049,Bachelors,HS-grad,13,9,Married-civ-spouse,Married-civ-spouse,Prof-specialty,Handlers-cleaners,Husband,Not-in-family,White,White,Male,Male,15024,1151,0,1340,40,40,United-States,United-States,>50K,<=50K
45,45,Private,Private,110243,253814,Masters,HS-grad,14,9,Married-civ-spouse,Married-civ-spouse,Exec-managerial,Machine-op-inspct,Husband,Not-in-family,White,Black,Male,Female,0,1151,0,1340,50,36,United-States,United-States,>50K,>50K
42,55,Self-emp-inc,Private,165981,133166,Some-college,11th,10,7,Married-civ-spouse,Married-civ-spouse,Farming-fishing,Other-service,Husband,Unmarried,White,White,Male,Female,0,1151,0,1340,60,36,United-States,United-States,<=50K,<=50K
20,39,Private,Private,246635,180280,Some-college,HS-grad,10,9,Never-married,Married-civ-spouse,Sales,Sales,Own-child,Unmarried,White,White,Female,Female,2597,1151,0,1340,20,40,United-States,United-States,<=50K,<=50K
30,36,Private,Private,553405,104879,HS-grad,HS-grad,9,9,Married-civ-spouse,Married-civ-spouse,Craft-repair,Other-service,Husband,Not-in-family,White,Black,Male,Male,0,1151,0,1340,40,43,United-States,United-States,>50K,<=50K
59,25,Private,Private,137506,240467,9th,5th-6th,5,3,Widowed,Married-civ-spouse,Handlers-cleaners,Other-service,Unmarried,Other-relative,White,White,Male,Female,0,1151,0,1340,40,40,United-States,Mexico,<=50K,<=50K
22,25,Private,Private,313730,62539,Assoc-acdm,Assoc-voc,12,11,Never-married,Married-civ-spouse,Farming-fishing,Transport-moving,Not-in-family,Not-in-family,Black,White,Female,Male,0,1151,0,1340,40,36,United-States,United-States,<=50K,<=50K
23,36,Federal-gov,Private,102684,149049,Some-college,HS-grad,10,9,Never-married,Married-civ-spouse,Adm-clerical,Other-service,Not-in-family,Unmarried,White,Black,Male,Female,0,1151,0,1340,60,36,United-States,Jamaica,<=50K,<=50K
55,22,Private,State-gov,265579,253814,Some-college,Some-college,10,9,Widowed,Married-civ-spouse,Exec-managerial,Other-service,Not-in-family,Other-relative,White,Black,Female,Female,2354,1151,0,1340,40,40,United-States,Haiti,<=50K,<=50K
58,36,Private,Private,101338,169469,HS-grad,HS-grad,9,9,Married-civ-spouse,Married-civ-spouse,Craft-repair,Adm-clerical,Husband,Not-in-family,White,White,Male,Female,0,1151,0,1340,40,43,Greece,United-States,>50K,<=50K
67,36,Private,Private,188903,224421,Bachelors,HS-grad,13,9,Married-civ-spouse,Married-civ-spouse,Prof-specialty,Other-service,Husband,Not-in-family,White,White,Male,Female,0,14084,0,1340,40,36,United-States,United-States,>50K,>50K
51,29,Private,Private,231919,195602,11th,HS-grad,7,9,Married-civ-spouse,Married-civ-spouse,Craft-repair,Sales,Husband,Not-in-family,White,White,Male,Female,0,1151,0,1340,45,28,United-States,United-States,<=50K,<=50K
38,52,?,Private,139770,205359,Masters,HS-grad,14,9,Married-civ-spouse,Married-civ-spouse,?,Sales,Wife,Not-in-family,White,White,Female,Female,0,1151,0,1340,48,43,United-States,United-States,>50K,<=50K
37,29,Private,?,253006,190290,Some-college,5th-6th,10,3,Separated,Married-civ-spouse,Sales,?,Not-in-family,Unmarried,White,White,Male,Female,0,1151,0,1340,45,36,United-States,United-States,<=50K,<=50K
34,32,Private,Private,258425,195602,Assoc-voc,12th,11,13,Never-married,Married-civ-spouse,Sales,Sales,Not-in-family,Not-in-family,Amer-Indian-Eskimo,White,Male,Female,2597,1151,0,1340,45,40,United-States,United-States,<=50K,<=50K
49,65,Private,?,168837,231793,Assoc-voc,Bachelors,11,9,Divorced,Married-civ-spouse,Other-service,?,Unmarried,Other-relative,White,White,Female,Female,0,1151,0,1340,20,31,United-States,United-States,<=50K,<=50K
46,49,Private,Local-gov,177536,156953,Some-college,Some-college,10,9,Divorced,Married-civ-spouse,Sales,Craft-repair,Unmarried,Unmarried,White,White,Male,Male,0,1151,0,1340,60,46,United-States,United-States,<=50K,<=50K
29,22,Private,Private,168524,205359,Some-college,7th-8th,10,13,Never-married,Married-civ-spouse,Tech-support,Other-service,Not-in-family,Not-in-family,White,White,Female,Female,0,1151,0,1340,40,40,United-States,United-States,<=50K,<=50K
19,49,Self-emp-inc,Local-gov,108551,124569,HS-grad,Masters,9,13,Never-married,Married-civ-spouse,Adm-clerical,Prof-specialty,Own-child,Not-in-family,White,White,Female,Female,0,1151,0,1340,20,43,United-States,United-States,<=50K,<=50K
38,39,Self-emp-not-inc,Self-emp-not-inc,180477,27444,Prof-school,HS-grad,15,9,Married-civ-spouse,Married-civ-spouse,Prof-specialty,Farming-fishing,Husband,Not-in-family,White,White,Male,Female,0,1151,0,1340,37,70,United-States,United-States,>50K,<=50K
58,49,Self-emp-not-inc,Private,162970,344073,Some-college,HS-grad,10,9,Married-civ-spouse,Married-civ-spouse,Craft-repair,Machine-op-inspct,Husband,Not-in-family,White,White,Male,Female,0,1151,0,1340,40,40,United-States,United-States,<=50K,<=50K
43,32,Private,Private,104196,180280,HS-grad,HS-grad,9,9,Married-civ-spouse,Married-civ-spouse,Machine-op-inspct,Prof-specialty,Husband,Not-in-family,White,White,Male,Female,0,1151,0,1755,43,43,United-States,United-States,<=50K,<=50K
34,29,Private,Private,329288,301628,HS-grad,Bachelors,9,13,Married-civ-spouse,Married-civ-spouse,Machine-op-inspct,Protective-serv,Husband,Not-in-family,White,White,Male,Female,4386,1151,0,1340,55,40,United-States,United-States,>50K,<=50K
59,49,Self-emp-not-inc,State-gov,39398,253814,HS-grad,Doctorate,9,15,Married-civ-spouse,Married-civ-spouse,Sales,Prof-specialty,Wife,Not-in-family,White,White,Female,Male,0,1151,0,1755,42,54,United-States,Germany,<=50K,>50K
33,39,Private,Self-emp-inc,70240,344073,Some-college,HS-grad,10,9,Never-married,Married-civ-spouse,Other-service,Exec-managerial,Own-child,Other-relative,Asian-Pac-Islander,White,Female,Female,0,2653,0,1340,40,49,Philippines,United-States,<=50K,>50K
17,42,Private,Private,153021,240467,Some-college,Bachelors,10,13,Never-married,Married-civ-spouse,Adm-clerical,Adm-clerical,Own-child,Not-in-family,White,White,Female,Female,0,1151,0,1340,6,36,United-States,United-States,<=50K,>50K
29,36,Local-gov,Private,152461,408318,Bachelors,Bachelors,13,13,Never-married,Married-civ-spouse,Tech-support,Prof-specialty,Not-in-family,Unmarried,White,White,Female,Female,0,1151,0,1340,40,36,United-States,United-States,<=50K,>50K
33,25,Private,Private,171892,169469,Assoc-acdm,Bachelors,12,13,Never-married,Married-civ-spouse,Machine-op-inspct,Prof-specialty,Not-in-family,Other-relative,White,White,Female,Female,0,1151,0,1340,42,18,United-States,United-States,<=50K,<=50K
45,42,Private,Private,128141,141580,11th,Some-college,7,9,Separated,Married-civ-spouse,Tech-support,Adm-clerical,Unmarried,Unmarried,White,White,Female,Female,0,1151,0,1340,40,36,Puerto-Rico,United-States,<=50K,<=50K
68,36,Private,Private,182574,240467,Some-college,Some-college,10,9,Widowed,Married-civ-spouse,Adm-clerical,Adm-clerical,Not-in-family,Unmarried,White,White,Female,Male,991,1151,0,1340,29,36,United-States,Germany,<=50K,<=50K
33,42,Local-gov,Private,189145,253814,Bachelors,HS-grad,13,13,Never-married,Married-civ-spouse,Prof-specialty,Adm-clerical,Not-in-family,Other-relative,White,Black,Female,Male,0,14084,0,1340,20,43,United-States,United-States,<=50K,>50K
49,32,Self-emp-inc,Private,218835,164018,Prof-school,HS-grad,15,9,Married-civ-spouse,Married-civ-spouse,Prof-specialty,Other-service,Husband,Not-in-family,White,Black,Male,Male,0,1151,0,1340,60,36,United-States,United-States,>50K,<=50K
46,49,Local-gov,State-gov,132994,27444,Some-college,Bachelors,10,13,Married-civ-spouse,Married-civ-spouse,Adm-clerical,Adm-clerical,Wife,Unmarried,White,White,Female,Female,7688,1151,0,1340,40,36,United-States,United-States,>50K,>50K
54,29,Private,Private,83103,169469,Bachelors,Some-college,13,9,Married-civ-spouse,Married-civ-spouse,Sales,Transport-moving,Husband,Not-in-family,White,White,Male,Male,0,1151,0,1340,67,49,United-States,United-States,<=50K,<=50K
31,42,Private,Private,198103,104879,HS-grad,Masters,9,13,Never-married,Married-civ-spouse,Machine-op-inspct,Prof-specialty,Own-child,Other-relative,White,White,Male,Female,0,1151,0,1340,40,40,United-States,United-States,<=50K,>50K
25,49,?,Private,177812,47022,Bachelors,Assoc-voc,13,11,Never-married,Married-civ-spouse,?,Other-service,Not-in-family,Not-in-family,White,White,Male,Female,0,1151,0,1340,40,36,United-States,United-States,<=50K,<=50K
39,36,Self-emp-inc,Private,144154,344073,Bachelors,Assoc-acdm,13,11,Never-married,Married-civ-spouse,Prof-specialty,Sales,Unmarried,Other-relative,White,White,Female,Female,0,1151,0,1340,80,49,United-States,United-States,<=50K,<=50K
56,36,Private,Private,169086,215074,Doctorate,Assoc-voc,16,11,Married-civ-spouse,Married-civ-spouse,Prof-specialty,Prof-specialty,Husband,Not-in-family,White,White,Male,Male,0,1151,0,1340,55,36,?,United-States,>50K,>50K
36,29,Private,Private,140854,156953,7th-8th,Bachelors,4,13,Married-civ-spouse,Married-civ-spouse,Adm-clerical,Exec-managerial,Husband,Unmarried,White,Asian-Pac-Islander,Male,Female,0,1151,0,1340,45,46,Portugal,United-States,<=50K,<=50K
20,36,?,Self-emp-inc,218875,76612,Some-college,Bachelors,10,13,Never-married,Married-civ-spouse,?,Sales,Other-relative,Not-in-family,White,White,Female,Male,0,14084,0,1340,20,40,United-States,United-States,<=50K,>50K
35,39,Self-emp-not-inc,Private,187589,62539,Bachelors,Bachelors,13,13,Married-civ-spouse,Married-civ-spouse,Craft-repair,Exec-managerial,Husband,Not-in-family,White,White,Male,Female,0,1151,0,1340,7,40,United-States,United-States,<=50K,<=50K
36,25,Private,Private,112271,513660,Bachelors,1st-4th,13,1,Married-civ-spouse,Married-civ-spouse,Tech-support,Farming-fishing,Husband,Unmarried,White,White,Male,Female,0,1151,1902,1340,40,90,United-States,Mexico,>50K,<=50K
27,25,Private,Private,199118,185369,Some-college,Bachelors,10,13,Never-married,Married-civ-spouse,Adm-clerical,Craft-repair,Own-child,Not-in-family,White,White,Female,Female,0,1151,0,1340,40,40,Mexico,United-States,<=50K,<=50K
46,18,Private,Private,178642,190290,HS-grad,HS-grad,9,9,Married-civ-spouse,Married-civ-spouse,Handlers-cleaners,Sales,Wife,Unmarried,White,Black,Female,Female,0,1151,0,1340,40,24,United-States,United-States,>50K,<=50K
34,18,Private,Private,113708,210844,12th,9th,8,9,Married-civ-spouse,Married-civ-spouse,Craft-repair,Protective-serv,Husband,Not-in-family,White,White,Male,Female,0,1151,0,1340,59,40,United-States,United-States,>50K,<=50K
29,65,Federal-gov,?,185670,344073,Bachelors,5th-6th,13,3,Married-civ-spouse,Married-civ-spouse,Prof-specialty,?,Husband,Unmarried,White,White,Male,Male,0,1151,0,1340,40,18,United-States,United-States,<=50K,<=50K
36,25,Private,Private,303187,164018,Some-college,HS-grad,10,9,Married-civ-spouse,Married-civ-spouse,Machine-op-inspct,Transport-moving,Husband,Unmarried,Asian-Pac-Islander,White,Male,Male,0,1151,0,1340,44,46,?,United-States,>50K,<=50K
49,25,Private,Self-emp-not-inc,209739,231793,Assoc-voc,Some-college,11,9,Married-civ-spouse,Married-civ-spouse,Exec-managerial,Adm-clerical,Husband,Not-in-family,White,Black,Male,Female,7688,1151,0,1340,60,36,United-States,United-States,>50K,<=50K
52,45,Self-emp-not-inc,Private,155278,124569,10th,Bachelors,6,13,Married-civ-spouse,Married-civ-spouse,Exec-managerial,Tech-support,Husband,Not-in-family,White,White,Male,Female,0,1151,0,1340,40,36,United-States,United-States,<=50K,>50K
30,62,Private,Private,119422,286146,Assoc-voc,HS-grad,11,9,Married-civ-spouse,Married-civ-spouse,Transport-moving,Priv-house-serv,Husband,Unmarried,White,Black,Male,Female,0,1151,0,1340,40,90,United-States,United-States,<=50K,<=50K
46,45,Local-gov,Private,326292,175109,Masters,HS-grad,14,9,Married-civ-spouse,Married-civ-spouse,Exec-managerial,Machine-op-inspct,Husband,Not-in-family,White,White,Male,Male,0,1151,0,1340,40,36,United-States,United-States,>50K,<=50K
35,49,Private,Private,212512,180280,HS-grad,Bachelors,9,13,Married-civ-spouse,Married-civ-spouse,Craft-repair,Sales,Husband,Own-child,White,White,Male,Female,0,1151,0,1340,50,36,United-States,United-States,>50K,>50K
37,25,Private,Private,33440,35854,HS-grad,Bachelors,9,13,Separated,Married-civ-spouse,Other-service,Sales,Unmarried,Not-in-family,White,White,Female,Female,0,1151,0,1340,40,43,United-States,United-States,<=50K,<=50K
38,55,State-gov,Private,185180,301628,Prof-school,5th-6th,15,3,Married-civ-spouse,Married-civ-spouse,Prof-specialty,Machine-op-inspct,Husband,Not-in-family,White,White,Male,Male,7688,1151,0,1340,40,36,United-States,United-States,>50K,<=50K
46,39,Self-emp-not-inc,Federal-gov,504941,111385,Assoc-voc,Bachelors,11,13,Married-civ-spouse,Married-civ-spouse,Exec-managerial,Prof-specialty,Husband,Not-in-family,White,White,Male,Female,0,1151,0,1340,40,43,United-States,United-States,>50K,<=50K
42,29,Private,?,192014,111385,9th,Some-college,5,9,Never-married,Married-civ-spouse,Machine-op-inspct,?,Not-in-family,Not-in-family,White,White,Male,Female,0,1151,0,1340,24,36,United-States,United-States,<=50K,<=50K
48,42,Self-emp-inc,Private,192755,117503,Bachelors,7th-8th,13,3,Never-married,Married-civ-spouse,Exec-managerial,Exec-managerial,Not-in-family,Not-in-family,White,White,Female,Female,0,1151,0,1340,55,43,Canada,?,>50K,<=50K
59,18,Private,Private,220896,47022,Prof-school,Some-college,15,9,Divorced,Married-civ-spouse,Other-service,Other-service,Not-in-family,Other-relative,White,White,Male,Female,27828,1151,0,1340,60,24,United-States,United-States,>50K,<=50K
22,36,Private,Private,189832,205359,Some-college,11th,10,7,Never-married,Married-civ-spouse,Other-service,Adm-clerical,Own-child,Not-in-family,White,Black,Female,Male,0,1151,0,1340,25,40,United-States,United-States,<=50K,<=50K
38,22,Private,Private,235638,175109,HS-grad,11th,9,7,Never-married,Married-civ-spouse,Handlers-cleaners,Machine-op-inspct,Not-in-family,Not-in-family,Black,White,Female,Male,0,1151,0,1340,40,36,United-States,Puerto-Rico,<=50K,<=50K
39,32,Private,Self-emp-not-inc,134367,117503,HS-grad,HS-grad,9,9,Never-married,Married-civ-spouse,Craft-repair,Craft-repair,Not-in-family,Not-in-family,White,White,Female,Male,0,1151,0,1340,43,54,United-States,United-States,<=50K,<=50K
41,62,Private,Private,171231,76612,Some-college,7th-8th,10,3,Married-civ-spouse,Married-civ-spouse,Craft-repair,Other-service,Husband,Not-in-family,White,White,Male,Female,0,1151,0,1340,40,18,Peru,United-States,<=50K,<=50K
19,29,Private,Local-gov,253529,190290,12th,Some-college,8,9,Never-married,Married-civ-spouse,Adm-clerical,Adm-clerical,Own-child,Unmarried,White,White,Male,Female,0,1151,0,1340,9,18,United-States,United-States,<=50K,<=50K
47,32,State-gov,Private,210557,185369,HS-grad,HS-grad,9,9,Married-civ-spouse,Married-civ-spouse,Protective-serv,Craft-repair,Husband,Unmarried,White,White,Male,Male,0,1151,0,1340,40,40,United-States,United-States,<=50K,<=50K
47,49,Private,Local-gov,362835,231793,Some-college,Some-college,10,9,Married-civ-spouse,Married-civ-spouse,Craft-repair,?,Husband,Not-in-family,White,White,Male,Female,0,1151,0,1340,40,40,United-States,United-States,>50K,<=50K
55,36,Private,Private,186479,47022,HS-grad,Some-college,9,9,Married-civ-spouse,Married-civ-spouse,Exec-managerial,?,Husband,Not-in-family,White,White,Male,Female,0,1151,0,1340,40,36,United-States,United-States,<=50K,>50K
37,18,State-gov,?,115360,205359,Masters,Some-college,14,9,Divorced,Married-civ-spouse,Prof-specialty,?,Unmarried,Unmarried,White,White,Female,Female,0,1151,0,1340,40,36,United-States,United-States,<=50K,<=50K
29,42,Private,Private,184806,205359,Assoc-acdm,Doctorate,12,15,Never-married,Married-civ-spouse,Other-service,Adm-clerical,Own-child,Not-in-family,White,White,Male,Male,0,1151,0,1340,20,40,United-States,United-States,<=50K,>50K
34,39,Self-emp-not-inc,Private,450141,321456,Bachelors,12th,13,7,Married-civ-spouse,Married-civ-spouse,Exec-managerial,Other-service,Husband,Not-in-family,White,White,Male,Female,15024,14084,0,1340,35,54,United-States,United-States,>50K,>50K
41,55,Private,Private,200479,149049,HS-grad,Some-college,9,9,Married-civ-spouse,Married-civ-spouse,Transport-moving,Adm-clerical,Husband,Not-in-family,White,Black,Male,Female,0,1151,0,2352,40,43,United-States,?,<=50K,<=50K
34,45,Private,Self-emp-not-inc,152493,286146,HS-grad,Bachelors,9,13,Divorced,Married-civ-spouse,Transport-moving,Other-service,Unmarried,Unmarried,White,Asian-Pac-Islander,Male,Female,0,1151,0,1340,60,54,United-States,South,<=50K,>50K
29,18,Private,Private,135791,205359,Bachelors,Some-college,13,9,Married-civ-spouse,Married-civ-spouse,Exec-managerial,Adm-clerical,Wife,Unmarried,White,White,Female,Female,15024,1151,0,1340,50,18,Cuba,United-States,>50K,<=50K
37,29,Self-emp-not-inc,Private,50096,89667,Assoc-voc,HS-grad,11,9,Married-civ-spouse,Married-civ-spouse,Craft-repair,Machine-op-inspct,Husband,Other-relative,White,White,Male,Female,0,1151,0,1340,30,36,United-States,Scotland,<=50K,<=50K
55,25,Private,State-gov,173832,156953,Masters,HS-grad,14,9,Divorced,Married-civ-spouse,Sales,Protective-serv,Not-in-family,Own-child,White,White,Male,Female,10520,1151,0,1340,40,31,United-States,United-States,>50K,<=50K
52,36,Private,Local-gov,224198,156953,HS-grad,Bachelors,9,13,Married-civ-spouse,Married-civ-spouse,Exec-managerial,Adm-clerical,Wife,Not-in-family,White,White,Female,Female,0,1151,0,1340,45,40,United-States,United-States,<=50K,<=50K
57,29,Private,Private,111553,195602,9th,HS-grad,5,9,Married-civ-spouse,Married-civ-spouse,Transport-moving,Adm-clerical,Husband,Unmarried,White,White,Male,Female,0,1151,0,1340,50,40,United-States,United-States,<=50K,<=50K
67,29,Private,Private,191380,370045,Bachelors,HS-grad,13,9,Married-civ-spouse,Married-civ-spouse,Exec-managerial,Machine-op-inspct,Husband,Not-in-family,White,Asian-Pac-Islander,Male,Male,0,1151,0,1340,40,36,United-States,Philippines,>50K,<=50K
20,39,Private,Federal-gov,34242,513660,Some-college,Some-college,10,9,Never-married,Married-civ-spouse,Other-service,Adm-clerical,Own-child,Not-in-family,White,White,Male,Female,0,4934,0,1340,20,64,United-States,United-States,<=50K,<=50K
58,32,Private,Private,100054,117503,Bachelors,Some-college,13,9,Married-civ-spouse,Married-civ-spouse,Sales,Exec-managerial,Husband,Unmarried,White,Black,Male,Female,0,1151,1902,1340,70,36,United-States,United-States,>50K,<=50K
62,32,Private,Private,110103,240467,HS-grad,11th,9,7,Widowed,Married-civ-spouse,Craft-repair,Machine-op-inspct,Unmarried,Not-in-family,Black,White,Female,Female,0,1151,0,1340,40,40,United-States,United-States,<=50K,<=50K
40,32,Private,Private,196626,180280,HS-grad,HS-grad,9,9,Married-civ-spouse,Married-civ-spouse,Machine-op-inspct,Adm-clerical,Husband,Not-in-family,White,White,Male,Female,0,1151,0,1340,45,36,United-States,United-States,>50K,<=50K
66,18,?,Private,194480,210844,11th,Some-college,7,9,Married-civ-spouse,Married-civ-spouse,?,Sales,Husband,Unmarried,White,White,Male,Female,0,1151,2377,1340,2,40,United-States,United-States,>50K,<=50K
26,25,Private,Self-emp-inc,190040,111385,Bachelors,Masters,13,13,Never-married,Married-civ-spouse,Adm-clerical,Transport-moving,Own-child,Other-relative,White,White,Female,Male,0,1151,0,1340,40,40,United-States,United-States,<=50K,<=50K
42,36,Private,Federal-gov,152629,344073,Some-college,HS-grad,10,9,Married-civ-spouse,Married-civ-spouse,Sales,Adm-clerical,Husband,Unmarried,White,White,Male,Female,0,1151,0,1340,45,36,United-States,United-States,>50K,<=50K
18,36,Federal-gov,Private,263162,286146,HS-grad,Some-college,9,9,Never-married,Married-civ-spouse,Transport-moving,Sales,Own-child,Not-in-family,White,White,Male,Female,0,1151,0,1340,40,36,United-States,United-States,<=50K,<=50K
34,36,Private,Private,205581,47022,HS-grad,HS-grad,9,9,Married-civ-spouse,Married-civ-spouse,Sales,Craft-repair,Wife,Not-in-family,White,White,Female,Male,0,1151,0,1340,40,31,United-States,United-States,<=50K,<=50K
50,32,Private,Private,155434,301628,HS-grad,HS-grad,9,9,Married-civ-spouse,Married-civ-spouse,Handlers-cleaners,Craft-repair,Husband,Own-child,White,White,Male,Female,0,1151,0,1340,40,43,United-States,United-States,>50K,<=50K
30,32,Private,Private,415922,156953,HS-grad,Masters,9,13,Married-civ-spouse,Married-civ-spouse,Craft-repair,Prof-specialty,Husband,Not-in-family,Other,White,Male,Female,0,1151,0,1340,32,24,United-States,United-States,<=50K,<=50K
42,52,Local-gov,Private,221581,231793,HS-grad,HS-grad,9,9,Divorced,Married-civ-spouse,Adm-clerical,Sales,Not-in-family,Not-in-family,White,White,Female,Female,0,1151,0,1340,40,43,United-States,United-States,<=50K,<=50K
37,49,Private,Private,135089,344073,Some-college,Some-college,10,9,Divorced,Married-civ-spouse,Other-service,Other-service,Unmarried,Not-in-family,White,White,Female,Female,0,1151,0,1340,56,36,United-States,United-States,<=50K,>50K
