age,age_noage,workclass,workclass_noage,fnlwgt,fnlwgt_noage,education,education_noage,education_num,education_num_noage,marital_status,marital_status_noage,occupation,occupation_noage,relationship,relationship_noage,race,race_noage,sex,sex_noage,capital_gain,capital_gain_noage,capital_loss,capital_loss_noage,hours_per_week,hours_per_week_noage,native_country,native_country_noage,income_per_year,income_per_year_noage
32,28,Local-gov,Private,247156,114774,HS-grad,Some-college,9,12,Married-civ-spouse,Married-civ-spouse,Other-service,Exec-managerial,Husband,Husband,Black,White,Male,Male,3103,3818,0,1741,38,18,United-States,United-States,>50K,>50K
23,28,Private,Private,61777,114774,Bachelors,Bachelors,13,12,Married-civ-spouse,Married-civ-spouse,Sales,?,Husband,Husband,White,White,Male,Male,2580,3818,0,1741,40,52,United-States,United-States,<=50K,>50K
62,28,Private,Private,67928,114774,1st-4th,Some-college,2,12,Married-civ-spouse,Married-civ-spouse,Handlers-cleaners,Transport-moving,Husband,Husband,White,White,Male,Male,0,3818,0,1741,40,52,Mexico,United-States,<=50K,<=50K
20,28,Private,Self-emp-inc,204596,114774,Some-college,Bachelors,10,12,Never-married,Married-civ-spouse,Sales,Exec-managerial,Own-child,Husband,White,White,Female,Male,0,3818,0,1741,32,52,United-States,United-States,<=50K,>50K
23,28,Private,Local-gov,27881,233149,Some-college,Assoc-acdm,10,12,Never-married,Married-civ-spouse,Farming-fishing,Adm-clerical,Not-in-family,Husband,White,White,Male,Male,0,3818,0,1741,66,18,United-States,United-States,<=50K,<=50K
48,28,Private,Private,332884,233149,Assoc-acdm,Some-college,12,4,Divorced,Married-civ-spouse,Craft-repair,Machine-op-inspct,Not-in-family,Not-in-family,White,White,Male,Male,0,3818,0,1741,40,18,United-States,United-States,<=50K,<=50K
60,28,Private,?,178551,114774,Some-college,Some-college,10,12,Married-civ-spouse,Divorced,Other-service,?,Husband,Not-in-family,White,White,Male,Female,0,3818,0,1741,26,18,United-States,United-States,<=50K,<=50K
22,28,Private,Private,215917,233149,HS-grad,Bachelors,9,12,Married-civ-spouse,Divorced,Craft-repair,Sales,Husband,Not-in-family,Amer-Indian-Eskimo,White,Male,Male,0,3818,0,1741,40,52,United-States,United-States,<=50K,<=50K
56,28,Private,Private,284701,114774,Bachelors,9th,13,4,Married-civ-spouse,Married-civ-spouse,Adm-clerical,Handlers-cleaners,Wife,Husband,White,White,Female,Male,0,3818,0,1741,40,18,United-States,United-States,>50K,<=50K
63,28,Private,Self-emp-not-inc,286990,233149,Some-college,11th,10,12,Married-civ-spouse,Divorced,Sales,Sales,Husband,Not-in-family,White,White,Male,Male,0,3818,0,1741,50,52,United-States,United-States,>50K,<=50K
73,28,Private,Private,366204,233149,7th-8th,Bachelors,4,12,Widowed,Married-civ-spouse,Priv-house-serv,Adm-clerical,Unmarried,Husband,Black,White,Female,Male,1264,3818,0,1741,10,18,United-States,United-States,<=50K,>50K
22,28,Private,Private,163519,233149,Bachelors,Bachelors,13,12,Never-married,Divorced,Sales,Exec-managerial,Own-child,Unmarried,White,White,Female,Male,0,3818,0,1741,40,18,United-States,United-States,<=50K,>50K
51,28,Private,Private,123780,114774,HS-grad,Some-college,9,12,Divorced,Married-civ-spouse,Machine-op-inspct,Prof-specialty,Unmarried,Husband,White,White,Female,Male,0,3818,0,1741,40,52,United-States,United-States,<=50K,>50K
39,28,Private,Private,108140,233149,HS-grad,Bachelors,9,12,Married-civ-spouse,Married-civ-spouse,Sales,Prof-specialty,Husband,Husband,White,White,Male,Male,0,3818,0,1741,40,18,United-States,United-States,<=50K,>50K
31,28,Federal-gov,Private,469263,114774,HS-grad,Assoc-voc,9,12,Divorced,Married-civ-spouse,Craft-repair,Prof-specialty,Unmarried,Husband,Black,White,Male,Male,0,3818,0,1741,50,52,United-States,Germany,<=50K,>50K
52,28,Private,Private,216558,233149,Some-college,10th,10,12,Separated,Married-civ-spouse,Craft-repair,Exec-managerial,Other-relative,Not-in-family,Asian-Pac-Islander,White,Male,Male,0,3818,0,1741,40,52,Philippines,United-States,<=50K,<=50K
46,28,Private,Private,149218,114774,Bachelors,12th,13,4,Married-civ-spouse,Divorced,Sales,Transport-moving,Husband,Not-in-family,White,White,Male,Male,0,3818,0,1741,40,18,United-States,United-States,>50K,<=50K
32,28,Private,Private,113453,114774,Bachelors,Bachelors,13,12,Married-civ-spouse,Divorced,Adm-clerical,Prof-specialty,Wife,Husband,White,White,Female,Male,0,3818,0,1741,24,52,United-States,United-States,>50K,<=50K
46,28,Private,Private,23545,233149,HS-grad,10th,9,4,Divorced,Married-civ-spouse,Protective-serv,Craft-repair,Not-in-family,Husband,White,White,Male,Male,0,3818,0,1741,40,18,United-States,United-States,<=50K,<=50K
46,28,Private,Local-gov,409443,233149,5th-6th,HS-grad,3,12,Married-civ-spouse,Married-civ-spouse,Handlers-cleaners,Protective-serv,Husband,Husband,White,White,Male,Male,0,3818,0,1741,25,18,Mexico,United-States,<=50K,>50K
29,28,Local-gov,Private,152744,233149,Masters,HS-grad,14,4,Never-married,Married-civ-spouse,Prof-specialty,Prof-specialty,Other-relative,Husband,Asian-Pac-Islander,White,Female,Male,1506,3818,0,1741,40,52,United-States,United-States,<=50K,<=50K
33,28,Private,Private,166543,233149,7th-8th,HS-grad,4,12,Married-civ-spouse,Married-civ-spouse,Machine-op-inspct,Machine-op-inspct,Husband,Husband,Black,White,Male,Male,0,3818,0,1741,40,18,United-States,United-States,<=50K,>50K
23,28,Private,Self-emp-not-inc,224217,233149,11th,HS-grad,7,4,Never-married,Married-civ-spouse,Transport-moving,Farming-fishing,Not-in-family,Husband,White,White,Male,Male,0,3818,0,1741,40,52,Puerto-Rico,United-States,<=50K,<=50K
41,28,State-gov,Private,244522,114774,HS-grad,HS-grad,9,12,Divorced,Married-civ-spouse,Protective-serv,Machine-op-inspct,Unmarried,Husband,White,White,Male,Male,0,3818,0,1741,55,52,United-States,United-States,<=50K,>50K
50,28,Private,Private,148121,114774,Some-college,Masters,10,12,Widowed,Married-civ-spouse,Exec-managerial,Exec-managerial,Unmarried,Husband,Asian-Pac-Islander,White,Female,Male,0,3818,0,1741,40,52,United-States,United-States,<=50K,>50K
69,28,Private,Private,295425,114774,Assoc-acdm,Bachelors,12,12,Married-civ-spouse,Married-civ-spouse,Exec-managerial,Prof-specialty,Husband,Not-in-family,White,White,Male,Female,0,3818,0,1741,24,18,United-States,United-States,<=50K,<=50K
30,28,Self-emp-not-inc,Private,255424,114774,Prof-school,7th-8th,15,4,Married-civ-spouse,Married-spouse-absent,Prof-specialty,Machine-op-inspct,Husband,Husband,White,White,Male,Male,0,3818,0,1741,55,52,United-States,United-States,<=50K,<=50K
21,28,Private,Private,97214,233149,HS-grad,HS-grad,9,12,Never-married,Married-civ-spouse,Adm-clerical,Prof-specialty,Own-child,Husband,White,White,Female,Male,0,3818,0,1741,35,18,United-States,United-States,<=50K,<=50K
29,28,Local-gov,Private,158703,233149,Some-college,10th,10,12,Married-civ-spouse,Married-civ-spouse,Other-service,Sales,Husband,Husband,White,White,Male,Male,0,3818,0,1741,40,52,United-States,United-States,<=50K,>50K
43,28,?,Private,478972,114774,HS-grad,11th,9,4,Married-civ-spouse,Married-civ-spouse,?,Tech-support,Husband,Wife,White,White,Male,Male,0,3818,0,1741,50,52,United-States,United-States,<=50K,<=50K
44,28,Private,Private,180383,114774,Some-college,12th,10,4,Married-civ-spouse,Widowed,Handlers-cleaners,Transport-moving,Husband,Husband,White,White,Male,Male,0,3818,0,1741,60,18,United-States,United-States,<=50K,<=50K
33,28,Private,Private,159123,114774,Some-college,Some-college,10,12,Married-civ-spouse,Divorced,Adm-clerical,Other-service,Husband,Not-in-family,White,Black,Male,Male,0,3818,0,1741,40,52,United-States,United-States,>50K,>50K
51,28,Private,Private,231230,233149,HS-grad,Masters,9,12,Married-civ-spouse,Married-civ-spouse,Machine-op-inspct,Exec-managerial,Husband,Husband,White,White,Male,Male,0,3818,0,1741,45,52,United-States,United-States,<=50K,>50K
25,28,Private,Self-emp-inc,134232,114774,Bachelors,11th,13,4,Never-married,Married-civ-spouse,Other-service,Exec-managerial,Own-child,Husband,White,White,Female,Male,0,3818,0,1741,20,18,United-States,United-States,<=50K,<=50K
23,28,Private,Private,90729,233149,11th,HS-grad,7,4,Never-married,Divorced,Machine-op-inspct,Sales,Unmarried,Not-in-family,Other,White,Male,Female,0,3818,0,1741,40,18,United-States,United-States,<=50K,<=50K
36,28,Private,Self-emp-not-inc,275338,114774,Bachelors,Some-college,13,12,Married-civ-spouse,Married-civ-spouse,Exec-managerial,Craft-repair,Wife,Husband,White,White,Female,Male,0,3818,0,1741,40,52,United-States,United-States,>50K,<=50K
23,28,Private,Private,410446,233149,HS-grad,HS-grad,9,12,Never-married,Widowed,Craft-repair,Exec-managerial,Own-child,Unmarried,White,Black,Male,Female,0,3818,0,1741,40,52,United-States,United-States,<=50K,<=50K
28,28,Private,Self-emp-inc,120475,233149,HS-grad,Bachelors,9,12,Never-married,Married-civ-spouse,Craft-repair,Prof-specialty,Not-in-family,Husband,White,White,Male,Male,0,3818,0,1741,35,52,United-States,United-States,<=50K,>50K
39,28,Federal-gov,Private,127048,233149,Some-college,Some-college,10,12,Never-married,Widowed,Exec-managerial,Sales,Unmarried,Unmarried,White,White,Female,Female,0,3818,0,1741,40,52,United-States,United-States,<=50K,<=50K
60,28,State-gov,Self-emp-not-inc,113544,114774,Bachelors,5th-6th,13,4,Married-civ-spouse,Never-married,Exec-managerial,Other-service,Husband,Not-in-family,White,White,Male,Male,0,3818,0,1741,50,18,United-States,United-States,>50K,<=50K
34,28,Self-emp-inc,Private,233727,114774,Bachelors,Bachelors,13,12,Married-civ-spouse,Never-married,Exec-managerial,Other-service,Husband,Not-in-family,White,White,Male,Male,0,3818,0,1741,50,52,United-States,England,>50K,<=50K
62,28,Self-emp-not-inc,Federal-gov,210064,233149,Some-college,HS-grad,10,12,Widowed,Married-civ-spouse,Prof-specialty,Adm-clerical,Unmarried,Not-in-family,White,White,Male,Female,0,3818,0,1741,20,18,United-States,United-States,<=50K,<=50K
53,28,Private,Private,77462,233149,Some-college,Some-college,10,12,Separated,Married-civ-spouse,Prof-specialty,Priv-house-serv,Not-in-family,Husband,White,White,Male,Male,0,3818,0,1741,60,52,United-States,United-States,<=50K,>50K
25,28,Private,Private,108001,233149,Some-college,7th-8th,10,4,Married-civ-spouse,Married-civ-spouse,Handlers-cleaners,Farming-fishing,Husband,Husband,White,White,Male,Male,0,3818,0,1741,45,52,United-States,United-States,<=50K,<=50K
36,28,Private,Federal-gov,379522,114774,HS-grad,Bachelors,9,12,Married-civ-spouse,Married-civ-spouse,Craft-repair,Prof-specialty,Husband,Not-in-family,White,White,Male,Female,15024,3818,0,1741,40,52,United-States,United-States,>50K,<=50K
29,28,State-gov,Self-emp-not-inc,51461,114774,Assoc-acdm,Bachelors,12,12,Never-married,Married-civ-spouse,Tech-support,Exec-managerial,Not-in-family,Husband,White,White,Male,Male,0,3818,0,1741,45,52,United-States,United-States,<=50K,<=50K
31,28,Private,Private,147270,114774,Some-college,HS-grad,10,12,Never-married,Married-civ-spouse,Adm-clerical,Exec-managerial,Own-child,Unmarried,White,White,Female,Female,0,3818,0,1741,35,52,United-States,United-States,<=50K,<=50K
44,28,Private,Private,118212,114774,10th,HS-grad,6,12,Married-civ-spouse,Never-married,Machine-op-inspct,Priv-house-serv,Husband,Not-in-family,White,White,Male,Male,0,3818,0,1741,40,18,United-States,United-States,<=50K,>50K
49,28,Private,Local-gov,189792,114774,Masters,Bachelors,14,12,Married-civ-spouse,Divorced,Prof-specialty,Prof-specialty,Husband,Not-in-family,White,White,Male,Female,0,3818,0,1741,60,52,United-States,United-States,<=50K,<=50K
58,28,Private,?,225623,114774,Some-college,Masters,10,12,Married-civ-spouse,Married-civ-spouse,Other-service,Exec-managerial,Husband,Husband,White,Black,Male,Male,0,3818,0,1741,40,52,?,United-States,<=50K,>50K
38,28,Private,Local-gov,248445,233149,5th-6th,10th,3,4,Married-civ-spouse,Married-civ-spouse,Machine-op-inspct,Handlers-cleaners,Husband,Husband,White,White,Male,Male,0,3818,0,1741,40,18,Mexico,United-States,<=50K,<=50K
39,28,Private,Private,218490,233149,Prof-school,HS-grad,15,12,Married-civ-spouse,Married-civ-spouse,Prof-specialty,Craft-repair,Husband,Husband,White,White,Male,Male,15024,3818,0,1741,60,52,United-States,United-States,>50K,<=50K
22,28,?,Self-emp-not-inc,379883,114774,Some-college,Assoc-voc,10,12,Never-married,Married-civ-spouse,?,Adm-clerical,Own-child,Not-in-family,White,White,Female,Female,0,3818,0,1741,40,18,United-States,United-States,<=50K,<=50K
38,28,Self-emp-inc,State-gov,312232,114774,Bachelors,HS-grad,13,12,Married-civ-spouse,Separated,Sales,Craft-repair,Husband,Not-in-family,White,White,Male,Male,0,3818,0,1741,55,18,United-States,United-States,>50K,<=50K
47,28,Private,Local-gov,234470,233149,Assoc-acdm,Some-college,12,12,Widowed,Married-civ-spouse,Adm-clerical,?,Unmarried,Husband,Black,White,Female,Male,0,3818,0,1741,40,52,United-States,United-States,<=50K,<=50K
19,28,Private,Private,389942,114774,HS-grad,7th-8th,9,4,Never-married,Married-civ-spouse,Craft-repair,Machine-op-inspct,Not-in-family,Wife,White,Asian-Pac-Islander,Male,Female,0,3818,0,1741,40,18,United-States,United-States,<=50K,<=50K
38,28,Private,Local-gov,79483,233149,HS-grad,Masters,9,12,Divorced,Divorced,Adm-clerical,Prof-specialty,Not-in-family,Unmarried,White,White,Female,Female,0,3818,0,1741,45,52,United-States,United-States,<=50K,<=50K
39,28,Private,Self-emp-not-inc,389279,233149,Assoc-voc,HS-grad,11,12,Divorced,Married-civ-spouse,Exec-managerial,Exec-managerial,Unmarried,Husband,White,White,Female,Female,0,3818,0,1741,40,52,United-States,United-States,<=50K,<=50K
50,28,Self-emp-not-inc,Private,107581,233149,HS-grad,HS-grad,9,12,Married-civ-spouse,Never-married,Sales,Other-service,Husband,Not-in-family,White,Black,Male,Female,0,3818,0,1741,50,18,United-States,United-States,<=50K,<=50K
38,28,Private,Self-emp-inc,176458,233149,HS-grad,Bachelors,9,12,Divorced,Married-civ-spouse,Other-service,Exec-managerial,Unmarried,Husband,White,White,Female,Male,0,3818,0,1741,35,52,United-States,United-States,<=50K,<=50K
19,28,Private,Private,70505,114774,Some-college,5th-6th,10,12,Never-married,Married-civ-spouse,Other-service,Adm-clerical,Not-in-family,Husband,White,White,Female,Male,0,3818,0,1741,20,18,United-States,United-States,<=50K,<=50K
51,28,Local-gov,Private,259646,233149,Masters,11th,14,4,Divorced,Married-civ-spouse,Exec-managerial,Craft-repair,Unmarried,Unmarried,White,White,Female,Male,0,3818,0,1741,40,52,United-States,United-States,<=50K,<=50K
40,28,Private,Private,235743,114774,Assoc-acdm,HS-grad,12,4,Divorced,Separated,Exec-managerial,Craft-repair,Unmarried,Unmarried,White,White,Male,Female,0,3818,0,1741,45,18,United-States,United-States,<=50K,<=50K
35,28,Private,Self-emp-not-inc,177449,233149,Bachelors,HS-grad,13,12,Married-civ-spouse,Never-married,Sales,Transport-moving,Husband,Not-in-family,White,White,Male,Male,0,3818,1887,1741,52,18,United-States,United-States,>50K,<=50K
28,28,Private,Private,103432,233149,HS-grad,Some-college,9,12,Never-married,Married-civ-spouse,Transport-moving,Adm-clerical,Own-child,Unmarried,White,White,Male,Male,0,3818,0,1741,45,18,Portugal,United-States,>50K,<=50K
47,28,Private,Private,347088,233149,5th-6th,Bachelors,3,12,Separated,Married-civ-spouse,Other-service,Exec-managerial,Unmarried,Not-in-family,White,White,Female,Male,0,3818,0,1741,40,18,United-States,United-States,<=50K,<=50K
51,28,Self-emp-not-inc,Private,275924,233149,Bachelors,10th,13,4,Married-civ-spouse,Never-married,Exec-managerial,Transport-moving,Husband,Husband,White,White,Male,Female,99999,3818,0,1741,50,52,Mexico,United-States,>50K,<=50K
34,28,Private,Federal-gov,162113,233149,Some-college,HS-grad,10,12,Married-civ-spouse,Married-civ-spouse,Exec-managerial,Handlers-cleaners,Wife,Husband,White,White,Female,Male,0,3818,0,1741,48,52,United-States,United-States,>50K,>50K
17,28,Private,Private,147497,233149,5th-6th,HS-grad,3,12,Never-married,Married-civ-spouse,Sales,Adm-clerical,Own-child,Wife,White,White,Female,Female,0,3818,0,1741,20,18,United-States,?,<=50K,>50K
33,28,Self-emp-not-inc,Private,37232,114774,Assoc-voc,Assoc-voc,11,12,Divorced,Married-civ-spouse,Craft-repair,Farming-fishing,Not-in-family,Husband,White,White,Male,Male,10520,3818,0,1741,80,18,United-States,United-States,>50K,<=50K
33,28,Private,Private,441949,114774,Some-college,HS-grad,10,12,Never-married,Married-civ-spouse,Handlers-cleaners,?,Own-child,Husband,White,White,Male,Male,0,3818,0,1741,24,18,United-States,United-States,<=50K,>50K
30,28,Private,Private,285855,233149,9th,Some-college,5,12,Married-civ-spouse,Separated,Craft-repair,Prof-specialty,Husband,Other-relative,White,White,Male,Female,0,3818,0,1741,40,18,United-States,United-States,<=50K,<=50K
49,28,Private,Private,103123,233149,Bachelors,HS-grad,13,12,Married-civ-spouse,Married-civ-spouse,Handlers-cleaners,Transport-moving,Husband,Husband,White,White,Male,Male,0,3818,0,1741,40,18,United-States,United-States,>50K,<=50K
46,28,Private,Private,207076,114774,Masters,Assoc-acdm,14,12,Never-married,Married-civ-spouse,Adm-clerical,Adm-clerical,Not-in-family,Husband,White,White,Male,Male,0,3818,0,1741,60,52,United-States,United-States,<=50K,>50K
38,28,Self-emp-not-inc,Private,36270,114774,HS-grad,Masters,9,12,Married-spouse-absent,Married-civ-spouse,Farming-fishing,Prof-specialty,Unmarried,Husband,White,White,Male,Male,0,3818,0,1741,60,52,United-States,United-States,<=50K,>50K
43,28,Private,Private,206927,114774,Bachelors,HS-grad,13,12,Married-civ-spouse,Never-married,Sales,Machine-op-inspct,Husband,Husband,White,White,Male,Male,15024,3818,0,1741,50,52,United-States,United-States,>50K,<=50K
32,28,Private,Private,236415,233149,HS-grad,7th-8th,9,4,Never-married,Married-civ-spouse,Adm-clerical,?,Not-in-family,Husband,White,White,Female,Male,0,3818,0,1741,40,18,United-States,United-States,<=50K,>50K
26,28,Private,Private,108035,114774,HS-grad,Bachelors,9,12,Never-married,Married-civ-spouse,Exec-managerial,Prof-specialty,Not-in-family,Not-in-family,White,White,Female,Male,0,3818,0,1741,40,18,United-States,United-States,<=50K,<=50K
21,28,Private,Private,225395,114774,Some-college,HS-grad,10,12,Never-married,Married-civ-spouse,Prof-specialty,?,Own-child,Husband,White,White,Female,Male,0,3818,0,1741,24,52,United-States,United-States,<=50K,>50K
28,28,State-gov,?,140239,114774,HS-grad,Masters,9,12,Separated,Divorced,Other-service,Exec-managerial,Own-child,Not-in-family,White,White,Female,Male,0,3818,0,1741,11,18,United-States,United-States,<=50K,<=50K
36,28,Private,?,338033,233149,Some-college,Some-college,10,12,Divorced,Married-civ-spouse,Sales,?,Unmarried,Wife,White,White,Female,Female,0,3818,0,1741,40,52,United-States,United-States,<=50K,<=50K
55,28,Private,Self-emp-not-inc,314164,114774,Prof-school,Some-college,15,12,Married-civ-spouse,Married-civ-spouse,Prof-specialty,Exec-managerial,Husband,Husband,White,White,Male,Male,0,3818,0,1741,40,18,United-States,United-States,>50K,<=50K
56,28,Private,Private,337065,233149,7th-8th,HS-grad,4,12,Divorced,Married-spouse-absent,Farming-fishing,Sales,Other-relative,Husband,White,White,Male,Male,0,3818,0,1741,40,18,United-States,United-States,<=50K,<=50K
33,28,State-gov,Private,340899,114774,Doctorate,HS-grad,16,12,Married-civ-spouse,Married-civ-spouse,Tech-support,Other-service,Husband,Husband,White,White,Male,Female,0,3818,0,1741,45,18,United-States,United-States,>50K,<=50K
49,28,Private,Private,102096,114774,9th,HS-grad,5,12,Married-civ-spouse,Married-civ-spouse,Handlers-cleaners,Craft-repair,Husband,Husband,White,Amer-Indian-Eskimo,Male,Male,3781,3818,0,1741,40,52,United-States,United-States,<=50K,<=50K
47,28,Private,Local-gov,31141,233149,Masters,10th,14,4,Married-civ-spouse,Married-civ-spouse,Tech-support,Prof-specialty,Husband,Husband,White,Black,Male,Male,0,3818,0,1741,40,52,United-States,United-States,>50K,<=50K
62,28,Private,Private,312818,233149,Bachelors,Some-college,13,12,Married-civ-spouse,Never-married,Exec-managerial,Sales,Husband,Not-in-family,White,White,Male,Male,0,3818,1902,1741,1,52,United-States,United-States,>50K,<=50K
42,28,Local-gov,Private,270147,114774,Masters,Bachelors,14,12,Never-married,Widowed,Prof-specialty,Prof-specialty,Not-in-family,Not-in-family,White,White,Female,Female,0,3818,0,1741,40,52,United-States,United-States,<=50K,<=50K
41,28,Private,Private,97279,114774,HS-grad,Doctorate,9,12,Married-civ-spouse,Divorced,Transport-moving,Machine-op-inspct,Husband,Husband,White,White,Male,Male,0,3818,0,1741,50,18,United-States,United-States,<=50K,<=50K
31,28,Private,Private,247328,114774,5th-6th,7th-8th,3,12,Never-married,Married-civ-spouse,Transport-moving,Other-service,Not-in-family,Husband,White,White,Male,Male,0,3818,0,1741,30,52,El-Salvador,United-States,<=50K,>50K
48,28,Self-emp-not-inc,Private,31267,233149,HS-grad,Bachelors,9,12,Married-civ-spouse,Divorced,Other-service,Prof-specialty,Husband,Unmarried,White,White,Male,Female,3411,3818,0,1741,70,52,United-States,United-States,<=50K,<=50K
32,28,Private,Private,220066,233149,Some-college,11th,10,4,Never-married,Married-civ-spouse,Sales,Adm-clerical,Not-in-family,Husband,White,White,Female,Female,0,3818,0,1741,40,18,United-States,United-States,<=50K,>50K
19,28,Self-emp-not-inc,Private,159269,114774,HS-grad,HS-grad,9,12,Never-married,Married-civ-spouse,Other-service,Machine-op-inspct,Own-child,Husband,White,White,Male,Male,0,3818,0,1741,53,18,Yugoslavia,United-States,<=50K,>50K
47,28,Private,Private,155107,114774,HS-grad,Some-college,9,12,Married-civ-spouse,Never-married,Tech-support,Craft-repair,Husband,Not-in-family,White,Black,Male,Female,0,3818,0,1741,40,18,United-States,United-States,<=50K,<=50K
24,28,Local-gov,Private,354351,114774,HS-grad,HS-grad,9,12,Married-civ-spouse,Married-civ-spouse,Craft-repair,Craft-repair,Husband,Husband,White,White,Male,Male,0,3818,0,1741,60,52,United-States,United-States,>50K,<=50K
18,28,Private,Private,129053,233149,11th,HS-grad,7,4,Never-married,Married-civ-spouse,Other-service,Machine-op-inspct,Own-child,Not-in-family,White,White,Male,Male,0,3818,0,1741,28,52,United-States,United-States,<=50K,<=50K
58,28,Private,Private,255822,233149,7th-8th,HS-grad,4,12,Married-civ-spouse,Married-civ-spouse,Handlers-cleaners,Handlers-cleaners,Husband,Husband,White,White,Male,Female,0,3818,0,1741,40,18,United-States,United-States,<=50K,<=50K
49,28,Private,Self-emp-not-inc,192323,233149,HS-grad,HS-grad,9,12,Married-civ-spouse,Married-civ-spouse,Craft-repair,Craft-repair,Husband,Husband,White,White,Male,Male,0,3818,0,1741,40,18,United-States,United-States,>50K,>50K
31,28,Private,Private,176244,233149,HS-grad,HS-grad,9,12,Married-civ-spouse,Married-civ-spouse,Adm-clerical,Prof-specialty,Wife,Husband,White,White,Female,Male,0,3818,0,1741,35,52,United-States,United-States,<=50K,>50K
23,28,Private,Private,223019,233149,Some-college,HS-grad,10,4,Married-civ-spouse,Married-spouse-absent,Adm-clerical,Other-service,Wife,Unmarried,White,Black,Female,Female,0,3818,0,1741,40,52,United-States,United-States,<=50K,>50K
32,28,Private,Local-gov,243243,233149,HS-grad,HS-grad,9,12,Married-civ-spouse,Married-civ-spouse,Adm-clerical,Exec-managerial,Husband,Husband,White,White,Male,Male,0,3818,0,1741,77,52,United-States,United-States,<=50K,<=50K
22,28,State-gov,Private,194630,233149,Some-college,HS-grad,10,12,Never-married,Separated,Prof-specialty,Priv-house-serv,Own-child,Not-in-family,White,White,Male,Female,0,3818,0,1741,10,52,United-States,United-States,<=50K,<=50K
51,28,Self-emp-inc,Self-emp-not-inc,98980,233149,HS-grad,HS-grad,9,12,Married-spouse-absent,Married-civ-spouse,Exec-managerial,Exec-managerial,Not-in-family,Husband,White,White,Male,Male,0,3818,0,1741,99,18,United-States,United-States,>50K,<=50K
39,28,Private,Private,223792,114774,HS-grad,Some-college,9,12,Married-civ-spouse,Married-civ-spouse,Handlers-cleaners,Adm-clerical,Husband,Husband,White,White,Male,Female,0,3818,0,1741,72,18,United-States,United-States,<=50K,<=50K
31,28,Private,Private,415706,233149,10th,Some-college,6,12,Separated,Married-civ-spouse,Other-service,Sales,Unmarried,Husband,White,White,Female,Male,0,3818,0,1741,40,52,United-States,United-States,<=50K,>50K
38,28,Local-gov,State-gov,68781,114774,Some-college,Bachelors,10,12,Married-civ-spouse,Married-civ-spouse,Protective-serv,Prof-specialty,Husband,Wife,White,White,Male,Female,0,3818,0,1741,40,18,United-States,United-States,<=50K,>50K
68,28,Self-emp-inc,Private,113718,114774,11th,Bachelors,7,12,Married-civ-spouse,Married-civ-spouse,Sales,Exec-managerial,Husband,Husband,White,White,Male,Male,0,3818,1258,1741,40,52,United-States,United-States,<=50K,>50K
37,28,Local-gov,Private,152587,233149,Some-college,HS-grad,10,12,Never-married,Married-civ-spouse,Craft-repair,Machine-op-inspct,Not-in-family,Wife,White,White,Male,Female,0,3818,0,1741,40,18,United-States,United-States,<=50K,<=50K
25,28,State-gov,Private,120268,233149,Some-college,Some-college,10,12,Married-civ-spouse,Divorced,Craft-repair,Adm-clerical,Own-child,Unmarried,White,White,Male,Female,0,3818,0,1741,50,52,United-States,United-States,>50K,<=50K
37,28,Private,Private,52870,114774,Bachelors,HS-grad,13,12,Married-civ-spouse,Married-civ-spouse,Exec-managerial,Machine-op-inspct,Husband,Other-relative,White,Asian-Pac-Islander,Male,Female,0,3818,0,1741,40,18,United-States,United-States,<=50K,<=50K
55,28,Local-gov,Private,193895,114774,HS-grad,HS-grad,9,12,Divorced,Married-civ-spouse,Adm-clerical,Transport-moving,Unmarried,Husband,White,White,Female,Male,0,3818,0,1741,38,52,United-States,United-States,<=50K,>50K
32,28,Private,Private,239662,114774,HS-grad,Some-college,9,12,Married-civ-spouse,Married-civ-spouse,Craft-repair,Adm-clerical,Husband,Husband,Black,White,Male,Female,0,3818,1579,1741,36,18,United-States,United-States,<=50K,<=50K
51,28,Local-gov,?,201040,114774,Masters,Masters,14,12,Married-civ-spouse,Married-civ-spouse,Prof-specialty,Prof-specialty,Husband,Husband,White,White,Male,Male,0,3818,0,1741,40,52,Mexico,United-States,>50K,>50K
36,28,State-gov,?,25806,114774,Doctorate,HS-grad,16,12,Married-civ-spouse,Married-civ-spouse,Prof-specialty,?,Husband,Husband,Asian-Pac-Islander,White,Male,Male,0,3818,0,1741,40,18,China,Canada,<=50K,>50K
46,28,Private,Private,130667,233149,HS-grad,HS-grad,9,4,Married-civ-spouse,Married-civ-spouse,Transport-moving,Machine-op-inspct,Husband,Husband,Black,White,Male,Male,0,3818,0,1741,40,52,United-States,United-States,<=50K,>50K
55,28,Private,Private,141807,233149,Doctorate,Some-college,16,4,Married-civ-spouse,Married-civ-spouse,Exec-managerial,Adm-clerical,Husband,Husband,White,White,Male,Female,0,3818,0,1741,40,52,United-States,United-States,>50K,<=50K
51,28,State-gov,Self-emp-inc,108037,233149,Doctorate,HS-grad,16,4,Divorced,Married-civ-spouse,Exec-managerial,Sales,Not-in-family,Husband,White,White,Female,Male,0,3818,0,1741,40,18,United-States,United-States,<=50K,>50K
50,28,Local-gov,Private,129311,114774,HS-grad,Some-college,9,4,Married-civ-spouse,Married-civ-spouse,Transport-moving,Machine-op-inspct,Husband,Husband,White,White,Male,Male,0,3818,0,1741,40,52,United-States,United-States,<=50K,<=50K
